MAT.1.1	Satu dit matuntunan dat ginnapuwan Jesu Kristu un kaganakan didit Ali David un ganak didit Abraham.
ACT.27.7	Nambanbannay dit bapul mi si piga’n aḻgaw ot nampaligat kami un dummatong sin adani’d Cinido. Ot gaputa nabayogbog, maid inon mi un umoy man-illong ot intuluy mi utdin biik Creta ot lummaus kami’d Salmon. 
ACT.27.8	Nampaipaigid kami ot adu dat nampaligatan mi un dummatong sidit osa un igawa mangadanan si Nabaḻu’n Gigillongan di Bapul un adani’t din ili’n Lasea.
ACT.27.9	Ot gaputa nabayag dit nataktakan mi, ga-oogyaton dit mambapul ta nagangputon dit Aḻ-aḻgawa Manlanganana Mangan.
ACT.27.10	“Bubuḻun, mailaka laweng ninon un ituluy taku’n mambapul ta adu un mayam-ana kalga kan ulay sanat bapul mayam-an ot maḻmos taku pay.”
ACT.27.11	Yoong adin dit opisyal di suldadu pintog dit imbagan Pablo ta sad dingngoḻ naot dit kanan dit kapitan dit bapul kan sat singkuwa utdit bapul. 
ACT.27.12	Ot gaputa lawenga inggawan di bapul dit gigillongan si timpun di kukummogan, kaaduwan sidat nanlugan dit mamiya’n ituluy mi un mambapul ta padason mi un dumatong ud Fenix un ili’d Creta ta siya’d inggawan mi inggana’t magangput dit kukummogan. Awad gigillongan sidi un bokona nansangu utdin manligwatan bayogbog.
ACT.27.13	Utdit inggaw nakapsuta bayogbog un manligwat kapon daya, kanan nin dat tagu nu mabalin daona ituluy un mambapul. Ot impangatu da dat sanguḻ, asi miyon intuluy un nambapul un nampaipaigid sidin Creta. 
ACT.27.14	Yoong adina masulit dinumtong dit nabiloga bayogbog un nanligwat lagud sidit pugu. 
ACT.27.15	Dinangkas na dit bapul ot gaputa maligatan kami un manupak sidit bayogbog, impalubus mi’l lawaon un sat bayogbog dit mangidaḻan sidit bapul. 
ACT.27.16	Naidaḻatum kami utdit nasaḻ-inana biik dit bang-oga pugu un mangngadan Cauda. Utdi ingkalkaligatan mi un insap-aḻ dit bang-oga bangka utdit bapul daḻapnu Adina mayam-an. 
ACT.27.17	Magangput mana maisap-aḻ dit bangka, tinakodan da dit bapul si dadakkoḻa lubid daḻapnu kumiddot. Utdiyon, gaputa kumimut da nu maisodsod sidit kalaganan sidin adani ud Sirte indoba da dit layab un mangitulung sidit bapul ot binay-an daon dit bapul un idaḻan dit bayogbog. 
ACT.27.18	Nantulutuluy dit amoda bayogbog kan paḻuung ot mabigat man inlugi da un nan-idawat sidadit kalga. 
ACT.27.19	Utdit maikatlu’n aḻ-aḻgaw nan-idawat daon sidat uduma alikam di bapul. 
ACT.27.20	Ot piga-piga’n aḻgaw un adi kami nakaila si init onnu bituwon ta sad koona’n gumilog dit bayogbog aginggana’t naidon dit namnama mi un matagu.
ACT.27.21	Nabayaga adi kami nakakan ot summikad si Pablo utdit atubang un kinnana’n, “Bubuḻun, nu dingngoḻak okyan sidat imbagak un adi taku tengyan ud Creta maid okyan nayam-an kan nataḻak taku. 
ACT.27.22	Yoong sinsatun, pabos-oḻon yu danat angos yu ta maid matoy si osa kan dikayu. Siya’l lawaot ta mayam-an tun bapul. 
ACT.27.23	Ta sat labi nampaila kan sakon dit anghel ud Apudyus un makin-tagu kan sakon kan siya’d daydayawok 
ACT.27.24	ot imbaga na un, ‘Adika kumimut Pablo, ta masapula mabistigal ka utdin atubang Emperador Caesar. Ot gapu’t dit kaasin Apudyus kan sika, matagu pay danat losana buḻun nu uttun bapul.’ 
ACT.27.25	Siyadi bubuḻun, ot pabos-oḻon yu danat angos yu ta mantaḻgodak kan Apudyus ot maid duwaduwak un matungpal diya naibaga kan sakon. 
ACT.27.26	Yoong masapula maisadsad tun bapul si osa’n pugu.”
ACT.27.27	Duwa’n dumingguwan kamiyon un maipaḻupaḻuung sidit nabiloga bali utdin baybay Adriatico. Gawan labi man magiknan dadit gumabapul un adani kamiyon si taḻakdang. 
ACT.27.28	Utdi iningos da dit kaadaḻom dit danum ot naodasan da un duwampuḻu’n dopa dit kaadaḻom na. Utdi iningos da payyan sit masulsulit ot simpuḻu ya lima’n dopaon dit kaadaḻom na. 
ACT.27.29	Kummimut da nu maidongpaḻ dit bapul sidit kabattuwan ot sat kingwa da, inotdag da dat opata sanguḻ sidit ebot dit bapul daḻapnu adin dit bapul maligad ot inluwaḻu da un kumadda okyanon. 
ACT.27.30	Sadat gumabapul piyaon da un butikan dit bapul ot inuyud da dit bangka utdit danum asida ag-agin un umoy man-idoba utdat sanguḻ sidit uḻun dit bapul. 
ACT.27.31	Yoong imbagan Pablo utdit opisyal dat suldadu kan sidat suldadu un, “Nu adin datun gumabapul inggaw situn bapul, maid matagu kan dikayu.”
ACT.27.32	Utdi pintod dat suldadu dat lubid un nangiyuyud sit bangka ot binay-an da un naipaḻuung.
ACT.27.33	Utdit dandani un kumadda imbagan Pablo un mangan da’l losan. Kanana un, “Duwa’n dumingguwanon un uuwayon yu un maikabas tun bali ot naid pulus nangan kan dikayu. 
ACT.27.34	Sinsatun masapula mangan kayu ulay akita lawa daḻapnu awad ibilog yu. Ta maida taḻon maan-anu kan ditaku si ulay osa.”
ACT.27.35	Maabus mana ibagan Pablo tu nangaḻa si tinapay ot nanyaman kan Apudyus un iillan da’l losan asina biniik ot nangan. 
ACT.27.36	Utdi, kummiya dat angos da’l losan ot nangan da pay. 
ACT.27.37	Duwanggasut si pitumpuḻu ya onom kami un losana ininggaw sidit bapul. 
ACT.27.38	Utdit nabsug kami un losan indawat da dat awit un trigo utdit baybay daḻapnu lumangpaw dit bapul.
ACT.27.39	Utdit kumaddaon, adin dat gumabapul maimatunan dit igid baybay yoong inggaw naila da un tummaḻakdang un kalaglaganan ot nan-aampayunan da un nu mabalin siya’d mangisadsadan da utdit bapul. 
ACT.27.40	Utdi, pintod da dit silun dat sanguḻ ot binay-an da dida un nilumnod sidit danum ot dagus paya inussagan da dat lubida nangitakod sidat tagwan sidit ebot dit bapul. Asida impangatu dit layab sidit uḻuwan dit bapul daḻapnu sadit bayogboga lawaon dit mangidaḻan sit bapul sidit igid. 
ACT.27.41	Yoong naisadsad dit bapul sit lagan sidit daan na un makadatong sit igid ot naisuduk dit uḻuwana isunga adinaon makagidu ot sadit ebot na pay yinam-ayam-an dit nabiloga paḻuung.
ACT.27.42	Sadat suldadu pinanggop da un patoyon dat losana baḻud daḻapnu maid makatapug si mambutik. 
ACT.27.43	Yoong sadit opisyal di suldadu inatipa na dida utdit panggop da ta piyaona un matagu si Pablo. Ot sad imbilin na utdat tagu un makatapug, umuna da un lumayug ot manapug da un tumakdang sidit igid. 
ACT.27.44	Ot sadat udum un adi ud makatapug maitungtung-ud da un mangangpaw sidat kayu un napkis sidit bapul. Siyatu ud kingwa mi un nakatakdang sidit igid ot losan kami’n natagu.
ACT.28.1	Utdit makatakdang kamiyon un kapkapiya natigammuwan mi un Malta dit ngadan dit pugu. 
ACT.28.2	Laus dit nansasangailin dat umili’t di kan dikami. Nangwa da si apuy un man-aniduwan mi ta inluginaon dit udan kan amod dit kumog na. 
ACT.28.3	Utdi, naninup pay si Pablo si simposota kayu ot intunguna’t dit apuy yoong nilumtaw dit nagita un uḻog gapu’t dit pudut ot simpit na dit iman Pablo ot adina mapkis. 
ACT.28.4	Mailan man dadit umili’t di un igaw dit mantattayuna uḻog sidit iman Pablo kinnanan da si osaosa kan dida un, “Maid duwaduwa na un kumapatoy tuwa tagu, ta ulay nakalasat sin baybay adina nabutikan dit maidusa kan siya.”
ACT.28.5	Yoong inwaḻsin ullawan Pablo dit uḻog sidit apuy ot naid pulus pinasigab na. 
ACT.28.6	Uuwayon da un lumtog dit ima na onnu kakḻata lawa un matukasa matoy. Yoong utdit maid mauway da si mapasamak kan siya utdit masulit, naobos dit somsomok da payyan ot kanan da un apudyus si Pablo.
ACT.28.7	Sadit pita un adani’t dit naisadsadan mi, kuwan Publio un pangat sidiya pugu. Ot naanggom un namaḻnok kan dikami’t dit boḻoy da kan nanangaili kan dikami si tuḻu’n aḻgaw. 
ACT.28.8	Naisammu un amod dit pudut dit aman Publio kan natili pay. Ummoy Pablo inila utdit kuwaltu na ot inluwaḻuwana. Maabus mana manluwaḻu inyagpad na dit imana utdit uḻun dit masakit ot dagusa kummiya. 
ACT.28.9	Maipagapu’t diya napasamak, nan-idatong pay dat tagu utdat masakit kan siya ot pinapiya na dida. 
ACT.28.10	Ot adu dat intod da un pakdaw da kan dikami. Utdit manaḻan kamiyon pinabaḻunan dikami utdat singngadan na mana masapul mi.
ACT.28.11	Lumabas man tuḻu’n buḻana ininggawan mi utdi, nanlugan kami si osa’n bapul un iniinggaw pay sidiya pugu si timpun didiya ageled. Satuwa bapul nanligwat Alejandria ot naitikitik sidit uḻuwana dat nampingi un mangngadan si Castor kan Poloks.
ACT.28.12	Utdi, dummatong kami ud Siracusa ot ininggaw kami’t di si tuḻu’n aḻgaw. 
ACT.28.13	Manipud sidi, intuluy mi un nambapul ot dummatong kami ud Regio. Mabigat man, manligwat daya dit bayogbog isunga indadawwos mi ot maikagwa’n aḻgaw man dummatong kami ud Puteoli. 
ACT.28.14	Utdit makatakdang kami insangkat mi dat susunuda manuttuwa ot inawis da dikami un makaigaw kan dida si sindumingguwan. Utdiyon nankiyang kami un ummoy Roma. 
ACT.28.15	Sadat manuttuwa ud Roma, nagngoḻan da un dumatong kami ot inummoy dikami inabat kan dida’t din ili un mangngadan Tendaan ud Appio. Sadat udum ummabat da pay sidin igawa mangngadan si Tuḻu’n Dadaggusan Dat Kakkaili. Mailan man Pablo dida nanyaman kan Apudyus ot napabos-oḻ dit angos na.
ACT.28.16	Utdit dummatong kami ud Roma, napalubusan si Pablo un umoy inggaw sit boḻoya piyaona yoong masapula awad suldadu si mangandog kan siya.
ACT.28.17	Lumabas man tuḻu’n aḻgaw inayagan Pablo dat pappangat di Judio utdiya igaw. Mandatdatong da man kinnanana kan dida un, “Susunuda Judio, naid basuḻ ku utdan kailiyan taku kan naid sinalungasing ku utdan ugali un tinawid taku utdat aappu taku. Yoong dinokmaanak sidat Judio ud Jerusalem asida inyawat sakon sidat iRoma. 
ACT.28.18	Utdit bistigalonak sidat iRoma, naid maodasan da si gapun di mamatoyan da kan sakon ot piyaon da ud sakona wayawayaan. 
ACT.28.19	Yoong gaputa umadin dadit Judio, kapilitan un kindaw ku un maiyoy tun kasuk kan Emperador, yoong bokona gaputa piyaok un pabasuḻon dan kailiyak pay lawan. 
ACT.28.20	Siya’d gapuna un pinaayag ku dikayu ta mambabagbaga taku. Piyaok un ipatigammu kan dikayu un sat gapun tun maikikinnawadak, sat pammatik kan Jesus un siya dit namnama taku’n kaganakan Israel.”
ACT.28.21	Ot kanan da kan siya un, “Maid ud inawat mi si sulat ut nanligwat ud Judea si maipanggop kan sika kan naid pay sidan buḻuna nanligwat sidi ud nangipadamag onnu nangibaga si laweng un maipanggop kan sika. 
ACT.28.22	Yoong piyaon mi un dongḻon nat kasomsomkam ta sanat tudtudu un uunnudom sugsuganggangon da utdat losana igaw.”
ACT.28.23	Utdi, namili da si aḻ-aḻgawa mammimitingan da. Ot utdit dumtong diya aḻgaw aduadu dadit nandatdatong sidit ininggawan Pablo. Nampasin-aḻgaw inggana’t labi si Pablo un nangilawlawag kan dida’t dit mangiyapuwan Apudyus. Pinanoknokana manipud sidat lintog Moses kan dat ingkanglit dat propetan Apudyus un si Jesus dit Kristu daḻapnu awisona okyan dida un manuttuwa. 
ACT.28.24	Inggaw da ud udum kan dida un naawisa nanuttuwa yoong sadat udum adi da. 
ACT.28.25	Ot kaysan da un nansisinnungbat pay lawan. Yoong utdit daan da un makaskasway imbagan Pablo un, “Tuttuwa pay an dit paimbagan Ispiritu Santu kan Isaias sidat aappu yu 
ACT.28.26	un kanana’n,
ACT.28.26	‘Umoy ka ibaga utdatuwa tagu: Makaddongodongoḻ kayu yoong adi kayu makaawat, makailaila kayu yoong adi kayu makaimatun.
ACT.28.27	Ta sadatu un tagu adi da un taḻon piyaona paitudtudu ot tinubot da dat inga da kan inuput da dat ata da ta tuwan kada lawa nu makaila da, makagngoḻ da, kan makaawat da ta adi da piyaona mangulin kan sakon daḻapnu papiyaok dida,’ ” kanan Apudyus.
ACT.28.28	Ot inyanungus Pablo un kanana’n, “Ibagak kan dikayu un naibaunon sidan bokona Judio dit umoy mangitudtudutu utdit maipanggop sit managuwan Apudyus ot dumngoḻ da.” 
ACT.28.29	Gangputon man Pablo un ibaga tu nangkadaḻan dat Judio un ummamod dit sisinnungbat da.
ACT.28.30	Duwa’n dagun un ininggaw si Pablo utdit boḻoya inabangana ot naanggoma nanangaili utdat losana umoy kan siya gumiling. 
ACT.28.31	Natuḻod un nan-iwalagawag kan dida utdit maipanggop sidit mangiyapuwan Apudyus kan intudtudu na dit maipanggop kan Apu Jesu Kristu ot naid osa si makaigimau kan siya.
ROM.1.1	Sakon si Pablo un osa’n manselselbi kan Jesu Kristu. Piniliyak kan Apudyus un mambalina apostoles kan dinutukana’n umoy mangiwalagawag sit Nabaḻu’n Damaga nanligwat kan siya.
ROM.1.2	Insapatan Apudyus sidit aw-awe tu un Nabaḻu’n Damag un paingkanglit na utdat propeta na utdin nasantuwana ugud na. 
ROM.1.3	Satuwa Nabaḻu’n Damag, maipanggop sit Anak na un si Jesu Kristu un Apu taku. Ot si Jesu Kristu nu maipanggop sit katataguna, naiyanaka kaganakan ali David. 
ROM.1.4	Yoong nu maipanggop sit kinaapudyus na, napanoknokan un siya’d mannakabalina Anak Apudyus, ta ummungaḻa natoy maipagapu’t dit pannakabalin dit Ispiritu Santu. 
ROM.1.5	Maipagapu kan Kristu, kinaasiyanak kan Apudyus ot pinambalinak un apostoles un manselbi kan Kristu daḻapnu awisok dat losana tagu un manuttuwa kan mantungpal. 
ROM.1.6	Ot dikayu’n iRoma, maidagamung kayu utdan inayagan Apudyus un mambalina tagun Jesu Kristu.
ROM.1.7	Siya’d gapuna’n mansulatak kan dikayu’n iRoma un potpotgon Apudyus kan pinili na un mambalin si tagu na.
ROM.1.7	Iluwaḻuk ta si Apudyus un Ama taku kan si Jesu Kristu un Apu taku, kaasiyan dikayu kan ipooy da un kapkapiya kayu.
ROM.1.8	San umuna’n piyaoka ibaga, manyamanak kan Apudyus ot ipadaḻan ku kan Jesu Kristu tun manyayaman ku gapu kan dikayu’l losan gaputa mandindinamag nat mantututtuwa yu kan Jesu Kristu utdan adayu’n ili. 
ROM.1.9	Si Apudyus un manselselbiyak situn losana kabooḻak un mangiwalagawag sit maipanggop sit Anak na, tigammu na un kanayuna iluwaḻuwak dikayu nu manluwaḻuwak. 
ROM.1.10	Nabayagona ilulluwaḻuk un nu piyaona, ipalubus na ta umoyak gumiling kan dikayu. 
ROM.1.11	Ta taḻona piyaoka ilan dikayu daḻapnu makaibingayak sidan naispirituwana bindisyun kan dikayu un gumilogan nat pammati yu. 
ROM.1.12	San piyaoka ugudon, mampipinnabilog taku’t pammati, mapabilog tun pammatik gapu’t nat pammati yu kan mapabilog pay nat pammati yu gapu’t tun pammatik.
ROM.1.13	Susunud ku un manuttuwa, piyaoka ipatigammu kan dikayu’n namimpiga’n piyaoka umoy ilan dikayu, yoong inggana’t tun satun awad manlapḻappod kan sakon. Piyaok awisona manuttuwa dan udum kan dikayu un padan dit kingwak sidat udum un bokona Judio utdan uduma ili. 
ROM.1.14	Ta awad loblobbongok sidan losana tagu: inggaw da man sin dakolana ili onnu utdin kabatbateledan, naadaḻan man onnu naid si adaḻ. 
ROM.1.15	Siya’d gapuna’n adiyak mauwayana umoy manudtudu kan dikayu paya iRoma utdit Nabaḻu’n Damag.
ROM.1.16	Bokona ikabain ku un ibaga tun Nabaḻu’n Damag ta siya’d mangipail-an Apudyus sit pannakabalin na un managu utdan losana manuttuwa. Ummuna un naipatigammu utdan Judio asina utdan bokona Judio. 
ROM.1.17	Ta sat Nabaḻu’n Damag ipatigammu na nu inon Apudyus ibilang dan tagu un nalintog. Ot ibagbagana un maipagapu’t pammati ullawa manipud sit lugina inggana’t mangkidongana din mapalintogan taku’t din man-iila na. Padan dit paingkanglit na utdit un kanana’n, “San tagu’n imbilang Apudyus un nalintog, matagu’t inggaingga maipagapu’t pammati na.” 
ROM.1.18	Si Apudyus ud langit impatigammu na un dusaona dat losana tagu un adi mandayaw kan siya kan mangmangwa’t nadadag. Ta sadit kinadadag da lappodana dit maipatigammuwan dit katuttuwaan. 
ROM.1.19	Sadan mabalina matigammuwan di tagu maipanggop kan Apudyus nalawaga maila da, ta si Apudyus pay lawan dit nangipaila kan dida. 
ROM.1.20	Ulay nu adi taku maila si Apudyus, sadan pinaloswa na dan mangipaila’t din mannanayuna pannakabalin na kan kinaapudyus na. Manlapu’t dit namaloswaana’t tun lubung, nalawagona maila datu un kababalin na ot maid lasun dan adi manuttuwa kan siya. 
ROM.1.21	Tigammu da’n awad Apudyus yoong gagaḻ-on dan adi dayawon kan adi da pay manyaman kan siya. Nambalinota naid selbin dit somsomok da kan adi da makaaw-awat ta nakoḻpan dit utok da. 
ROM.1.22	Kanan dan nalaing da yoong sat katuttuwaana, naid tigammu da. 
ROM.1.23	Onta adida dayawon si Apudyus un adi matoy ta sad dayawon da, sadat kingwa da un sinan-apudyus un kapadpadan di tagu un matoy, onnu kapadpadan dat losana tumaud, mangkadammang onnu kumayap.
ROM.1.24	Ot siya’d gapuna’n binaybay-an Apudyus didaon un mangkokwa’t dan naaalasa pipiyaon dan koon. Ot koon da dan kababbaina makwa utdan long-ag di osaosa kan dida. 
ROM.1.25	Nan-awidan da dit katuttuwaana maipanggop kan Apudyus ta sat tuli din tuttuwaon da. Ot sadan paloswan Apudyus dan dayawon da kan manselbiyan da un bokon kan Apudyus un namaloswa utdan losan un siya’d lumbonga maidaydayaw si inggaingga. Amen.
ROM.1.26	Siya’d gapuna un binaybay-an Apudyus didaona mangwa’t dan kababbaina pipiyaon di long-ag un koon. Sadat babai aduḻon da dan pada da pay lawana babai un bokona siya’d kokwana. 
ROM.1.27	Pada na pay sidat laḻaki, ta bokona sadan babai dat aduḻon da, ta sadat pada da’n laḻaki dit taḻona maawisan dit likna da ot koon da dan gabbainana makwa. Ot siya’d gapuna’n laklak-amon da dit dusa un maibagay kan dida’t dit nadadaga koko-on da.
ROM.1.28	Utdi, gaputa adida piyaona awaton dan katuttuwaana maipanggop kan Apudyus, binaybay-ana dida un nambalina bokobokon dit somsomok da kan nambanaga bokobokon dan angwat da. 
ROM.1.29	Awad kan dida dit losana kalasin di kinadadag. Nagamgam da, lumalaweng da, naapaḻ da, kumapatoy da, sumusubog da, kan umaallew da. Sad in-inapon da’l lawa din mayam-anan dan udum kan umoy da dida is-istolyaon. 
ROM.1.30	Lumilikud da, lalawwengon da’t Apudyus kan nalaing da’n manginsultu. Kanan da’n nangatu da’n tagu ot ipaspasdayaw da dat long-ag da. Nalaing da’n manomsomok si mambasuḻana maid payyan nakakwa kan adida pay tuttuwaon dat maḻong-ag da. 
ROM.1.31	Taḻona adida makaaw-awat kan adi da tungpaḻon dat isapata da. Naid piya kan kaasi da’t dan pamilya da. 
ROM.1.32	Tigammu da dit lintog Apudyus un madusa’t inggaingga dat tagu’n mangkokwa’t dan kakamma’t dadi yoong itultuluy da kampaya koon. Bokona lawa’n koon da, nu adi taḻona ayunan da pay dan udum un mangwa’t dit padan didit nadadaga koko-on da.
ROM.2.1	Utdi, singngadan yu mana mangibaga’n masapula madusa dat tagu’n mangkokwa’t nadadag, adiyu ilaksig nat long-ag yu. Ta sanata mangukuman yu kan dida, ukumon yu pay lawan nat long-ag yu gaputa pada yu pay dida’n kumokokwa’t nadadag. 
ROM.2.2	Tigammu taku’l losan un kustu din man-uukum kan mandudusan Apudyus sidan tagu’n mangkokwa’t dan nadadaga kakamma’t di. 
ROM.2.3	Isunga nu ukumon yu dan mangkokwa’t laweng yoong koon yu pay dan koko-on da, malisiyan yu kad din mangukuman Apudyus? 
ROM.2.4	Adiyu tagtagibassiton si Apudyus un kanan yu un adi dikayu dusaon gaputa taḻona nakaasi kan naanus. Adiyu kad tigammu un nakaasi si Apudyus kan dikayu daḻapnu mandadaoli kayu utdat basuḻ yu? 
ROM.2.5	Yoong gaputa nasukil kayu ot adiyu piyaona mandadaoliyan dat basuḻ yu, paam-amodon yu dit manusaan Apudyus kan dikayu nu dumtong dit aḻ-aḻgawa mangipail-ana’t dit suḻag na kan nalintoga mandudusa na. 
ROM.2.6	Utdi un aḻ-aḻgaw, gun-gunaan Apudyus dit kada osa’n tagu sigun sit kingwa na. 
ROM.2.7	Sadan tagu’n naanusa mangkokwa’t napiya kan gamgaman da dit mangtodan Apudyus kan dida’t kinangatu, dayaw kan mataguwan, itdon Apudyus kan dida dit mataguwana maid kigad na. 
ROM.2.8	Yoong sadat tagu’n sat long-ag da pay lawan dit ipappapuut da kan adi da umunud sit katuttuwaan ta sat nadadag dat unu-unudon da, nasuḻasuḻag si Apudyus un manusa kan dida nu dumatong dit timpuna. 
ROM.2.9	Losan dat tagu’n mangkokokwa’t laweng mapaligat da ot maid ayoayon dat somsomok da utdat ligat da, taḻon sidat Judio kan padana pay sidan bokona Judio. 
