MAT.1.1	Salbacü Jesus Abrahampïtawan Davidpa milayninpïmi śhamun. Paypa awquilluncuna caycunam cala:
ACT.17.23	Cay malcayquiman yaycul ‘Má, imactash mayćhüshi alawapäcuñä’ nil pulishäćhümi licälú juc uycunaćhu ‘Cay patac uycunacá unanchäśha cayan Mana Lisishanchic Diospämi’ nil wätanćhu isquirbïshacta. Canan chay ‘Mana Lisisha Dios’ alawapäcuśhayquipïmi willaycälishayqui.
ACT.17.24	“Cay allpa sïlu licalichï Diosmi cay allpäpa sïlüpa Taytan. Chaymi pay'a mana nï nunacunap lulaśhan wasicunallaćhu canan canchu, 
ACT.17.25	nïtac mayantapis nisitanchu imacta lulapunanpäpis. Aśhwanpa paymi llapanchictapis cawsayta, lluy imactapis uycamäninchic.
ACT.17.26	“Pay'a jucllay nunallapïmi imaymana caśhtaman milachila, cay jinantin allpäćhu cawsapäcunanpä. Unanchaycapulatacmi timpucunätapis ñatac mayćhu yaćhapäcunanpäpis. 
ACT.17.27	Lluy caycunacta lulala llapa nunapis payta ashil masqui yataycuyllapapis talipäcunanpämi. Rasunpa llapanchicpïpis pay'a manam calućhüchu nï mana talinaćhüchu cayan. 
ACT.17.28	Aśhwanpa payćhümi cayanchic, puliyanchic, cawsayanchicpis. Quiquiquicunap waquinnin libru isquirbïniquicunapis cayta musyal ¿manachun ‘Diosninchicpa milayninmi ya'anchic canchic’ nil isquirbipäcula?
ACT.17.29	“¿Chaynu rasunpa Diospa milaynin cayalchun, pinsayachwan nunacunca uman chalaśhan ürupi illaypi lumipïpis aläjacunacta lulaculcul ‘Caymi dios’ nimäśhanchicman? 
ACT.17.30	Ñatac unay timpućhu'a caynu upa lulaycunacta nunaca lulayaptinpis Dios'a manam imanilapischu. Cananñatacmi ichá mayćhüpis juchanpi wanaculcul cuticalcämunanpä lluyta ayayan. 
ACT.17.31	Cay jinantin pachäta aclacuśhan nunanwan cäraycachinanpämari juc muyun unanchäśha cayan. Cay rasunpa pasananta wañuśhanpi śhalcachimuśhanwanmi llapanchicta tantiachimanchic” nila.
ACT.17.32	Cay “Wañücuna śhalcamunmi” nishanta uyalïlälilmi waquinnincuná asipapäcula. Waquinnincunañatacmi: “Juc muyunñamá masta uyaliycuśhayqui” nipäcula. 
ACT.17.33	Chayćhümi Pablo licula. 
ACT.17.34	Waquinnincunañatacmi ichá willaśhanman chalapaculcäla. Paycunam capäcula Dionisio śhutiyu wayapa chay Areopago nunacuna partipi, ñatac Damaris śhutiyu walmipis, jinaman juccunapis.
ACT.18.1	Cay Atenaspïmi, Corinto malcäman Pablo licula. 
ACT.18.2+ACT.18.3	Chayćhümi lisinacülun Ponto-lädu Aquila śhutiyu nunawan. Paymi walmin Priscilawan chayllalä Roma malcäpi ćhämuśha capäcula Romap Mandänin Claudio: “Aycam cayćhu yaćhä Israelcunaca caypi liculcächun” niptin. Chayćhu paynu Aquilapis utapi carpacunacta lulä caśhanta yaćhälulmi paycunawan cuscan lulapäcunanpä Pablo lila wasinćhu quïdacü. 
ACT.18.4	Warda muyuncunaćhüñatacmi juntunaculcänan wasiman Pablo lil Israel mana-Israelcunätapis Jesusman chalapaculcänanpä jicutaycula.
ACT.18.5	Chay malcaćhu cayaptinmi Macedoniapi ćhälälimun Silaswan Timoteopis. Chaymi Jesusllapïña Israel-masincunacta Pablo mastá willacula “Jesus'a Salbamäninchicmi” nil. 
ACT.18.6	Niptin chay mana chalapacü malca-masincuna Pablop cuntran śhalcul imaymanacta palapäcuptinmi müdananta tapsicuyan: “Cunca cuchuyniquita quiquillayqui ashiyalcaptiqui'a ya'a manam juchayüñachu cayá. Cananpi'a, mana-Israelcunämanñam willacü licuśhä” nil.
ACT.18.7	Chay juntunaculcänan wasipi yalalcamulmi Diosta manchacü Ticio Justup wasinman licula. Chay juntunaculcänan wasip läduscallanćhümari cala. 
ACT.18.8	Ñatac chay juntunaculcänan wasip puydïnin Crispo nishanpis llapa aylluntinmi Jesusman chalapaculcäla. Chaynütacmi achca Corinto malca-masincunapis uyalipäcul chalapacalcälil bawtisachiculcäla.
ACT.18.9	Chayćhu cayaptinlämi juc tuta Pablocta suyñuyninćhu Diosninchic nila: “Pablo, ama manchaliychu; mana upällallal, willacuy jinalla. 
ACT.18.10	Anwanmi ya'a cayá; manam pipis tupaycuśhunquichu. Cay malcaćhu achcalämari nunäcuna cayalcan” nil. 
ACT.18.11	Niptinmi cay Corinto malcäćhu wata partinlä Pablo yaćhala Diospa willacuyninta lluyta willacuśhtin.
ACT.18.12+ACT.18.13	Chayćhu cayaptinlämi, Galion śhutiyu nuna Acayap malcancunap puydïnin cayaptin llapa Israel-masincuna Pablop cuntran śhalcälälila. Jinalculmi chay puydïman puśhapäcula: “Cay wayapam camachicuynïcunacta iwilcul llapa nunactapis limapäñä Diosta alawananpä” nil tumpaśhtin.
ACT.18.14	Niptin chayćhu Pablo “limalcuśhä” niyaptinmi chay puśhä Israelcunäta Galion nila: “Sumäta uyalipämay. Ya'a uyalicmanmi nuna wañuchiypi, ütac imapis chaynu cüsapi captin'a. 
ACT.18.15	Ñatac chalapacuyniquicunapïtá, camachicuyniquicunapïtá, śhuticunapïtá, ima captinpis manam imapis ucamanchu. Quiquiquicuna chaytá arrinläculcay; ya'a manam imapi miticamuná canchu” nil.
ACT.18.16	Nilculmi chay dispächunpi lluy alämula. 
ACT.18.17	Jinaptinmi juntunaculcänan wasip puydïnin Sostenes nishan umricta chalalcälil, Galionpa puntanćhu lluy camacäcuyalcan. Jinacuyalcaptinpis Galiontá manamá imallapis uculachu.
ACT.18.18	Chaypïtapis cay Corinto malcäćhümi unaylä Pablo capaycula. Chaypïtam chalapacücunäpi dispidiculcul Siriacta cutipämunanpä barcuman ishpipäcula Priscilawan Aquilawan cumpañachiculcul. Manaläpis yalulmi Cencrea malcäćhu umanta lutuchicula, Diospa imacta limalicul lluy cumplinanpä
ACT.18.19	Jinalculmi Efeso malcäman pasacalcämul juntunacunan wasiman Pablo yaycul Israel malca-masincunawan piñanaculcäla. 
ACT.18.20	Priscilawan Aquilañatac “capaycuśhunlä” niptinpis manam munalachu. 
ACT.18.21	Chayćhu caćhaycul: “Dios munaptin'a, yapaćhüñaćh cutimuśhä watucamüniqui” nilmi chay Efeso malcäpi barcuwan licula.
ACT.18.22	Chaypi Cesarea malcäman ćhayculmi chalapacücunäta limaycü Jerusalenta pasacula. Chay-pachallatacmi Antioquiacta licula. 
ACT.18.23	Chayćhu caycuśhanpïtá yapa Galacia, Frigia-lädu malcacunäpa pasalñatacmi manyapi lluy callpanchaycula.
ACT.18.24+ACT.18.25	Ñatac chay timpupämi Efeso malcäman Apolos śhutiyu Israel nuna ćhämun. Paymi Alejandria malcayu Egipto nasyuncäpi, achca nunap ñawpäninćhu limaypa yaćhacäśha, ñatac Diospa libruntapis allicta lisï cacuyäla. Jinaman Bawtisä Juan, Jesuspi limaśhallanta uyaliyalpis Jesuspïta sumä tincüninman allintam yaćhachiñä. 
ACT.18.26	Chaynu juntunaculcänan wasićhu imactapis mana manchalil chaynu willacuśhanta uyalïlälilmi Priscilawan Aquila wasinta puśhalcul Jesuspïta masta willapaycälila.
ACT.18.27+ACT.18.28	Ñatac Apolos: “Acaya-läductam lishä” niptinmi chalapacücunaca callpanchapäcula, yanapapäcula. Chaymi chayćhu cä chalapacü-masincunapä papiltapis lulälälin “Apolosta allinpa ćhasquiycäliy” nil. Chaypi Acayaman ćhälulñatacmi mana chalapacü Israelcunäwan chalanaculcul Diospa shiminpïta tuquicta tantialpachila Jesus caćhamuśhan Salbacüca caśhanta. Chaynüpam Diospa llaquipayninćhu cä chalapacü-masincunacta sumä callpanchäla.
ACT.19.1	Ñä Corinto malcäćhu Apolos cayaptinmi, Pablo'a Efeso malcäta cutinanpä chayćhu cä malcacunap ipanpa dirichäla. Efesoman ćhaycul achcasca chalapacücunacta talilculmi 
ACT.19.2	tapula: “¿Chalapaculcäśhayqui üra, Chuya Ispiritu pudiracuycuśhulanquichun?” nil.
ACT.19.2	Niptinmi: “Manam imaypis Chuya Ispiritupi'a uyalipäculächu” nipäcula.
ACT.19.3	Niptinmi: “Chaynu captin'a bawtisacuśhayqui üra ¿‘piman chalapacú’ niltan bawtisaculcälanqui?” nin.
ACT.19.3	Niptinmi: “Bawtisä Juan limapapämäśhanman chalapaculmi” nipäcula.
ACT.19.4	Niptinmi: “Rasunpa Juan'a bawtisala Diosman cuticamücunätam. Ñatac ¿yalpanquichun ‘Ya'ap ipäta śhamücämanmi chalapaculcanqui’ nipäcuśhuśhayquita? Chay Jesuspïmari cala” nila. 
ACT.19.5	Nishanta uyalïlälilmi: “Cananpi'a Jesuspäñam caśhä” nil bawtisachiculcäla. 
ACT.19.6	Chayćhu Pablo maquinwan yataycuptinmi Diospa Ispiritun paycunapi pudiracuycula. Jinaptinmi mana yaćhaśhan limaycunaćhu Dios cüsapi limacuyalcan willacuynintapis willacücuyalcantac. 
ACT.19.7	Chay lulä nunacunaca ćhunca ishcayniyu umricunam capäcula.
ACT.19.8	Chay malcap juntunaculcänan wasiman Pablo lilmi quimsa quilla chayćhu imactapis mana manchalil Diospa gubirnunta ćhasquipäcunanpä jicutäla. 
ACT.19.9	Ñatac waquinnin cullucuycul mana chalapacuyta munapäculmi llapa nunap ñawpäninćhu chay Muśhü Caminupi mana allinta limapäcula. Chaymi Pablo yaćhachishanta aycam ćhasquïcunäwan japächaculcul Tirano nishan limanacuna wasiman aśhuculcäla. 
ACT.19.10	Chayćhu ishcay wata intiru muyun-muyun Jesuspi yaćhachiptinmi jinantin Asia-lädu malcacunäćhüpis Israel mana-Israelcunaca Diospa yaćhachicuyninta lluy uyalipäcula.
ACT.19.11	Chayćhu Pablopmi Dios imaymana milagrucunacta lulala. 
ACT.19.12	Chaymi pañuylunpis, ütac ćhulaculcuśhan müdananpis ishyäcunäman apaśha captin'a imawan ishyäcunapis, ñatac achatucunap maquinćhu cäcunapis lluy allinyapäcula.
ACT.19.13+ACT.19.14	Chaynütacmi paycunanüpis waquin Israelcuna Jesuspa śhutinta limal achatucta aluyta jicutaycaćhapäcula “Pablo willacuśhan Jesuspa munayninpamá, cay nunäta caćhaycuy nic” nil. Paycunaćhümi Israelcunap jucnin puydï sasirdüti Escevap anćhish chulincunapis cala. Paycuna juc-punćhu'a chaynu lulayalcaptinmi achatu nila: 
ACT.19.15	“Jesusta lisïmi, ñatac Pablo mayan caśhantapis yaćhätacmi. Ñatac amcuná ¿imallatá capäcunqui?” nin.
ACT.19.16	Nilcul-pacha chay achatuyu nunaca callpa-callpawan walcacacälulmi llapantapis duminalcul supayninta apächin. Jinaptinmi chay wasipi pasaypi ma'aśha calanllan ayiculcan.
ACT.19.17	Chayta yaćhälälilmi Efesoćhu cä Israel mana-Israelcunäpis Jesuspa śhutinta manchacuywan licapäcula. 
ACT.19.18	Waquinnin chalapacücunäpis ima mana allin lulapäcuśhantapis llapa nunap ñawpäninćhu willapaculcäla. 
ACT.19.19	Waquin rüjacunapis llapa rüja libruncunacta apalcälimulmi “Wanacuśhunña caycunapi” nil cañaycälälila. Chay cañaśhancuna ćhaninchaptin'a paćhac picha ćhunca (150) wata trabajup ćhaninmanmi ćhäñä. 
ACT.19.20	Cay lulaśhancuna intiruman ćhaptinmi llapa nunapis Diospa willacuynin callpayu caśhanta tantiapäcula.
ACT.19.21	Chaypïtam Pablo pinsälun: “Jerusalenta lil, Macedonianta, Acayanta pasäśhä. Jerusalenpïñatac Romacta pasacuśhä” nil. 
ACT.19.22	Chaymi Macedoniaman ishcay yanapäninta Timoteoctawan, Erastocta puntalcachil Asia-lädu malcäćhu pay quïdapaycula.
ACT.19.23	Chay muyuncunäćhu Efesoćhu Muśhü Caminupi imaymana limaywanmi śhalcatityälälin. 
ACT.19.24	Caynüpam talcula: chay malcäćhu juc nunam Demetrio śhutiyu cala. Paymi yanapänincunawan achca illayta licapäcula chay mamachan Artemisap capillantanu uchuchä capillachancunacta illaypi lulal lanticuyninwan. 
ACT.19.25	Chaymi lluy lulä-masincunacta juntucuycul umacta ula cay nil: “Taytacuna, yaćhaśhanchicnüpis ya'anchic'a cay lulayllanchicwanmi llapanchicpis cawsanchic. 
ACT.19.26	Ñatac amcuna uyalipäcunquićh, yaćhapäcunquićh chay Pablo nishan nunaca: ‘Nunap lulaśhan dioscuná manam rasunpa dioschu’ nishtin pulishanta. Nilcul llapa nunactapis awniyächilmi nï cayllaćhüchu sinu'a cay intiru Asia-lädup malcancunaćhüñam willämunpis. 
ACT.19.27	Chay lulaśhan nigusyunchictam llapanchicpactapis mana caśhanman muyuyächin. Jinaman'a cay Asia-lädu malcacunäpis ñatac jinantin juc malcacunäpis mamachanchic Artemisacta lläwaypa-lläwayaptinchicñapis alawäśha capillantaćh lluy pin'ayman julälälinman. Jinalćha llapa nunapis jamuyacuypi waśhanta limapäcun'a” nila.
ACT.19.28	Niptinmi nunacunaca rabyälälil lüyatityacuyalcan: “¡Efesop mamachan Artemisa, altuman juluśha cachun!” nil. 
ACT.19.29	Jinacuyalcaptinmi jinantin malcäña lüyatityayta allacaycälin. Jinamanmi Pablop puliwshïnin Macedonia-lädu Gayoctawan, Aristarcocta un'aypi chalälälil istadiu ćhawpiman alaśhćhäcuyalcan. 
ACT.19.30	Chayta yaćhalcul chay nunacunäwan limananpä Pablo śhamuyta munaptinpis chalapacücunämi mićhacalcämula. 
ACT.19.31	Jinamanmi Asia-lädu lisinacuśhan awturidäcunapis “Yan'almi imapis pasaśhunquiman. ¡Ama liychu!” nichila.
ACT.19.32	Ñatac istadiućhu nunacunacá uman muyüśha imaymanacta lüyayalcalmi wicta cayta äśhaycaćhacuyalcäla. Lluy-yupaymi imapi juntunaculcäśhantapis mana sumä yaćhapäculachu. 
ACT.19.33	Chayćhu Alejandro nishan nunacta licälälilmi Israel-masincuna llapa nunap ñawpäninman tan'aycälälin
ACT.19.34	Chayćhu manaläpis limaliyaptin Israel caśhta caśhanta tantiälälilñatacmi ishcay üranuy piyur lüyacuyalcan: “¡Efesop mamachan Artemisa altuman juluśha cachun!” nil.
ACT.19.35	Jinacuyalcaptinmi llapa nunactapis chay malcap sicritariun lluy upällächin. Jinalculmi nila: “Efeso taytacuna mamacuna, jinantin malcacunämi yaćhapäcun cay mamachanchic Artemisa altu sïlüpi ji'alpamuśhantapis, ñatac paypa capillan ya'anchicpi caśhantapis. 
ACT.19.36	Lluymi yaćhapäcun; manam articta upatuculcänanchu. Pasinsiaculcayña; ama mana sumäta pinsaycul'a caynu lulapäcuychu. 
ACT.19.37	Cay alaśhćhapämuśhayqui nunacunaca manachućh jinamá mamachanchicpa imantapis suwalachu, nïtac waśhantapis limalachu. 
ACT.19.38	Cay Demetrio masannincunawan pictapis quijanan captin'a, quijachun. Chaypämi fiscuna, jatun awturidäcuna imapis munaśhanmannuy arrinlananpä cayan. 
ACT.19.39	Mas imactapis lulayta pinsal'a, chay awturidäcunap maquinćhu imactapis lulanacamuchun. 
ACT.19.40	Cay pasaśhan manamá allinchu. Canan ‘Cay nunacunaca gubirnup cuntran śhalcuculculmi llapa nunactapis umachäcuyan’ nilpis nicalcamachwanmi. Ñatac ‘¿Imapïmi cay lüyay cala?’ nimaptinchic'a ¿imanichwantan? Manam imanil limalicunanchicpä cäsu canchu” nila. 
ACT.19.41	Nilculmi llapantapis lluy dispidïla.
ACT.20.1	Chay lüyatityay camacäluptinmi chalapacücunäta Pablo ayachila chayćhu ima captinpis masïsu capäcunanpä limapaycü. Jinalculmi paycunapi dispidiculcul Macedoniacta licula. 
ACT.20.2	Chayćhu lluy malcacunäman ćhal chalapacücunäta callpanchayculmi Greciap malcancunaman pasacula. 
ACT.20.3	Chayćhümi quimsa quilla capäcula. Chaypïñatacmi Siriacta allin pasacuśhä niyal, tantiälun malca-masincuna achäquiwan payta wañuchinanpä alcaśhanta. Chaymi caśhan Macedoniactañatac ćhaquiwan cuticuyta pinsälun. 
ACT.20.4	Jinaptinmi cumpañapäcula Berea malcäpi Pirrop chulin Sopater, Tesalonicapi Aristarcowan Segundo, Derbepi Gayo, Timoteo, Asia-lädu malcacunäpïñatac Tiquicowan Trofimopis. 
ACT.20.5	Paycunam llapan ñawpaculcäla Troas malcäćhu alcapämänanpä. 
ACT.20.6	Ya'acunañatacmi Macedoniaćhu quïdapaycälilá Mana Libadürayu Tanta Fistap camacaynincama. Chaypi Filipos malcäpi barcuwan lipäculmi picha muyuntalä Troas malcäman'a ćhaycamul alcamänïcunäwanpis tincülälí. Chayćhu llapallämi juc simänalä capäculá.
ACT.20.7	Chaypïtam simäna allaycuynin muyunćhu'a lluy juntunaculcälá Jesuspa wañuyninta yalpay micuyćhu
ACT.20.8	Chay wasip quimsa altuśhninćhümi lluy juntunacüśha capäculá, achca michïrawan acchicüśha. 
ACT.20.9	Chayćhu Pablo chay üracama willay-willay cayaptinmi Eutico śhutiyu müsu bintanäćhu täcücäta puñuy aysälun. Chaynu chayćhu allin puñuyäśhanpi juclla pampäćhu licalïluptinmi pallalcälinanpä wañüśhaña cayäñä. 
ACT.20.10	Jinaptin Pablo bäjalpaycamul-pacha macallayculmi nila: “Ama llaquiculcaychu. ¡Cawsayanmi!” nil. 
ACT.20.11	Jinalcul Pablo caśhan cuticulculmi jatun micuyta camacalculpis, aśhta aspi-aspicamalä llapantapis limapäla. Jinalculmi licula. 
ACT.20.12	Chay palpü müsuctañatacmi mana imapis pasaśhactanu tuqui sänucta lluypis cunsuylälälisha wasinta puśhapäcula.
ACT.20.13	Jinaptinmi Pablo: “Aso malcäta ćhaquillawanmi lishä. Puntapäcuchcay; chayćhüña pallalcapämanqui” nin. Chaymi puntaculcälá barcuwan. 
ACT.20.14	Aso malcäćhu tincülulmi, pallalcälil pasaculcá Mitilene malcäman.
ACT.20.15+ACT.20.16	Chay wäla Quio malcap chimpanpä pasayalcalmi walantintá Samos malcäman ćhälälí. Chayćhu Pablo: “Jerusalenćhu Cusicha Fistäman ćhänämi puydin. Yan'aćh Efesocta yaycuycul'a cay Asia-lädullaćhu dimuräcüman” niptinmi chay walantinnin dirichälälí Mileto malcäman, manaña Efesoman yaycul.
ACT.20.17	Ñatac chaynu niyalpis cay Miletopïtam Efesoćhu caminaycücunäta ayächila. 
ACT.20.18	Chayćhu ćhälälimuptinmi nila: “Amcuna yaćhapäcunquim cay Asia-lädu malcacunäman jaluycamuśhä muyunpi imanuy caśhätapis. 
ACT.20.19	Yaćhapäcuśhayquinüpis masqui malca-masïcuna wa'achipämaptinpis, ñacachipämaptinpis Taytanchicta sirbiyá mana nunatucullalmi. 
ACT.20.20+ACT.20.21	Jinaman'a ya'a mana uyalacuyculmi amcunap allinniquicunapä cäcunäta imay ürapis mayćhüpis willaycapäculac. Llapanpa puntanćhüpis, Israel mana-Israelcunactapis, wasiquicunaćhüpis rasuncäta limapapäculac: ‘Diosninchicman cutimul-ari, Duyñunchic Jesusman chalapaculcay’ nil.
ACT.20.22	“Canan'a Diospa Ispiritun puśhamaptinmi Jerusalenta liyá. Chayćhu ima alcamäśhantapis manam yaćhächu. 
ACT.20.23	Diospa Ispiritullanmi may malcäman ćhaptïpis: ‘Carsillam, ñacayllam chayćhu alcäśhunqui’ niyäman. 
ACT.20.24	Ñatac cay cawsayní manaćh imapäpis bälinmanchu Duyñunchic Jesuspa llaquipayninpi willacunäcäta mana willacupti'a.
ACT.20.25	“Ñatac śhun'üćhu yaćhacümi cananpi'a Diospa gubirnunpi lluy willacuśhäcunawan manaña tincunanchicta. 
ACT.20.26	Canan amcunapïta manam imapi juchayu canäñachu. 
ACT.20.27	Śhun'üćhu yaćhacümari Diospa willacuyninta mana imactapis pacaycullal nï imaypis uyalacuycul lluyman willaycälishacta.
ACT.20.28	“Chayurá amcunapïtañam chalapacücunäta uwishta-yupaypis licaycul caminaycälinayqui. Yalpapäcuy-ari Dios quiquinpa yawarninwan lantishan nunanta michinayquipä Chuya Ispiritu ćhulaśhuśhayquita. 
ACT.20.29	Canan ya'a licupti'a rasunpa mayćhá atü-yupaypis licalipämun'a Diospa uwishnincunacta lluy chincachipäcuśhunayquipä. 
ACT.20.30	Ñatac quiquiquicunapïpis śhalcapäcun'atacmi juc licchä yaćhachicuycunawan lluy chalapacücunäta pantalcachil inquitananpä. 
ACT.20.31	¡Chayurá alli cuydädu capäcuy! Jinaman'a yalpapäcuy quimsa wata intiru tutay-muyun wa'aynïpawan jucniquita-jucniquita ćhuncay-ćhuncay anyaycälishactapis.
ACT.20.32	“Cananmi Diospa maquinćhu caćhaycälishayqui. Yalpapäcuy cuyay willacuynin śhun'unchicta callpanchamäśhanchicta, chaynütac llapa limalicuśhanta lluy japächäśhancunätawan unacaycachishunayquitapis. 
ACT.20.33	Ya'a manam illaypi wañuyälächu, nï pip müdanantapis waycaculächu. 
ACT.20.34	Aśhwanpam yaćhapäcuśhayquinüpis cay maquïwan quiquïpa ñatac ya'awan cäcunapäpis lulalá. 
ACT.20.35	Ñatac Jesusninchic: ‘Uycämi allinpa licachicun ćhasquïcäpïtá’ nishannuy, imaypis yaćhachipäculac caynu lulaynïwan llapa wacchacunactapis yanapaycälinayquipä” nila.
ACT.20.36	Nilcuśhanpïmi llapanwan un'ulacuycul Diosta mañaculcäla. 
ACT.20.37+ACT.20.38	Chayćhu “Manam licamanquiñachu cananpi'a” niptinmi sumä llaquisha-cama muchaycul macallaycul wa'aculcäla. Chaypïtam barcücama cumpañapämula.
ACT.21.1	Jinaptin ya'acunapis caćhayculmi barcuwan liculcá dirichu lamar ćhawpićhu Cos malcäman; chay walantinñatacmi lamar ćhawpićhu Rodas malcäman; chaypïñatacmi Patara malcäman. 
ACT.21.2	Pataraćhu juc barcu Fenicia malcäman liyäta talilñatacmi, chaywan liculcá. 
ACT.21.3	Chay liyalcäśhäćhümi ichünïćhu lamar ćhawpićhu Chipre malcäta licalcälil, Siriap malcancunäman dirichu pasaculcá. Chay Tiro malcäćhu cargacta caćhaycunan captinmi yaycapäculá. 
ACT.21.4	Chayćhu chalapacücunäta ashil talilcälilmi paycunawan anćhish muyun caycälí. Chayćhümi paycuna Chuya Ispiritup nichila Jerusalenta Pablo mana linanpä. 
ACT.21.5	Chaynu nipäcuptinpis anćhish muyunpïta pasaculcaptïmi lluypis walmintin chulintin cumpañapämäla lamar patancama. Chayćhümi lluypis un'ulacuycul Diosta mañaculcäśhäpi 
ACT.21.6	“Jamallá, lipäcuśhäña” nil barcüman ishpicalcälilá. Paycunañatacmi wasinta cuticulcäla.
ACT.21.7	Cay Tiro malcäpïta Tolemayda malcäman pasaculcalmi chayćhu chalapacücunäta saludaycul juc muyun paycunawan caycälilá. 
ACT.21.8+ACT.21.9	Chay walantin liculcal Cesarea malcäman ćhälälilmi lipäculá Felipe “Diospi willacüca” nishanpa wasinman paywan quïdaycapäcunäpä. (Chay Felipe prinsipal chalapacücunap anćhish yanapänincunap aclaśhanmi cala. Tawa wamla chulinñatacmi Diospi willacücuna capäcula.)
