GEN.1.1	Ala y'a ka danni daminɛ tuma min na, a kɔnna ka sankolo ni dugukolo le dan.
2CH.11.20	Ale kɔ, a ye Abisalɔn denmuso Maaka furu. Ale fana ye deenw wolo a ye: Abiya ni Atayi ani Ziza ni Selomiti. 
2CH.11.21	Abisalɔn denmuso Maaka koo tun ka di Orobowamu ye ka tɛmɛ a ka muso tɔw n'a ka gɛrɛfɛmusow kan. Muso tan ni seegi ni gɛrɛfɛmuso bi wɔɔrɔ le tun b'a fɛ. A ye dencɛ mugan ni seegi sɔrɔ, ani denmuso bi wɔɔrɔ. 
2CH.11.22	Orobowamu ye ɲafɛla di Maaka dencɛ Abiya ma, a ka kɛ a badenw ɲamɔgɔ ye, bari a tun b'a fɛ k'a sigi masaya la. 
2CH.11.23	A tun ye hakili sɔrɔ k'a deenw bɛɛ jɛnsɛn yɔrɔ dɔw la Zuda ni Bɛnzamɛn maraw kɔnɔ, ani dugu barikamanw bɛɛ kɔnɔ. A ye dumunifɛn caaman di u ma, ani ka muso caaman ɲini u ye fana.
2CH.12.1	Orobowamu sigira ka ɲa a ka masaya la ka barika sɔrɔ tuma min na, a ma Masaba ka sariya bato tugu, ale ni Isirayɛlidenw bɛɛ. 
2CH.12.2	A saan duurunan masaya la, Ezipiti masacɛ Sisaki nana Zeruzalɛmu kɛlɛ, bari u tun ma tilen Masaba ɲakɔrɔ. 
2CH.12.3	Sisaki nana ni kɛlɛkɛwotoro waa kelen ni kɛmɛ fila (1 200) ye, ni sotigi waa bi wɔɔrɔ (60 000), ani jamaba min y'a bila sira ka bɔ Ezipiti jamana na: Libikaw, ni sukiw, ani Etiyopikaw.
2CH.12.4	A ye Zuda mara dugu barikamanw minɛ, a sera fɔɔ Zeruzalɛmu. 
2CH.12.5	O kɔ, kira Semaya nana Orobowamu ni Zuda mara ɲamɔgɔw fɛ, minw tun ye ɲɔgɔn lajɛn Zeruzalɛmu, bari, Sisaki tun be surunyana. A y'a fɔ u ye ko: «Masaba y'a fɔ ko aw y'ale bila. K'o la, ale bena aw bila k'aw don Sisaki bolo.» 
2CH.12.6	Isirayɛlidenw ka ɲamɔgɔ nunu ni masacɛ y'u yɛrɛ majigi k'a fɔ ko: «Tiɲɛ be Masaba fɛ.» 
2CH.12.7	Masaba y'a ye ko u y'u yɛrɛ majigi tuma min na, a y'a fɔ Semaya ye ko: «U y'u yɛrɛ majigi minkɛ, ne tena u halaki tugu, yanni dɔɔni, ne bena bɔyɔrɔ di u ma, ne tena Sisaki kɛ ka n dimi bɔ Zeruzalɛmu na tugu. 
2CH.12.8	O bɛɛ n'a ta, Sisaki bena to u kunna. O la, faranfasi min be ne ka baara, ni jamana wɛrɛ masaw ta cɛ, u ben'o lɔn.»
2CH.12.10	Masacɛ Orobowamu ye dɔ wɛrɛw dilan u nɔɔ na ni zira ye, k'o kalifa masaso donda kɔlɔsibagaw kuntigiw ma. 
2CH.12.11	Ni masacɛ be taga Masaba ka soo kɔnɔ tuma min na, daa kɔlɔsibaga nunu tun be to k'u ta k'a bila sira. O kɔ, u be kɔsegi ka na u bila daa kɔlɔsibagaw ka soo.
2CH.12.12	Orobowamu y'a yɛrɛ majigi minkɛ, Masaba ma dimi a kɔrɔ tugu, a m'a halaki pewu. Koɲuman dɔw tun be sɔrɔ Zuda mara la.
2CH.12.13	Masacɛ Orobowamu sigira ka ɲa Zeruzalɛmu, a tora masaya la. Yanni a ka kɛ masacɛ ye, a sii tun sera saan bi naani ni kelen ma. A ye saan tan ni wolonwula kɛ masaya la Zeruzalɛmu, Masaba tun ye dugu min woloma Isirayɛlidenw ka duguw bɛɛ cɛma, k'a tɔgɔ la a kan. A bamuso tɔgɔ tun ko Naama, amonimuso tun lo. 
2CH.12.14	Orobowamu ye kojugu kɛ, bari a tun ma Masaba ɲini n'a sɔbɛ ye. 
2CH.12.15	A ka kɛwali tɔw, k'a ta a daminɛ ma fɔɔ ka taga se a laban na, o be sɔrɔ kira Semaya ka kɛwaliw kitabu kɔnɔ, ani kira Ido ta la, minw be mɔgɔw burujuw koo fɔ.
2CH.12.15	Kɛlɛ tun be Orobowamu ni Zerobowamu cɛ tuma bɛɛ. 
2CH.12.16	Orobowamu sara, u y'a suu don Dawuda ka ciin kɔnɔ. O kɔ, a dencɛ Abiya sigir'a nɔɔ na masaya la.
2CH.13.1	Zerobowamu ka masaya saan tan ni seeginan na, Abiya kɛra masacɛ ye Zuda mara kunna. 
2CH.13.2	A ye saan saba kɛ masaya la Zeruzalɛmu. A bamuso tɔgɔ tun ko Mikayawu, Uriyɛli denmuso tun lo ka bɔ Gibeya. Kɛlɛ tun be a ni Zerobowamu cɛ.
2CH.13.3	Abiya tagara kɛlɛ la ni kɛlɛden waa kɛmɛ naani (400 000) ye minw be se kɛlɛ la kosɔbɛ. Zerobowamu y'a yɛrɛ labɛn a kɛlɛ kama, ni kɛlɛden waa kɛmɛ seegi (800 000) ye minw fana be se kɛlɛ la kosɔbɛ. 
2CH.13.4	Abiya tagara lɔ Semarayimu kulu kan, Efarayimu mara kuluyɔrɔ la, k'a fɔ ko: «Zerobowamu ni Isirayɛlidenw bɛɛ, aw ka mɛnni kɛ! 
2CH.13.5	Aw m'a lɔn ko Masaba, Isirayɛli ka Ala ye Isirayɛlidenw ka kuntigiya di Dawuda n'a deenw ma wa, u ka to a la kudayi? O ye layidu ye min te se ka cɛn. 
2CH.13.6	Nga Nebati dencɛ Zerobowamu min tun ye Dawuda dencɛ Solomani ka dakɔrɔsigi dɔ ye, ale wilila ka muruti a kuntigi ma. 
2CH.13.7	Mɔgɔ fufafu ni mɔgɔkolon dɔw wilila ka tugu a kɔ. U banna Solomani dencɛ Orobowamu na. Ale tun ye kanbelen ye, a tun be sigasiga, a ma se ka lɔ u ɲa. 
2CH.13.8	Sisan aw ko aw bena ban Masaba ka masaya ma, min be Dawuda kɔmɔgɔw bolo. Aw kɔni ka ca kosɔbɛ, Zerobowamu ye misiden jaa sanulaman minw dilan aw ye k'o kɛ aw ka batofɛnw ye, u b'aw fɛ fana. 
2CH.13.9	Aw ma Masaba ka sarakalasebagaw, Arɔn deenw, ni Levi kɔmɔgɔ tɔw gwɛn wa? Aw ma sarakalasebaga dɔ wɛrɛw sigi aw yɛrɛ ma i n'a fɔ jamana tɔw siyaw wa? Mɔgɔ min mana na ni turamisɛn kelen ni sagajigi wolonwula ye ko a be kɛ sarakalasebaga ye, o tigi be don sarakalasebaara la. A be baara kɛ batofɛn minw ye, o te batofɛnsɔbɛw ye. 
2CH.13.10	Anw kɔni, Masaba le ye an ka Ala ye, an ma ban a ma. Sarakalasebaga minw be baara kɛ Masaba ye, o ye Arɔn deenw le ye, Levi kɔmɔgɔ tɔw b'u dɛmɛ. 
2CH.13.11	Loon o loon sɔgɔma ni wulafɛ, u be saraka jɛnitaw bɔ, ka wusulan kasadiman jɛni Masaba ye. U fana be Ala ka buru bila tabali saniyanin nin kan. Wulafɛ o wulafɛ, u be fitinɛ sanulamanw mana u bilayɔrɔ la. Bari an be Masaba an ka Ala ka fɔta batora. Nga aw banna ale ma. 
2CH.13.12	Ala le be ni anw ye, an kuntigi lo. A ka sarakalasebagaw be n'anw ye, buru fiyɛtaw b'anw fɛ, u bena minw fiyɛ aw kama. Isirayɛlidenw, aw kana kɛlɛ kɛ ni Masaba aw faaw ka Ala ye, bari kɛlɛ nin tena diya aw la!»
2CH.13.13	O y'a sɔrɔ Zerobowamu tun ye kɛlɛden dɔw bila ka taga dogo kɔfɛ. Isirayɛli mara kɛlɛden tɔ nunu tun be Zuda mara kɛlɛdenw ɲa, dɔw dogonin b'u kɔfɛ. 
2CH.13.14	Zuda mara mɔgɔw y'u ɲaa yɛlɛma, u y'a ye ko kɛlɛ b'u ɲafɛ n'u kɔfɛ fana. U kulera Masaba nɔɔ fɛ. Sarakalasebagaw ye buruw fiyɛ. 
2CH.13.15	Zuda mara mɔgɔw ye kɛlɛpɛrɛnkan bɔ. U pɛrɛnkan bɔra dɔrɔn, Ala ye Zerobowamu ni Isirayɛli mara mɔgɔw bɛɛ gwɛn Abiya ni Zuda mara mɔgɔw ɲa. 
2CH.13.16	Isirayɛli mara mɔgɔw bolila Zuda mara taw ɲa. Ala y'u don Zuda mara mɔgɔw bolo. 
2CH.13.17	Abiya n'a ka mɔgɔw sera u kɔrɔ kosɔbɛ. Mɔgɔ waa kɛmɛ duuru (500 000) sara Isirayɛli mara kɛlɛdenŋanaw cɛma. 
2CH.13.18	Isirayɛli mara mɔgɔw ye dɔgɔya sɔrɔ o waati la. Zuda mara mɔgɔw ye see sɔrɔ, bari olu tun y'u jigi la Masaba u faaw ka Ala kan. 
2CH.13.19	Abiya tugura Zerobowamu kɔ k'a ka dugu dɔw minɛ: Betɛli, ni Yesana, ani Efurɔn, n'u lamini duguw.
2CH.13.20	Zerobowamu ma fanga sɔrɔ tugu Abiya ka tile la. O kɔ, Masaba bolo ser'a ma, a sara. 
2CH.13.21	Nga Abiya tagara ɲa ka dɔ fara a ka fanga kan. A ye muso tan ni naani furu, ka dencɛ mugan ni fila, ani denmuso tan ni wɔɔrɔ sɔrɔ.
2CH.13.22	Abiya ka kɛwali tɔw, a ye min kɛ ani ka min fɔ, o be sɔrɔ kira Ido ka kibaru sɛbɛ kɔnɔ.
2CH.13.23	Abiya sara. U y'a suu don Dawuda ka ciin na. A dencɛ Aza sigir'a nɔɔ na masaya la.
2CH.13.23	Jamana tora ɲasuma na saan tan kɔnɔ a ka tile la.
2CH.14.1	Aza ye koɲuman kɛ Masaba a ka Ala ɲakɔrɔ. 
2CH.14.2	A ye lonanw ka sarakabɔyɔrɔw ani sɔnnikɛyɔrɔw cɛn, ka jokabakuruw ci, ani ka 
2CH.14.3	A y'a fɔ Zuda mara mɔgɔw ye ko u ka Masaba u faaw ka Ala le ɲini, k'a ka sariyaw n'a ka fɔtaw bato. 
2CH.14.4	A ye sɔnnikɛyɔrɔw ni wusulan jɛniyɔrɔw bɔ Zuda mara duguw bɛɛ la. Jamana tora ɲasuma na ale ka tile la.
2CH.14.5	A ye dugu barikamanw lalaga Zuda mara la. Bari hɛrɛ tun be jamana kɔnɔ. Kɛlɛ tun te a ni mɔgɔ si cɛ o saanw kɔnɔ, bari Masaba tun ye lafiya d'a ma. 
2CH.14.6	A y'a fɔ Zuda mara mɔgɔw ye ko: «An ka dugu nunu lalaga, ka kogow lɔ k'u lamini, ka sangasow lɔ u kan, ka koonw ni sɔgɔnanw don u dondaw la. Jamana nin b'an bolo halibi bari, an ye Masaba an ka Ala ɲini. A ye lafiya di an ma faan bɛɛ la.» U ka boon lɔbaaraw tagara ɲa.
2CH.14.7	Kɛlɛden mɔgɔ waa kɛmɛ saba (300 000) tun be Aza fɛ ka bɔ Zuda mara la, nigɛkunbɛnnan belebelebaw ni tamanw tun b'u fɛ, ani mɔgɔ waa kɛmɛ fila ni bi seegi (280 000) ka bɔ Bɛnzamɛn mara la, nigɛkunbɛnnan fitini fitiniw ni kalaw tun be olu fɛ. U bɛɛ tun ye cɛfariw ye. 
2CH.14.8	Etiyopika Zera wilila ka na u kama ni kɛlɛden miliyɔn kelen (1 000 000) ye, ani kɛlɛkɛwotoro kɛmɛ saba, ka na se fɔɔ Maresa. 
2CH.14.9	Aza bɔra ka ta'a kunbɛn. U y'u yɛrɛ labɛn kɛlɛ kama Sefata kɔkɛnɛ na, Maresa gɛrɛfɛ. 
2CH.14.10	Aza ye Masaba a ka Ala daali ko: «Masaba, e bɔɲɔgɔn te yen, min be se ka barikatan dɛmɛ fangatigi ɲa. Masaba an ka Ala, an dɛmɛ! Bari an jigi be ele le kan. An nana i tɔgɔ la jamaba nin kɛlɛyɔrɔ. Masaba, i ye an ka Ala ye, kan'a to adamaden ka se i kɔrɔ.» 
2CH.14.11	Masaba y'a kɛ Aza ni Zuda mara mɔgɔw sera Etiyopikaw kɔrɔ, u bolila. 
2CH.14.12	Aza n'a ka kɛlɛdenw tugura u kɔ fɔɔ ka taga se Gerari. Etiyopika caaman sara fɔɔ u ma se k'u yɛrɛ sɔrɔ tugu. Masaba n'a ka jama sera u kɔrɔ. Aza n'a ka mɔgɔw ye fɛɛn caaman cɛ ka taga n'o ye. 
2CH.14.13	A ye Gerari gɛrɛfɛduguw bɛɛ halaki, bari Masaba ɲasiran tun y'u minɛ. U ye dugu nunu kɔnɔnafɛnw cɛ, bari nafolo caaman tun be yen. 
2CH.14.14	A ye wɛɛrɛw fana cɛn ka begɛnmisɛn ni ɲɔgɔmɛ caaman minɛ ka taga n'u ye. O kɔ, u segira Zeruzalɛmu.
2CH.15.1	Ala ka Nii jigira Odɛdi dencɛ Azariya kan. 
2CH.15.2	A bɔra ka taga Aza kunbɛn k'a fɔ a ye ko: «Aza, e ni Zuda kɔmɔgɔw, ani Bɛnzamɛn taw bɛɛ, aw ka mɛnni kɛ ne fɛ. N'aw tora Masaba fɛ, a be to n'aw ye. N'aw y'a ɲini, aw ben'a ye. Nga ni aw bann'a la, a bena ban aw la fana. 
2CH.15.3	Waatijan kɔnɔ, Ala yɛrɛ yɛrɛ tun te Isirayɛlidenw fɛ, sarakalasebaga tun t'u fɛ min bena u kalan, sariya tun t'u fɛ. 
2CH.15.4	Nga k'u to sigɛn na, u segira ka na Masaba, Isirayɛli ka Ala fɛ, k'a ɲini, a fana y'a to u y'a ye. 
2CH.15.5	O waati la, mɔgɔ tun te se ka taama hɛrɛ la, bari sigɛnba tun be jamanaw bɛɛ mɔgɔw kan. 
2CH.15.6	Siyaw tun be ɲɔgɔn kɛlɛla, duguw fana tun be ɲɔgɔn kɛlɛla, bari Ala le tun y'u sigɛn ni tɔɔrɔ sifa bɛɛ sababu ye. 
2CH.15.7	Nga aw kɔni, aw ka jija, aw kan'a to aw fari be faga, bari aw bena aw ka baara tɔnɔ sɔrɔ.»
2CH.15.8	Aza ye Odɛdi dencɛ kira Azariya, ka kirayakuma nin mɛn tuma min na, a ye jagwɛlɛya sɔrɔ. A ye joow bɔ yɔrɔ bɛɛ Zuda ni Bɛnzamɛn maraw la, n'a tun ye dugu minw minɛ Efarayimu kuluyɔrɔ la. Masaba ka sarakabɔyɔrɔ min tun be Masaba ka bulonda ɲafɛ, a y'o lalaga. 
2CH.15.9	Isirayɛliden minw tun bolila ka na sigi u cɛma ka bɔ Efarayimu ni Manase ani Simeyɔn maraw la, a ye olu ni Zuda ni Bɛnzamɛn mara mɔgɔw bɛɛ lajɛn. Bari, Isirayɛli mara mɔgɔw y'a ye ko Masaba a ka Ala be n'a ye tuma min na, u caaman tun nana fara a kan. 
2CH.15.10	U ye ɲɔgɔn lajɛn Zeruzalɛmu, Aza ka masaya saan tan ni duurunan kalo sabanan na. 
2CH.15.11	O waati la, u tun ye fɛɛn minw sɔrɔ kɛlɛkɛyɔrɔ la, u ye misi kɛmɛ wolonwula ni begɛnmisɛn waa wolonwula (7 000) bɔ o la k'o bɔ saraka ye Masaba ye. 
2CH.15.12	U ye layidu ta ko u bena Masaba u faaw ka Ala ɲini n'u kɔnɔ bɛɛ, an'u dusu bɛɛ ye. 
2CH.15.13	Ko ni mɔgɔ min banna ka Masaba, Isirayɛli ka Ala ɲini, k'o tigi bena faga, denmisɛn fara mɔgɔkɔrɔba kan, cɛɛ ni musow. 
2CH.15.14	U kalila k'u daa di Masaba ma ni mankanba, ni pɛrɛnkan, ani buru fiyɛkan ni filew kaan ye. 
2CH.15.15	Zuda mara mɔgɔw bɛɛ nisɔndiyara o kalili nin kosɔn, bari u tun y'a kɛ n'u dusu bɛɛ ye. U tun ye Masa Ala ɲini n'u sɔbɛ ye, a y'a to u y'a ye. O la, a ye lafiɲɛyɔrɔ d'u ma yɔrɔ bɛɛ.
2CH.15.16	Masacɛ mamamuso Maaka tun ka kan ni boɲa min ye, masacɛ Aza y'o bali, bari ale tun ye 
2CH.15.17	A ma sɔnnikɛyɔrɔw bɛɛ bɔ yen, nga Masaba koo tun b'a dusu la a sii bɛɛ la. 
2CH.15.18	Ale n'a facɛ tun ye sanu ni warigwɛ, ani minan minw di Ala ma, a y'o ta ka na n'u ye Ala ka soo kɔnɔ. 
2CH.15.19	Kɛlɛ tun te yen tugu fɔɔ ka taga se Aza ka masaya saan bi saba ni duurunan ma.
2CH.16.1	Aza ka masaya saan bi saba ni wɔɔrɔnan na, Isirayɛli mara masacɛ Bayesa wilila ka taga Zuda mara kama. A ye Arama dugu kɛ dugu barikaman ye janko a ka se ka Zuda mara masacɛ Aza ka mɔgɔw bali ka don, walima ka bɔ. 
2CH.16.2	Aza ye warigwɛ ni sanu ta Masaba ka soo nafolo marayɔrɔw la, ani a yɛrɛ ka soo kɔnɔ, k'a ci Siri masacɛ Bɛnadadi ma, min tun siginin be Damasi, 
2CH.16.3	k'a fɔ a ye ko: «A to an be bɛɛn i n'a fɔ an faaw tun bɛnnin lo cogo min na. A filɛ, ne be warigwɛ ni sanu nin ci e ma. Bɛɛn min be e ni Isirayɛli mara masacɛ Bayesa cɛ, o bɛɛn nin cɛn, janko a kana ne kɛlɛ tugu.»
2CH.16.4	Bɛnadadi sɔnna masacɛ Aza ka fɔta ma. A y'a ka kɛlɛkuntigiw ci k'u ka taga Isirayɛli mara duguw kɛlɛ. U ye Iyɔn dugu, ni Dan, ani Abɛlimayimu kɛlɛ ka se u kɔrɔ, ani Nɛfutali mara minanw maraduguw bɛɛ. 
2CH.16.5	Bayesa y'o mɛn tuma min na, a ye Arama dugu lɔ dabila, k'a ka baaraw lalɔ. 
2CH.16.6	Masacɛ Aza nana ni Zuda mara mɔgɔw bɛɛ ye. Bayesa tun be kabakuru ni lɔgɔ minw kɛra ka Arama dugu lɔ, u tagara o bɛɛ ta ka taga n'u ye. Aza y'u kɛ ka Geba ni Misipa duguw lalaga.
2CH.16.7	O waati la, kira Anani tagara Zuda mara masacɛ Aza fɛ k'a fɔ a ye ko: «E y'i jigi la Siri masacɛ kan minkɛ, i ma i jigi la Masaba i ka Ala kan, o la, Siri masacɛ ka kɛlɛdenw bɔsira i bolo. 
2CH.16.8	Etiyopikaw ni Libikaw tun te kɛlɛboloba ye wa? Kɛlɛkɛwotorow ni sotigi caaman tun b'u fɛ. O bɛɛ n'a ta, Masaba ye olu don i bolo, bari i tun y'i jigi l'a kan. 
2CH.16.9	Masaba ɲaa be diɲɛ bɛɛ la, a ka koo be mɔgɔ minw dusu la, a be barika don olu la. I ye nalomanya kɛ dɛ. O la, kabini sisan i bena kɛlɛ sɔrɔ.» 
2CH.16.10	Aza dimina kira nin kɔrɔ k'a don kaso la, bari a dimininba tun lo koo nin na. O waati kelen na, Aza y'a ka mɔgɔ dɔw tɔɔrɔ.
2CH.16.11	K'a ta u daminɛ na fɔɔ ka taga se u laban ma, Aza ka kɛwaliw be sɔrɔ Zuda ni Isirayɛli mara masacɛw ka kitabu kɔnɔ.
2CH.16.12	A ka masaya saan bi saba ni kɔnɔntɔnnan na, banajugu dɔ y'a minɛ a seen na. Hali k'a to o bana na, a ma dɛmɛ ɲini Masaba fɛ, fɔɔ furakɛlaw fɛ. 
2CH.16.13	Aza sar'a ka masaya saan bi naani ni kelennan na. 
2CH.16.14	A yɛrɛ tun ye kaburu min sogi Dawuda ka ciin kɔnɔ, u y'a suu don o kɔnɔ. U y'a la yɔrɔ dɔ la, tulu kasadiman ɲanaman sifa dɔw tun be min na. U y'o caaman jɛni k'a boɲa.
2CH.17.1	Aza dencɛ Zozafati sigir'a nɔɔ na masaya la. A tun y'a ka fanga boɲa ka tɛmɛ Isirayɛli mara ta kan. 
2CH.17.2	A ye kɛlɛdenw sigi Zuda mara dugu barikamanw bɛɛ kɔnɔ, ka kɛlɛdenw ka jɛnkuluw sigi Zuda mara la, ani Efarayimu mara duguw la a facɛ Aza tun ye o minw minɛ.
2CH.17.3	Masaba tora Zozafati fɛ, bari a tun tugur'a bɛma Dawuda kɔ k'a ka sirakɔrɔw ta. A ma 
2CH.17.4	A y'a facɛ ka Ala le ɲini k'a ka sariyaw bato, a ma Isirayɛli mara mɔgɔw ka kɛwaliw ɲɔgɔn kɛ. 
2CH.17.5	Masaba ye masaya sabati a bolo. Zuda mara mɔgɔw bɛɛ tun be to ka na ni boɲafɛnw ye k'o d'a ma fɔɔ a ye nafolo ni boɲa sɔrɔ kosɔbɛ. 
2CH.17.6	Masaba ka koo jiidir'a kɔnɔ kosɔbɛ. A ye sɔnnikɛyɔrɔw ani 
2CH.17.7	A ka masaya saan sabanan na, a y'a ka mɔgɔbabaw Bɛnayili, ni Obadiya, ni Zakari, ani Netanɛli ni Mikayawu ci Zuda mara duguw la ka mɔgɔw kalan. 
2CH.17.8	Levi kɔmɔgɔ dɔw farala u kan: Semayawu ni Netaniyawu, ani Zebadiyawu ni Azayɛli, ani Semiramɔti ni Yonatan, ani Adoniyawu, ni Tobiyawu, ani Tobadoniya, ani sarakalasebagaw Elisama ni Zoramu. 
2CH.17.9	U ye Zuda mara mɔgɔw kalan ni Masaba ka sariyasɛbɛ b'u bolo. U ye Zuda mara duguw bɛɛ munumunu ka jama kalan.
2CH.17.10	Masaba ɲasiran ye Zuda mara lamini jamanaw bɛɛ minɛ. U ma sɔn ka kɛlɛ kɛ ni Zozafati ye tugu. 
2CH.17.11	Filisi dɔw nana boɲafɛnw di Zozafati ma, ka warigwɛ d'a ma k'u ka lɛnpo sara. Arabuw nana begɛnmisɛnw d'a ma: sagajigi waa wolonwula ni kɛmɛ wolonwula (7 700), ani bakɔrɔnin waa wolonwula ni kɛmɛ wolonwula.
2CH.17.12	Zozafati tun be fanga sɔrɔla ka taga ɲa tuma bɛɛ. A ye kɛlɛdenw sigiyɔrɔw lɔ, ka minanw maraduguw sigi Zuda mara la. 
2CH.17.13	Fɛɛn caaman maranin tun b'a fɛ Zuda mara duguw kɔnɔ. Cɛfari ɲanamanw fana tun b'a fɛ Zeruzalɛmu. 
2CH.17.14	U mɔgɔda filɛ ka kɛɲɛ n'u ka gwasow ye: Minw ye kɛlɛden mɔgɔ waa kelen kelen kuntigiw ye Zuda kɔmɔgɔw cɛma, olu filɛ: Adina tun ye cɛfari mɔgɔ waa kɛmɛ saba (300 000) kuntigi ye. 
2CH.17.15	Yowana tun be ale gɛrɛfɛ, a tun be mɔgɔ waa kɛmɛ fila ni bi seegi (280 000) kunna, 
2CH.17.16	Zikiri dencɛ Amasiya tun be ale gɛrɛfɛ. A y'a yɛrɛ di Masaba ma. A tun be mɔgɔ waa kɛmɛ fila (200 000) kunna. 
2CH.17.17	Bɛnzamɛn kɔmɔgɔw cɛma, cɛfari Eliyada tun be yen. Ale tun be mɔgɔ waa kɛmɛ fila kunna, kalaw ni nigɛkunbɛnnanw tun b'u fɛ. 
2CH.17.18	Yozabadi tun be ale gɛrɛfɛ. A tun be mɔgɔ waa kɛmɛ ni bi seegi (180 000) kunna, minw labɛnnin lo kɛlɛ kama. 
2CH.17.19	Mɔgɔ minw tun be masacɛ Zozafati ka baara la, olu le ye nunu ye. U be danna ni a ye minw bila Zuda mara dugu barikamanw kɔnɔ.
2CH.18.1	Nafoloba tun be Zozafati fɛ, boɲa tun b'a kan kosɔbɛ. Lamɔgɔya donna ale ni Akabu cɛ furu sababu la. 
2CH.18.2	Saan damani tɛmɛnin kɔ, a tagara bɔ Akabu ye Samari. Akabu ye begɛnmisɛn ni misi caaman faga a n'a ka jama ye. Akabu y'a daali ko a ka taga Aramɔti kɛlɛ, Galaadi mara la.
2CH.18.3	Isirayɛli mara masacɛ Akabu ye Zuda mara masacɛ Zozafati ɲininga ko: «I be sɔn ka taga ni ne ye Aramɔti kama Galaadi mara la wa?» Zozafati y'a jaabi ko: «Ɔnhɔn, ne bena taga i n'a fɔ e be taga cogo min na. Ne ka jama fana bena taga i n'a fɔ i ta. An bena fara i kan kɛlɛ la.»
2CH.18.4	Zozafati y'a fɔ Isirayɛli mara masacɛ ye ko: «I ka Masaba ɲininga fɔlɔ.» 
2CH.18.5	Isirayɛli mara masacɛ ye kiraw lajɛn. U tun ye mɔgɔ kɛmɛ naani ye. A y'u ɲininga ko: «An ka taga Aramɔti kɛlɛ, min be Galaadi mara la wa, walima n kana taga?» Olu y'a jaabi ko a ka taga, ko Ala bena dugu nin don masacɛ bolo. 
2CH.18.6	Nga Zozafati y'a fɔ ko: «Kira dɔ wɛrɛ te yan tugu an be se ka Masaba ɲininga min barika la wa?» 
2CH.18.7	Isirayɛli mara masacɛ y'a jaabi ko: «Cɛɛ kelen be yen, an be se ka Masaba ɲininga min barika la. Nga a koo man di ne ye, bari a te koɲuman fɔ ne ka koo la, fɔɔ kojugu. O cɛɛ nin ye Yimula dencɛ Mise ye.» Zozafati y'a fɔ a ye ko a kana o fɔ. 
2CH.18.8	O kɔ, Isirayɛli mara masacɛ y'a ka dakɔrɔsigiw dɔ wele k'a fɔ a ye ko a ka taga joona joona ka Yimula dencɛ Mise wele ka na n'a ye.
2CH.18.9	O y'a sɔrɔ Isirayɛli mara masacɛ ni Zuda mara masacɛ Zozafati tun siginin be u ka masasigilanw kan Samari dugu donda kɛnɛ la. U ka masafaniw b'u kaan na. Kira nunu bɛɛ tora k'u ka kiraya kɛ u ɲafɛ. 
2CH.18.10	Kenaana dencɛ Sidikiyawu tun ye nigɛ ta k'o kɛ i n'a fɔ gɔɔnw, k'a fɔ ko: «Masaba ko e bena Sirikaw halaki ni gɔɔn nunu le ye.»
2CH.18.11	Kira tɔw bɛɛ tun b'a la k'o ɲɔgɔn fɔ ko: «Taga Aramɔti kɛlɛ Galaadi mara la, i bena see sɔrɔ. Masaba ben'a don masacɛ bolo.»
2CH.18.12	Ciden min tun tagara Mise weleyɔrɔ la, ale y'a fɔ Mise ye ko: «Kira tɔw bɛɛ daa kɛra kelen ye n'u be koɲuman fɔra masacɛ ka koo la. A to i kaan ka kɛ kelen ye ni olu ta ye ka koɲuman fɔ fana!» 
2CH.18.13	Mise y'a jaabi ko Masaba kosɔn, ko ale ka Ala mana fɛɛn o fɛɛn fɔ ale ye, ko a bena o le fɔ. 
2CH.18.14	A sera Masacɛ fɛ tuma min na, masacɛ y'a ɲininga ko: «Mise, an ka taga Aramɔti kɛlɛ Galaadi mara la wa, walima an kana taga?» A ye masacɛ jaabi ko a ka taga, ko a bena see sɔrɔ, ko u bena don aw bolo. 
2CH.18.15	Masacɛ y'a fɔ a ye ko: «Siɲɛ joli, ne ka kan k'a to e be kali janko e be tiɲɛ dama fɔ Masaba tɔgɔ la?» 
2CH.18.16	 Mise y'a fɔ ko: «Ne ɲaa be Isirayɛlidenw la, u bɛɛ jɛnsɛnnin be kuluw kan, i ko sagaw, dɛndɛbaga te minw na. Masaba y'a fɔ ko kuntigi te jama nin fɛ, ko bɛɛ ka kɔsegi soo hɛrɛ la.»
2CH.18.17	O la, Isirayɛli mara masacɛ y'a fɔ Zozafati ye ko: «A filɛ, ne tun m'a fɔ i ye ko a te koɲuman fɔ n kama fɔɔ kojugu wa?» 
2CH.18.18	Mise y'a fɔ a ye tugu ko: «Masaba ka kuma mɛn sa! Ne ye Masaba siginin ye a ka masasigilan kan. Mɛlɛkɛ minw bɛɛ be sankolo kɔnɔ, olu lɔnin be a gɛrɛfɛ, dɔw b'a kinibolo fɛ, dɔw b'a numanbolo fɛ. 
2CH.18.19	Masaba y'a fɔ ko: ‹Jɔn bena taga Isirayɛli mara masacɛ Akabu nigɛnigɛ, janko a ka taga Aramɔti kɛlɛ Galaadi mara la, ka taga halaki yen?› U m'a jaabi cogo kelen na. 
2CH.18.20	O la, nii dɔ bɔra ka na lɔ Masaba ɲakɔrɔ k'a fɔ ko: ‹Ne ben'a nigɛ!› Masaba y'a ɲininga ko a bena o kɛ cogo di? 
