GEN.1.1	Nang pasimula ay nilikha ng Diyos ang langit at ang lupa;
2CH.6.11	Nailagay ko na roon ang Kaban ng Tipan na kinalalagyan ng kasunduang ginawa ni Yahweh sa sambayanang Israel.”
2CH.6.12	Pagkatapos, sa harap ng buong sambayanan ng Israel, tumayo si Solomon sa harap ng altar ni Yahweh at iniunat ang kanyang mga kamay. 
2CH.6.13	Gumawa siya ng isang entabladong tanso, dalawa't kalahating metro ang haba gayundin ang luwang at isa't kalahating metro ang taas. Ito ay pinagawa sa gitna ng bulwagan. 
2CH.6.14	Nanalangin siya ng ganito:
2CH.6.14	“Yahweh, Diyos ng Israel, walang Diyos na katulad ninyo sa langit man o sa lupa. Tinutupad ninyo ang inyong pangako sa inyong mga lingkod. Tapat ang pag-ibig na ipinapakita ninyo sa kanila habang sila'y nananatiling tapat sa inyo. 
2CH.6.15	Tinupad ninyo ngayon ang inyong pangako sa inyong lingkod na si David na aking ama. 
2CH.6.16	Yahweh,
2CH.6.17	Pagtibayin po ninyo Yahweh, Diyos ng Israel, ang mga pangakong binitiwan ninyo sa aking amang si David na inyong lingkod.
2CH.6.18	“Subalit
2CH.6.19	Gayunman, pakinggan po ninyo Yahweh, aking Diyos, ang panalangin at pagsusumamo ng inyong lingkod. 
2CH.6.20	Huwag
2CH.6.21	“Pakinggan po ninyo ang inyong lingkod at ang inyong bayan tuwing kami'y mananalangin na nakaharap sa lugar na ito. Pakinggan ninyo kami mula sa langit na inyong tahanan at sana'y patawarin ninyo kami.
2CH.6.22	“Sakaling magkasala ang isang tao sa kanyang kapwa at siya'y panumpain sa harap ng inyong altar sa Templong ito, 
2CH.6.23	pakinggan po ninyo siya, Yahweh, buhat sa langit. Kayo ang humatol sa inyong mga lingkod. Parusahan ninyo ang nagkasala ayon sa bigat ng kanyang kasalanan at pagpalain ang walang sala.
2CH.6.24	“Sakaling ang inyong bayang Israel ay matalo ng kaaway dahil sa kanilang pagkakasala sa inyo, sa sandaling sila'y magbalik-loob sa inyo, kumilala ng inyong kapangyarihan, nanalangin at nagsumamo sa inyo sa Templong ito, 
2CH.6.25	pakinggan po ninyo sila mula diyan sa langit. Patawarin po ninyo ang inyong bayan at ibalik ninyo sila sa lupaing inyong ibinigay sa kanilang mga ninuno.
2CH.6.26	“Kapag pinigil ninyo ang ulan sapagkat nagkasala sa inyo ang inyong bayang Israel, at kung sila'y manalangin sa Templong ito, magpuri sa inyong pangalan at magsisi sa kanilang kasalanan at kilalaning iyon ang dahilan ng inyong pagpaparusa, 
2CH.6.27	pakinggan po ninyo sila mula sa langit. Patawarin ninyo ang inyong mga lingkod, ang inyong bayang Israel. Ituro ninyo sa kanila ang landas na dapat nilang tahakin. Papatakin na ninyo ang ulan sa lupaing ipinamana ninyo sa inyong bayan.
2CH.6.28	“Kapag nagkaroon ng taggutom at salot sa lupain, kung malanta at matuyo ang mga halaman, kung ang mga ito'y salantain ng higad at balang, at kung ang alinman sa kanilang mga lunsod ay makubkob ng kaaway, kung lumaganap ang sakit at salot, 
2CH.6.29	sa sandaling ang inyong bayang Israel o sinuman sa kanila ay magsisi at iunat ang mga kamay na nananalangin paharap sa lugar na ito upang tumawag at magmakaawa sa iyo, 
2CH.6.30	pakinggan ninyo sila mula sa langit na inyong trono at patawarin ninyo sila. Ibigay ninyo sa bawat isa ang nararapat sa kanyang mga gawa, sapagkat kayo lamang ang nakakaalam ng nilalaman ng puso ng tao. 
2CH.6.31	Sa ganoon, mananatili silang may takot sa inyo habang sila'y nabubuhay dito sa lupaing ibinigay ninyo sa aming mga ninuno. 
2CH.6.32	Idinadalangin ko rin ang dayuhang mula sa malayong lugar at hindi kabilang sa inyong bayang Israel na magsasadya sa Templong ito upang manalangin sapagkat nabalitaan ang inyong dakilang pangalan at kapangyarihan. 
2CH.6.33	Pakinggan ninyo siya mula sa langit na inyong trono at ipagkaloob ninyo sa kanya ang kanyang hinihiling. Sa ganoon, kikilalanin ng lahat ng tao sa daigdig ang inyong pangalan. At tulad ng Israel, malalaman nila na kayo ay sinasamba sa Templong ito.
2CH.6.34	“Kapag ang inyong bayan ay nakipagdigma laban sa kanilang mga kaaway bilang pagsunod sa inyong utos, at sila'y nanalangin na nakaharap sa lunsod na ito na inyong pinili at sa Templong aking ipinatayo upang dito'y sambahin kayo, 
2CH.6.35	pakinggan po ninyo sila mula sa langit. Pagtagumpayin ninyo sila.
2CH.6.36	“Kapag ang inyong bayan ay nagkasala sa inyo (at walang taong hindi nagkakasala) at dahil sa galit ninyo'y pinabayaan ninyo silang matalo at dalhing-bihag ng kanilang mga kaaway sa malayo o malapit na lupain, 
2CH.6.37	kung sa lupaing pinagdalhan sa kanila'y makilala nila ang kanilang kamalian at tanggaping sila'y nagkasala at nagpakasama, 
2CH.6.38	sa sandaling sila'y magsisi nang taos-puso at magbalik-loob sa inyo at mula roo'y humarap sila sa lupaing ibinigay mo sa kanilang mga ninuno, sa lunsod na ito na iyong pinili at sa Templong ito na aking ipinatayo upang dito'y sambahin kayo, 
2CH.6.39	pakinggan ninyo sila mula sa langit na inyong tahanan. Pakinggan ninyo ang kanilang panalangin at pagsusumamo at iligtas ninyo sila. Patawarin ninyo ang inyong bayan sa kanilang pagkakasala sa inyo. 
2CH.6.40	Pagmasdan ninyo kami, O Diyos, at pakinggan ang mga panalanging iniaalay sa lugar na ito.
2CH.6.41	‘Sa
2CH.6.41	ang Kaban na sagisag ng inyong kapangyarihan.
2CH.6.41	Iyong mga pari, hayaang magpahayag ng iyong kaligtasan,
2CH.6.41	ang mga hinirang sumigaw sa galak!
2CH.6.42	Huwag ninyong itakwil, 
2CH.6.42	Alalahanin ninyo ang inyong tapat na pag-ibig kay David na inyong lingkod.’”
2CH.7.1	Pagkatapos
2CH.7.2	Hindi makapasok sa Templo ang mga pari sapagkat napuno ito ng kaluwalhatian ni Yahweh. 
2CH.7.3	Nasaksihan
2CH.7.4	Pagkatapos, ang hari at ang buong bayan ay nag-alay ng mga handog kay Yahweh. 
2CH.7.5	Naghandog si Solomon ng 22,000 baka at 120,000 tupa. Sa ganitong paraan itinalaga ng hari at ng sambayanan ang Templo ng Diyos. 
2CH.7.6	Nakatayo ang mga pari sa kani-kanilang lugar, kaharap ang mga Levita na tumutugtog ng mga instrumentong ginawa ni Haring David upang pasalamatan si Yahweh. Ito ang awit nila: “Ang tapat niyang pag-ibig ay walang hanggan.” Hinipan naman ng mga pari ang mga trumpeta habang nakatayo ang buong sambayanan ng Israel.
2CH.7.7	Itinalaga ni Solomon ang gitna ng bulwagan sa harap ng Templo. Doon niya inialay ang mga handog na susunugin, ang mga handog na pagkaing butil at ang mga tabang handog pangkapayapaan, sapagkat hindi magkasya ang mga ito sa altar na tanso na ipinagawa ni Solomon.
2CH.7.8	Ipinagdiwang ni Solomon ang Pista ng mga Tolda sa loob ng pitong araw. Dumalo roon ang buong bayan ng Israel mula sa pagpasok sa Hamat na nasa hilaga hanggang sa Batis ng Egipto sa timog. 
2CH.7.9	Nang ikawalong araw, nagdaos sila ng isang dakilang pagtitipon. Pitong araw nilang ipinagdiwang ang pagtatalaga sa altar at pitong araw rin ang Pista ng mga Tolda. 
2CH.7.10	Nang ikadalawampu't tatlong araw ng ikapitong buwan, pinauwi na ni Solomon ang mga tao. Masayang-masaya silang lahat dahil sa kagandahang-loob ni Yahweh kay David, kay Solomon at sa kanyang bayang Israel.
2CH.7.11	Natapos ni Solomon ang Templo ni Yahweh at ang sarili niyang palasyo. Sinunod niyang lahat ang plano niya para sa mga ito. 
2CH.7.12	Isang gabi, nagpakita sa kanya si Yahweh at sinabi sa kanya: “Narinig ko ang iyong panalangin at tinatanggap ko ang lugar na ito upang dito ninyo ako handugan. 
2CH.7.13	Isara ko man ang langit at hindi na umulan; utusan ko man ang mga balang upang salantain ang lupaing ito; magpadala man ako ng salot sa aking bayan, 
2CH.7.14	ngunit kung ang bayang ito na nagtataglay ng aking karangalan ay magpakumbabá, manalangin, hanapin ako at talikuran ang kanilang kasamaan, papakinggan ko sila mula sa langit. Patatawarin ko sila sa kanilang mga kasalanan at muli kong pasasaganain ang kanilang lupain. 
2CH.7.15	Babantayan ko sila at papakinggan ko ang mga panalanging iniaalay nila rito. 
2CH.7.16	Pinili ko at iniuukol ang Templong ito upang dito ako sambahin magpakailanman. Lagi kong babantayan at mamahalin ang Templong ito magpakailanman. 
2CH.7.17	Kung mananatili kang tapat sa akin gaya ng iyong amang si David, kung susundin mo ang lahat kong mga utos at tuntunin, 
2CH.7.18	patatatagin
2CH.7.19	“Ngunit kapag tinalikuran ninyo ako at sinuway ninyo ang mga batas at mga utos na ibinigay ko sa inyo, at sumamba kayo at naglingkod sa ibang mga diyos, 
2CH.7.20	palalayasin ko kayo sa lupaing ito na ibinigay ko sa inyo. Iiwan ko ang Templong ito na inilaan ko upang dito ako sambahin. Pagtatawanan ito at lalapastanganin ng mga bansa. 
2CH.7.21	Ang mapapadaan sa tapat ng Templong ito na ngayo'y dinadakila ay mapapailing at magtatanong: ‘Bakit kaya ganito ang ginawa ni Yahweh sa lupaing ito at sa Templong ito?’ 
2CH.7.22	Ito naman ang isasagot sa kanila: ‘Sapagkat tinalikuran nila si Yahweh, ang Diyos ng kanilang mga ninuno, na naglabas sa kanila sa Egipto. Bumaling sila sa ibang mga diyos at ang mga ito ang kanilang sinamba at pinaglingkuran. Kaya pinarusahan sila ng ganito ni Yahweh.’”
2CH.8.1	Ipinatayo ni Solomon ang kanyang palasyo at ang Templo ni Yahweh sa loob ng dalawampung taon. 
2CH.8.2	Pagkatapos, ipinatayo niyang muli ang mga lunsod na ibinigay sa kanya ni Hiram at pinatira niya roon ang mga Israelita. 
2CH.8.3	Sinalakay niya at sinakop ang Hamat-Zoba. 
2CH.8.4	Itinayo niya ang lunsod ng Palmera na nasa disyerto, at ang mga lunsod-imbakan na itinayo niya sa Hamat. 
2CH.8.5	Pinaligiran niya ng pader ang mga lunsod ng Beth-horong Itaas at Beth-horong Ibaba. Nilagyan din niya ang mga ito ng mga pintuang may panghalang. 
2CH.8.6	Gayundin ang ginawa niya sa Baalat at sa kanyang mga lunsod-imbakan at mga lunsod-himpilan ng kanyang mga karwahe at ng kanyang mga mangangabayo. Ipinagawa ni Solomon ang bawat magustuhan niyang ipagawa sa Jerusalem, sa Lebanon at sa lahat ng sakop ng kanyang kaharian. 
2CH.8.7+2CH.8.8	Sapilitan niyang pinagtrabaho hanggang sa mga panahong ito ang mga Cananeong hindi napatay ng mga Israelita noong sakupin nila ang lupain ng Canaan. Kabilang dito ang mga Heteo, Amoreo, Perezeo, Hivita at ang mga Jebuseo. 
2CH.8.9	Hindi isinama ni Solomon ang mga Israelita sa sapilitang paggawa. Sa halip, naglingkod ang mga ito bilang mga mandirigma: mga kawal at pinuno ng hukbo at ng kanyang mangangabayo at mga karwahe. 
2CH.8.10	Sila rin ang ginawang tagapangasiwa ni Haring Solomon sa mga nagtatrabaho sa kanyang mga pagawaan. Ang bilang nila'y 250.
2CH.8.11	Ipinasundo ni Solomon mula sa lunsod ni David ang asawa niya na anak ng Faraon. Dinala niya ito sa palasyong ipinagawa niya para rito. Sinabi ni Solomon, “Hindi dapat tumira ang asawa ko sa palasyo ni David na hari ng Israel. Iyon ay banal na dako sapagkat itinuturing na banal ang lahat ng lugar na mapaglagyan ng Kaban ng Tipan.”
2CH.8.12	Nag-alay si Solomon kay Yahweh ng mga handog na susunugin sa altar ni Yahweh na kanyang ipinatayo sa harap ng portiko. 
2CH.8.13	Ginawa
2CH.8.14	Sinunod niya ang kaayusang itinakda ni David tungkol sa paglilingkod ng mga pari. Gayundin sa mga Levita sa kanilang pang-araw-araw na pamumuno sa pag-awit ng papuri at pagtulong sa mga pari at sa pagbabantay sa Templo. Ginawa niya ito ayon sa utos ni David na lingkod ng Diyos. 
2CH.8.15	Hindi sila lumabag kaunti man, maging sa gawain ng mga pari at mga Levita, at maging sa pag-iingat sa kayamanan ng Templo.
2CH.8.16	At natapos ang mga ipinagawa ni Solomon, mula sa paglalagay ng pundasyon ng Templo hanggang sa mayari ito.
2CH.8.17	Pagkatapos, pumunta si Solomon sa Ezion-geber at sa Elot na nasa baybayin ng dagat sa lupain ng Edom. 
2CH.8.18	Pinadalhan siya ni Hiram ng mga barko at mga bihasang magdaragat na mangangasiwa niyon. Pumunta sila sa Ofir kasama ng mga tauhan ni Haring Solomon. Nang bumalik sila ay may dala silang 15,750 kilong ginto na ibinigay nila kay Solomon.
2CH.9.1	Nabalitaan
2CH.9.2	Ipinaliwanag naman ni Solomon ang lahat ng ibig malaman ng reyna. Wala itong tanong na hindi niya nasagot. 
2CH.9.3	Napatunayan ng reyna ang karunungan ni Solomon at nakita niya ang palasyong ipinatayo nito. 
2CH.9.4	Nakita rin niya ang mga pagkain sa hapag ng hari at ang mga silid ng kanyang mga opisyal, gayundin ang paglilingkod ng kanyang mga utusan at mga tagadala ng inumin at ang mga kasuotan nilang lahat. Nakita rin niya ang mga handog na susunugin na iniaalay ni Solomon sa Templo ni Yahweh. Labis siyang namangha sa lahat niyang nakita.
2CH.9.5	Kaya't sinabi niya sa hari: “Totoo nga pala ang balitang nakarating sa bayan ko tungkol sa inyo at sa inyong karunungan. 
2CH.9.6	Noong una'y hindi ako makapaniwala. Ngunit ngayong makita ng dalawa kong mata, wala pa pala sa kalahati ang ibinalita nila sa akin. Ang karunungan pala ninyo ay higit sa nabalitaan ko. 
2CH.9.7	Mapalad ang inyong mga lingkod. Mapalad ang mga tauhan ninyong ito na laging nakakarinig ng inyong karunungan. 
2CH.9.8	Purihin ang Diyos ninyong si Yahweh na nalugod sa inyo kaya't ginawa ka niyang hari upang mamahala alang-alang sa kanya. Sapagkat tapat ang pag-ibig ni Yahweh sa Israel, at nais niyang patatagin ito magpakailanman. Ginawa niya kayong hari nila upang pairalin dito ang batas at katarungan.” 
2CH.9.9	At binigyan niya ang hari ng 4,200 kilong ginto, maraming pabango at mamahaling hiyas. Walang kaparis ang mga pabangong ibinigay ng reyna ng Seba kay Haring Solomon.
2CH.9.10	Bukod dito, ang mga tauhan ni Haring Hiram at ni Solomon na nagdadala ng ginto buhat sa Ofir ay may dala ring mamahaling bato at maraming kahoy na algum. 
2CH.9.11	Ito ang kahoy na ginamit ng hari sa mga upuan sa Templo at sa kanyang palasyo at sa mga lira at alpa ng mga mang-aawit. Wala pang nakikitang kahoy na tulad nito nang panahong iyon sa lupain ng Juda.
2CH.9.12	Ipinagkaloob naman ni Haring Solomon sa reyna ng Seba ang lahat ng hiniling nito, bukod pa sa kanyang regalo bilang ganti sa pasalubong nito sa kanya. Pagkatapos, umuwi na ang reyna ng Seba at ang kanyang mga tauhan sa kanilang lupain.
2CH.9.13	Taun-taon, 23,310 kilong ginto ang dumarating kay Solomon. 
2CH.9.14	Hindi pa kabilang dito ang buwis ng mga mangangalakal, ang tinutubo ng kanyang mga tauhang umaangkat sa ibang bansa at ang buwis ng mga hari sa Arabia at ng mga gobernador ng lalawigan. 
2CH.9.15	Nagpagawa siya ng 200 malalaking kalasag na may balot na pitong kilong pinitpit na ginto bawat isa. 
2CH.9.16	Nagpagawa pa siya ng 300 maliliit na kalasag na may balot namang tatlong kilong pinitpit na ginto bawat isa. Ipinalagay ng hari ang nasabing mga kalasag sa Bulwagan ng Kagubatang Lebanon. 
2CH.9.17	Nagpagawa rin siya ng isang malaking tronong balot sa garing na may palamuting ginto. 
2CH.9.18	Balot din ng ginto ang anim na baytang na paakyat sa trono at ang tuntungan dito. May patungan ng kamay sa magkabilang tagiliran ng trono at may rebulto ng nakatayong leon sa magkabila. 
2CH.9.19	Labindalawang rebultong leon naman ang nakahanay sa magkabilang dulo ng anim na baytang. 
2CH.9.20	Walang ganitong trono na nagawa saan mang kaharian. Lantay na ginto ring lahat ang mga kopa ni Haring Solomon at ang mga kasangkapan sa Bulwagan ng Kagubatang Lebanon. Hindi gaanong pinahahalagahan ang pilak noon. 
2CH.9.21	May mga malalaking barko siyang nagbibiyahe sa Tarsis kasama ng mga tauhan ni Hiram at tuwing ikatlong taon ay dumarating na maraming dalang ginto, pilak, garing, mga gorilya at pabo real.
2CH.9.22	Si Haring Solomon ang pinakamarunong at pinakamayaman sa lahat ng mga hari sa buong mundo. 
2CH.9.23	Kaya't pinupuntahan siya ng mga hari buhat sa iba't ibang panig ng daigdig upang makinig sa karunungang ibinigay sa kanya ng Diyos. 
2CH.9.24	Bawat isa'y may dalang regalo: mga kasangkapang ginto at pilak, mga damit, mira, mga pabango, mga kabayo at mola. Nagpapatuloy ito taun-taon. 
2CH.9.25	Si
2CH.9.26	Sakop
2CH.9.27	Nang panahon ni Haring Solomon, ang pilak sa Jerusalem ay naging pangkaraniwan lamang na parang bato, at ang kahoy na sedar ay naging sindami ng sikamoro sa mga paanan ng mga burol. 
2CH.9.28	Ang
2CH.9.29	Ang iba pang mga pangyayari sa paghahari ni Solomon buhat sa simula hanggang wakas ay nakasulat sa 
2CH.9.30	Apatnapung taóng naghari si Solomon sa buong Israel mula sa Jerusalem. 
2CH.9.31	Nang siya'y mamatay, inilibing siya sa Lunsod ni David. Humalili sa kanya bilang hari ang anak niyang si Rehoboam.
2CH.10.1	Pumunta sa Shekem si Rehoboam sapagkat nagtipun-tipon doon ang buong Israel upang gawin siyang hari. 
2CH.10.2	Nang mabalitaan iyon ni Jeroboam, anak ni Nebat na pumunta sa Egipto upang tumakas kay Haring Solomon, ay umuwi na ito. 
2CH.10.3	Ipinasundo siya ng mga lipi sa hilaga at sama-sama silang pumunta kay Rehoboam. Sinabi nila: 
2CH.10.4	“Binigyan po kami ng mabigat na pasanin ng inyong ama. Kung pagagaanin po ninyo ang pasanin na aming dinadala, paglilingkuran namin kayo.”
2CH.10.5	Sinagot sila ni Rehoboam: “Bigyan ninyo ako ng tatlong araw upang pag-isipan ang inyong kahilingan, saka kayo bumalik.” At umalis nga ang mga tao.
2CH.10.6	Sumangguni si Rehoboam sa matatandang tagapayo na naglingkod sa kanyang ama nang ito'y nabubuhay pa. Itinanong niya kung ano ang dapat niyang sabihin sa mga tao. 
2CH.10.7	Ganito ang sabi ng matatanda: “Kapag magiging mabait kayo sa mga taong ito, at pagbibigyan ninyo sila sa kanilang kahilingan, paglilingkuran nila kayo nang tapat habang panahon.”
2CH.10.8	Ngunit binale-wala ni Rehoboam ang payo ng matatanda. Sa halip, sumangguni siya sa kanyang mga kababata na ngayo'y mga tagapayo niya. 
2CH.10.9	Tinanong niya ang mga ito kung ano ang dapat niyang isagot sa mga taong humihiling na pagaanin ang pasaning ipinataw sa kanila ng kanyang ama.
2CH.10.10	Ganito naman ang sagot ng mga kabataan: “Sabihin mo sa kanila na ang iyong ama ay naging mahina. 
2CH.10.11	Dagdagan mo pa ang pahirap sa kanila. Kung latigo ang panghampas sa kanila noon ng iyong ama, ngayon ay gawin mong tinik na bakal.”
2CH.10.12	Nang ikatlong araw, bumalik nga si Jeroboam at ang mga taong-bayan ayon sa sinabi sa kanila ni Rehoboam. 
2CH.10.13	Taliwas sa payo ng matatanda, mabagsik ang sagot niya sa mga tao. 
2CH.10.14	Ang sinunod niya'y ang payo ng mga kabataan. Sinabi niya, “Kung mabigat ang ipinapasan sa inyo ng aking ama, daragdagan ko pa iyan. Kung hinagupit niya kayo ng latigo, may tinik na bakal naman ang ihahagupit ko sa inyo.” 
2CH.10.15	Hindi nga dininig ng hari ang karaingan ng bayan. Pinahintulutan iyon ng Diyos na si Yahweh upang matupad ang kanyang sinabi sa pamamagitan ni Ahias na taga-Shilo, tungkol kay Jeroboam na anak ni Nebat.
2CH.10.16	Nang
2CH.10.17	Ngunit naghari si Rehoboam sa mga Israelitang naninirahan sa mga bayan ng Juda. 
2CH.10.18	Sinugo ni Haring Rehoboam si Adoram, ang tagapangasiwa ng sapilitang paggawa sa sampung lipi ng Israel. Ngunit binato siya ng mga ito hanggang mamatay. Kaya't nagmamadaling sumakay sa karwahe si Rehoboam upang tumakas patungong Jerusalem. 
2CH.10.19	Magmula noon, patuloy na naghimagsik sa paghahari ng angkan ni David ang sampung lipi ng Israel na nasa hilaga.
2CH.11.1	Pagdating ni Rehoboam sa Jerusalem, tinipon niya ang mga lipi ng Juda at Benjamin. Pumili siya ng 180,000 mahuhusay na mandirigma upang salakayin ang sampung lipi ng Israel at ibalik sila sa kanyang kapangyarihan. 
2CH.11.2	Ngunit sinabi ni Yahweh kay propeta Semaias: 
2CH.11.3	“Sabihin mo kay Rehoboam na anak ni Solomon at hari ng Juda at sa lahat ng mga Israelitang taga-Juda at Benjamin, 
2CH.11.4	na ganito ang ipinapasabi ni Yahweh: ‘Huwag na ninyong salakayin ang inyong mga kapatid. Hayaan na ninyo silang makauwi sa kani-kanilang tahanan. Ako ang may kagustuhan nito.’” Sinunod nga nila ang ipinasabi ni Yahweh. Nag-uwian na sila at hindi na nila dinigma si Jeroboam.
