GEN.1.1	Nang pasimula, nilikha ng Dios ang langit at ang lupa. 
NEH.3.29	Ang sumunod sa kanila ay si Zadok na anak ni Imer. Itinayo niya ang bahagi ng pader na nakaharap sa bahay niya. Ang sumunod sa kanya ay ang anak ni Shecania na si Shemaya, na guwardya ng Pintuan sa Silangan. 
NEH.3.30	Ang sumunod sa kanya ay si Hanania na anak ni Shelemia at si Hanun na ikaanim na anak ni Salaf. Pangalawang bahagi na ito ng pader 
NEH.3.31	Ang sumunod naman ay si Malkia na isang platero. Itinayo niya ang bahagi ng pader hanggang sa tinitirhan ng mga utusan sa templo at ng mga mangangalakal, na nakaharap sa Pintuan ng Pinagtitipunan, at hanggang sa kwarto sa sulok na nasa itaas ng pader. 
NEH.3.32	Ang nagtayo ng bahagi ng pader mula sa kwartong iyon hanggang sa pintuan na tinatawag na Tupa ay ang mga platero at mga mangangalakal.
NEH.4.1	Nang mabalitaan ni Sanbalat na itinatayo naming muli ang pader, nagalit siya ng husto at hinamak kaming mga Judio. 
NEH.4.2	Sa harap ng mga kasama niya at ng mga sundalo ng Samaria, sinabi niya, “Ano ba ang ginagawa ng mga kawawang Judiong ito? Akala ba nila, maitatayo nila ulit ang pader ng Jerusalem sa 
NEH.4.3	Sinabi pa ng Ammonitang si Tobia na nasa tabi ni Sanbalat, “Kahit asong-gubat
NEH.4.5	Huwag nʼyo po silang patawarin dahil sa panghahamak
NEH.4.6	Patuloy ang aming pagtatayo ng pader at nangangalahati na ang taas nito dahil ang mga tao ay talagang masigasig na gumagawa. 
NEH.4.7	Ngunit nang mabalitaan nina Sanbalat, Tobia, at ng mga taga-Arabia, taga-Ammon, at mga taga-Ashdod na patuloy ang pagtatayo ng pader ng Jerusalem at natakpan na ang mga butas nito, galit na galit sila. 
NEH.4.8	Binalak nilang lahat na salakayin ang Jerusalem para guluhin kami. 
NEH.4.9	Subalit nanalangin kami sa aming Dios at naglagay ng mga guwardya araw at gabi para maprotektahan ang mga sarili namin.
NEH.4.10	Sinabi ng mga taga-Juda, “Pagod na kami sa pagtatrabaho. Napakarami pang guho na dapat hakutin, hindi namin ito makakayang tapusin.”
NEH.4.11	Samantala, sinabi ng mga kalaban namin, “Biglain natin sila, bago nila mapansin, napasok na natin ang lugar nila. Pagpapatayin natin sila, at mahihinto na ang pagtatrabaho nila.”
NEH.4.12	Ang mga Judio na nakatira malapit sa kanila ay palaging nagbabalita sa amin ng balak nilang pagsalakay. 
NEH.4.13	Kaya naglagay ako ng mga tao para magbantay sa pinakamababang bahagi ng pader na madaling pasukin. Pinagbantay ko sila roon na magkakagrupo sa bawat pamilya, at may mga armas silang mga espada, sibat at palaso. 
NEH.4.14	Habang pinag-iisipan ko ang kalagayan namin, ipinatawag ko ang mga pinuno, mga opisyal at ang mga mamamayan, at sinabi ko sa kanila, “Huwag kayong matakot sa mga kalaban. Alalahanin natin ang makapangyarihan at kamangha-manghang Panginoon. Makipaglaban tayo para mailigtas natin ang ating mga kamag-anak, mga anak, mga asawa, pati ang ating mga bahay.”
NEH.4.15	Nang mabalitaan ng aming mga kalaban na nalaman namin ang balak nilang pagsalakay at naisip nilang sinira ng Dios ang balak nila, bumalik kaming lahat sa ginagawa naming pader. 
NEH.4.16	Ngunit mula nang araw na iyon, kalahati lang sa mga tauhan ko ang gumagawa ng pader, dahil ang kalahati ay nagbabantay na may mga sibat, pananggalang, palaso, at panangga sa dibdib. Ang mga opisyal ay nakatayo sa likod ng mga mamamayan ng Juda 
NEH.4.17	na gumagawa ng pader. Ang isang kamay ng mga nagtatrabaho ay may hawak na mga gamit sa paggawa at ang isa namang kamay ay may hawak na sandata, 
NEH.4.18	at nakasukbit sa baywang nila ang espada. Ang tagapagpatunog ng trumpeta ay nasa tabi ko.
NEH.4.19	Sinabi ko sa mga pinuno, mga opisyal, at sa mga mamamayan, “Malawak ang ginagawa nating pader at malalayo ang ating pagitan 
NEH.4.20	kaya kapag narinig nʼyo ang tunog ng trumpeta, pumunta kayo agad dito sa akin. Ang Dios natin ang siyang makikipaglaban para sa atin.”
NEH.4.21	Kaya patuloy ang paggawa namin mula madaling-araw hanggang magtakip-silim, at ang kalahati ng mga tao ay nagbabantay na may dalang sandata. 
NEH.4.22	Nang panahong iyon, sinabi ko rin sa mga taong naninirahan sa labas ng Jerusalem na sila at ang mga alipin nila ay papasok sa lungsod kapag gabi para magbantay, at kinabukasan naman ay magtatrabaho sila. 
NEH.4.23	 ako at ang mga kamag-anak ko, mga tauhan, at mga guwardya ay hindi na nakapagpalit ng damit. At kahit 
NEH.5.1	Dumaing ang ibang mga lalaki at ang mga asawa nila sa kapwa nila mga Judio. 
NEH.5.2	Sinabi nila, “Malaki ang pamilya namin at kailangan namin ng pagkain para mabuhay.” 
NEH.5.3	May iba rin sa kanila na nagsabi, “Isinanla na lang namin ang mga bukirin namin, mga ubasan, at ang mga bahay namin para may makain kami sa panahon ng taggutom.” 
NEH.5.4	May iba pa sa kanila na nagsabi, “Nanghiram kami ng pera para makapagbayad ng buwis sa hari para sa aming mga bukirin at ubasan. 
NEH.5.5	Kahit kami at ang mga anak namin ay kapwa nila Judio, kinailangang ipaalipin namin sa kanila ang aming mga anak para magkapera. Sa totoo lang, ang iba naming mga anak na babae ay ipinagbili na namin bilang alipin. Wala kaming magawa dahil ang aming mga bukirin at mga ubasan ay pagmamay-ari na ng iba.”
NEH.5.6	Labis akong nagalit nang marinig ko ang mga hinaing nila. 
NEH.5.7	Pinag-isipan kong mabuti ang kalagayan nila, at pinuntahan agad ang mga pinuno at mga opisyal, at pinaratangan sila. Sinabi ko, “Ginigipit nʼyo ang mga kababayan ninyo! Sapagkat tinutubuan nʼyo pa sila kapag nanghihiram sila sa inyo ng pera.” Pagkatapos, pinatipon ko agad ang mga tao para sa isang pulong. 
NEH.5.8	Sinabi ko, “Sinisikap nating matubos ang mga kapwa natin Judio na nagbenta ng sarili nila bilang alipin sa mga dayuhan. Pero ngayon, dahil sa ginagawa nʼyo, napipilitan na din silang ibenta ang sarili nila bilang mga alipin. Palagi na lang ba natin silang tutubusin?” Tumahimik na lang sila dahil wala silang maidahilan.
NEH.5.9	Nagpatuloy ako sa pagsasalita, “Hindi maganda ang ginagawa ninyo. Dapat sanaʼy mamuhay kayo nang may takot sa Dios para hindi tayo tuyain ng ibang mga bansang kalaban natin. 
NEH.5.10	Ako mismo at ang aking mga kamag-anak, pati ang mga tauhan ko ay nagpahiram ng pera at trigo sa mga kababayan nating nangangailangan. Pero huwag na natin silang pagbayarin sa mga utang nila!
NEH.5.11	Ngayon din ibalik nʼyo ang mga bukirin, mga ubasan, mga taniman ng olibo, at mga bahay ng may utang sa inyo. Ibalik nʼyo rin ang tubo ng mga pinahiram ninyong pera, trigo, bagong katas ng ubas at langis.” 
NEH.5.12	Sumagot sila, “Ibabalik namin ang lahat ng iyon sa kanila. Hindi na namin sila sisingilin. Gagawin namin ang sinasabi mo.”
NEH.5.12	Ipinatawag ko ang mga pari at pinasumpa sa harapan nila ang mga pinuno at ang mga opisyal na tutuparin nila ang pangako nila. 
NEH.5.13	Ipinagpag ko ang balabal
NEH.5.13	Ang lahat ng tao roon ay sumagot, “Siya nawa,” at pinuri nila ang 
NEH.5.14	Sa loob ng 12 taon na naglingkod ako bilang gobernador ng Juda, mula nang ika-20 taon hanggang ika-32 taon ng paghahari ni Artaserses, ako at ang mga kamag-anak ko ay hindi tumanggap ng pagkaing para sa gobernador. 
NEH.5.15	Ngunit ang mga gobernador na nauna sa akin ay naging pasanin ng mga tao, dahil humihingi sila ng pang-araw-araw nilang pagkain at inumin maliban pa sa 40 pirasong pilak. Pati ang mga opisyal nila ay nang-abuso ng mga tao. Pero hindi ko ito ginawa, dahil may takot ako sa Dios. 
NEH.5.16	Sa halip, ginawa ko ang lahat para maitayong muli ang pader sa tulong ng mga tauhan ko. At hindi ako
NEH.5.17	Palagi kong pinapakain ang 150 Judiong opisyal bukod pa sa mga bisitang mula sa paligid na mga bansa. 
NEH.5.18	Araw-araw akong nagpapakatay ng isang baka, anim na matatabang tupa, at mga manok. At tuwing ikasampung araw ay naglalabas ako ng marami at ibaʼt ibang klaseng inumin. Sa kabila nito, hindi ako tumanggap ng pagkaing para sa gobernador, dahil nalaman kong nabibigatan na ang mga tao.
NEH.6.1	Samantala, nabalitaan nina Sanbalat, Tobia, Geshem na taga-Arabia, at ng iba pa naming mga kalaban na natapos na namin ang pagpapatayo ng pader at wala na itong mga butas, maliban na lamang sa mga pinto nito na hindi pa naikakabit. 
NEH.6.2	Kaya nagpadala sina Sanbalat at Geshem ng ganitong mensahe sa akin: “Gusto naming makipagkita sa iyo sa isang nayon ng kapatagan ng Ono.”
NEH.6.2	Ngunit nalaman ko na may balak silang masama sa akin. 
NEH.6.3	Kaya nagsugo ako ng mga mensahero para sabihin ito sa kanila, “Mahalaga ang ginagawa ko ngayon, kaya hindi ako makakapunta riyan. Hindi ko maaaring itigil ang paggawa para lang pumunta riyan.” 
NEH.6.4	Apat na beses nila akong pinadalhan ng ganoong mensahe at apat na beses ko rin silang pinadalhan ng parehong sagot.
NEH.6.5	Sa panglimang beses pinapunta ni Sanbalat sa akin ang alipin niya na may dalang sulat na nakabukas na. 
NEH.6.6	At ito ang nakasulat: “Ipinagtapat sa akin ni Geshem
NEH.6.7	at pumili ka pa ng mga propeta na magpoproklama sa iyo sa Jerusalem na ikaw na ang hari ng Juda. Tiyak na malalaman ito ng hari, kaya pumarito ka para pag-usapan natin ang mga bagay na ito.”
NEH.6.8	Ito ang sagot ko sa kanya: “Hindi totoo ang mga sinasabi mo. Gawa-gawa mo lang iyan.” 
NEH.6.9	Alam kong tinatakot lang nila kami para mahinto ang paggawa namin. Pero nanalangin ako sa Dios na palakasin pa niya ako.
NEH.6.10	Isang araw, pumunta ako kay Shemaya na anak ni Delaya at apo ni Mehetabel, dahil hindi siya makaalis sa bahay niya. Sinabi niya sa akin, “Magkita tayo sa loob ng templo ng Dios, at ikandado natin ang mga pintuan. Dahil darating ang mga kalaban mo ngayong gabi para patayin ka.” 
NEH.6.11	Ngunit sumagot ako, “Gobernador ako, bakit ako lalayo at magtatago sa loob ng templo para iligtas ang buhay ko? Hindi ako magtatago!” 
NEH.6.12	Naisip kong hindi nangusap ang Dios sa kanya, kundi inupahan lamang siya nina Sanbalat at Tobia para sabihin iyon sa akin. 
NEH.6.13	Gusto lamang nila akong takutin at magkasala sa pamamagitan ng pagsunod sa sinasabi ni Shemaya, para hamakin nila ako at pintasan ng mga tao.
NEH.6.15	Natapos ang pader noong ika-25 araw ng 
NEH.6.16	Nang mabalitaan ito ng aming mga kalaban sa kalapit na mga bansa, natakot sila at napahiya. Napag-isip-isip nila na natapos ang gawaing iyon sa pamamagitan ng tulong ng Dios.
NEH.6.17	Nang panahong iyon, nagsusulatan sina Tobia at ang mga pinuno ng Juda. 
NEH.6.18	Maraming taga-Juda ang sumumpa ng katapatan kay Tobia dahil manugang siya ni Shecania na anak ni Ara. At isa pa, napangasawa ng anak niyang si Jehohanan ang anak ni Meshulam na anak ni Berekia. 
NEH.6.19	Palaging sinasabi sa akin ng mga tao ang tungkol sa mabubuting ginawa ni Tobia, at palagi ring nakakarating sa kanya ang mga sinasabi ko. At patuloy na sumusulat si Tobia sa akin para takutin ako.
NEH.7.1	Nang matapos na ang pader ng lungsod at naikabit na ang mga pinto nito, itinalaga sa tungkulin nila ang mga guwardya ng mga pintuan ng lungsod, ang mga mang-aawit, at ang mga Levita. 
NEH.7.2	Ibinigay ko ang tungkulin ng pamamahala sa Jerusalem sa kapatid kong si Hanani kasama si Hanania na kumander ng 
NEH.7.3	Sinabi ko sa kanila, “Huwag nʼyong pabayaang nakabukas ang mga pintuan ng lungsod kapag tanghaling-tapat,
NEH.7.4	Napakalawak noon ng lungsod 
NEH.7.5	Kaya ipinaisip ng aking Dios sa akin na tipunin ang mga pinuno, mga opisyal, at iba pang mga naninirahan para maitala sila ayon sa bawat pamilya. Nakita ko ang listahan ng mga pamilya na unang bumalik mula sa pagkabihag. Ito ang nakatala roon:
NEH.7.6	Ang mga sumusunod ay ang mga Israelita sa probinsya ng Juda na binihag noon ni Haring Nebucadnezar at dinala sa Babilonia. Ngayon, umalis na sila sa lugar na iyon at bumalik na sa Jerusalem at sa sarili nilang mga bayan sa Juda. 
NEH.7.7	Ang namuno sa pagbalik nila sa Jerusalem ay sina Zerubabel, Jeshua, Nehemias, Azaria, Raamias, Nahamani, Mordecai, Bilshan, Misperet, Bigvai, Nehum, at Baana.
NEH.7.7	Ito ang talaan ng mga mamamayan ng Israel 
NEH.7.8+NEH.7.9+NEH.7.10+NEH.7.11+NEH.7.12+NEH.7.13+NEH.7.14+NEH.7.15+NEH.7.16+NEH.7.17+NEH.7.18+NEH.7.19+NEH.7.20+NEH.7.21+NEH.7.22+NEH.7.23+NEH.7.24+NEH.7.25	Mga angkan nina:
NEH.7.8+NEH.7.9+NEH.7.10+NEH.7.11+NEH.7.12+NEH.7.13+NEH.7.14+NEH.7.15+NEH.7.16+NEH.7.17+NEH.7.18+NEH.7.19+NEH.7.20+NEH.7.21+NEH.7.22+NEH.7.23+NEH.7.24+NEH.7.25	Paros
NEH.7.8+NEH.7.9+NEH.7.10+NEH.7.11+NEH.7.12+NEH.7.13+NEH.7.14+NEH.7.15+NEH.7.16+NEH.7.17+NEH.7.18+NEH.7.19+NEH.7.20+NEH.7.21+NEH.7.22+NEH.7.23+NEH.7.24+NEH.7.25	2,172
NEH.7.8+NEH.7.9+NEH.7.10+NEH.7.11+NEH.7.12+NEH.7.13+NEH.7.14+NEH.7.15+NEH.7.16+NEH.7.17+NEH.7.18+NEH.7.19+NEH.7.20+NEH.7.21+NEH.7.22+NEH.7.23+NEH.7.24+NEH.7.25	Shefatia
NEH.7.8+NEH.7.9+NEH.7.10+NEH.7.11+NEH.7.12+NEH.7.13+NEH.7.14+NEH.7.15+NEH.7.16+NEH.7.17+NEH.7.18+NEH.7.19+NEH.7.20+NEH.7.21+NEH.7.22+NEH.7.23+NEH.7.24+NEH.7.25	372
NEH.7.8+NEH.7.9+NEH.7.10+NEH.7.11+NEH.7.12+NEH.7.13+NEH.7.14+NEH.7.15+NEH.7.16+NEH.7.17+NEH.7.18+NEH.7.19+NEH.7.20+NEH.7.21+NEH.7.22+NEH.7.23+NEH.7.24+NEH.7.25	Ara
NEH.7.8+NEH.7.9+NEH.7.10+NEH.7.11+NEH.7.12+NEH.7.13+NEH.7.14+NEH.7.15+NEH.7.16+NEH.7.17+NEH.7.18+NEH.7.19+NEH.7.20+NEH.7.21+NEH.7.22+NEH.7.23+NEH.7.24+NEH.7.25	652
NEH.7.8+NEH.7.9+NEH.7.10+NEH.7.11+NEH.7.12+NEH.7.13+NEH.7.14+NEH.7.15+NEH.7.16+NEH.7.17+NEH.7.18+NEH.7.19+NEH.7.20+NEH.7.21+NEH.7.22+NEH.7.23+NEH.7.24+NEH.7.25	Pahat Moab (mula sa mga pamilya ni Jeshua at ni Joab)
NEH.7.8+NEH.7.9+NEH.7.10+NEH.7.11+NEH.7.12+NEH.7.13+NEH.7.14+NEH.7.15+NEH.7.16+NEH.7.17+NEH.7.18+NEH.7.19+NEH.7.20+NEH.7.21+NEH.7.22+NEH.7.23+NEH.7.24+NEH.7.25	2,818
NEH.7.8+NEH.7.9+NEH.7.10+NEH.7.11+NEH.7.12+NEH.7.13+NEH.7.14+NEH.7.15+NEH.7.16+NEH.7.17+NEH.7.18+NEH.7.19+NEH.7.20+NEH.7.21+NEH.7.22+NEH.7.23+NEH.7.24+NEH.7.25	Elam
NEH.7.8+NEH.7.9+NEH.7.10+NEH.7.11+NEH.7.12+NEH.7.13+NEH.7.14+NEH.7.15+NEH.7.16+NEH.7.17+NEH.7.18+NEH.7.19+NEH.7.20+NEH.7.21+NEH.7.22+NEH.7.23+NEH.7.24+NEH.7.25	1,254
NEH.7.8+NEH.7.9+NEH.7.10+NEH.7.11+NEH.7.12+NEH.7.13+NEH.7.14+NEH.7.15+NEH.7.16+NEH.7.17+NEH.7.18+NEH.7.19+NEH.7.20+NEH.7.21+NEH.7.22+NEH.7.23+NEH.7.24+NEH.7.25	Zatu
NEH.7.8+NEH.7.9+NEH.7.10+NEH.7.11+NEH.7.12+NEH.7.13+NEH.7.14+NEH.7.15+NEH.7.16+NEH.7.17+NEH.7.18+NEH.7.19+NEH.7.20+NEH.7.21+NEH.7.22+NEH.7.23+NEH.7.24+NEH.7.25	845
NEH.7.8+NEH.7.9+NEH.7.10+NEH.7.11+NEH.7.12+NEH.7.13+NEH.7.14+NEH.7.15+NEH.7.16+NEH.7.17+NEH.7.18+NEH.7.19+NEH.7.20+NEH.7.21+NEH.7.22+NEH.7.23+NEH.7.24+NEH.7.25	Zacai
NEH.7.8+NEH.7.9+NEH.7.10+NEH.7.11+NEH.7.12+NEH.7.13+NEH.7.14+NEH.7.15+NEH.7.16+NEH.7.17+NEH.7.18+NEH.7.19+NEH.7.20+NEH.7.21+NEH.7.22+NEH.7.23+NEH.7.24+NEH.7.25	760
NEH.7.8+NEH.7.9+NEH.7.10+NEH.7.11+NEH.7.12+NEH.7.13+NEH.7.14+NEH.7.15+NEH.7.16+NEH.7.17+NEH.7.18+NEH.7.19+NEH.7.20+NEH.7.21+NEH.7.22+NEH.7.23+NEH.7.24+NEH.7.25	Binui
NEH.7.8+NEH.7.9+NEH.7.10+NEH.7.11+NEH.7.12+NEH.7.13+NEH.7.14+NEH.7.15+NEH.7.16+NEH.7.17+NEH.7.18+NEH.7.19+NEH.7.20+NEH.7.21+NEH.7.22+NEH.7.23+NEH.7.24+NEH.7.25	648
NEH.7.8+NEH.7.9+NEH.7.10+NEH.7.11+NEH.7.12+NEH.7.13+NEH.7.14+NEH.7.15+NEH.7.16+NEH.7.17+NEH.7.18+NEH.7.19+NEH.7.20+NEH.7.21+NEH.7.22+NEH.7.23+NEH.7.24+NEH.7.25	Bebai
NEH.7.8+NEH.7.9+NEH.7.10+NEH.7.11+NEH.7.12+NEH.7.13+NEH.7.14+NEH.7.15+NEH.7.16+NEH.7.17+NEH.7.18+NEH.7.19+NEH.7.20+NEH.7.21+NEH.7.22+NEH.7.23+NEH.7.24+NEH.7.25	628
NEH.7.8+NEH.7.9+NEH.7.10+NEH.7.11+NEH.7.12+NEH.7.13+NEH.7.14+NEH.7.15+NEH.7.16+NEH.7.17+NEH.7.18+NEH.7.19+NEH.7.20+NEH.7.21+NEH.7.22+NEH.7.23+NEH.7.24+NEH.7.25	Azgad
NEH.7.8+NEH.7.9+NEH.7.10+NEH.7.11+NEH.7.12+NEH.7.13+NEH.7.14+NEH.7.15+NEH.7.16+NEH.7.17+NEH.7.18+NEH.7.19+NEH.7.20+NEH.7.21+NEH.7.22+NEH.7.23+NEH.7.24+NEH.7.25	2,322
NEH.7.8+NEH.7.9+NEH.7.10+NEH.7.11+NEH.7.12+NEH.7.13+NEH.7.14+NEH.7.15+NEH.7.16+NEH.7.17+NEH.7.18+NEH.7.19+NEH.7.20+NEH.7.21+NEH.7.22+NEH.7.23+NEH.7.24+NEH.7.25	Adonikam
NEH.7.8+NEH.7.9+NEH.7.10+NEH.7.11+NEH.7.12+NEH.7.13+NEH.7.14+NEH.7.15+NEH.7.16+NEH.7.17+NEH.7.18+NEH.7.19+NEH.7.20+NEH.7.21+NEH.7.22+NEH.7.23+NEH.7.24+NEH.7.25	667
NEH.7.8+NEH.7.9+NEH.7.10+NEH.7.11+NEH.7.12+NEH.7.13+NEH.7.14+NEH.7.15+NEH.7.16+NEH.7.17+NEH.7.18+NEH.7.19+NEH.7.20+NEH.7.21+NEH.7.22+NEH.7.23+NEH.7.24+NEH.7.25	Bigvai
NEH.7.8+NEH.7.9+NEH.7.10+NEH.7.11+NEH.7.12+NEH.7.13+NEH.7.14+NEH.7.15+NEH.7.16+NEH.7.17+NEH.7.18+NEH.7.19+NEH.7.20+NEH.7.21+NEH.7.22+NEH.7.23+NEH.7.24+NEH.7.25	2,067
NEH.7.8+NEH.7.9+NEH.7.10+NEH.7.11+NEH.7.12+NEH.7.13+NEH.7.14+NEH.7.15+NEH.7.16+NEH.7.17+NEH.7.18+NEH.7.19+NEH.7.20+NEH.7.21+NEH.7.22+NEH.7.23+NEH.7.24+NEH.7.25	Adin
NEH.7.8+NEH.7.9+NEH.7.10+NEH.7.11+NEH.7.12+NEH.7.13+NEH.7.14+NEH.7.15+NEH.7.16+NEH.7.17+NEH.7.18+NEH.7.19+NEH.7.20+NEH.7.21+NEH.7.22+NEH.7.23+NEH.7.24+NEH.7.25	655
NEH.7.8+NEH.7.9+NEH.7.10+NEH.7.11+NEH.7.12+NEH.7.13+NEH.7.14+NEH.7.15+NEH.7.16+NEH.7.17+NEH.7.18+NEH.7.19+NEH.7.20+NEH.7.21+NEH.7.22+NEH.7.23+NEH.7.24+NEH.7.25	Ater (na tinatawag din na Hezekia)
NEH.7.8+NEH.7.9+NEH.7.10+NEH.7.11+NEH.7.12+NEH.7.13+NEH.7.14+NEH.7.15+NEH.7.16+NEH.7.17+NEH.7.18+NEH.7.19+NEH.7.20+NEH.7.21+NEH.7.22+NEH.7.23+NEH.7.24+NEH.7.25	98
NEH.7.8+NEH.7.9+NEH.7.10+NEH.7.11+NEH.7.12+NEH.7.13+NEH.7.14+NEH.7.15+NEH.7.16+NEH.7.17+NEH.7.18+NEH.7.19+NEH.7.20+NEH.7.21+NEH.7.22+NEH.7.23+NEH.7.24+NEH.7.25	Hashum
NEH.7.8+NEH.7.9+NEH.7.10+NEH.7.11+NEH.7.12+NEH.7.13+NEH.7.14+NEH.7.15+NEH.7.16+NEH.7.17+NEH.7.18+NEH.7.19+NEH.7.20+NEH.7.21+NEH.7.22+NEH.7.23+NEH.7.24+NEH.7.25	328
NEH.7.8+NEH.7.9+NEH.7.10+NEH.7.11+NEH.7.12+NEH.7.13+NEH.7.14+NEH.7.15+NEH.7.16+NEH.7.17+NEH.7.18+NEH.7.19+NEH.7.20+NEH.7.21+NEH.7.22+NEH.7.23+NEH.7.24+NEH.7.25	Bezai
NEH.7.8+NEH.7.9+NEH.7.10+NEH.7.11+NEH.7.12+NEH.7.13+NEH.7.14+NEH.7.15+NEH.7.16+NEH.7.17+NEH.7.18+NEH.7.19+NEH.7.20+NEH.7.21+NEH.7.22+NEH.7.23+NEH.7.24+NEH.7.25	324
NEH.7.8+NEH.7.9+NEH.7.10+NEH.7.11+NEH.7.12+NEH.7.13+NEH.7.14+NEH.7.15+NEH.7.16+NEH.7.17+NEH.7.18+NEH.7.19+NEH.7.20+NEH.7.21+NEH.7.22+NEH.7.23+NEH.7.24+NEH.7.25	Harif
NEH.7.8+NEH.7.9+NEH.7.10+NEH.7.11+NEH.7.12+NEH.7.13+NEH.7.14+NEH.7.15+NEH.7.16+NEH.7.17+NEH.7.18+NEH.7.19+NEH.7.20+NEH.7.21+NEH.7.22+NEH.7.23+NEH.7.24+NEH.7.25	112
NEH.7.8+NEH.7.9+NEH.7.10+NEH.7.11+NEH.7.12+NEH.7.13+NEH.7.14+NEH.7.15+NEH.7.16+NEH.7.17+NEH.7.18+NEH.7.19+NEH.7.20+NEH.7.21+NEH.7.22+NEH.7.23+NEH.7.24+NEH.7.25	Gibeon
NEH.7.8+NEH.7.9+NEH.7.10+NEH.7.11+NEH.7.12+NEH.7.13+NEH.7.14+NEH.7.15+NEH.7.16+NEH.7.17+NEH.7.18+NEH.7.19+NEH.7.20+NEH.7.21+NEH.7.22+NEH.7.23+NEH.7.24+NEH.7.25	95
NEH.7.26+NEH.7.27+NEH.7.28+NEH.7.29+NEH.7.30+NEH.7.31+NEH.7.32+NEH.7.33+NEH.7.34+NEH.7.35+NEH.7.36+NEH.7.37+NEH.7.38	Betlehem at Netofa
NEH.7.26+NEH.7.27+NEH.7.28+NEH.7.29+NEH.7.30+NEH.7.31+NEH.7.32+NEH.7.33+NEH.7.34+NEH.7.35+NEH.7.36+NEH.7.37+NEH.7.38	188
NEH.7.26+NEH.7.27+NEH.7.28+NEH.7.29+NEH.7.30+NEH.7.31+NEH.7.32+NEH.7.33+NEH.7.34+NEH.7.35+NEH.7.36+NEH.7.37+NEH.7.38	Anatot
NEH.7.26+NEH.7.27+NEH.7.28+NEH.7.29+NEH.7.30+NEH.7.31+NEH.7.32+NEH.7.33+NEH.7.34+NEH.7.35+NEH.7.36+NEH.7.37+NEH.7.38	128
NEH.7.26+NEH.7.27+NEH.7.28+NEH.7.29+NEH.7.30+NEH.7.31+NEH.7.32+NEH.7.33+NEH.7.34+NEH.7.35+NEH.7.36+NEH.7.37+NEH.7.38	Bet Azmavet
NEH.7.26+NEH.7.27+NEH.7.28+NEH.7.29+NEH.7.30+NEH.7.31+NEH.7.32+NEH.7.33+NEH.7.34+NEH.7.35+NEH.7.36+NEH.7.37+NEH.7.38	42
NEH.7.26+NEH.7.27+NEH.7.28+NEH.7.29+NEH.7.30+NEH.7.31+NEH.7.32+NEH.7.33+NEH.7.34+NEH.7.35+NEH.7.36+NEH.7.37+NEH.7.38	Kiriat Jearim, Kefira, at Beerot
NEH.7.26+NEH.7.27+NEH.7.28+NEH.7.29+NEH.7.30+NEH.7.31+NEH.7.32+NEH.7.33+NEH.7.34+NEH.7.35+NEH.7.36+NEH.7.37+NEH.7.38	743
NEH.7.26+NEH.7.27+NEH.7.28+NEH.7.29+NEH.7.30+NEH.7.31+NEH.7.32+NEH.7.33+NEH.7.34+NEH.7.35+NEH.7.36+NEH.7.37+NEH.7.38	Rama at Geba
NEH.7.26+NEH.7.27+NEH.7.28+NEH.7.29+NEH.7.30+NEH.7.31+NEH.7.32+NEH.7.33+NEH.7.34+NEH.7.35+NEH.7.36+NEH.7.37+NEH.7.38	621
NEH.7.26+NEH.7.27+NEH.7.28+NEH.7.29+NEH.7.30+NEH.7.31+NEH.7.32+NEH.7.33+NEH.7.34+NEH.7.35+NEH.7.36+NEH.7.37+NEH.7.38	Micmash
NEH.7.26+NEH.7.27+NEH.7.28+NEH.7.29+NEH.7.30+NEH.7.31+NEH.7.32+NEH.7.33+NEH.7.34+NEH.7.35+NEH.7.36+NEH.7.37+NEH.7.38	122
NEH.7.26+NEH.7.27+NEH.7.28+NEH.7.29+NEH.7.30+NEH.7.31+NEH.7.32+NEH.7.33+NEH.7.34+NEH.7.35+NEH.7.36+NEH.7.37+NEH.7.38	Betel at Ai
