MAT.1.1	Tèntə diʼ təzhiʼ tə vətìʼ Yesò Klistò, wàyn Devìt yì a tìʼì wen ndiʼ Ablaham. 
ACT.1.23	Vəwenə kwòʼtə̀ təzhiʼ tə viʼi vəbò, andiʼ Josèf, a təzhiʼ tə wen tətsentə ndìʼ Balabas nə̀ Justus bènə̀ Matiyàs. 
ACT.1.24	Vəwenə nè a lì mù jɨ̀m gàʼà la, “Bobo, wù kɨ tətyɨm tə viʼi no vətsèm. Diʼi wìʼ yì a wù tsuʼu fa ntìntìn viʼi venə vəbò, 
ACT.1.25	ndi ghə̀ lyɨ kəshi kə wù ntɨm wù ə nè shwèʼ yi a Judàs tə mòʼtə̀ ə̀ dyʉ̀ à wen a kəshi kə ngə̀ŋ.” 
ACT.1.26	Vəwenə gàʼ a lì mù nyòʼ təzhiʼ tə viʼi a venə a bàŋə fo ə̀ mòʼ a tì ntòyn sə̀ nə̀ʼə̀, zhiʼi Matiyàs fʉ̀ kùʼ a mbì. Və mù boʼsə wen a nòyn viʼi ntɨm vi njʉ̀mùʼ.
ACT.2.1	Andìʼ ando kətsi kə ghoʼokə a və ndzàŋə̀ nə̀ Bentakòs mvi, viʼi vəbyɨməvə tsèntə̀ a kəshi kə mùʼ. 
ACT.2.2	A sətsèn tsen kəfo kətsenkə dèm fa kàŋ to nə̀ fwof ə toghə, shiʼi ə̀ kwèn a ngə̀ŋ yì a vəwenə ndiʼì tsu. 
ACT.2.3	Vəwenə mù bvʉ̀tə̀ yèn fo və diʼ to nə̀ kəlwàŋ kə zhìʼ ə̀ gə̀sə̀ dyʉ̀ ŋwʉʼʉ no a kətʉ ndò a ghə̀ ndiʼì tsu. 
ACT.2.4	Kəzhwì kə Ŋwoʼəkə kwen à vəwenə a tətyɨm ə̀ nè no mə ndò a ghə̀ ndiʼì tsu zìtə̀ sə̀ gàʼà gaʼa Loʼo kədyàŋ ando kəzhwì akì ntensə wen la ghə̀ gàʼ.
ACT.2.5	Andìʼ a zhʉ ayì Vəjew diʼ a Jelusalèm a vəwenə mù gumlə Nyìngòŋ mu və lù no fa təloʼ tətsèm a tì mbi. 
ACT.2.6	Vəwenə nè zhʉ̀ Kəfo ki a kə dèmə li, nòyn viʼi no və ghoʼo tsèntə̀. Vəwenə no və tsèm ndìʼ nə̀ mesə wèn byìʼàndo viʼi və byɨməvə a vyi ngàʼà, no ndò zhʉ tò à wen a gaʼa loʼ. 
ACT.2.7	Vəwenə sə̀ diʼ nə̀ kanə, təchʉ̀ tə vəwenə bè zɨm byìʼì kənyʉ̀ akì. Vəwenə mù gàʼ la, “Viʼi venə a və gàʼà a shyə̀ lə̀ lù tò fa Galìlì no vətsèm. 
ACT.2.8	A lè chò ghò mibu no ndò sə zhʉ vəwenə gàʼà tò gaʼa loʼ wen a? 
ACT.2.9	Vəghəŋ dìʼ a shèn vətsenvə diʼ mu və lù fa shyə Balthia, fa shyə Midìyà nə̀ Elam, fa Mesobotamiyà, fa Judiyà nə̀ Kabadosiyà, fa Bontùs nə̀ fa Asìyà. 
ACT.2.10	Fa Fligiya nə̀ Bamfiliyà, fa Ijìb bènə̀ təshyə tə Libiyà a tə boʼsə Silen. Və Vətsenvə lù fa Lum, adiʼ Vəjew nə̀ viʼi ntɨm vətsenvə vi a və kwitə li vəwenə və mù sə gumlə̀ Nyìngòŋ Vəjew. 
ACT.2.11	Vəghəŋ vətsenvə mfʉ mvì fa Klete nə̀ Alebyà. Vəghəŋ ə zhʉ vəwenə gàʼà tò təgàʼ tə təloʼ nə̀ vəghəŋ vi a Nyìngòŋ ne li.” 
ACT.2.12	Vəwenə nè sə̀ bu diʼ nə̀ kanə, kənyʉ̀ a kènkə be ku ngəʼ à vəwenə, kyè mù sə̀ bèmə̀ à kyè la, “Kènkə dìʼì la ghò?”
ACT.2.13	Alì viʼi vətsenvə bòŋsə̀ sə̀ chəʼə viʼi avenə gàʼà la, “Vəwenə nyʉ məlʉ̀ʼ mə nghaʼ vəwenə.”
ACT.2.14	Bità ando ghə̀ ndiʼì wenə̀ viʼi ntɨm ə̀ Yesò vətsenvə vi njʉ̀mùʼ mù fʉ̀tə̀ vì ə̀ gàʼ a gɨ to la, “Ghə̀ŋ ə viʼi Jus bènə̀ ghə̀ŋ vi no vətsèm a ghə̀ŋ ə tsi a Jelusalèm, ghə̀ŋ zhʉtə à! Ghə̀ŋ diʼi əkɨ la, 
ACT.2.15	Viʼi venə ko bomə məlʉ̀ʼ ando ghə̀ŋ ə kwòʼtə̀ byìʼàndo luwèn bò bu tò təzhʉ abʉ̀muʼ a boʼòngə̀ŋ. 
ACT.2.16	Kənyʉ̀ akènkə a vəwenə ə nè lə̀ bòŋsə̀ dìʼ kənyʉ̀ a nshə̀ʼtə̀ Jowel ə̀ nlù gàʼa. Ghə̀ nlù gàʼa la, 
ACT.2.17	Nyìngòŋ ə gàʼ a la, ‘A lu ndiʼ a mətsi mə̀ kənsèsə̀, Mà ku kəzhwì komkə à viʼi no vətsèm. Vu vəŋə ə lʉmə nə̀ ki lu nshə̀ʼtə̀ nyʉ̀ à viʼi a Nyìngòŋ ə̀ shə̀ʼtə̀ à vəwenə. Mà lu nè ə mbvòʼò wìʼ ə yèyn nyʉ̀ to sə tsi jòm, be ne jòmsə ə ntsi viʼi vətovə ghə̀ŋ. 
ACT.2.18	Nəmwèʼè, mà lu be ku kəzhwì komkə no te à viʼi shyèʼè mò, lʉmə nə̀ ki a mətsi a mì, vəwenə nshə̀ʼtə̀ nyʉ̀ vyi a mà nshə̀ʼtə̀ à vəwenə. 
ACT.2.19	Mà lu ne nyʉ̀ kanəvə a kàŋ ə be dìʼ chwitə a nse. Viʼi lu yen mənlyuŋ nə̀ zhiʼ bènə̀ mbòʼ fələʼ. 
ACT.2.20	A lu ndiʼ a tʉʼ ayì, chʉzhʉ kaʼkə ndiʼ mfɨnə̀, sàŋ be mbò to nə̀ mənlyuŋ. Mibu kətsi kə ghoʼokə kə Bobo kə sə vì. 
ACT.2.21	A lu ndiʼ a tʉ a nyʉ̀ avenə fʉ̀, Bobo bwòŋsə̀ no ndò a ghə̀ dzàŋə̀ zhiʼ wen’”.
ACT.2.22	Bità gàʼ a lì bè gàʼ la, “Ghə̀ŋ viʼi Islel, ghə̀ŋ tuʼù zhʉtə nyʉ̀ venə a mà kə ə gàʼ lə̀! Yesò ə wù Nazalèt ndìʼ wìʼ a Nyìngòŋ ndiʼì li à ghə̀ŋ a ndayn. Ghə̀ ndìʼì əchò fa nyʉ̀ kanəvə bènə̀ chwitə a ghə̀ nè əchò fà wen ə Yesò à ghə̀ŋ a ntìntìn. Nkàyntə̀ ghə̀ŋ ə kɨ nyʉ̀ avenə. 
ACT.2.23	Və mbaʼlə̀ li Yesò aghèn ando Nyìngòŋ ə̀ nshɨ̀tə̀ li ə̀ ghʉ bè kɨ, ghə̀ŋ zhwi wen a ji la ghə̀ŋ ə̀ nku wen à viʼi ne nyʉ̀ byɨvə. Vəwenə bantə wen a kəntò, 
ACT.2.24	alì Nyìngòŋ nè ghə̀ lù fa pfʉ ə̀ bwòŋsə̀ wen fa kədyòʼ kə pfʉ byìʼàndo ji ko ndìʼ a pfʉ nzì ghə̀ lə̀ ghaʼa wen. 
ACT.2.25	A diʼ ando fòyn Devìt ə̀ ngaʼà li byìʼì Yesò la, ‘Mà nyenə Bobo Nyìngòŋ à mò a shɨ tò məzhʉ̀ ntsèm, ghə̀ diʼ à mò a shyə kwoŋ toghə, ndi kə no kəfo kətsenkə à nə̀ʼsə̀ mò. 
ACT.2.26	Byìʼì kənyʉ̀ akènkə, tyɨm ə̀ ghomə saŋlə̀, mà be ghoʼsə̀ wen nə̀ chʉ̀ ghomə, tè bè a lì, ma ki dyʉ̀sə̀ tò nə̀ kənyʉ̀ kì a ghə̀ lu nè à mò, 
ACT.2.27	byìʼàndo wù ko lu kyemə kəzhwì kom la kə faŋ a loʼ viʼi və pfʉkəvə, ko à ndiʼ la wù a ghʉsə bvenə wù shwèʼ nəmwèʼè wù la ghə̀ fwe. 
ACT.2.28	Wù diʼì li jisə shyə̀sə à mò a mà zì mà jèʼ fa tsu ndi ndiʼ ə to. Mà ne ndiʼ nə̀ saŋlə ghə̀ byìʼàndo wù dìʼ yowù no məzhʉ̀ ntsèm.’”
ACT.2.29	Bità mù dyʉ̀ mbì əgàʼ la, “Vəlèmə̀ vwomə, mà zì ma gàʼ à ghə̀ŋ no nəmwèʼè byìʼì tìʼ vətìʼ və vəghəŋ ghə̀ mbì ə fòn Devìt la ghə̀ mpfʉ li, və bvɨ̀mə̀ wen, se wen bo sə diʼ əkuʼ əzaʼa lan. 
ACT.2.30	Devìt ə̀ ndìʼ nshə̀ʼtə̀ ghoʼo Nyìngòŋ mu Nyìngòŋ nzhɨ li məkàyn wenə̀ wen la ghə̀ lu ŋwʉʼsə wù ngwaʼa ngə̀ŋ wen à wen a kəfwoyn. 
ACT.2.31	Ghə̀ nyen li kənyʉ̀ kì a Nyìngòŋ ndìʼ ne nè mibu zhʉ yi kuʼ ə̀ kwʉ̀ʼ mù gàʼ kùmə̀ wìʼ yì a Nyìngòŋ ntsuʼ li ə̀ ghʉ la ghə̀ lu lù fa pfʉ la, ‘Nyìngòŋ ko lu kyemə wen a loʼ viʼi vəpfʉkəvə, bvenə ə wen ko lu fwè.’ 
ACT.2.32	Nyìngòŋ nkye li la Yesò aghèn lu fa pfʉ. Vəghəŋ vətsèm dìʼ viʼi və yenəvə a kənyʉ̀ aghèn. 
ACT.2.33	Ghə̀ mù lyɨ̀ wen ə̀ kùʼsə à wen a shyə kwoŋ ə̀ toghə. Yesò shi kəzhwì kəŋwoʼəkə kì a Tìʼ wen ə̀ nghʉ la ghə̀ lu ku à wen, ə̀ ku kəzhwì akì a ghə̀ŋ ə yenə be zhʉ à yès luwèn. 
ACT.2.34	Vəghəŋ kɨ li la fòyn Devìt fa wen a ngə̀ŋ nko kùʼ a kàŋ, alì ə̀ gàʼ la, ‘Bobo Nyìngòŋ ngàʼa à Bobo ghom la, ŋwʉʼmə à mò a shyə kwoŋ ə̀ toghə, 
ACT.2.35	Əzaʼa fa zhʉ a mà a ne viʼi kəbàyn ə̀ wù ə ndiʼ ntomsə aghʉ wù.’”
ACT.2.36	“Viʼi Islel no vətsèm diʼi əkɨ nəmwèʼè la Nyìngòŋ ə ne li Yesò ghèn a ghə̀ŋ tə̀ bayntə a kəntò lə̀ sə diʼ Bobo bè diʼ Klistò.”
ACT.2.37	Viʼi avenə nè zhʉ̀ nyʉ̀ vyi a Bità ngàʼà, və sə̀ ku ngəʼ à vəwenə a tətyɨm no nànto. Vəwenə mù bèm à Bità wenə̀ viʼi ntɨm Yesò vətsenvə vi la, “Vəlèmə yès lè zì yès ne ale?”
ACT.2.38	Bità bwènsə̀ gàʼ à vəwenə la, “No ghə̀ŋ vətsèm kwitə tətyɨm tyəŋtə fà ghə̀ŋ a nyʉ̀ byɨvə ə̀ shì mu ə dìʼ la ghə̀ŋ ə byɨmə li a Yesò Klistò ndi Nyìngòŋ lyèsə ku nyʉ̀ byɨvə ghə̀ŋ, ə̀ kù Kəzhwì kə Ŋwoʼəkə kènkə à ghə̀ŋ. 
ACT.2.39	Kəzhwì kə Ŋwoʼə kènkə a Nyìngòŋ nghʉ li la ghə̀ lu ku lə̀ ə dìʼ à ghə̀ŋ, nə̀ a vunə vəŋə bènə̀ à viʼi a və diʼì no kəghaf. A dìʼ viʼi vi no vətsèm a Bobo Nyìngòŋ dzàŋə̀ li la və vi à wen.”
ACT.2.40	Bità gàʼ a lì bè shə̀ʼtə̀ kùʼ nə̀ nyʉ̀ à viʼi a vyi no ghoʼo bè sə̀ sensə̀ vəwenə gàʼà la, “Ghə̀ŋ gyàmtə̀ tə wen tyəŋtə ndi kə Nyìngòŋ lù ku ngəʼ à ghə̀ŋ ando ghə̀ ndiʼ lu ku à viʼi tətyɨm təbyɨtə a kəlyɨŋ kə luwèn.” 
ACT.2.41	Byìʼì a lì viʼi no vəghoʼo byɨmə gaʼa Bità, və ku mu à vəwenə. Viʼi əzaʼa nkamsə sətaʼ kwʉ̀ʼsə̀ a nòyn viʼi və byɨməvə vi a kətsi akì 
ACT.2.42	vəwenə bè kù təwen tə vəwenə sə̀ zhʉtə̀ nyʉ̀ vyi a viʼi ntɨm ə̀ Yesò nziʼì gə̀tə̀ no kənyʉ̀ kə kò akì a vəwenə nkiʼi zhɨ be jɨ̀mə̀ tò a kənyʉ̀ kə mùʼ.
ACT.2.43	Nyìngòŋ nè viʼi ntɨm ə Yesò və sə̀ nè nyʉ̀ kanəvə no ghoʼo, və nè viʼi vətsèm sə̀ diʼ nə̀ kanə. 
ACT.2.44	Viʼi və byɨməvə vi faŋ ə̀ sə̀ diʼ tò a kənyʉ̀ kə mùʼ be gə̀tə̀ no mə ghò yì a vəwenə nkiʼi à vəwenə a ntìntìn. 
ACT.2.45	Vəwenə bàʼlə fo vi a vəwenə nkiʼi ə̀ gə̀tə̀ ko yi à viʼi vəbyɨməvə vi a və nko kiʼ. 
ACT.2.46	Vəwenə vi zhùŋtə̀ à ngə̀ŋ Nyìngòŋ tò mətsì ntsèm. Vəwenə nè fʉ̀, və sə jèʼè zhɨ tò à ngə̀ŋ a ngə̀ŋ be saŋlə̀ a kənyʉ̀ kə mùʼ, 
ACT.2.47	be ghoʼsə̀ Nyìngòŋ. Viʼi vətsèm sə̀ ki vəwenə, vəwenə kuʼmə tò byìʼì ntsìnə̀ jùŋ yì a vəwenə ntsi. Bobo sə̀ kwʉ̀ʼsə̀ viʼi vi a ghə̀ mbwòŋsə̀ li à vəwenə a nòyn tò mətsì ntsèm.
ACT.3.1	Andìʼ kətsi kətsenkə, Bità wenə̀ Joyn dyʉ̀ a ngə̀ŋ Nyìngòŋ a təzhʉ tətaʼ a mbwaʼà kəbə̀ŋ andiʼ kəlyɨŋ kə zhʉ a viʼi mvi jɨ̀mə̀ tsu. 
ACT.3.2	Wù kənkwàʼkə̀ tsen ndìʼ tsu mu və mbwi wen tò a lì. Və nlu byèʼè wen vì nə̀ wen a chʉ̀ kəshi yì a və ndzàŋə̀ nə̀ “Chʉ mbàyn ə Jùŋ.” Vəwenə mvì nə̀ wen tsu no mətsi ntsèm ndi ghə̀ nloynə ko fa viʼi a və mvì a ngə̀ŋ Nyìngòŋ. 
ACT.3.3	Wù kənkwàʼkə̀ aghèn ne yen Bità wenə̀ Joyn ando vəwenə ncho əkwen a ngə̀ŋ Nyìngòŋ mù sə lonə ko fà vəwenə. 
ACT.3.4	Vəwenə ki dyʉ̀sə̀ nə̀ wen tò fəchìʼ. Bità mù gàʼ à wen la, “Ki yes!” 
ACT.3.5	Ghə̀ mù ki dyʉ̀sə̀ nə̀ Bità wenə̀ Joyn kwòʼtə̀ la vəwenə a ku kəfo à wen. 
ACT.3.6	Bità gàʼ à wen la, “Mà ko kiʼ ko no fa mpfen əku à wù alì diʼì ku tò kəfo kì a mà kiʼì. Mà gàʼà à wù a kədyòʼ Yesò Klistò ə wù Nazalèt la wù lu njèʼè.” 
ACT.3.7	Ghə̀ gàʼ a lì ə̀ ghàʼ kwoŋ toghə wen ə̀ tsòʼsə̀ wen, ghə̀ lù tɨ̀mə. Tò a zhʉ ayì, afwen wen to. 
ACT.3.8	Ghə̀ tsòʼ a kàŋ ə̀ zìtə̀ sə̀ jèʼè ə̀ dyʉ̀ kwèn a ngə̀ŋ Nyìngòŋ wenə̀ Bità nə̀ Joyn sə̀ tsòʼtə̀ kaʼa fa tsu saŋlə̀ be bwomsə̀ Nyìngòŋ. 
ACT.3.9	Viʼi no vətsèm a və ndiʼì a ngə̀ŋ Nyìngòŋ yen ando ghə̀ jèʼè chò bwomsə̀ Nyìngòŋ, 
ACT.3.10	ə̀ kɨ̀ la àdìʼ wìʼ yì a ghə̀ nlu ŋwʉʼ a chʉ mbàyn ngə̀ŋ Nyìngòŋ a və ndzàŋə̀ nə̀ chʉ mbàyn jùŋ loynə ko lì. Vəwenə sə̀ diʼi nə̀ kanə byìʼì kənyʉ̀ a kə yì chò nə̀ wen.
ACT.3.11	Andìʼ ando wù kənkwàʼkə̀ ghèn nto sə̀ dyʉ̀ tò fa bàmə Bità wenə̀ Joyn, viʼi no vətsèm sə̀ diʼ nə̀ kanə mù sə̀ nyɨŋə dyʉ̀ a kəshi a vəwenə ndiʼì tsu a kətò ə Sòlomùyn. 
ACT.3.12	Bità nè yèn a lì, mù bèm à viʼi a vyi la, “Viʼi Islel! Byìʼì ghò a ghə̀ŋ diʼì nə̀ kanə kùmə̀ kənyʉ̀ kènkə a? Byìʼì ghò a ghə̀ŋ ə tyùŋə ashɨ à yès a wèn sə à nè yès nə̀ kədyòʼ kə ngə̀ŋ ə̀ yès a? Ghə̀ŋ kwoʼtə la yès nè we kèn fa mbo yès ə fàynə̀ Nyìngòŋ no akàyn mu? 
ACT.3.13	Nyìngòŋ a vətìʼ və vəghəŋ və mbì a ndiʼì Ablaham, Izìk nə̀ Jàkob ə nkuʼsə li wù shyèʼ wen Yesò yì a ghə̀ŋ ə̀ nghaʼa wèn ə̀ kù à viʼi ə̀ bè mo wen a shɨ Bilate no tè ando Bilate nghʉ li la yì a mòʼtə wen ə ghə̀ dyʉ̀. 
ACT.3.14	Yesò ndìʼ wù Nyìngòŋ, diʼ wu ŋwoʼə be diʼ wù kənyʉ̀ kətɨməkə, alì ghə̀ŋ tyen wen ə̀ bòŋsə̀ gàʼ və shìsə̀ wìʼ a ghə̀ nzhwilə̀ viʼi. 
ACT.3.15	Ghə̀ŋ nè a lì və zhwì wìʼ yì a ghə̀ bòʼò jì bwòŋ à viʼi, alì Nyìngòŋ lùsə̀ wen fa pfʉ. No nkàntə̀ yès ə̀ ndìʼ viʼi və yenəvə a kənyʉ̀ aghèn. 
ACT.3.16	A dìʼ kədyòʼ kì a kə diʼì a zhiʼ Yesò a kə ne la wù kənkwàʼkə̀ ghèn a ghə̀ŋ ə yenə be kɨ lə̀ to. A dìʼi byɨmə à Yesò a ghə̀ ku wen ə̀ toghə wen ghenə no tsèm a shɨ ghə̀ŋ vətsèm.
ACT.3.17	“Luwèn a vəlèmə̀ vwomə, mà kɨ la kənyʉ̀ a ghə̀ŋ nə̀ tʉtʉ vəŋə ə nè à Yesò ə̀ ndìʼ tò byìʼàndo ghə̀ŋ nko kɨ kənyʉ̀ a ghə̀ŋ ə nè. 
ACT.3.18	Ando ghə̀ŋ ə̀ ne a lì, kənyʉ̀ a Nyìngòŋ ə̀ ngaʼà ə̀ chò fa nshə̀ʼtə̀sə ghoʼkəsə wen la Wìʼ yì a yì ntsuʼ li ə̀ ghʉ diʼi lu yenə ngəʼ, ə lyɨ li kəshi. 
ACT.3.19	Ma sə gàʼà à ghə̀ŋ la ghə̀ŋ kwitə lì tətyɨm ə̀ təŋtə ə̀ bwènə̀ vì à Nyìngòŋ a ghə̀ a shʉ nyʉ̀ byɨvə ghə̀ŋ ə màʼà. Bobo mu nè tətyɨm təŋtə tə nzhʉ̀tə̀ a zhʉ ayì, 
ACT.3.20	ə̀ be tɨm Klistò yì a ghə̀ nsə̀ diʼ mu ghə̀ tsuʼ li ə̀ ghʉ à ghə̀ŋ. 
ACT.3.21	Ghə̀ diʼi faŋ tò a kàŋ əzaʼa fa tʉʼ a zhʉ a kwʉ̀ʼ a no mə ghò a kaʼsə ndiʼ tò a mfi, à mu diʼ zhʉ yi a Nyìngòŋ ngaʼà li ə̀ chòsə̀ fà nshə̀ʼtə̀sə sə ghoʼkəsə wen fa tʉʼ mbì. 
ACT.3.22	Mosìs nlù gàʼ la, ‘Bobo Nyìngòŋ ghə̀ŋ lu tsuʼ wìʼ a nə̀ nshə̀ʼtə̀ ghoʼo fà ghə̀ŋ a ntìntìn ə tɨm à ghə̀ŋ ndə̀ŋndəŋ ando ghə̀ ntɨmə̀ mo. Ghə̀ŋ diʼi ne nzhʉ no mə ghò a ghə̀ shə̀ʼtə̀ a ghə̀ŋ.’ 
ACT.3.23	No mə ndò a ghə̀ lù faŋ ke nzhʉtə̀ fà nshə̀ʼtə̀ ghoʼo aghèn, və a shìsə̀ wen fa tì nòyn viʼi Nyìngòŋ. 
ACT.3.24	Nshə̀ʼtə̀sə ghoʼkəsə no sətsèm a Nyìngòŋ ntɨmə̀ la sə vi ngàʼà, ngaʼà li no nyʉ̀ tsèm byìʼì nyʉ̀ vyi a və lyɨ̀ kəshi a mətsi ghèn. Nshə̀ʼtə̀sə ashì ndìʼ Samwèl ə be boʼsə nə̀ sətsensə shì a sə mvi a wen a bàm. 
ACT.3.25	Nyʉ̀ venə no tsèm a Nyìngòŋ nghʉ li ə chò fà nshə̀ʼtə̀sə wen lə̀ dìʼ à ghə̀ŋ, ghə̀ŋ be dìʼ a tì məkàyn mì a Nyìngòŋ nzhɨ wenə̀ vətìʼ vəŋə və mbì ando ghə̀ ngàʼa à Ablaham la, ‘Mà lu chò fà vunə ngwàʼa ngə̀ŋ wù ə bwaʼsə viʼi no vətsèm a nse a shèn.’ 
ACT.3.26	Nyìngòŋ mù tsuʼ wù shyèʼ wen ə̀ tɨ̀m à ghə̀ŋ a mbì ndi ghə̀ bwaʼsə ne la no tè ndò à ghə̀ŋ a ntìntìn ghʉsə jisə byɨsə wen.”
ACT.4.1	Bità wenə̀ Joyn mbu gàʼà a viʼi, vəpfèm və ngə̀ŋ Nyìngòŋ, kətʉ kə ntsɨ̀ŋsə ngə̀ŋ Nyìngòŋ bènə̀ Vəsadùsis vì a vəwenə. 
ACT.4.2	Vəwenə mvì a lì mu tinsə vəwenə sə fwi li byìʼàndo Bità wenə̀ Joyn nziʼi viʼi la Yesò lu li fa pfʉ, kə mu dìʼì la viʼi vətsèm be lu lù fa pfʉ. 
ACT.4.3	Byìʼì ziʼi aghenə, və ghaʼ Bità wenə̀ Joyn ədyʉ̀ shwìn a ngə̀ŋ mfɨŋ vəwenə tsi tsu byìʼàndo və ə̀ nghàʼ vəwenə a zhʉ mpfwomə. 
ACT.4.4	Nghoʼo viʼi a və nzhʉ ziʼi Bità wenə̀ Joyn byɨmə ə nè nòyn viʼi a və byɨmə kuʼu chò nkamsə tayn. 
ACT.4.5	Tʉʼ layn, tʉtʉ Vəjew nə̀ ndìʼsə̀sə təsoʼ bènə̀ vəchəʼ tsèntə a Jelusalèm, 
ACT.4.6	nə̀ Anàs a ndìʼ kətʉ kə tʉtʉ vəpfèm nə̀ Kayifàs, Joyn, Alèksandà bènə̀ vətsenvə a ndiʼì viʼi ngwaʼa ngə̀ŋ kətʉ kə tʉtʉ vəpfèm. 
ACT.4.7	Və lyɨ̀ Bità wenə̀ Joyn ə̀ vì tìsə vəwenə a shɨ viʼi mù bèm à vəwenə la, “Ghə̀ŋ tə lyɨ̀ kədyòʼ fa fe ənè la wìʼ ghèn lu njèʼè a? Ghə̀ŋ tə chʉʼʉ wen a zhiʼ ndò?”
ACT.4.8	Andiʼ a lì kəzhwì kə ŋwòʼəkə diʼ mu kə lwin li a tyɨm ə̀ Bità, ghə̀ mù bwènsə̀ à vəwenə la, “Tʉtʉ viʼi bènə̀ vəchəʼ, 
ACT.4.9	Ando ghə̀ŋ ə ghàmə̀ yès layn byìʼì njùŋ yì a yès ə ne à wù kənkwàʼkə̀ be kəŋ əkɨ la ghə̀ to ale lo? 
ACT.4.10	Ghə̀ŋ nə̀ viʼi Islel no vətsèm diʼi ə kɨ la wìʼ ghèn a ghə̀ ti à ghə̀ŋ a shɨ lə̀ to tò byìʼì kədyòʼ kə zhiʼ Yesò Klistò ə wù Nazalèt. Yesò Klistò aghèn dìʼ wìʼ yì a ghə̀ŋ tə bàyntə a kəntò, ghə̀ pfʉ alì Nyìngòŋ lùsə̀ wen fa pfʉ. 
ACT.4.11	Yesò aghèn dìʼ wìʼ yì a ŋwàʼlə̀ Nyìngòŋ ə gàʼà byìʼì wen la,
ACT.4.11	“Ngùʼ yì a ghə̀ŋ ə viʼi kəmbwom tə màʼà lì kaʼsə li sə diʼ ngùʼ ə̀ bʉ ngə̀ŋ. 
ACT.4.12	A diʼ tò wen nyɨŋ a ghə̀ zi ghə̀ bwòŋsə viʼi fà vəwenə a mbyɨsə byìʼe Nyìngòŋ ko mbè kù wùtsen a mbi no fa a mpfen a vəghəŋ zì vəghəŋ dzàŋə zhiʼ wen ə ghə̀ bwoŋsə vəghəŋ.”
ACT.4.13	Bità gàʼ a lì, viʼi a vyi yen nki tətyɨm tətotə tì a wenə̀ Joyn nkìʼ be kɨ la vəwenə diʼ to mbʉ viʼi byìʼàndo vəwenə nko kɨ ŋwàʼlə̀. A ndìʼ a zhʉ ayì a vəwenə mù be kɨ̀ la Bità wenə̀ Joyn ndìʼ viʼi jèʼè Yesò. 
ACT.4.14	Chʉ zɨm vəwenə kènla vəwenə be kiʼ kənyʉ̀ əgàʼ byìʼàndo wìʼ yì a və nchʉʼ lì mbu ti a mbyɨ̀ Bità wenə̀ Joyn. 
ACT.4.15	Vəwenə kàyn Bità wenə̀ Joyn nə̀ wìʼ yì a və nchʉʼ fʉ̀ dyʉ̀ a kəbəŋ. Vəwenə ŋwʉʼmə sə chʉʼmə tʉ əyen la vəwenə zì və nè ale lo. 
ACT.4.16	Mù sə kayntə̀ a vəwenə a ntìntìn la, Vəghəŋ a nè no ghò nə̀ viʼi venə lo? No tè ndò a Jelusalèm ə kɨ nki kənyʉ̀ kə kaynəkə a vəwenə nè, ko andiʼ la ntsèntə̀ vəghəŋ ghèn zì ghə̀ tensə la vəwenə ko nè. 
ACT.4.17	Vəghəŋ dzàŋ viʼi avenə ə̀ kàyn la kə vəwenə be lə̀ gàʼ kənyʉ̀ kə tsen a wutsen a zhiʼ Yesò Klistò, ndi kə viʼi be a zhʉ̀ kənyʉ̀ kèn no və ghoʼo. 
ACT.4.18	Vəwenə bwènsə̀ dzàŋ Bità wenə̀ Joyn ə kàyn la kə vəwenə be lə̀ mwòmsə əgàʼ ko be ziʼi kənyʉ̀ a zhiʼ nə̀ Yesò no fa mpfen. 
ACT.4.19	Bità wenə̀ Joyn bòŋsə̀ bwènsə̀ bèm a vəwenə la, “Ghə̀ŋ kwòʼtə̀ la à bòŋ kə kò ashɨ Nyìngòŋ a? La yès zhʉ fa Nyìngòŋ mu la yès zhʉ fa ghə̀ŋ lo? 
ACT.4.20	Yès zì ko yès lu faŋ ke gàʼ tò kənyʉ̀ kì a yès ə nyenə be zhʉ.”
ACT.4.21+ACT.4.22	Viʼi a vyi yen la vəwenə ko be kiʼ jì ə zhuŋsə Bità wenə̀ Joyn byìʼàndo no viʼi vətsèm sə bwomsə̀ tò Nyìngòŋ byìʼì kənyʉ̀ kì a kə ncho wìʼ yì to. Vəwenə mu bè kàyntə̀ nyʉ̀ a Bità wenə̀ Joyn a gɨ to mù ghʉsə vəwenə la vəwenə ndyʉ̀. Wìʼ yì a və nchʉʼʉ̀ lì ndiʼ mu ghə̀ chò li ngwʉʼ məwum nkàʼ.
ACT.4.23	No a zhʉ̀ kò a və ə̀ mòʼtə Bità wenə̀ Joyn la vəwenə dyʉ̀, vəwenə bwènə̀ dyʉ̀ a vəwenə a ntsentə əshə̀ʼtə̀ kənyʉ̀ a tʉtʉ vəpfèm və ngə̀ŋ Nyìngòŋ nə̀ vəchəʼ yì gàʼ. 
ACT.4.24	Vəwenə nè zhʉ̀ kənyʉ̀ a kèn, ə̀ tsèntə̀ jɨ̀m no vətsèm la, Bobo nshɨ̀tə̀ kàŋ wenə̀ nse nə̀ mu məghoʼomə bènə̀ fo tsèm a və diʼ tsu! 
ACT.4.25	Wù nlu li nè kəzhwì kə ŋwòʼəkə nè wù tisə tìʼ yes a ghə̀ ndiʼi fa mbì, a diʼi wù shyə̀ʼ wù Devìt ando ghə̀ mbèmə̀ la: Byìʼì gho viʼi fwisə tin a?
