MAT.1.1	Neꞌeŋa a Yesu one a David yaaŋ, ka a Abraham yaaŋ la yaanam yela. 
ACT.2.23	Winaꞌam pun miꞌ siꞌel wusa. O boodim la zug, ka o zaŋ Yesu niŋ ba nuꞌusin ka ba ke ka nimbeꞌednam gbanꞌe o n kpaꞌ o tabil dapuudir zug n ku. 
ACT.2.24	Ka Winaꞌam saꞌam kuꞌum paŋ ka vuꞌug o kumin, kuꞌum ku tunꞌe mor o la zug. 
ACT.2.25	David da pun tuꞌas o yela sa ye,
ACT.2.25	‘M nyet Zugsob la m tuon daar wusa.
ACT.2.25	On bee ne man la zug,
ACT.2.25	soꞌ ku nyaŋe niŋi m siꞌel la.
ACT.2.26	Dinzugo m mor sumalisim,
ACT.2.26	ka pianꞌad sumalisim pianꞌad.
ACT.2.26	Ala men, m mor tiꞌir, man na kpi,
ACT.2.27	ka Winaꞌam ku basi m siig kpiꞌim teŋ la zug.
ACT.2.27	O ku ke ka mam one a o Ninsuŋ la punꞌe.
ACT.2.28	On ke ka m baŋ o nyovur suer la zug,
ACT.2.28	ka m mor sumalisim bedego o tuon.’
ACT.2.29	“M zuanama, keli ka m ansig n tuꞌasi ya, ti yaab naꞌab David yela. O da kpine ka ba pinꞌ o yaugin. Ka o yaug be ti saꞌan kpela hale n paae zina. 
ACT.2.30	David da ane Winaꞌam nodiꞌes ka baŋ ye Winaꞌam po ne ziꞌel ye o na ke ka nid yinni yi o yaas la sisoog n zinꞌin o naꞌam gbauŋ la zug. 
ACT.2.31	Dinzugo David da pun deŋi nye Winaꞌam da ye o tum siꞌem la. Ka tuꞌas Kiristo kuꞌum vuꞌugir yela ye,
ACT.2.31	‘Winaꞌam ku bas o kpiꞌim teŋ, bee ke ka o niŋgbiŋ punꞌe.’
ACT.2.32	Yesu la nwa, one ka Winaꞌam vuꞌug o kumin la. Ka ti wusa nye li, ka tuꞌasi ya li yela. 
ACT.2.33	Dinzug ka Winaꞌam duꞌos o n ziꞌel o datiuŋ, ka o diꞌe Siig Suŋ, line ka o pun yel ziꞌel la. Yanam wum ka nyet siꞌel nannanna la, a piini line ka o tisi ti. 
ACT.2.34	David meŋ da pu du arazana ni. Amaa o meŋ da yel ye,
ACT.2.34	‘Zugsob la yel m Zugsob ye,
ACT.2.34	“Zinꞌinim m datiuŋ,
ACT.2.35	n gur saŋa kan ka m na ke ka fu biꞌemnam lieb fu noba kuk.” ’
ACT.2.36	“Dinzug, keli ka Israel dim buudi wusa baŋ yelmeŋir ye Yesu kan ka ba daa kpaꞌ tabil dapuudir zug n ku la, on la ka Winaꞌam paꞌali ya ka o a Zugsob ne Kiristo.”
ACT.2.37	Nidib la n wum pianꞌad nwa la, ka li kpenꞌ ba sunya ni hale, ka ba buꞌos Piita ne Tumtumnib la ye, “Ti baꞌabiise, ti na niŋ wala?”
ACT.2.38	Ka Piita lebisi ba ye, “Tiakimi ya sunya, ka ya wusa yinni yinni diꞌe Winaꞌam kuꞌom suub ne Yesu Kiristo yuꞌur, ka Winaꞌam na yiisi ya tuumbeꞌed n bas. Ka ya na diꞌe Winaꞌam piini line a o Siig Suŋ. 
ACT.2.39	Noor ziꞌelug la ane ya din ne ya biis din ne bane be lalle, hale ne nidib bedego ban ka Zugsob la na ti buoli ba o saꞌan la.”
ACT.2.40	O daa pianꞌ pianꞌad sieba bedego n saꞌali ba ne nimmua n yeli ba ye, “Yiisim ya meŋ ne zumaaŋ kaŋa nimbeꞌednam la saꞌan.” 
ACT.2.41	Ka bane daa siak Piita pianꞌad la daa diꞌe kuꞌom suub. Ka daar kan la, nidib bane daa paꞌas ba ni la wenne tusa atanꞌ. 
ACT.2.42	Ka ba daa kpelim ziꞌe kiŋkiŋ ne Tumtumnib la paꞌalug. Ka mor noor yinni ka laꞌasedi dit diib ne taaba ka sosid Winaꞌam.
ACT.2.43	Ka dabiem daa kpenꞌ nidib la wusa, ka Winaꞌam ke ka Tumtumnib la tum tuumnyalima ne zanbina bedego. 
ACT.2.44	Ka nidib ban daa niŋ yadda la wusa daa mor noor yinni ka pudugid ban mor siꞌel wusa ne taaba, 
ACT.2.45	ka kuos ba laꞌad ne ba arazaꞌas wusa n pudug n tis on mekama nar ye o diꞌe siꞌem. 
ACT.2.46	Ka daar wusa ka ba laꞌased Winaꞌam puꞌusum yin, ka me laꞌased yir yir n dit ne taaba, ka mor sumalisim ne poog yinni, 
ACT.2.47	ka duꞌosid Winaꞌam yuꞌur suꞌuŋa, ka paam bareka nidib wusa saꞌan. Ka Zugsob paasid bane ka o tilig daar wusa la n laꞌased yadda niŋidib la saꞌan.
ACT.3.1	Ka nintaŋ koor lin daa a Winsosug saŋa la, Piita ne Joon dol taaba waꞌae Winaꞌam puꞌusum yin. 
ACT.3.2	Ka dau soꞌ be anina n a ponꞌor o biilimin sa. Ka daar wusa ba zeed o more kenne zinꞌin Winaꞌam puꞌusum yir zaꞌanoorin ka li buon Venlim zaꞌanoor. Ka o sosid nidib bane kpenꞌed Winaꞌam puꞌusum yin la. 
ACT.3.3	On nye Piita ne Joon ka ba bood ye ba kpenꞌ la, o sosi ba ye ba tis o siꞌel. 
ACT.3.4	Ka Piita ne Joon gos o kii, ka Piita yel o ye, “Gosimi ti.” 
ACT.3.5	Ka o midig o nini goti ba, ka tenꞌesid ye ba na tis o siꞌel.
ACT.3.6	Ka Piita yel o ye, “M pu mor anzurifa bee salima na tis fo. Amaa m na tis uf man mor siꞌel. Ne Yesu Kiristo one yi Nazaret na yuꞌur, duom n keŋ.” 
ACT.3.7	Ka Piita gbanꞌe ponꞌor la datiuŋ nuꞌug n zank o agol. Ka o noba la kpelim kpeꞌeŋ toꞌoto yim, 
ACT.3.8	ka o due ziꞌe agol ka keŋ n doli ba kpenꞌ Winaꞌam puꞌusum yin n ianꞌasid ka pianꞌad n duꞌosid Winaꞌam yuꞌur suꞌuŋa. 
ACT.3.9	Ka nidib wusa nye o ka o kene n duꞌosid Winaꞌam yuꞌur suꞌuŋa. 
ACT.3.10	Ka ba miꞌ ye one yiti zinꞌi Winaꞌam puꞌusum yir zaꞌanoor kan buon Venlim zaꞌanoor la ni n sosid la. Ka ban nye line niŋ o la, ka li lidigi ba bedego.
ACT.3.11	Ka ban nye ponꞌor la mor laafe n dol Piita ne Joon la, ka li lidig nidib wusa ka ba zo n laꞌas taaba zinꞌikan daa buon Solomon zaꞌambeŋ la. 
ACT.3.12	Ka Piita nye anwa la, ka buꞌos nidib la ye, “Israel dima, bo niŋ ka yelkaŋa nwa lidigi ya? Bee wala ka ya gosidi ti wenne ti meŋ paŋ ne ti tuumsuma zug n due dau nwa ka o kenna? 
ACT.3.13	Li ane Winaꞌam on ka Abraham ne Isaak ne Jakob ne ti yaanam da puꞌusid la n duꞌos o Biig Yesu la yuꞌur. On la ka ya daa zaŋ o n niŋ bane soꞌe paŋ nuꞌusin ka zanꞌas o gomena Pilate tuon, hale baa Pilate n daa bood ye o bas o la. 
ACT.3.14	Amaa ya daa zanꞌas ninsuŋ one a yelmeŋir dau la, ka lee daa bood ye Pilate bas niŋkuud la n tisi ya, 
ACT.3.15	ka ku one soꞌe nyovur suer, on ka Winaꞌam vuꞌug kumin la. Tinam daa nyee li ka tuꞌasidi ya li yela. 
ACT.3.16	Li ane yadda niŋir line be Yesu yuꞌurin ke ka dau kaŋa nwa kpeꞌeŋ la, wenne yanam nye la. Li ane yadda niŋir ne Yesu ka dau nwa nye laafe nyain ya wusa tuon nwa.
ACT.3.17	“M zuanam, nannanna m baŋ ye ya ziꞌilim la zug, ka yanam ne ya naꞌanam daa niŋi ala. 
ACT.3.18	Lin ka Winaꞌam da pun deŋi yel ne o nodiꞌesidib noor la niŋ ameŋa ye asee ka Kiristo namis. 
ACT.3.19	Dinzugo tiakem ya sunya ka leb Winaꞌam saꞌan na, ka o na yiisi ya tuumbeꞌed n bas, ka na tisi ya kpeꞌeŋir. 
ACT.3.20	O tum Yesu one a Kiristo ka o pun gaŋ la n tisi ya. 
ACT.3.21	O na be arazana ni hale n paae bun paala wusa maalug saŋa, wenne Winaꞌam da pun tuꞌas ne o nodiꞌesuma ka ba yel pinꞌilugin sa la. 
ACT.3.22	Moses da yel ye, ‘Ya Zugsob Winaꞌam na gaŋ o nodiꞌes yinni ya buudi soogin wenne on daa gaŋ mam siꞌem la. Asee ka ya kelis bun lin wusa ka o na tuꞌasi ya. 
ACT.3.23	Ka on wusa ku diꞌe Winaꞌam nodiꞌes kan noore, ba na saꞌam on daana n yiis o Winaꞌam nidib sisoogin.’
ACT.3.24	“Winaꞌam nodiꞌesidib bane da pianꞌ wusa, lin pinꞌil ne Samuel sa, ne ban da dol o nyaꞌaŋ la, ba bedego da pun tuꞌas dabisa bama yela. 
ACT.3.25	Winaꞌam noziꞌelug line yi o nodiꞌesidibin na la, aa ya din. Ka ya laꞌam diꞌe nonakan ka Winaꞌam maal ne ya yaanam, on da yel Abraham ye, ‘Fu yaas la maꞌasim zug ka dunia buudi wusa na ti nye Winaꞌam yelsum.’ 
ACT.3.26	Winaꞌam one vuꞌug o Biig kumin la, tum o ya saꞌan yiiga, ye o tisi ya yelsum, n fendigi ya wusa yinni yinni n yiisi ya tuumbeꞌed poogin.”
ACT.4.1	Ka ban nam tuꞌasid ne nidib la, ka maalmaan kpeenmnam ne Winaꞌam puꞌusum yir gurib kpeenm, ne Sadusii dim keenn ba saꞌan na. 
ACT.4.2	Ka ba sunya pelig ne Tumtumnib la ban paꞌan nidib ka mooni Yesu kuꞌum vuꞌugir labaar tisidi ba la, line na nie paꞌal ye kuꞌum vuꞌugir be. 
ACT.4.3	Ka ba gbanꞌe ba n kpenꞌes sarega ni ye beog nie, lin daa a zasisobir saŋa la zug. 
ACT.4.4	Amaa nidib bane daa wum Winaꞌam labaar la bedego sa daa niŋ o yadda. Ba dap kal daa a wuu tusa anu.
ACT.4.5	Ka beog nie la, ka naꞌanam ne kpeenmnam ne gbauŋmiꞌidib la laꞌas taaba Jerusalem ni. 
ACT.4.6	Ka Annas, on a maalmaan kpeenm, ne Kaifas ne Joon ne Alekizanda ne nidib bedego bane a maalmaanib buudi la daa laꞌas taaba. 
ACT.4.7	Ka ba more ba na n ziꞌel ba tuon ka buꞌosi ba ye, “Anoꞌon tisi ya paŋ ne noor ye ya maalim nwa?”
ACT.4.8	Ka Winaꞌam Siig Suŋ peꞌel Piita ka o yeli ba ye, “Yanam bane soꞌe nidib laa, ne Israel kpeenmnama, 
ACT.4.9	li yaꞌa ane ye ya buꞌosi ti zina daar nwa n baŋ tuumsuŋ kan ka ti sa maal n tis ponꞌor la ne line ke ka o nye laafe la 
ACT.4.10	ya wusa ne Israel dim wusa baŋim ye li ane Yesu Kiristo one yi Nazaret na la zug, ka nid nwa ziꞌe ya tuon ka mor laafe la. On ka ya daa kpaꞌ tabil dapuudir zug n ku, ka Winaꞌam daa vuꞌug o kumin la. 
ACT.4.11	Li sob Winaꞌam gbauŋin, Yesu n tuꞌas o meŋ yela ye,
ACT.4.11	‘Kugir kan ka tanmeedib daa neꞌes la,
ACT.4.11	lieb lodigin kugir.’
ACT.4.12	Soꞌ lem kaeꞌ a faangire. Ka yuꞌursiꞌa lem kaꞌ dunia nwa zug yaꞌas n na tis nidib ka ba nye tiligire.”
ACT.4.13	Ban wum ka Piita ne Joon tuꞌas ne sukpiꞌeuŋ la, ka ba miꞌ ye ba ane tadimnam, ka pu zamis siꞌel siꞌela, li lidigi ba hale ka ba baŋ ye ba daa bene Yesu saꞌan. 
ACT.4.14	Ban nyet dau kane sa nye laafe ka o ziꞌe ba saꞌan la, ba pu baŋ ban na tuꞌas siꞌem n tisi ba ka li a yele. 
ACT.4.15	Amaa ba yeli ba ye, ba yim kpeŋ. Ka ba yi. Ka ba buꞌos taaba ye, 
ACT.4.16	“Ti na niŋ wala ne nimbama nwa? Nidib bane wusa be Jerusalem nwa baŋi ba nyalima tuumtitaꞌar la yela. Ti ku tunꞌe n kiꞌisi lii. 
ACT.4.17	Amaa tiname na niŋ siꞌem ka bane n tum siꞌel la da yadigi n keŋ tuon ane ye, ti volisi ba ye ba mit ka ba lem tuꞌas yuꞌur nwa yela n tisi nidib yaꞌas.”
ACT.4.18	Dinzug ba buoli ba n yeli ba ye, ba mit ka ba lem tuꞌas bee paꞌal nidib Yesu yela yaꞌas.
ACT.4.19	Amaa ka Piita ne Joon lebis n yeli ba ye, “Li yaꞌa a suꞌum Winaꞌam tuon ye ti siak ya noor n gaad Winaꞌam noore, yanam tuꞌasim. 
ACT.4.20	Ka tinam ku tunꞌe n niŋ siꞌela, asee ti tuꞌas bun lin ka ti nye ka wum la.”
ACT.4.21	Ka ba volisi ba yaꞌas ka basi ba ye ba kem, ka pu nye yela kan na ke ka ba daami ba, nidib wusa duꞌosid Winaꞌam yuꞌur suꞌuŋa, bun lin ka ba sa maal la zug. 
ACT.4.22	Dau kane ka ba maal nyalimkaŋa ka o nye laafe la, daa gaad yuma piisnaasi.
ACT.4.23	Ban basi ba la, ka ba keŋi ba taaba saꞌan n tuꞌasi ba maalmaan kpeenmnam ne kpeenmnam la n yeli ba siꞌel wusa. 
ACT.4.24	Ban wum li naae la, ka duꞌosi ba kukoya n yet Winaꞌam ne yaꞌam yinni ye, “Zugsob, one kaꞌ tiraana, one maal agol ne dunia ne kuꞌotitaꞌar ne bun line be li wusa poogin. 
ACT.4.25	One da ke ka ti yaab David, on da a on tumtum la, tuꞌas ne Siig Suŋ paŋ n yel ye,
ACT.4.25	‘Bo niŋ ka dunia buudi wusa sunya pelig,
ACT.4.25	ka nidib tuꞌasid bun yaalis yela ?
ACT.4.26	Ka dunia naꞌanam due n ziꞌe,
ACT.4.26	ka bane soꞌe teŋ laꞌas taaba n zanꞌas Zugsob la ne Kiristo la men.’
ACT.4.27	Li ane yelmeŋir ye Herod ne Pontus Pilate daa laꞌas taaba teŋ kaŋa nwa ni, ne bane kaꞌ Jew dim, ne Israel nidib n zanꞌas Yesu, fu tumtumsuŋ, on ka fu ke ka o a Kiristo la. 
ACT.4.28	Ba maal bun line wusa ka fu pun niŋi ziꞌel ne fu paŋ ne boodim la. 
ACT.4.29	Zugsoba, nannanna gosim ban volisid tinam bane a fu tumtumnib la siꞌem, dinzugo tisimi ti sukpiꞌeuŋ wusa ka ti mooli fu labasuŋ la. 
ACT.4.30	Fu paŋ yela kel ka bane benꞌed paam laafe, ka Yesu one a fu tumtumsuŋ la yuꞌur zug, tuumnyalima ne zanbina na maal.”
ACT.4.31	Ban sos Winaꞌam naae la, ka zinꞌig kan ka ba laꞌas la n damid. Ka Winaꞌam Siig Suŋ peꞌeli ba wusa. Ka ba tuꞌas Winaꞌam pianꞌad la ne sukpiꞌeuŋ.
ACT.4.32	Ka nidib bedego bane niŋ yadda la, mor yaꞌam yinni laꞌam ne tenꞌesa yinni. Ka nid baa yinni pu yel ye on mor siꞌel la, one soꞌe lii. Li ane ba wusa din. 
ACT.4.33	Ka Tumtumnib la pianꞌad Zugsob Yesu kuꞌum vuꞌugir la ne paŋtitaꞌar ka yelsum bedego be ba wusa zutin. 
ACT.4.34	Ba nidib bedego ban mor pood la, kuos li n mor ligidi la na, 
ACT.4.35	n niŋ Tumtumnib la nuꞌusin. Ka ba pudug li n tis soꞌ mekama wusa boodim a siꞌem. Ka nid baa yinni kaꞌ ba saꞌan la, ka siꞌel poꞌog o.
ACT.4.36	Ka Josef kane a Levite buudi n yi Saipuros teŋin na, ka Tumtumnib la pud o yuꞌur Barnabas. (Ka li gbin yel ye, “One kpeꞌeŋid.”) 
ACT.4.37	O daa kuosi o poog ka zaŋ ligidi la na niŋ Tumtumnib la nuꞌusin.
ACT.5.1	Ka dau soꞌ daa be anina, ka o yuꞌur buon Ananias, ne o poꞌa Safira. Ka on ne o poꞌa me kuosi ba laꞌad sieba, 
ACT.5.2	ka yiis ligidi la sieba n suꞌa, ka ke line kpelim la n mor na n tis Tumtumnib la. Ka o poꞌa me baŋ li yela.
ACT.5.3	Ka Piita buꞌos ye, “Ananias, bo ka fu ke ka Sutaana kpenꞌ fu suunrin, ka fu maꞌ n tis Winaꞌam Siig Suŋ, ka yiis ligidi kan ka fu kuos fu laꞌad sieba n suꞌa? 
ACT.5.4	Fun nam pu kuosin la, li kpelim aane fu din. Fun kuos la men fu tunꞌe n maal fu yaꞌam bood siꞌem. Ka bo niŋ ka fu tenꞌes yelkaŋa fu suunrin ne? Fu pu maꞌ n tis ninsaala, amaa fu maꞌ n tis ne Winaꞌam Siig Suŋ.”
ACT.5.5	Ka Ananias n wum pianꞌad kaŋa nwa la, ka lu teŋin n kpi. Ka dabiem bedego kpenꞌ bane wum bun kaŋa nwa la. 
ACT.5.6	Ka dasam due n zaŋ o n vilig o ne pien n zee o keŋ mum.
ACT.5.7	Ka li pu yuuge ka o poꞌa me kena, ka pu baŋ line pun niŋ la yelaa.
ACT.5.8	Ka Piita buꞌos o ye, “Yelimi ma, yanam kuosi ya laꞌad la, ligidi la wusa nwa bee?”
ACT.5.8	Ka o lebis ye, “Eenn, li wusa la.”
ACT.5.9	Ka Piita buꞌos o ye, “Bo niŋ ka ya niŋ noor yinni ye ya mak Zugsob Winaꞌam Siiga? Gosima bane mum fu sid la nan ziꞌe zaꞌanoorin la. Ba me na zee fu n yi.”
ACT.5.10	Ka poꞌa kpelim lu teŋin n kpi Piita tuon. Ka dasam la kena n nye ka o kpi sa, ka ba nok o n keŋ mum kpiꞌeli o sid. 
ACT.5.11	Ka dabiem bedego kpenꞌ bane niŋ yadda la wusa ne bane wum yelkaŋa nwa la.
ACT.5.12	Ka Tumtumnib la tum nyalima tuuma bedego nidib la wusa sisoogin. Ka yadda niŋidib la laꞌas taaba zinꞌisiꞌa ka li buon Solomon zaꞌambeŋ. 
ACT.5.13	Ka bane pu niŋ Winaꞌam yadda n zo dabiem n pu laꞌas ne ba, hale baa ne nidib n pianꞌ ba yuꞌur suꞌuŋa la. 
ACT.5.14	Poꞌab ne dap bane daa niŋ Zugsob la yadda daa paas hale lieb bedego. 
ACT.5.15	Hale ka nidib mor banꞌadnam na n digili ba sueya ni ne deba ye Piita maꞌasim na ligili ba, o yaꞌa gaad anina saꞌan. 
ACT.5.16	Ka nidib bedego yi teens bane gilig Jerusalem na n mor banꞌadnam, laꞌam ne bane ka kikiris doli ba kena. Ka ba wusa paam laafe.
ACT.5.17	Ka maalmaan kpeenm ne bane be o saꞌan n a Sadusii dim la daa nen ne ba ka due suunr, 
ACT.5.18	n gbanꞌe Tumtumnib la kpenꞌesi ba sarega ni. 
ACT.5.19	Amaa ka Zugsob malek daa keŋ n yoꞌog sarega doog zaꞌanoor la yuꞌuŋ kan, n more ba n yiis yiŋ ka yeli ba ye, 
ACT.5.20	“Kem n ziꞌen Winaꞌam puꞌusum yin n tuꞌas nidib la nyovurpaal labaar la wusa.”
ACT.5.21	Ban wum neꞌeŋa la, ka keŋ n kpenꞌ Winaꞌam puꞌusum yin bekeeung la n paꞌan nidib.
ACT.5.21	Ka maalmaan kpeenm ne bane be o saꞌan la daa buol Israel dim kpeenmnam wusa ye ba laꞌas Jew dim la gbanꞌar laꞌasug anina, ka ba wusa be anina ka ba tum sarega ni la ye ba mor Tumtumnib la na. 
ACT.5.22	Amaa ban tum sieba la paaya ka pu nyee ba sarega la nii, ka leb na n yeli ba ye, 
ACT.5.23	“Tiname paae la ti nye ka sarega doog zaꞌanoor la kpar, ka bane gur la ziꞌe zaꞌanoorin, ka ba yoꞌog ka ti pu nyee ba anina.” 
ACT.5.24	Ka Winaꞌam puꞌusum yir gurib kpeenm ne maalmaan kpeenmnam la n wum yelkaŋa nwa la, ka biꞌesid line niŋ siꞌem ka li a ala.
ACT.5.25	Ka soꞌ kena n yeli ba ye, “Dap ban ka ya sa kpenꞌes sarega ni la, ziꞌe Winaꞌam puꞌusum yin n paꞌan nidib.” 
ACT.5.26	Ka Winaꞌam puꞌusum yir gurib kpeenm la ne o nidib keŋ gbanꞌe ba na, ka lee pu daami ba, ban zot ye nidib la na ti lobi ba ne kuga la zug.
ACT.5.27	Ban more ba na n ziꞌeli ba tuon la, ka maalmaan kpeenm la buꞌosi ba ye, 
ACT.5.28	“Ti daa pu yeli ya ye ya mit ka ya lem paꞌal soꞌ kpela ne yuꞌur kaŋa nwa yaꞌasa? Amaa gosim yaname niŋ siꞌem, Jerusalem nwa peꞌel ne ya paꞌalug. Ya bood ye ya zaŋ dau nwa ziim n zuol tinam zutin.”
ACT.5.29	Ka Piita ne o Tumtum taaba la lebisi ba ye, “Li suꞌum ka tinam siak Winaꞌam noor n gaad ninsaalib noor. 
ACT.5.30	Winaꞌam on ka ti yaanam da puꞌusid la daa vuꞌug Yesu on ka ya daa kpaꞌ tabil dapuudir zug n ku la. 
ACT.5.31	On la ka Winaꞌam duꞌos o n ziꞌel o datiuŋ, ka o a tuon gat ne faangir ye o tis Israel suer ka ba tiake ba sunya, ka Winaꞌam yiis ba tuumbeꞌed n bas. 
ACT.5.32	Tinam ne Siig Suŋ on ka Winaꞌam tisid nimbane siak o noor la, wusa daa nyee li, ka tuꞌasi li n tisi ya.”
ACT.5.33	Ban wum pianꞌakaŋa nwa la, ka ba sunya pelig hale ka ba bood ye ba kuu ba. 
ACT.5.34	Ka dau soꞌ due n ziꞌe laꞌasug la nidib sisoogin, n a Farisee nid ka o yuꞌur buon Gamaliel, n a one paꞌan Winaꞌam wada la yela, ka lem a yuꞌur daan nidib saꞌan. Ka o tis noor ye ba yiisim Tumtumnib la yiŋ ka li niŋ biꞌela. Ka ba yiisi ba. 
ACT.5.35	Ka o yel ye, “Israel dima, guꞌusimi ya meŋ ne yaname maan nimbama nwa siꞌel la. 
ACT.5.36	Ya tenr ye li pu yuug sa ka Teudas daa duꞌe n duꞌos o meŋ n yel ye on ane nintitaꞌar. Ka nidib wenne kobus anaasi daa dol o. Amaa ban daa kuu o la, nidib bane daa dol o la wusa daa widig. Ka li lieb zaalim. 
ACT.5.37	Ka lin nyaꞌaŋ ka Judas on yi Galilee ni me duꞌe, nidib kaalug saŋa la. Ka nidib sieba daa dol o. Ban daa kuu o la nidib bane daa dol o la daa widig men. 
ACT.5.38	Dinzugo nannanna m yeti ya ne ye ya yiisi ya nuꞌus nimbama yela ni. Ka li yaꞌa ane ninsaalib tuuma, li na ti lieb zaalim. 
ACT.5.39	Amaa li yaꞌa ane Winaꞌam din, ti ku tunꞌe n saꞌami lii. Daasiꞌer ti na ti nye ka ti zabid ne Winaꞌam.”
ACT.5.40	Ka ba siak o yelug la, ka buol Tumtumnib la n ke ka ba buꞌu ba, ka yeli ba ye, “Mit ka ya lem tuꞌas Yesu yuꞌur yaꞌas tis nidib.” Ka nyaan basi ba, ka ba keŋ.
ACT.5.41	Ka Tumtumnib la yi laꞌasug la ni ne sumalisim ban miꞌ ye Winaꞌam tenꞌes ye ba a suꞌum ne nyan diib Yesu yela la zug. 
ACT.5.42	Ka daar wusa ka ba be Winaꞌam puꞌusum yin la ne ba yaan, ka pu bas nidib zamisugo, ka moon ye Yesu ane Kiristo.
ACT.6.1	Ka dabisa bama saŋa ka nyaꞌandolib kal n daa paasid la, Jew dim bane daa pianꞌad Greek daa nwaꞌasid ne Jew dim bane daa pianꞌa Hibiru pianꞌad ye ban n suŋid nidib ne diib daar wusa la, ba pu tisid ban pokonya la siꞌela. 
ACT.6.2	Ala zug ka Tumtumnib piinayi la buol nyaꞌandolib la wusa n yeli ba ye, “Li pu nar ye ti bas Winaꞌam labaar moolug ka tum diib tuuma. 
ACT.6.3	Dinzugo ti zuanama, gosimi ya sisoogin la n gaŋ dapa ayopoi bane a ninsuma nidib saꞌan, ka a yaꞌamdim, ka Winaꞌam Siig Suŋ bee ba ni bedego, ka ti zaŋ tuumkaŋa nwa n niŋi ba nuꞌusin. 
ACT.6.4	Ka tinam na kpelim pesigi ti meŋ Winaꞌam sosugin ne labasuŋ la moolug tuuma ni.”
ACT.6.5	Ka ban yel siꞌem la daa niŋ nidib la wusa malisim. Ka ba gaŋ Sitivin one niŋ yadda bedego, ka Winaꞌam Siig Suŋ bee o ni bedego, ne Filip, ne Prokorus ne Nikanor ne Timon ne Parmenos ne Nikolas one yi Antiok teŋin na ka dol Jew dim puꞌusum maluŋ la. 
ACT.6.6	Ban ka ba more keŋ Tumtumnib la saꞌan ka ba paꞌali ba nuꞌus ba zutin n sos Winaꞌam n tisi ba.
ACT.6.7	Ka Winaꞌam pianꞌad la yadigid ka nyaꞌandolib la kal me paasid bedego Jerusalem ni. Ka maalmaanib la bedego daa siak n niŋ Yesu yadda.
ACT.6.8	Ka Sitivin daa mor Winaꞌam yelsum bedego ne paŋ la, ka tum nyalima tuumtitada nidib sisoogin. 
ACT.6.9	Amaa ka ninsieba bane puꞌusid laꞌasug doog siꞌa, ka li yuꞌur buon Soꞌe M Meŋ dim ka ba yi Sairene teŋin ne Alekizandria teŋin, ne Jew dim sieba bane yi Silisia ne Asia teensin na, ka ba nwaꞌas nonwaꞌar ne Sitivin, 
ACT.6.10	ka ku tunꞌe lebis o pianꞌa kan ka o pianꞌad ne yaꞌam kan ka Winaꞌam Siig Suŋ tis o laa, 
ACT.6.11	ka maal zam n bo nidib bane yel ye, “Ti wum ka o pianꞌ pianꞌabeꞌed n tuꞌu Moses ne Winaꞌam.”
ACT.6.12	Ka ba ke ka nidib la sunf due laꞌam ne kpeenmnam ne gbauŋmiꞌidib la ka keŋ gbanꞌ o mor o keŋ kpeenmnam laꞌasug saꞌan, 
ACT.6.13	ka buol ziri kasetib ka ba tuꞌas n zuol o zugin ye, “Dau kaŋa nwa tuꞌud Winaꞌam puꞌusum yisuŋ ne Winaꞌam wada ka pu basida. 
ACT.6.14	Ti wum ka o yel ye, Yesu one yi Nazaret na la, na saꞌam Winaꞌam puꞌusum yir la ka tiak malima ban ka Moses tisi ti la.”
ACT.6.15	Ka ban wusa zinꞌi kpeenmnam laꞌasugin la, gosid Sitivin kii, ka nye ka o nindaa wenne malek nindaa ne.
ACT.7.1	Ka maalmaan kpeenm la buꞌos Sitivin ye, “Ala bee?” 
ACT.7.2	Ka o lebis ye, “M zuanam ne m saamnama, kelisimi. Winaꞌam one a naꞌam titaꞌar daan la, daa nie o meŋ ti yaab Abraham saꞌan on da be Mesopotamia teŋin ka nam pu keŋ n zinꞌin Haran teŋin la, 
ACT.7.3	ka yel o ye, ‘Yiim ka bas fu teŋ ne fu buudi, ka keŋ teŋ kan ka m na paꞌal fu la.’
ACT.7.4	“Ka Abraham yi Kaldea teŋin la n keŋ zinꞌin Haran teŋin. Ka o saam kuꞌum nyaꞌaŋ ka Winaꞌam lem yiis o keŋ teŋ kan ka ya be nwa ni, 
ACT.7.5	ka pu tis o paalo teŋ la ni ka li siak o nobir tienri, amaa ka len yeli ziꞌel ye, o na tis o teŋ kan. Ka o kuꞌum nyaꞌaŋ ka o yaas me na ti soꞌe li. Ka saŋkan la ka o nam pu duꞌa biiga. 
ACT.7.6	Ka Winaꞌam da yel o neꞌeŋa ye, ‘Fu yaas la na ti keŋ teŋ siꞌa ni n lieb saam ne yamis anina, ka ba na namisi ba yuma kobus naasi. 
ACT.7.7	Amaa m na ti namis soꞌolim kan ka ba na ti a yamis la ka li nyaꞌaŋ ka ba na yi anina na n puꞌus m kpela.’ 
ACT.7.8	Ka Winaꞌam tis Abraham noor ye, on ne o yaas wusa kpenꞌem baŋo. Ka li paꞌal ye Winaꞌam ne Abraham siak taaba noor. Ka Abraham n da duꞌa Isaak li daba anii daar la ka o kpenꞌes o baŋo. Ka Isaak duꞌa Jakob. Ka Jakob duꞌa ti Jew dim yaanam piina ayi la.
ACT.7.9	“Ka ba da nen Josef ka kuos o n tis Egipiti teŋ dim. Amaa ka Winaꞌam da be o saꞌan, 
