GEN.1.1	A tîra Pathianin lei leh vân a siam khân 
2CH.23.4	Hetiang hian thil kan ti ang: Sabat nia lo kal ṭhîn puithiamte leh Levia chi hmun thuma ṭhena hmun khat chuan Tempul kawngkhârte an vêng ang a. 
2CH.23.5	Hmun thuma ṭhena hmun khat chuan lal in an vêng ang a, a dang zawng zawng chu ‘Lungphûm’ kawngkhâr bulah an awm tûr a ni. Mipui chu Tempul tualah an lo kal khâwm tûr a ni. 
2CH.23.6	Tempul chhûngah puithiam leh Levia chi, rawngbâwl lai tih loh chu, tu mah an lût tûr a ni lo. Anni chu serh hran an ni a, an lût thei ang; mi dang erawh chu 
2CH.23.7	Levia chite chuan lal hi an din hual ang a, khandaih phawi sa kengin an vêng tûr a ni, lal kalna apiangah an zui zêl tûr a ni. Tempula luh tum tawh phawt chu thah tûr an ni,” a ti a.
2CH.23.8	Jehoiada chuan châwl tûrte chu a la chawlhtîr loh avângin, Sabat nia rawngbâwl tûrte leh châwl tûrte pawh chu an rawn hruai vek a, 
2CH.23.9	Davidan Tempula a dah, fei leh phawte chu Jehoiada chuan sipai hotute hnênah a sem a. 
2CH.23.10	Tempul kawtah khandaih phawi sa kengin mi a din kualtîr a, lal chu a vêntîr tlat a. 
2CH.23.11	Jehoiada chuan Joasa chu a hruai chhuak a, lal tih tûr dân bu chu a pe a, lalah an siam ta a. Puithiam Jehoiada leh a hote chuan Joasa chu hriak an thih a, “Lal hi dam reng rawh se,” tiin an au va.
2CH.23.12	Athali chuan lal an chawimawi thâwm chu a han hriat chuan mipui punkhâwmna Tempul lam chu a pan a. 
2CH.23.13	Lal thar chu lal dinna tûra an ruat Tempul chhûng luhna kiang ban bula a ding chu a han hmu a, sipai hotute leh tawtawrâwtpute chuan an din hual a. Mipui chu hlim takin an au dual dual a, tawtawrâwt an hâm a, Tempul zaipâwlte chuan an thil tum rîkte nên zai an hruai a. Chûng chu a han hmuhin mangangin a puan a pawtthlêr a, “Min phiarru a lo nih hi,” tiin a au va.
2CH.23.14	Jehoiada chuan Tempula thah a duh lo va, sipai hotute chu a ko va, “Vêngtu sipai kârah rawn hruai chhuak ula, chhan tum apiang chu lo that zêl ang che u,” a ti a. 
2CH.23.15	Athali chu an man a, lal in lamah an hruai a, Sakawr kawngkhâr an tih bulah chuan an that ta a.
2CH.23.17	Baal an biakna hmunah chuan an za-in an kal a, an ṭhiat ta a. Maichâm chu an tichim a, milemte chu an chhu keh a, Baal puithiam Matana chu maichâm bulah an that a. 
2CH.23.18	Jehoiada chuan puithiamte leh Levia chite chu Tempula an hna tûr a thawhtîr a, lal Davida remruat angin tih tûr an semsak a, Mosia dân bu-a ziak angin 
2CH.23.19	Jehoiada chuan Tempul kawngkhârte pawh a vêntîr a, mi bawlhhlawh tu mah an luhtîr tûr a ni lo.
2CH.23.20	Sipai hotute, ram hruaitute leh mipuite chuan Jehoiada hovin kawng an zawh a. Lal chu Tempul aṭangin lal inah an hruai a, kawngkapuiah an luhpui a, lalṭhutthlêngah chuan lal chu a ṭhu ta a. 
2CH.23.21	Mi zawng zawng chu an hlim hle a ni. Athali chu khandaiha an thah tâk avângin khuaah chuan buaina a reh ta a.
2CH.24.1	Joasa chu kum sarih a nihin Judai ramah a lal ṭan a, Jerusalem-ah kum sawmli a lal a, a nu chu Zibi, Beer-seba mi a ni, 
2CH.24.2	Puithiam Jehoiada dam chhûng chuan Joasa chuan 
2CH.24.3	Jehoiada chuan lal Joasa chu nupui pahnih a neihsak a, fanu leh fapa an hrinsak ṭeuh va.
2CH.24.4	Chûng hnuah chuan Joasa chuan Tempul chei ṭhat zai a rêl ta a. 
2CH.24.5	Puithiam leh Levia chite chu Judai ram khawpuite a fantîr a, kum tina Tempul chei ṭhatna daih tûr thawhlâwm a khawntîr a. Hmanhmawh tûrin a ti a; mahse, Levia chite chu an vuaicha hle a. 
2CH.24.6	Tichuan, Jehoiada chu a ko va, “Levia chite hian Judai ram leh Jerusalem mite hnên aṭangin ‘Biakbûk’ enkawlna tûr 
2CH.24.7	Mi sualnu Athali zuitute kha Tempulah an lût lui a, thil thianghlim tam tak Baal biaknaa hmanah an la chhuak a ni.
2CH.24.8	Lal chuan Levia chite chu thawhlâwm bâwm siama, Tempul luhna kawngkhâr bula dah tûrin a ti a. 
2CH.24.9	Jerusalem leh Judai ram zawng zawngah Pathian chhiahhlawh Mosian thlalêra mipui thawh tûr bi a ruat ang kha rawn keng zêl tûrin thu an than a. 
2CH.24.10	Mipuite leh an hruaitute chuan lâwm takin thawh tûr bituk zât chu an rawn keng a, bâwm chu an thlâk khat ta hial a. 
2CH.24.11	Levia chite chuan bâwm chu ni tin, a enkawltu tûra lalin a ruat hnênah chuan an rawn dah ṭhîn a; bâwm chu a khah veleh puithiam lalber Jehoiada aiawhtu leh lal mi ruat ziaktu chuan an lo la chhuak a, bâwm chu a dahnaah an dah kîr leh ṭhîn. Tangka tam tâwk tak an thawh khâwm ta a.
2CH.24.12	Lal leh Jehoiada chuan Tempul chei ṭhat hna enkawltute hnênah pawisa chu an pe chhuak ṭhîn a; annin lung chher mi te, thing dek thiam te, thîrdêng te Tempul chei ṭha tûr chuan an ruai a. 
2CH.24.13	Ngawrh takin mistiri te chuan hna an thawk a, Tempul chu a tîra mi anga nghet khân an chei ṭha leh ta a. 
2CH.24.14	Hna thawh tûr an tih zawh chuan rangkachak leh tangkarua an hman bâng chu lal Joasa leh puithiam lalber Jehoiada an pe a; anni chuan Tempula rawngbâwl nân leh hâlral thil hlanna atân bungbêl te, rimtui hâlna thlêng te, rangkachak leh tangkarua a siam bungbêl te siam nân an lo hmang a.
2CH.24.14	Jehoiada dam chhûng chu ni tin Tempulah chuan thilhlan an hlân ziah ṭhîn a. 
2CH.24.15	Tarkûnin a dam a, kum za leh sawmthum a tlinin a thi ta a. 
2CH.24.16	Israel mite zîngah Pathian tân leh Tempul tân thil a tih ṭhat êm avângin Davida khawpuia lal thlânah an phûm ve ta a.
2CH.24.17	Jehoiada a thih tâk hnu chuan Judai ram mipui hruaitute chuan an thu ngaithla zâwk tûrin lal chu an hmin ta a. 
2CH.24.18	Mipui chuan an thlahtute Pathian, 
2CH.24.19	 chuan anni chu hruai kîr tûrin zâwlneite a tîr a; mahse, mite chuan an thu an lo ngaithla duh lo.
2CH.24.20	Puithiam lalber Jehoiada fapa Zekaria hnênah Pathian thlarau a lo thleng a, mipuiin an hmuh theihna tûrah chuan a ding a, ring takin a au va, “
2CH.24.21	Zekaria chu an er hle a, lal thupêkin Tempul tualah chuan lungin an dêng hlum ta a. 
2CH.24.22	Lal chuan Zekaria pa Jehoiada kha a tân a ṭangkaizia kha a theihnghilh a, Zekaria chu a tihhlumtîr ta mai a ni. Zekaria thi tûr chuan, “I thil tih hi 
2CH.24.23	Kum a lo thar chuan Suria sipaite chuan Judai ram leh Jerusalem an rawn rûn a, hotu tam tak an that a, râllâk sum tam tak Damaska khuaah an hâwn a. 
2CH.24.24	Suria sipaite chu an tlêm hle nâ a, an aia tam daih Juda sipaite chu an hneh a ni. An thlahtute Pathian, 
2CH.24.25	Joasa chuan hliam na tak a tuar a, hmêlmate chuan an kalsan ta a, a hote pahnih an inthurual a, puithiam lalber Jehoiada fapate a thah phuba chu an la a, khuma a mu chu an that a; lal thlânah ni lo, Davida khawpuiah an phûm ta a. 
2CH.24.26	Inthuruala thattute kha Amon mi Simeata fapa Zabada leh Moab mi Simriti fapa Jehozabada te an ni. 
2CH.24.27	Lalte lehkhabu hrilhfiahna bu-ah Joasa chanchin te, a chungchânga zâwlnei thu hril lâwk te, Tempul a chei ṭhat thu te a chuang. A fapa Amazia chu a lo lal ta a.
2CH.25.1	Kum sawmhnih leh panga a nihin Amazia chu a lal ṭan a, Jerusalem-ah kum sawmhnih leh pakua a lal a, a nu chu Jerusalem chhuak Jehoadini a ni. 
2CH.25.2	 duhzâwng a ti ṭhîn; mahse, hreh tak chungin a ni a tih ṭhin ni. 
2CH.25.3	Lala a ṭhut ngheh veleh a pa thattute kha a that ve a. 
2CH.25.4	An fate erawh chu a khawih lo, Mosia Dân bu-a 
2CH.25.5	Lal Amazia chuan Juda mite leh Benjamin mite chu a chi chiin sipai pâwl hrang hrangah a siam a; sâng rual te, za rual te hotu tûr a ruat thliah bawk a. Mipa kum sawmhnih chin chung lam chu an tel vek a ni, an vaiin nuaithum an tling. 
2CH.25.6	Hêngho bâkah hmâr lam Israel-ho, mi nuai khat, tangkarua kg. sângthum leh zali bûk laiin a ruai bawk a. 
2CH.25.7	Nimahsela, lal hnênah chuan zâwlnei pakhat a lo kal a, “Israel sipaite hi hruai ve suh. Hêng Hmâr lam ram mite lamah hian 
2CH.25.8	Indonaah i chak phah i inbeisei a ni ang e. Indonaa chak leh chak loh hi Pathian thu thu a ni asin; hmêlmaten an hneh phah zâwk ang che,” a rawn ti a.
2CH.25.9	Amazia chuan zâwlnei hnênah, “Tangka ka pêk tawh zozai kha engtin nge ni ta ang?” a ti a. Zâwlnei chuan, “
2CH.25.10	Amazia chuan a sipai rawih, Efraim ram aṭanga lo kalte chu a bân a, a hawtîr ta a; Juda-ho chunga thinrim engphiarin an haw ta a.
2CH.25.11	Amazia chuan huphurh lo deuhvin a sipaite chu Chi Ruamah a kalpui a. Edom sipaite nên chuan an inbei a, mi sîngkhat an that a. 
2CH.25.12	Mi sîngkhat an man bawk a; Sela khaw khâm kovah chuan an hruai a, an nam thla a, an tlahlum ta vek a.
2CH.25.13	Amazian indonaa kal ve a phal loh sipai a tirh hâwnte khân Samaria leh Beth-horon inkâra Juda khawpuite chu an bei a, mi sângthum zet an that a, râllâk sum tam tak an la a.
2CH.25.14	Amazian Edom-ho a hneh a, a lo haw chuan, an milemte a rawn hâwn a, a dahna a siam a, chibai a bûk a, an hmaah rimtui a hâl ta a. 
2CH.25.15	Hei vâng hian 
2CH.25.16	Lal chuan, “Engtik lai khân nge lal thurâwntu atân ka ruat che le? Ngawi mai rawh, ka that mai tûr che a nia,” a ti a.
2CH.25.16	Zâwlnei chuan, “Ka thurâwn ngaithla lova hêng hi i tih avângin Pathianin tihboral che a tum tih ka hre ta,” a ti a, a ngawihsan ta a.
2CH.25.17	Judai lal Amazia leh a upate chuan Israel beih an rawt a, Jehua fapa, Jehoahaza fa Israel lal Jehoasa hnênah, “Pa leh pa, i han inbei teh ang,” tia cho tûrin mi a tîr a. 
2CH.25.18	Jehoasa chuan hetiang hian a chhâng a, “ ‘Vawi khat chu Lebanon tlânga lenhlîng hian Lebanon sidar thing hnênah, ‘ka fapa nupuiah i fanu min pe rawh,’ a ti a. Ramsa veivâkin lenhlîng chu a pal thlu ta mai a.’ 
2CH.25.19	Amazia, Edom mite i zu hneh hi i chhuang a nih vei hi; inah tawm hle hle mai rawh. Nang leh i mite tâna pawi tûr thil chawkchhuak mah ta che,” a lo ti a.
2CH.25.20	Amazia chuan a thu chu a pawisa lo va, Edom mite pathian lem a biak avângin Pathianin Israel-ho kuta pêk a lo tum a ni. 
2CH.25.21	Israel lal Jehoasa leh Juda lal Amazia chu inbei tûrin an thawkchhuak a; Judai ram Beth-semes khaw bulah an inbei ta a. 
2CH.25.22	Juda sipaite chu an chak lo ta zâwk a, mahni in lam panin an tlânchhia a.
2CH.25.23	Israel lal Jehoasa chuan Juda lal Amazia, Joasa fapa, Ahazia tupa chu a man a, Jerusalem-ah a hruai a; khawpui kulh bang chu ‘Efraim kawngkhâr aṭanga bangkil kawngkhâr’ an tih thlengin kulh bang tawng zali chu a ṭhiat a. 
2CH.25.24	Râllâk sumah Tempula rangkachak leh tangkaruate, Obed-edoma thlahten an vên ṭhin Tempul bungbêl leh lal ina sum dah ṭhatte chu a hâwn a, dahkhama hrên tûr mi a hruai hâwng bawk a.
2CH.25.25	Juda lal Amazia chu Israel lal Jehoasa ai chuan kum sâwm leh pangain a dam rei zâwk a. 
2CH.25.26	A lal tirh aṭanga a lal tâwp thlenga Amazia thil tihte chu ‘Israel leh Juda lalte chanchin’ tih ziakna bu-ah a chuang. 
2CH.25.27	 laka a hel chinah kha chuan amah thah tum Jerusalem khaw mi an awm zeuh zeuh reng a ni. A tâwpah phei chuan Lakis khuaah a tlân a; mahse, a hmêlmate chuan an ûmzui a, an va that ta tho va. 
2CH.25.28	A ruang chu sakawr an phurhtîr a, Davida khawpuiah lal thlânah an phûm ta a.
2CH.26.1	Judai ram mi zawng zawng chuan kum sâwm leh paruka upa Amazia fapa Uzia chu a pa aiawha lal tûrin an thlang a. 
2CH.26.2	Amazia thih hnuin Uzia hian Elat khua hi a la lêt leh a, Judai ram a belhin a din ṭha a ni.
2CH.26.3	Uzia chu kum sâwm leh paruk a nihin a lal ṭan a, Jerusalem-ah kum sawmnga leh pahnih a lal a. A nu chu Jerusalem mi Jekoli a ni. 
2CH.26.4	Amazia angin 
2CH.26.5	Pathian thu lama kaihruaitu Zekaria dam chhûng chuan 
2CH.26.6	Uzia chuan Filistia-ho chu a rûn a, Gath khaw kulh bang te, Jabne leh Asdod kulh bang te pawh a tichhia a; Askelon bulah leh Filistia ram hmun hrang hrangah kulh a siam a. 
2CH.26.7	Pathian chuan Filistia mi te, Gurbaal-a awm Arab-ho te leh Meun-ho te chu a hnehpui a, 
2CH.26.8	Amon-ho pawhin Uzia hnênah chhiah an chawi a; a lo ropui a, Aigupta ram thlengin a hming a thang ta a.
2CH.26.9	Jerusalem kulh bang chu a thuam thar bawk a; ‘Bangkil kawngkhâr’ an tihah te, ‘Ruam kawngkhâr’ an tihah te, kulh kawina lai kawngkhârah te in sâng a sa a. 
2CH.26.10	Ram palailêngah te pawh kulh nei khua a din a; tui a lai chhuak thluah bawk a ni; khawthlang lam, tlang ṭhut phairuamah bâwng a vulh ṭeuh bawk a. Lo neih lamah a tui hle a, tlângramah pawh grepte a phuntîr a, phai ram ṭhate chu leiletah a neihtîr a.
2CH.26.11	Sipai tam tak, indo thei mai a nei reng a. An chanchin ziakna chu ziaktu Jeiela leh Maaseian, lal milian Hanania hovin an vawng a. 
2CH.26.12	Hotu sânghnih leh zarukin a sipaite chu an ho va. 
2CH.26.13	An hnuaiah chuan sipai chak tak, râl bei mai thei nuaithum leh sângsarih leh zanga a nei bawk a. 
2CH.26.14	Uzia chuan a sipaite chu phaw te, fei te, thîrlukhum te, thîrkawr te, thal te, virvawma hman tûr lungte mûm te a pe bawk a. 
2CH.26.15	Jerusalem-ah chuan a mi themthiamte siam thal kahna khâwl te, lung lian pui pui vawmna tûr khâwl te, in sângah te leh kulh kilah te a bun a. A hming pawh a thang thui ta hle a. Pathianin a ṭanpui avânga chuti taka ropui chu a ni.
2CH.26.16	Lal Uzia chu a ropui tâk hle hnu chuan a lo chapo ta deuh va, chu chu a chhiat phah ta a ni.A Pathian, 
2CH.26.17	Puithiam chak leh huaisen tak tak sawmriatin 
2CH.26.18	khap tumin an zui a, “Uzia, 
2CH.26.19	Uzia chu Tempul chhûng rimtui hâlna dawhkân bulah chuan a ding a, rimtui hâlna bûr chu a keng a, puithiamho chungah chuan a thinur hle a; mahse, an hmaah ngei, 
2CH.26.20	Azaria leh puithiamte chuan lal chal an en chuan an phâwk ta hru vek a, Tempul chhûng ata chu an hnawt chhuak ta a. 
2CH.26.21	A natna avâng chuan lal Uzia chu a dam chhûng chuan a bawlhhlawh ta a, Tempula a luh thian tak loh avângin ama inah a awm ta reng a, a hna a thawk tawh lo, a fapa Jothaman ram a awp ta zâwk a.
2CH.26.22	A lal chhûnga Uzia thiltih zawng zawng chu zâwlnei Isaian a ziak a. 
2CH.26.23	Uzia chu a thi a, lalho thlânmualah an phûm a, a pân vei avâng chuan lalho thlânah an dah duh lo. A fapa Jothama chu a lo lal ta a. 
2CH.27.1	Jothama chu kum sawmhnih leh panga a nihin a lal ṭan a, Jerusalem-ah kum sâwm leh paruk a lal a. A nu chu Zadoka fanu Jerusaii a ni. 
2CH.27.2	A pa ang bawkin 
2CH.27.3	Tempul hmâr lam kawngka hi Jothama siam a ni, khaw kulh bang pawh a siam ṭha tam khawp mai; ‘Ofel’ an tih hmun phei chu a chei nasa hle a ni. 
2CH.27.4	Judai ram chhûngah khuate a siam a, ngawah te kulh leh râlvênbûk te a siam thluah bawk a. 
2CH.27.5	Amon lal nên an inbei a; a tudawl a, tangkarua kg. sângthum leh zali, huit quintal sîngkhat, barli quintal sîngkhat, kum thum chhûng kum tin chhiah a chawitîr a.
2CH.27.6	Jothama chuan 
2CH.27.7	Jothama lal laia thil thleng chanchin - an indo thute leh a thiltih dangte chu, ‘Israel leh Juda lalte chanchin’ ziakna bu-ah a chuang vek a ni.
2CH.27.8	Jothama chu kum sawmhnih leh panga a nihin a lal ṭan a, Jerusalem-ah kum sâwm leh paruk a lal a. 
2CH.27.9	A thi a, Davida khawpuiah an phûm a, a fapa Ahaza chu a lo lal ta a.
2CH.28.1	Ahaza chu kum sawmhnih a nihin a lal ṭan a, Jerusalem-ah kum sâwm leh paruk a lal a. A pu Davida tih dân ang zâwm duh lovin 
2CH.28.2	Israel lalte tih dân a la a, Baal lim a chhûntîr a. 
2CH.28.3	Hinom ruamah rimtui a hâl a, Israel mite hmaa 
2CH.28.4	Tlânga hnam dang pathian biakna hmunsângah te, thingbuk ṭha deuh hlim hnuaiah te Ahaza chu a inthawi ṭhîn a, rimtuite a hâl ṭhîn.
2CH.28.5	Ahaza chuan thil sual a tih avângin Suria lal kutah 
2CH.28.6	Israel lal Remalia fapa Peka pawhin Ahaza chu a bei a, a hneh a, Juda sipai huai ṭha ṭha mi nuaikhat leh sînghnih a that a. Judai ram mite chuan an thlahtute Pathian, 
2CH.28.7	Israel sipai Efraim pasalṭha Zikria chuan Ahaza fapa Maaseia chu a that a, lal in enkawltu Azrikama a that bawk a; lal dawttu Elkana pawh a that a. 
2CH.28.8	Juda-te chu an unaute an ni na a, Israel sipaite chuan hmeichhia leh naupang nuaihnih salah an man a. Samaria khuaah an khalh khâwm a, râllâk sum tam tak an hâwn bawk a.
2CH.28.9	Samaria khuaah chuan 
2CH.28.10	Jerusalem leh Judai rama awm mipa pawh, hmeichhia pawh bawiha siam in tum leh zêl a nih hi. Nangni pawhin 
2CH.28.11	Ka thu hi ngaithla teh u, hêng in sal mante hi in unau, in farnute an ni asin; chhuah vek rawh u, chutilo chu 
2CH.28.12	Hmâr lam lalrama hotu lian, Jehohanana fapa Azaria te, Mesilemota fapa Berekia te, Saluma fapa Zehiskia te, Hadlaia fapa Amasa te pawhin sipaiho thiltih chu ṭha an ti lo va. 
2CH.28.13	An hnênah, “In sal mante hetah han hruai suh u, 
2CH.28.14	Tichuan, sipaite chuan an sal man leh râllâk sum an hawnte chu mipui leh an hotute kutah an hlân ta a. 
2CH.28.15	Chûng hming sawi tâkte chu an râllâk sum aṭanga sal an mante hnêna thawmhnaw pe tûrin an ruat a. Silhfên te, pheikhawk bun tûr te an pe a; an hliam chulh tûr oliv hriak an sem bawk a. Mahni kea kal thei lo khawpa chaute chu sabengtung chungah an chuantîr a; an sal man zawng zawng chu Judai ram Jeriko, tûm khua an tihah chuan an hruai kîr leh ta vek a. Tin, Israel-ho chu Samaria lamah an haw ta a.
2CH.28.16	Chûng lai chuan lal Ahaza chuan amah ṭanpui tûrin Asuria lalte a ko va, 
2CH.28.17	Edom-hovin Judai ram an rawn rûn a, an hneh a, mi tam tak an man a ni. 
2CH.28.18	Filistia-ho lahin thlang lam tlâng ṭhut phai khua te leh Judai ram Negeb te an rawn bei bawk a. Anni phei chuan Beth-semes te, Aijalon te, Gederot te, Soko leh a chhehvêl khua te, Timna leh a chhehvêl khua te, Gimzo leh a chhehvêl khua te an la a, an luah ta tlat a. 
2CH.28.19	Juda lal Ahaza chuan a mite ṭhatna tûr a ngaihtuah miah lo va, 
2CH.28.20	Asuria lal Tiglat-Pilesera chuan Ahaza chu puih ahnêkin harsatna a siamsak ta zâwk a. 
2CH.28.21	Ahaza chuan Tempula rangkachak te, lal ina mite leh mi hausa deuh ina mi te chu a la a, Asuria lal chu a pe a; mahse, a sâwt lo.
2CH.28.22	A mangan vânglai tak pawh chuan Ahaza chu 
2CH.28.23	Amah hnehtu Suria-ho pathiante chu chibai a bûk ve ta mai a, ‘Suria pathiante hian Suria lal an ṭanpui a; chuvângin, an hnênah thilhlan hlân ila min pui ve ngei ang,’ a ti a ni. Chu chu a mite nên chuan chhiat zual phah sauhna a ni. 
2CH.28.24	Chûng bâkah, Tempula hmanrua a la chhuak a, a tichhia a. Tempul chu a khâr a; Jerusalem khuaah maichâm a siam thliah thluah a; 
2CH.28.25	Judai ram khawpuiah leh khuaahte chuan hnam dang pathian biakna hmunsâng, rimtui hâlna tûr a siam fer fur a. Hetiang hian a thlahtute Pathian, 
2CH.28.26	A rorêl chhûng chanchin dangte chu a bul aṭanga a tâwp thlengin ‘Juda leh Israel lalte chanchin’ ziakna bu-ah a chuang. 
2CH.28.27	Ahaza chu a thi a, lal thlânah ni lo, Jerusalem-ah an phûm a, a fapa Hezekia chu a lal ta a. 
2CH.29.1	Hezekia chu kum sawmhnih leh panga a nihin Judai ramah a lal ṭan a, Jerusalem-ah kum sawmhnih leh pakua a lal a. A nu chu Zekaria fanu Abijai a ni. 
2CH.29.2	A pu Davida angin 
2CH.29.3	A lal tirh kum, thla hmasa berah Hezekia chuan Tempul kawngkhârte chu a hawng leh a, a chhiate chu a siam ṭhattîr a. 
2CH.29.4	Tempul khawchhak lam tualah chuan puithiamte leh Levia chite chu a ko khâwm a, 
2CH.29.5	an hnênah, “Nangni Levia chite u, inthian thianghlim ula, in pate Pathian, 
2CH.29.6	Kan pate chu 
2CH.29.7	Tempul kawngkhâr chu an kalh a, khâwnvâr an timit a, rimtui an hâl lo va, Hmun Thianghlimah Israel-te Pathian tân hâlral thilhlan an hlân hek lo. 
2CH.29.8	Hei vâng hian 
2CH.29.9	Kan pate chu khandaiha sah hlum an ni a, kan fanu kan fapa, kan nupuite nên salah an man kha. 
2CH.29.10	Kan chunga a thinur hi a tihkian beiseiin Israel-te Pathian, 
2CH.29.11	Ka fate u, awm mai mai teh suh u, 
2CH.29.12	Chûng zîngah chuan Levia chi hêngte hi an tel: Kohata thlahte zînga mi Amasaia fapa Mahata leh Azaria fapa Joela. Meraria thlah zînga mi Abdia fapa Kisa leh Jahalelela fapa Azaria; Gersona thlahte zînga mi Zima fapa Joa leh Joa fapa Edena. 
2CH.29.13	Elizafana thlah zînga mi Simria leh Jeuela; Asafa thlah zînga mi Zekaria leh Matania; 
2CH.29.14	Hemana thlah zînga mi Jehuela leh Simeia; Jeduthuna thlah zînga mi Semaia leh Uziela.
2CH.29.15	Hêng mite hian an chipui Levia chite chu an pun khâwm a, an inthian thianghlim a; lal thupêk ang chuan Tempul chu an thian a. 
2CH.29.16	 Tempul chhûngah puithiamho chu an lût a, thil bawlhhlawh an hmuh rêng rêng chu 
2CH.29.17	Thla khatna, ni hmasa berah Tempul chu an thian ṭan a, ni riat ni chuan Tempul pindan hmasa thlengin an thian zo va. Ni riat dang, ni sâwm leh paruk thlengin Tempul chhûng chu Pathian biakna tlâk tûrin an thian leh a, an tithianghlim ta a.
2CH.29.18	Levia chite chu lal Hezekia hnênah an kal a, “Tempul chhûng chu kan thian thianghlim ta. Hâlral thilhlan hâlna maichâm te, chhang serh dahna dawhkân te leh hmanrua zawng zawng pawh kan tithianghlim ta. 
2CH.29.19	Ahazan 
2CH.29.20	Lal Hezekia chuan Jerusalem-a hotu deuh deuh chu a ko khâwm rum rum a, 
