MAT.1.1	Jijajiji palka-jarrija Tapiti-kirlangu-ngurlu manu Yipuruyamu-kurlangu-ngurlu turnu-warnu-ngurlu. 
JHN.16.9	Junga kujaju. Yapa yali-paturlu kalu-nyanu manngu-nyangu ngurrjungku nganta. Kala kula kajulu wala nyina ngajuku. Kujarlanya kapu-jana Rdarrkanparluju punku-pajirni. 
JHN.16.10	Yapa yali-paturlu kajulu manngu-nyangu ngaju nganta warntarla. Kula kujaju junga. Yani pina karna ngajukupalangu-kurra, manu nyurrurlarlu kulankujulu nyanyi warrarda. Ngula-jangka Rdarrkanpa kapu-jana wangkami kuja kaju Kaaturlu jungarni-pajirni. 
JHN.16.11	Juju Ngawu kajana wiri nyina yapaku nyampurlaju walyangka. Ngulaju kalu manngu-nyangu Kaaturlu nganta kapu-jana yampimi murrumurru-maninja-wangurlu. Kula kujaju junga. Kaaturlu ngula-juku miimii-nyanjarla juwa-kujurnu Juju Ngawuju. Kuja-jangkanya Rdarrkanpa kapu-jana wangkami Kaaturlu kapu-jana murrumurru-mani warntarla ngula kalu yapaju yani.”
JHN.16.12	Ngula-jana Jijajiji yarda wangkaja kurdungurlu-patuku, “Yungurna-nyarra yimi-ngarrirni nyiyarningkijarra. Kala kajilparna-nyarra yimi-ngarrikarla, kulalpankulu langa-kurra-mantarla. 
JHN.16.13	Pirlirrpa Kaatu-kurlangurlu kajana yapakuju yimiji jungaju yimi-ngarrirni Kaatu-kurluju. Kaji Pirlirrpa yanirni ngaka, kapu-nyarra yimi-ngarrirni yimi junga kuja karla Kaatuku karri. Kula-nyarra nyanungu-nyangu-mipa yimi yimi-ngarrirni, lawa. Kapu-nyarra yimi-ngarrirni nyarrpa kuja karla Wapirra wangkami. Kapu-nyarra yimi-ngarrirni nyiyarningkijarra. 
JHN.16.14	Kajirnarla nyarrpa wangka Pirlirrpaku, ngulaju kapu-nyarra wangka nyurrurlakulku. Kujarlanya kapunkulu milya-pinyi ngajurna pirrjirdi-nyayirni, manu kapunkujulurla pulka-pinyi ngajuku. 
JHN.16.15	Nyiyarningkijarra kuja karla nguna ngajukupalanguku Kirdanaku, ngulaju kaju nguna ngajurlanguku. Kujarlanyarna-nyarra yimi-ngarrurnu kajirnarla wangka Pirlirrpaku, ngulaju kapu-nyarra jurrku-juku wangka.”
JHN.16.16	Ngula-jangka, Jijaji-jana wangkaja kurdungurlu-patuku, “Kapunkujulu nyanyi parra-patu-mipaku. Ngula-jangka kulankujulu nyanyilki. Ngaka-mipa kapunkujulu pina-nyanyi.”
JHN.16.17	Ngulalu-nyanu kurdungurlu-paturlu payurnu, “Nyarrpa-ka Jijajiji wangka ‘nganta kapurlipa parra-patu-mipaku nyanyi, manu nganta kularlipa nyanyi, manu nganta kapurlipa nyanyilki-yijala’? Nyiyaku-nganpa kuja wangkaja ‘nganta kapu pina-yani nyanungukupalangu-kurra nganta’? 
JHN.16.18	Manu ‘parra-patuku nganta’? Nyiyaku-ka wangka kujaju? Kula karlipa milya-pinyi nyarrpa kuja-ka wangkami.”
JHN.16.19	Jijajirli-jana miyiki-nyangu kujalpalu kurdungurlu-paturlu jata-nyangu nyanunguku payirninjaku, ngula-jana wangkaja, “Wangkajarna-nyarra ‘kapunkujulu parra-patu-mipaku nyanyi, ngula-jangka kulankujulu nyanyilki, manu ngaka kapunkujulu pina-nyanyilki’. Kujakunya mayi kankulu-nyanu jata-nyanjarla jarnkujarnku payirni? 
JHN.16.20	Junga karna-nyarra wangka, kapunkulu yulami wajampa-nyayirni. Kala yapa panu-kari nyampurla walyangka kapulu wardinyi nyina. Kapunkulu wajampa nyina, manu ngaka kapunkulu wardinyi-jarrimi pina. 
JHN.16.21	Karnta kuja-ka karrmulypa-jarrinjakungarnti nyina, ngulaju-ka milya-pinyi kapu murrumurru-jarrimi. Kujarlanya karla kurdukuju wajampa-jarrimi. Ngula-ka kurdu palkalku mardarni, wardinyi-jarrimi-ka karntaju. Ngula-jangka kula-ka pina-manngu-nyangu yangka kujalpa murrumurru-jarrija kamparru-wiyi karrmulypa-jarrinjakungarnti. 
JHN.16.22	Kuja-piya-yijala nyurrurlaju. Jurnta karna-nyarra yani. Kujarlanya kankulu wajampaju nyina. Kapurna-nyarra pina-nyanyi, ngula kapunkulu wardinyi-jarrimi. Ngula-jangka kulalpa-nyarra nganangku wajampa-mantarla.
JHN.16.23	“Kajirna-nyarra jurnta yani, Pirlirrpa Kaatu-kurlangurlu kapu-nyarra yimi-ngarrirni nyiyarningkijarra yungunkulu jata-nyanja-wangu nyina manu yungunkulu ngaju payirninja-wangu nyina. Junga karna-nyarra wangka. Wala nyinanja-karrarlu kajinkili payirni Wapirra nyiyaku, ngulaju kapu-nyarra yinyi. 
JHN.16.24	Yuwayi, nyurrurla ngaju-nyangu kurdungurlu-patu. Jalangu-wangurla-wiyi kurdungurlurlu kulankulu Kaatu payurnu nyiyarlanguku. Jalangu payikalu, ngula kapu-nyarra yinyi. Ngula-jangka kapunkulu wardinyi nyina tarnnga-juku.”
JHN.16.25	Ngula-jangka, Jijaji-jana wangkaja kurdungurlu-patuku, “Yimi-ngarrurnurna-nyarra yimi panu-kurlu pija-piya-kurlu. Yimi nyampurraju kankulu-jana puta milya-pinyi. Ngakaju kularna-nyarra wangka nyampu-kurlu pija-piya-kurlu, lawa. Kapurna-nyarra rarralypa wangkami ngajukupalangu-kurlu Kirdana-kurlu yungunkulu milya-pinyi. 
JHN.16.26	Kajirna Kirdana-kurlu nyina, kularna-nyarrarla payirni, lawa. Ngarili kutu-payika nyurrurlarlu wala nyinanja-karrarlu. 
JHN.16.27	Ngajukupalangu Kirdana kanyarra yulkami-nyayirni. Ngajuku kankujulu yulkami. Milya-pinyi kankulu ngajuju Kaatu-kurlangu. Kujarlanya kanyarra Kirdanaju yulkami. 
JHN.16.28	Junga, yanurnurna nyampu-kurra walya-kurra ngajukupalangu-kurlangu-jangka Kirdana-kurlangu-jangka. Kapurna yampinjarla pina-yani ngajukupalangu-kurra.”
JHN.16.29	Ngulalurla kurdungurlu-patu wangkaja nyanunguku, “Rarralypalku kanpa wangkami. Kula kanpa-nganpa yimi pija-piya-kurlu wangka. Kula karnalu milya-pinyi kuja kankujulu kuja-piya wangka. 
JHN.16.30	Milya-pinyi karnalu kuja kanpa-nganpa milya-pinyi nyarrpa kuja karnalu manngu-nyanyi. Kaji yaparlangu nyina wurdungu, milya-pinyi kanpa nyiya-kurlu kuja-ka manngu-nyanyi. Kujarlanya karnalu milya-pinyi kujanpa Kaatu-jangka yanurnu.”
JHN.16.31	Jijaji-jana wangkaja, “Wala mayi kankujulu nyina? 
JHN.16.32	Purda-nyangkajulu nyurrurlarlu! Ngaka-pardu-kari kapunkujulu jurnta parnkami ngaju-kujakuju. Kapunkujulu jinta-pardu yampinja-yani, kapunkulu nyurrurla-nyangu-kurra ngurra-kurra pina-yani. Ngulaju ngula-juku. Kirdanaju palka-juku-ka warrarda nyina ngaju-kurlu. Kajinkili yani, kularna yangarlu nyina. 
JHN.16.33	Yimi-ngarrurnurna-nyarra yungunkulu jintangka ngaju-kurlu nyina. Kapunkujulu ngajuku marlaja nyina rarralypa wajampa-wangu. Nyampurla walyangka, Juju Ngawungku manu nyanungu-nyangu kurdungurlu-paturlu kapulu-nyarra murrumurru-mani warrarda. Kulalu-jana lani-jarrinjarla jurnta parnkaya. Nyurrurna-jana warla-pajurnu nyurrurla-kujakuju.”
JHN.17.1	Ngula wangkanjaku Jijaji lawa-jarrija nyanunguku kurdungurlu-patuku, ngula kankarlarra-kari nyangu kuja-ka Kaatu nyina nguru-nyayirni-wangurla, manurla wangkaja, “Wapirra, kapurna ngajuju palimilki. Ngajurna kaja-puraji. Milki-yirrakaju yapa-kurra yungulu milya-pinyi ngajurna yartarnarri wiri-kirli. Kuja-piyarlu-yijala kapurna-jana milki-yirrarni nyuntuju yartarnarri wiri-kirli-yijala yapa ngalya-kari-piya-wangu. 
JHN.17.2	Nyuntulurlunpaju Warlalja-Wiri yirrarnu yapa panuku yungungkulu jirrnganja nyina nyuntuku tarnnga-juku, yangka-patu yapa kujanpaju nyuntulurlu yungu. 
JHN.17.3	Nyarrpangkulu jirrnganja nyina wankaru yapaju nyuntukuju tarnngaju? Nganangku-puka yapangku kajingki milya-pinyi nyuntuju junga Kaatu, manu nganangku-puka kajiji milya-pinyi ngaju kujanpaju yilyajarni nyampu-kurra walya-kurra, ngulaju kapungku jirrnganja nyina wankaru nyuntuku tarnnga-juku. 
JHN.17.4	Warrkirna muku lawa-manu kujanpaju ngajuku yungu. Yapakurna-jana yimi-ngarrurnu nyuntuju nyurru. Kujarlanya kalu milya-pinyi nyuntuju yartarnarri wiri-kirli. 
JHN.17.5	Wapirra, nyurru-wiyi walya ngurrju-maninja-wangurla-wiyi, ngalijarralparli nyinaja mapirri jintangka yartarnarri wiri-jarlu-kurluju. Pirrjirdi-manta yardaju yungurlu ngalijarra pina-nyina jintangkalku yartarnarri wiri-jarlu-kurlu.
JHN.17.6	“Wapirra, wati-patunpaju yungu nyurru-wiyi. Jalangu, kula kalu warntarla nyina yapa panu-kari-piya kuja kalu nyina nyampurla walyangka. Yimi-ngarrurnurna-jana nyuntuju ngurrju-nyayirni. Wati-patu yali-patu kalangkulu nyuntuku nyinaja, kala ngajukunpaju yungu yungujulu ngaju purami. Purda-nyangungkulu kujanpa-jana nyiyarningkijarra wangkaja. 
JHN.17.7	Milya-pinyi kalu nyiyarningkijarra kujanpaju yungu ngajuku. Nyuntulu-miparlunpaju yungu nyiyarningkijarra. 
JHN.17.8	Yimirna-jana wangkaja wati nyampu-patukuju yangka kujanpaju ngaju yimi-ngarrurnu. Ngulajulu ngungkurr-nyinaja. Milya-pinyi kalu kujarna nyuntu-jangka yanurnu, manu kalu milya-pinyi kujanpaju nyuntulurlu yilyajarni nyampu-kurra.
JHN.17.9	“Wapirra, kula karna-janarla nyuntuku wangka yapaku nyampurlaku kuja kalu walyangka nyina. Nyuntuku karna-janarla wangka ngaju-nyangu kurdungurlu-patuku. Nyuntu-nyangu kalu nyina, manu nyuntulurlunpaju yungu ngajuku. Kujarlanya karna-janarla nyuntuku wangka. 
JHN.17.10	Wati nyampu-patu kuja karna-jana mardarni, ngulaju nyuntu-nyangu-patu. Manu yapa panu kuja kanpa-jana mardarni, ngulaju kajulu ngajuku-yijala nyina. Kapulu-jana yapakuju wangkami ngajuju yartarnarri wiri-kirli. 
JHN.17.11	Wapirra, kula-ka ngana nyina nyuntu-piyaju. Ngaka-pardu-kari kapurna pina-yani nyuntu-kurra, kularna walya ngampurlaju nyina. Kala wati nyampu-patu ngaju-nyangu kurdungurlu-patu kapulu walya nyampurla-juku nyina. Yirdi nyuntu-nyangunpaju yungu. Muurlparlu-jana mardaka yartarnarri-kirlirli nyuntu-nyangu-kurlurlu, kajikalu warntarla yani. Jintangka karli nyina ngalijarraju. Kuja-piyarlu-yijala-jana muurlparlu mardaka yungulu jintangka-juku nyina ngaka. 
JHN.17.12	Ngajulurlurna-jana warrawarra-kangu nyampu wati-patuju, muurlparlurna-jana mardarnu yartarnarri nyuntu-nyangu-kurlurlu. Yangka-juku yartarnarriji kujanpaju yungu. Mardarnurna-jana nyuntu-kujaku karlirr-yaninja-kujaku. Jinta-mipangku karlirr-yanu jurnta. Nyanunguju kapu yukamirra warlu wiri-kurra. Kapunpa pinyi warlu-kurlurlu. Nyurru-wiyi, Payipulurlanpa wangkaja wati yali-kirliji. Yimi yaliji junga. Warntarla-yanu nyanunguju.
JHN.17.13	“Wapirra, ngaka-pardu-kari kapurna pina-yani nyuntu-kurra. Kapurli wardinyi-nyayirni nyina wungulku. Wangkami karnangku nyampurla-juku walyangka. Wangkami karnangku yungujulu kurdungurlu-paturlu purda-nyanyi yungulu wardinyi marda nyina ngaju-piya nyuntu-kurluju. 
JHN.17.14	Pina-manurna-jana nyuntu-nyangu yimi. Kala yapa panu-kari nyampurla walyangka, yangka-patu kuja kalu warntarla manngu-nyanyi, nyurunyuru-jarri kalu-jana ngaju-nyangu kurdungurlu-patuku. Kula karna manngu-nyanyi warntarla, manu kula kalu ngaju-nyangu kurdungurlu-paturlu warntarla manngu-nyanyi. Kujarlanya kalu-jana yapa panu-kariji nyurunyuru-jarrimi.
JHN.17.15	“Wapirra, kula karnangku payirni kurdungurlu-watiki kanjaku nyampu-ngurlu walya-ngurluku, lawa. Ngari karnangku payirni yungunpa-jana warrawarra-kanyi Juju Ngawu-kujaku. 
JHN.17.16	Kularna yapa panu-kari-piya nyampurla kuja kalu walyangka nyina, yangka-paturlu kuja kalu warntarla manngu-nyanyi, lawa. Manu ngaju-nyangu kurdungurlu-paturlu kula kalu warntarla manngu-nyanyi. 
JHN.17.17	Nyuntu-nyangu yimiji junga. Yimi yali-kirlirli kangka-nyanu nyampu-patu wati-patu yungungkulu nyuntu-mipakulku warrki-jarrimi. 
JHN.17.18	Nyuntulurlunpaju walya nyampu-kurraju yilyajarni. Kuja-piyarlu-yijala karna-jana yilya nyampu-patuju yungulu-jana yapaku yimi-ngarrirni nyuntu, yangka kuja kalu walya nyampurla nyina. 
JHN.17.19	Yinyi karnaju nyuntu-kurra yungulu-nyanu kuja-piyarlu-yijala yinyi nyuntu-kurraju yungungkulu warrki-jarrimi nyuntukulku.
JHN.17.20	“Wapirra, wangka karna-janarla ngaju-nyangu kurdungurlu-patuku. Kapulu-jana yapa panu-kariki yimi-ngarrirni ngaju, ngularrarlangu kapujulu wala nyina. Yapa yinya-paturlanguku karna-janarla nyuntuku wangkamirra. 
JHN.17.21	Wapirra, ngalijarra karli nyina jintangka. Payirni karnangku yungulu jintangka-yijala ngalijarrarla nyina. Wangka karna-janarla yungulu jintangka-yijala nyina nyanungurraju. Ngula-jangka yapangku yungulu-jana nyanyi. Kujarlanya kapulu yapangkuju milya-pinyi kujanpaju walya nyampu-kurra yilyajarni. 
JHN.17.22	Wapirra, yartarnarri wiri-jarlunpaju yungu. Kuja-piyarlu-yijalarna-jana wati nyampu-patukuju yartarnarri wiriji yungu. Pirrjirdi-manurna-jana yungulu jintangka nyina ngalijarra-piya. 
JHN.17.23	Kapurna ngaju nyina nyanungurrarla, manu nyuntu kapunpa nyina ngajulurla yungulu jintangka-juku nyina. Yapa panu-karirli nyampurla walyangkarlu kapulu-jana nyanyi. Kujarlanya kapulu milya-pinyi kujanpaju yilyajarni nyampu-kurra. Manu kapulu milya-pinyi kuja kanpa-jana yulkami kurdungurlu-patuku ngaju-nyangu-patuku ngaju-piyaku.
JHN.17.24	“Walya ngurrju-maninja-wangurla-wiyi, yulkajalpanpaju. Kujarlanyanpaju yartarnarri wiri yungu. Wapirra, wati nyampu-patunpaju yungu yungujulu jirrnganja nyina ngajukuju nyarrpara-kurrarlangu kajirna yani. Yungujulu milya-pinyi ngajurna yartarnarri wiri-jarlu-kurlu nyuntu-piya. 
JHN.17.25	Wapirra, nyuntujunpa jungarni manu yijardu! Yapa panu-karirli nyampurla walyangka, kula kangkulu milya-pinyi. Ngajulu karnangku milya-pinyi, manu ngaju-nyangu kurdungurlu-paturlu kalu milya-pinyi kujanpaju yilyajarni. 
JHN.17.26	Yimi-ngarrurnurna-jana nyuntuju junga manu ngurrju. Kapurna-jana warrarda yimi-ngarrirni nyuntu. Ngula-jangka yungulu-jana yapa ngalya-karirlanguku yulkami yangka-piya-yijala kuja kanpaju ngajuku yulkami. Kapurna jintangka-juku nyanungurrarla nyina.”
JHN.18.1	Kuja Jijaji lawa-jarri wangkanjaku nyanungukupalanguku, nyanunguju yanu nyanungu-nyangu kurdungurlu-patu-kurlu karru witangka murrarni-pirdinypa yirdingkaju Kitiranarla. Kaatinilpa karrija kujalpalu watiya panu karrija, ngulalu yukajarralku yali-kirraju. 
JHN.18.2	Jutuju yangka nyanungu wati, yangka kujarla Jijajiki jangkardu karlirr-yanu, milya-pungulpa kaatiniji. Kalalu yanu kurdungurlu-patu Jijaji-kirliji yali-kirraju tarnnga. 
JHN.18.3	Kujalpa-jana Jijaji jirrnganja nyinaja-juku nyanungu-nyanguku kurdungurlu-patuku, ngula-kurraju Jutuju jirrnganjalpa-jana yanurnu yapaku yurrkunyu-patuku panuku yungulu Jijaji puuly-mardarni. Panu-kari kalalurla warrki-jarrija Ruumu-wardingki kingiki. Panu-kari yurrkunyu-patu kalalu-jana warrki-jarrija Paraji-patuku manu maralypikingarduyu-patuku wiriwiriki. Ngula-paturlu-yijalalu yilyajarni pina Jutujuju yurrkunyu-patu panu-kurlu kuturu-kurlu, junma kirrirdi-kirli manu ngiji-kirli. 
JHN.18.4	Jijajirli-jana panu-jarlu nyangu yaninjarni-kirra. Milya-pungulpa kujalpalurla jangkardu yanurnu puuly-mardarninjaku. Ngula-jana karrinja-pardinjarla wapirdi yanu, payurnu-jana, “Nganaku kankulurla warrirni?”
JHN.18.5	Yalu-manulu, “Jijaji Najariji-wardingkiki.”
JHN.18.5	Wangkaja-jana, “Ngajunya.” Jutujuju yalumpurla-juku karrija. 
JHN.18.6	Kuja-jana Jijajirli yalu-manu, kapankulu wurnturu-jarrinjarla wantija walya-kurra. 
JHN.18.7	Jijajirli-jana yarda payurnu, “Nganaku kankulurla warrirni?”
JHN.18.7	Yalu-manulu, “Jijaji Najariji-wardingkiki.”
JHN.18.8	Jijaji-jana wangkaja, “Yuwa, nyurru-jalarna-nyarra yimi-ngarrurnu ngajujurna Jijaji. Palka-manunkujulu. Yampiyalu-jana nyampuju ngalya-kari puuly-mardarninja-wangurlu!” 
JHN.18.9	Nyiya-jangka-jana Jijajiji kujaju wangkaja? Yangka kamparru-wiyi kujalparla wangkaja nyanungukupalanguku, wangkajarla, “Wapirra, yungunpaju nyampu-patu ngajuku yungurna-jana jintawarlayi-jiki mardarni tarnngangku-juku wajawaja-maninja-wangurlu. Kularna jintarlangu wajawaja-manu.”* Kuja-jangkanya-jana Jijajirliji yimi-ngarrurnu yapa-patukuju yungulu-jana kurdungurlu-wati yampimi puuly-mardarninja-wangurlu. 
JHN.18.10	Kujalpalu yurrkunyu-paturlu puta jirri-mardarnu Jijaji turnu-warnurlu yapangku, ngula-puruju Jimani Piitarluju junmalku kirrirdi wilypi-manu wartirli-jangka, ngula-kurlurluju langa jungarni-purdanji turl-pakarnu warrkini kujalparla warrki-jarrija Kayupuku. Warrkini yirdiji Malkuju. 
JHN.18.11	Ngula-jangka, Jijajirla wangkaja Piitaku, “Kuja-wangurlu yampiya! Pina-yirraka ngula junma kirrirdi wartirli-kirra! Kirdanarluju yilyajarni nyampu-kurraju palinjaku. Junga kujaju. Kapurna palimi. Kulalparnarla purda-nyanja-wangu warntarla-jarriyarla Kaatu-kujakuju.”
JHN.18.12	Ngula-jangkalurla Ruumu-wardingki-patu yurrkunyu-patu manu wiriwiri nyanungurra-nyangu manu yurrkunyu-wati Juwu-patu, ngulajulurla yarnkajalku Jijajiki, manulu yarnkanjarla rdaka-jarra puuly-mardarninjarla warurnu purdangirli-purdanji. 
JHN.18.13	Ngulalu kangu purlka-kurra yirdi-kirraju Yanaja-kurra. Jurdaljalparla nyinaja Kayupuku. Ngula-purujulpa nyinaja Kayupuju Maralypikingarduyu Wiri Ngardarri-kirlangu. 
JHN.18.14	Nyanunguju yangka-juku kuja-jana Kanjulukungarduyu-kariyi-nyanuku wangkaja kamparru-wiyi, “Kajirlipa pinyi nyampu wati jinta, ngula-jangka Ruumu-wardingki-paturlu kapulu-ngalpa Juwu-patu yampimi pinja-wangurlu. Kala kajirlipa yampimi pinja-wangurlu, kapulu-ngalpa muku pinyi panu-juku ngalipalku. Kujarlanyalparlipa pungkarla!”
JHN.18.15	Kujalu warrmarla-watirli Jijaji kangu Yanaja-kurlangu yuwarli-kirra, Piita manu kurdungurlu jinta-karilpa-pala puranja-yanu purdangirli-wanarlu Jijajiji. Kayupurlu milya-pungu yinyaju jinta-kari kurdungurlu. Kuja-jangkanya Jijajiji puraja kiirti-wanaju wita-kurra yarti-kirra. 
JHN.18.16	Piitaju kula yukajarra, lawa. Karrija-jukulpa kiirti-wana. Yangka kurdungurlu-karirli nyangu Piita karrinja-kurra kiirti-wana, ngula pina-yanu yarti-ngirliji, manu wangkajarla karntaku, “Milya-pinyi karna wati nyampuju, yirrpikarni kutu.” Ngula Piitaju kangurnu kaninjarni. 
JHN.18.17	Karntarla wangkaja Piitaku, “Yuwa, nyuntuju mayi Jijaji-kirlangu kurdungurlu?”
JHN.18.17	Piitarlu yalu-manu, “Yiii…lawa!”
JHN.18.18	Pirriya-nyayirnilpa mungaju karrija. Ngulalu warrkini-paturlu manu yurrkunyu-paturlu warlu wiri yarrpurnu. Ngulalpalu warru karrija purlku-karda. Ngula Piitaju-jana yanu ngulalpa warlungka karrija.
JHN.18.19	Yangka kujalu Jijaji kangu Yanaja-kurlangu-kurra, ngulangkuju payurnu Kayupurlu, “Ngana-patu nyuntu-nyangu kurdungurlu-patuju? Nyiya kanpa-jana pinarri-mani?”
JHN.18.20	Jijajirli yalu-manu, “Ngaju-jana yapakuju panu-puru-juku wangkaja yungujulu nyanyi manu purda-nyanyi. Pina-manurna-jana Juwu-patu-kurlangu jaaji-paturla manu Yuwarli Maralypirla. Yalirlanya kalu yapaju jinta-jarri. Kularna-jana yapaku ngajuju wuruly-wangkaja. 
JHN.18.21	Nyiya-jangka kanpaju payirni ngaju-nyangu kurdungurlu-patukuju ngaju-nyangu yimikiji? Payika-jana yapa-patu kujajulu purda-nyangu wangkanja-kurra. Milya-pinyi kajulu nyarrpa kujarna wangkaja. Ngula-jana payika!”
JHN.18.22	Ngula Jijaji kuja wangkaja, yurrkunyu jintangku wirlki pakarnu, wangkajarla Jijajiki, “Yuwa! Kulu-parnta-wangu nyinaka! Nyanununguju Maralypikingarduyu Wiri Ngardarri-kirlangu!”
JHN.18.23	Jijajirli yalu-manu, “Wurra, kularna nyarrpa-wiyi majuju wangkaja, lawa. Kajirna maju wangkayarla, ngulaju-jana yapa panuku yimi-ngarrika kujaju yangka kujarna maju nganta wangkaja. Junga karna-nyarra wangka, nyiyakulkunpaju pakarnu?”
JHN.18.24	Jijaji-kirlangu rdaka-jarraju warirninja-warnu-jukulpa karrija. Ngula Yanajarlu yilyaja wati jinta-kari-kirra yangka Kayupu-kurra.
JHN.18.25	Kuja-puru, Piitajulpa karrija-juku warlu-wanaju. Yapa panu-karirlili payurnu, “Yuwa! Nyuntuju mayinpa Jijaji-kirlangu kurdungurluju?”
JHN.18.25	Piitarlu-jana yalu-manu, “Lawa, kula ngaju!”
JHN.18.26	Warrkini jinta-karilpa karrija palka. Warrki-jarrijalparla Maralypikingarduyuku Ngardarri-kirlangu Wiriki. Warlaljalparla nyinaja yangkaku watiki kuja Piitarlu langa turl-pakurnu. Nyanungurluju payurnu Piitaju, “Yuwa! Nyangurnangku nyuntuju kaatinirla Jijaji-kirli!”
JHN.18.27	Piitarlu yarda ngarrurnu, “Lawa! Kulalparna palka karrija yalirlaju!” Kuja kuja yungka wangkaja, ngula-puru-juku jukujukuju purlaja.
JHN.18.28	Mungalyurru-wana rangkarr-kurlu kujalpa wantaju pardinja-yanurnulku, warrmarla-paturlulu kangulku Jijajiji wiri-kari-kirlangu-kurra Paliti-kirlangu-kurra yangka-kurlangu-kurra kujalpa-jana nyanunguju wiri nyinaja Jurdiya-wardingki-patuku. Juwu-patu wiriwirirlangulu yanu, kulalu yukaja Paliti-kirlangu yuwarli wiri-kirra. Kajili yukayarla nyampu yuwarli Juwu-wangu-kurlangu-kurra, ngulaju kulalu nganjarla kuyuju Pajapa Purlapa-puru. Kujanyalpa wangkaja Juwu-kurlangu kuruwarri. 
JHN.18.29	Palitiji wilypi-pardija yuwarli-ngirliji nyanungurraku wangkanjaku, payurnu-jana, “Nyiyakunkulu wati nyampuju kangurnu nyampu-kurraju? Punku mayi nyanunguju?”
JHN.18.30	Yalu-manulu, “Yuwayi, punku ngulaju. Kaji ngurrju nyinakarla, kularnangkulu kangkarlarni nyampu-kurraju!”
JHN.18.31	Paliti-jana wangkaja, “Kangkalu Juwu-kurlangu kuwurtu-kurra! Miimii-nyanjarlalu payika kuruwarri-kirlirli nyurrurla-nyangu-kurlurlu.”
JHN.18.31	Kala wangkajalurla, “Kulalparnalu kuja-jarriyarla, lawa! Nyurrurlarlu Ruumu-wardingki-paturlu kankulu-nganpa warla-pajirni pinja-kujaku wati-kijaku nyanungu-piya-kujaku. Ngarili kutu pungka warntawarntarla!” 
JHN.18.32	Ngulalurla kuja wangkaja Palitiki, nyampunya yimiji Jijajiji wangkaja kamparru-wiyi palinjakungarnti warntawarntarla.
JHN.18.33	Ngula Palitiji pina-yukaja yuwarli wiri-kirra, ngarrurnu-jana warrmarla-wati Jijajiki kanjarniki kaninjarni-kirra. Payurnu Jijajiji, “Junga nganta mayinpa nyuntuju Kingi Juwu-patukuju?”
JHN.18.34	Jijajirli yalu-manu, “Nyuntu mayi kanpa manngu-nyangu ngajujurna Kingi Juwu-patuku. Marda yapangku mardangku yimi-ngarrurnu ngajuju?”
JHN.18.35	Palitirla wangkaja, “Warungka-wangu karriya! Kularna ngaju Juwu. Nyuntu-nyangurlu Juwu-paturlu manu Maralypikingarduyu-paturlu Wiriwiri-watirlingkili kangurnu ngaju-kurraju yungurnangku miimii-nyanjarla payirni. Nyarrpa-jarrijanpa?”
JHN.18.36	Jijajirli yalu-manu, “Lawa! Rampal-manngu-nyanyi mayi kanpaju ngajuju? Ngajurna-jana Warlalja-Wiri yapa panuku kuja kalu nguru-kari nguru-karirla nyina. Kularna kingi-kari kingi-kari-piya kuja kalu-jana wiriwiri nyina nguru-kari nguru-karirlaku, lawa. Kajirna nyinakarla nyanungurra-piya, ngulaju ngaju kuja kajulu purami, kapujulu kunka-pardiyarla Juwu-patu wiriwiri-kijakuju.”
JHN.18.37	Ngularla Paliti wangkaja, “Yuwayi, mayi Kingi-pajirni kanpa-nyanu?”
JHN.18.37	Jijajirli yalu-manu, “Nyuntu kanpa wangka ngaju nganta Kingi. Ngajurna nyampu-kurra walya-kurra yaninjarla palka-jarrija yungurna-jana yapaku yimi junga wangkami. Nganangku-puka kaji purami yimi junga, yapa yalirliji kaju purda-nyanyi.”
JHN.18.38	Ngula Palitirli payurnu Jijajiji, “Nyiya yimi jungaju?”
JHN.18.38	Palitiji wilypi-pardija pina yuwarli-ngirliji kujalpalu yapa-patu karrija. Wangkaja-jana, “Ngajulurlurna wati nyampuju nyiyarningkijarra payurnu. Nyiyakulparna pungkarla? 
JHN.18.39	Pajapa-kari Pajapa-kari-puru, nyurrurlarlu Juwu-paturlu kankujulu payirni yungurna wati jinta wilypi-mani rdaku-ngurlu. Nganaku kankujulu payirni yungurna wilypi-maninjarla yilya rdaku-ngurluju? Kapu Jijajiki mayi yangkaku Juwu-patuku Wiri Kingiki?”
JHN.18.40	Yapa panulurla purlaja, “Lawarnalu Jijajikiji! Kuturralu pungka! Yungka-nganpa Parrpaja yungu wankaru yani!” Watiki yaliki kujalpalurla purlaja Parrpajaku, kala punku nyinaja kulu-ngawurrpa. Kala-jana pungu Ruumu-wardingki-wati.
