GEN.1.1	Puꞌun-puꞌun it langit baw banwa, giyuna it Ampuꞌang Diyus. 
JHN.8.28	Aypaꞌ maat siꞌ ni Jesus it kanira, “Basta makapatindeg mi na i krus nga pagraransangan it kanya nga Taga Langit nga Ipiyanganak it Taw, sikayan payan matantuwan mi nga talagang matuud i ipagsugid ku nga in siyu aku. Maꞌrutan mi nga egaytuy pagbuwaten ku nga kat sadili ku na lamang, in daꞌga pagꞌampangen ku, iyan nga ipagtulduꞌ it aken it Amaꞌ ku. 
JHN.8.29	Pirmi nga iba ku i nagtaꞌeg it aken. Ega pagpablagan ya aku, sabap it iyan i pirmi ku nga pagbuwaten, iyan nga magkasagyaan ya.” 
JHN.8.30	Dakel i namayaꞌ nga nakagneg ngaytit kanya.
JHN.8.31	Inaat ni Jesus i mga Judio ngayti nga namayaꞌ it kanya, “In pasigi pagsunud mit mga ipagtulduꞌ ku ngaytu, yay matuud, alagad ku nayan kamu. 
JHN.8.32	Makilalaan mi nayang banar i kamatuudan, baw iyan kamatuudan ngaytu, itu na i paliꞌwan it imyu.”
JHN.8.33	“Mga tungtung-inapuꞌ kami naga ni Abraham,” maat i tubag it mga Judio ngayti, “baw egay magkatanudan namen nga naꞌuripen kami it maski siyu. Ta unuka magkaꞌaat mu nga ipaliꞌwan kami?”
JHN.8.34	Maat siꞌ i tubag ni Jesus it kanira, “Matuud tuy ipagꞌaat ku ngaytut imyu, nga uripen it kasalaꞌan i in siyu-siyu nga magpasigi paꞌ nga muwat it kasalaꞌan. 
JHN.8.35	Taw nga uripen lamang, talagang egay kasiguruwan ya nga maneꞌteꞌ kanya kat pamalay-balay it agalen ya it seked kaꞌnu-kaꞌnung timpu. Temed iyan anak it agalen ngaytu, maneꞌteꞌ duꞌun it egay kaskedan. 
JHN.8.36	Basta aku, nga Anak ngaytu nga paꞌaaten, i paliꞌwan it imyu kat pagkaꞌuripen mi, siguradung liꞌwan kamu nayan nga matuud. 
JHN.8.37	Talagang urut ku nga mga tungtung-inapuꞌ kamu naga ni Abraham. Temed paribasay lamwat kamu, nga ega pagꞌintindiyen mi i mga ipagpanulduꞌ ku ngaytu, pagpaꞌresan mi aku nga maꞌimatay. 
JHN.8.38	Ipagsugid ku i mga naltegan ku duꞌut Amaꞌ ku. Atkayan nagay imyu, pagbuwaten mi i in unu-unu nga nagnegan mi duꞌut amaꞌ mi.”
JHN.8.39	Timnubag siꞌ i mga Judio ngayti, maat nira, “Si Abraham bay amaꞌ namen.”
JHN.8.39	“Ta in amaꞌ mi si Abraham,” maat ni Jesus ngayti, “ta unuka pagpasyangan mi i mga buwat yat kanya? 
JHN.8.40	Ka ungaytu ga, masyaduy kuꞌimatay mit aken, it ipagsugid ku lamang i kamatuudan nga nagnegan ku duꞌut Ampuꞌang Diyus. Ega yan atkayan i ki Abraham nga buwat. 
JHN.8.41	Iyan mga pagbuwaten mi, subung naga it buwat it amaꞌ mi.”
JHN.8.41	“Ega naga kami i lupaw,” maat siꞌ i tubag nira. “Ampuꞌang Diyus naga i Amaꞌ namen.”
JHN.8.42	“Ta in atkayan,” maat siꞌ ni Jesus ngayti, “in talagang mga anak kamu it Ampuꞌang Diyus, kaꞌilangan maꞌalen mi aku, sabap duꞌun it Ampuꞌang Diyus i giyaringan ku. Garing duꞌut kanya, naꞌasitu aku nat imyu. Ega naꞌasitu aku kat kaꞌirgan ku na lamang, in daꞌga matuud nga tiyaꞌeg ya aku. 
JHN.8.43	Unuka ega magkasepsepan mi i pagꞌaaten ku? Sabap siguru it ega kutanggapen mi i ipagpangadal ku ngaytu. 
JHN.8.44	Munugat si Satanas i amaꞌ mi. In unuy ireg ya, iyan i pagkubwaten mi. Yay matuud, mangingimatay kanyat taw garing paꞌ it tagnaꞌ baw kalaban it kamatuudan, ka ega talaga maparagan duꞌut kanya i kamatuudan ngaytu seked it kaꞌnu-kaꞌnu. In magꞌambut kanya, ta it yan nagay adat ya, sabap talagang maꞌambut kanya baw puꞌun kanyat kaꞌambutan. 
JHN.8.45	Temed paribasay kamatuudan i ipagsugid ku, aypaꞌ ka ega pagpamayaꞌnen mi aku! 
JHN.8.46	Ka siyu it imyu i magkamatuud nga nagkasalaꞌan aku? In talagang kamatuudan i pagꞌaaten ku, unuka ega pagpamayaꞌnen mi aku? 
JHN.8.47	Iyan kat Ampuꞌang Diyus nga mga taw, talagang magpagneg sira it ampang ya. Temed daꞌkamuy imyu kat Ampuꞌang Diyus. Aypaꞌ ka daꞌkamu magpagneg it ampang ya ngaytu.”
JHN.8.48	Inaat siꞌ si Jesus it mga Judio ngayti, “Daꞌga baꞌ matuud i pagꞌaaten namen nga Samaritano
JHN.8.49	“Daꞌku baytu pagpapulpugun it maraꞌe-raꞌet,” maat ni Jesus ngayti. “Paggalangen ku talagay Amaꞌ ku, temed kamu, egay galang mit aken. 
JHN.8.50	Egaytu magtulus aku it sadili kung kabantugan. Amaꞌ ku i baalaꞌ kayan. Kanya i magpanindeg it aken baw magꞌukuman it imyu. 
JHN.8.51	Kamatuudan tuy pagꞌaaten ku ngaytu, nga in siyu-siyu nga magpangaꞌgenan uyun kat mga ipagtulduꞌ ku ngaytu, ega na labayen yay kamataynen.”
JHN.8.52	Inaat siꞌ kanya it mga Judio ngayti, “Daꞌga baꞌ maꞌyag na nga magpulpug ka! Ka naꞌlay nang natay si Abraham baw mga prupitaꞌ. Ta unuka magkaꞌaat mu nga ega matay it seked kaꞌnu-kaꞌnu i in siyu-siyu nga magpangaꞌgenan uyun kat mga ipagtulduꞌ mu? 
JHN.8.53	Unu, mabantug ka paꞌ it amaꞌ namen ngaytu nga si Abraham? Natay na kanya, subung naga i mga prupitaꞌ. Unu baytuy tanud, in siyu na?”
JHN.8.54	Tumubag siꞌ si Jesus, maat ya, “In sadili ku i pagbantugun ku, talagang egay kapulusan kayan. Temed iyan Amaꞌ ku, kanya naga nga pagꞌaaten mi nga Ampuꞌang Diyus mi, kanya bay magpabantug it aken. 
JHN.8.55	Talagang ega magkakilalaan mi kanya. Temed aku, kilalang-kilala ku kanya. Ka in aaten ku nga ega kilala ku kanya, maꞌambut aku nga subung it imyu nga maꞌambut. Temed iyan i matuud it kilala ku kanya. Pagsunudun baw pagpanindegan ku i kumpur pagꞌaaten ya. 
JHN.8.56	Nakasagyay amaꞌ mi nga si Abraham iyan naꞌrutan ya nga maltegan yay aldaw it pamaꞌasitu ku. Talagang naltegan ya, aypaꞌ ka nakasagya kanya.”
JHN.8.57	Sabap siꞌ it iti ngayting inampang ni Jesus, inaat siꞌ kanyat mga Judio, “Ega pay limang pulung idad mu! Ta unuy ikiyalteg mut ki Abraham?”
JHN.8.58	Katubag siꞌ si Jesus, maat ya, “Ituy kamatuudan nga isugid kut imyu, parabir ipiyanganak si Abraham, may aku nang lagi.” 
JHN.8.59	Pagkagneg nira kayti, nagsigkuꞌmit nay mga Judio ngaytit batu ka batuun na kanya. Temed nagpalingeb-palingeb na si Jesus duꞌut katataawan ka nanliꞌwan na duꞌun it Templo ngayti.
JHN.9.1	Kaꞌsang magpanaw si Jesus, may napsagan ya nga beleg nga lalaki. Sekad yay beleg ya ngayti. 
JHN.9.2	Iningkut kanyat mga alagad ya ngayti, maat nira, “Manigtulduꞌ, siyu manggid i may kasalaꞌan ka sumakit i itung taw, beleg na? Unu kanya u mga giyaringan ya?”
JHN.9.3	Katubag si Jesus, maat ya, “Simnakit kanya nga beleg, ega sabap may kasalaꞌan ya u mga giyaringan ya, in daꞌga isaꞌun lamang matanyag kat bilug ya i guna it Ampuꞌang Diyus. 
JHN.9.4	Kaꞌilangan kita, buwaten tami i mga ipagpabwat it Ampuꞌang Diyus, kanya nga nagtaꞌeg ngaytit aken it paꞌasitu. Kaꞌilangan buwaten tami mintras egen tami paꞌ ka yay subuk aldawun. Sabap in patay na, ega nay rugar nga muwat, kabilangan ya delemen na. Ta, siyu pay makabwat? Daꞌga ega na? 
JHN.9.5	Kabilangan ku, piyakatidaw. Baw kaꞌlay ku ngaytu situt banwa, magsisigi nga pagꞌeyagan kuy pikiran it mga taw.”
JHN.9.6	Pagkaꞌampang ni Jesus kayti, mimbur kanya duꞌut lugtaꞌ. Piyabaraꞌ yang rusuꞌ i imburan ya ngayti, bawnga ipiyaꞌid ya duꞌun it mata it beleg ngayti. 
JHN.9.7	Pagkapaꞌid ya, maat ya, “Panaw, manraꞌmus ka duꞌut danum ngayting pagpangaranat Libtung it Siloe.” (Ireg sugiden it Siloe ngayti, tiyaꞌeg.) Namayaꞌ i beleg ngayti. Pagꞌuliꞌ ya duꞌut balay ya, magkalteg na kanya.
JHN.9.8	Pagkalteg it mga kamalay ya baw beken paꞌ nga nakalteg it kanya iyan magpaꞌildaw-ildaw paꞌ, maat nira, “Daꞌga baꞌ yanayay beleg ngayan nga magpaꞌildaw-ildaw?”
JHN.9.9	“Aaꞌ yanayan bayan!” maat it beken.
JHN.9.9	“Bilaꞌ, ega!” maat i beken. “Nakaslun lamang bayay rupa ya.”
JHN.9.9	Temed maat i lalaki ngayti, “Aku na ngaytu baytu!”
JHN.9.10	“Ta magꞌuꞌunu ka nakalteg? Unuka daꞌka na beleg?” maat it mga taw ngayti.
JHN.9.11	Katubag i lalaki ngayti, “Iyan taw ngayan nga pagpangaranat ki Jesus, binwat ya, nagbuwat it rusuꞌ bawnga ipiyaꞌid ya situt mga mata ku ngaytu. Pagkapaꞌid ya, inaat ya aku, ‘Panaw, manraꞌmus ka duꞌut Siloe.’ Piyamayaꞌ kuy inaat ya ngaytit aken. Naꞌaduꞌun aku bawnga nanraꞌmus. Pagkaraꞌmus ku, ta, atkaytu na, nga magkalteg aku na.”
JHN.9.12	“Ta ariyen nayan kanya?” ingkut nira siꞌ.
JHN.9.12	“Taꞌway in nagpaꞌunu na,” maat i tubag ya.
JHN.9.13	Piyabayaꞌ nira duꞌut mga Pariseo i beleg ngayti nga piyagayen ni Jesus. 
JHN.9.14	Aldaw it Kapaꞌnaan i pagbuwat ni Jesus it atkayti nga minwat it rusuꞌ baw nagpagayen it kanya. 
JHN.9.15	Siyumarya kanya it mga Pariseo it in magꞌuꞌunu magkalteg na kanya. “Ta yanayan baꞌ,” maat ya, “piyaꞌidan yat rusuꞌ i mga mata ku ngaytu, bawnga nanraꞌmus aku. Ta atkaytu na nga magkalteg aku na.”
JHN.9.16	Maat i beken nga mga Pariseo ngayti, “Talagang ega garing duꞌun it Ampuꞌang Diyus i iyang taw, sabap it ega pagꞌintindiyen yay Aldaw it Kapaꞌnaan ngaytu.” Temed beken, magꞌaat gasiꞌ nga magꞌuꞌunu makabwat it atkaytung mga tandaꞌanan nga kalililuꞌang bagay i esang makasalaꞌan? Sikayti ega siꞌ magparag-paragen sira it pagsugiden.
JHN.9.17	Aypaꞌ ka siyumarya nira sit sumaꞌup i taw ngayting beleg. “Ta ikaw,” maat nira, “it magkalteg ka na sabap, maat mu, piyagayen ka ni Jesus ngayti, ta, unuy masugid mu pasar it kanya?”
JHN.9.17	“Aaꞌ,” maat i tubag ya, “esa bayan kanyang prupitaꞌ.”
JHN.9.18	Ega magpamayaꞌ i mga pagbayaꞌen ngaytit mga Judio nga beleg kanya it tagnaꞌ paꞌ bawnga piyagayen, aypaꞌ ka ipiyatawag niray mga giyaringan ya. 
JHN.9.19	Pagꞌabut, iningkut nira nga magꞌaat, “Unuytu, anak mi i itung taw, baw unu, pagsakit ya, beleg nga matuud? Ta unuka kayti ega na beleg kanya?”
JHN.9.20	Katubag i mga giyaringan ya ngayti, maat nira, “Talagang anak namen baytung matuud, baw talagang pagsakit ya beleg nang lagi. 
JHN.9.21	Temed ega magkaꞌrutan namen in unuka magkalteg na kanya kayti, baw ega gasiꞌ magkaꞌrutan namen in siyuy nagpagayen ngaytit kanya. Magayen kanya nay ingkutun mi, tutal ega na waꞌwaꞌ kanya. Makasugid ya nayan it magayen i pasar it bilug ya.” 
JHN.9.22	Atkayti i pangampang it mga giyaringan ya ngayti ka magꞌiꞌlam sirat mga pagbayaꞌen ngaytit mga Judio, sabap may piyagꞌunyunan it mga Judio ngayti nga in siyu-siyuy liꞌwanan it si Jesus na ngayti i Cristo nga Manriribring Adiꞌ ngayang isiyanggup, awaꞌen na duꞌut papagsambaan nira. Ega na uyut it pagkaJudio. 
JHN.9.23	Aypaꞌ ka atkayti i tubag it mga giyaringan ya ngayti, nga magꞌaat, “Tutal ega na waꞌwaꞌ kanya. Kanya nay ingkutun mi.”
JHN.9.24	Aypaꞌ ka ipiyatawag nira siꞌ i beleg ngayti, ka iningkut nira siꞌ nga magꞌaat, “Kayti pagdedngegen kat Ampuꞌang Diyus. Aypaꞌ isugid muy kamatuudan, ka urut namen nga makasalaꞌan i iyang taw.”
JHN.9.25	Katubag siꞌ kanya, nga magꞌaat, “Ta ega bayan magkaꞌrutan ku in makasalaꞌan kanya baw ega. Basta iyan lamang i magkaꞌrutan ku, talagang beleg aku temed kayti magkalteg aku na. Daꞌku na beleg.”
JHN.9.26	“Ta unuy binwat it taw ngayti it imu? Magꞌuꞌunu piyagayen ya ikaw?”
JHN.9.27	Tumubag siꞌ kanya, maat ya, “Isiyugid ku na it imyu. Ega lamang pagpagnegan mi. Ta unuka ireg mi siꞌ nga magnegan it sumaꞌup? Unu, ireg mi gasiꞌ nga mabwat kamu nga mga alagad ya?”
JHN.9.28	Diniyampaꞌ nira na kanya, maat nira, “Ikaw bay alagad ya! Amen bilaꞌ, mga alagad kami ni Moises! 
JHN.9.29	Ka magkaꞌrutan namen nga piyakisugidan it Ampuꞌang Diyus si Moises, temed iyan nga taw, ega magkaꞌrutan namen in ari piyandungwatan ya kayan.”
JHN.9.30	Katubag siꞌ i beleg ngayti, maat ya, “Talagang kalililuꞌan yan, nga ega magkaꞌrutan mi in ari giyaringan ya kayan, takaꞌ piyagayen ya aku nga kayti daꞌku na beleg. 
JHN.9.31	Daꞌga baꞌ magkaꞌrutan ta nga ega pagtubagen it Ampuꞌang Diyus i mga makasalaꞌan, temed pagtubagen yay iyan nga magsamba it kanya it may galang baw magsunud it mga kaꞌirgan ya? 
JHN.9.32	Ka garing paꞌ it amulaꞌ pay banwa, ega pay nakapagayen it beleg nga sekad ya, kayti mana. 
JHN.9.33	Talagang egay mabwat it iyan nga taw nga mga atkaytu in daꞌga talagang garing kanya duꞌun it Ampuꞌang Diyus.”
JHN.9.34	Kaꞌampang siꞌ i mga Pariseo ngayti, maat nira, “Ipiyanganak ka nga makasalaꞌan nga banar.
JHN.9.35	Nabaritaꞌan ni Jesus nga taw ngayting beleg nga piyagayen ya, inimugaw nat mga Pariseo. Pagkaparag ni Jesus it kanya, iningkut ya nga magꞌaat, “Unu, magpamayaꞌ ka it kanya nga Taga Langit nga Ipiyanganak it Taw?”
JHN.9.36	Katubag i lalaki ngayti, maat ya, “Ay siyu bayan kanya, Agalen ku? Isugid mut aken isaꞌun mapamayaꞌ ku kanya.”
JHN.9.37	“Ta nakitaan mu nang lagi,” maat ni Jesus ngayti, “baw magpakisugi-sugid nat imu kayti.”
JHN.9.38	Yamanay naꞌampang it lalaki ngayti, maat ya, “Magpamayaꞌ aku nat imu, Ampuꞌan.” Bawnga nanluud kanya ka siyamba ya na si Jesus ngayti.
JHN.9.39	Miyampang siꞌ si Jesus, maat ya, “Limnampud aku situt banwa isaꞌun ukumanan i katataawan. Iyan mga beleg, makalteg sira, baw iyan nga magkalteg na, subuk mableg sira.”
JHN.9.40	Nagnegan tu it mga Pariseo nga duꞌun it tepad nira i iti nga inampang ni Jesus, aypaꞌ miningkut sirang lagi, nga magꞌaat, “Siguru daꞌkami baytu uyut it mga beleg ngayan nga paꞌaaten!”
JHN.9.41	Tiyubag sira ni Jesus, nga magꞌaat, “In beteꞌ uyut kamu nagat mga beleg ngayan, maꞌawaꞌ i kasalaꞌan mi nga ipagkaꞌukuman it imyu. Temed it paꞌaaten mi nga magkalteg kamut magayen, aypaꞌ ka asan pat imyu i kasalaꞌan mi.”
JHN.10.1	“Kamatuudan talagay ipagsugid kut imyu,” maat ni Jesus. “Iyan nga magseled duꞌun it antur it mga tupa nga magpamtes, nga ega duꞌut puwirtaꞌan i paglapasan ka in ari-ari na lamang i pagguꞌrapan, ega yay belag, mananakaw yan u in daꞌga manigpanrangpas. 
JHN.10.2	Temed iyan ega magpamtes, ka in ari-ari puwirtaꞌan duꞌun i seldan ya, kanya yan i manigꞌeper it mga tupa. 
JHN.10.3	Pagpasleden kanya it guwardiya it puwirtaꞌan, baw pagpapagnegan nga pirmi it mga tupa i gaꞌmaran ya. Saꞌnulun yay sadiling mga tupa it ingaranen ya, ka ipaliꞌwan ya sira duꞌut antur. 
JHN.10.4	Basta yan nakapaliꞌwan yay kumpur sadili ya, kanya nay duꞌut uꞌnaan baw dumasun nay mga tupa, ka magkatandaꞌan na niray gaꞌmaran ya. 
JHN.10.5	Temed talagang daꞌsira magbayaꞌ it beken. Mamagpalagyu ga in may belag, ka ega magkakilalaan niray gaꞌmaran ya ka ega gaꞌmaran it manigꞌeper nira.” 
JHN.10.6	Alimbawa i iti nga inampang ni Jesus, temed ta, ega nasepsepan niray pagpaꞌulugan.
JHN.10.7	Aypaꞌ saꞌup siꞌ nga inaat ni Jesus i mga taw, “Matuud i iꞌaat kut imyu, nga aku i bilang puwirtaꞌan nga paglapasan it mga tupa. 
JHN.10.8	Dakel i nakauꞌna it aken nga mga manigtulduꞌ nga egay pupudir nira nga garing duꞌut Ampuꞌang Diyus. Subung sirat mga mananakaw baw manigpanrangpas ka magꞌagaw it pamayaꞌ it katataawan. Temed ega inintindi sirat mga bilang tupa ku. 
JHN.10.9	Aku i bilang puwirtaꞌan. Kumpur semled situt aken, ka aku nay pagpamayaꞌnen baw pagsarigan ya, siguradung maribri. Tarimaen ku kanyat magayen, nga subuk pagtarima it manigꞌeper it mga tupa it magseled, magliꞌwan, isaꞌun ega maꞌunu, in daꞌga maparagan yang pirmi i magagayen nga pagpasturan. 
JHN.10.10	Iyan inaat ku nga bilang mananakaw, egay beken nga pagꞌengden ya, kutakaw, kuꞌimatay baw manranggaꞌ. Temed aku, naꞌasitu aku isaꞌun iyan mga bilang tupa ku, mabgayan ku it kaꞌgenan, baw kaꞌgenan nga ibgay ku, talagang ega basta-basta.”
JHN.10.11	“Akuy subrang magayen nga manigꞌeper. Kamatuudan it magayen nga manigꞌeper, sabap lamang it mga tupa ibgay ya i pati ginawa ya. 
JHN.10.12	Temed in yay magꞌeper, pagtangdanan lamang nga ega tagpuꞌun it mga tupa, basta may maltegan yang magꞌaꞌabut nga bunglun, egay beken malagyu na yan. Tananan yang lagi i mga tupa ngayti. Aypaꞌ buwat it bunglun, temkeb na. Ta magtariwanak nay mga tupa ngayti. 
JHN.10.13	Magpalagyu i pagtangdanan ka ega sadili ya i mga tupa, aypaꞌ egay raras yat kanira.
JHN.10.14+JHN.10.15	Aku i magayen nga manigꞌeper. In magꞌuꞌunu magkakilalaan akut Amaꞌ baw kanya kilala ku gasiꞌ, atkayan naga magkakilalaan ku i sadili ku nga mga tupa, baw magkakilalaan nira gasiꞌ aku. Baw talagang ibgay ku i ginawa ku sabap lamang it kanira. 
JHN.10.16	May mga tupa ku pang beken nga magpuyrat mga itu ngaytu nga kat antur na ngaytu. Kaꞌilangan ipaꞌuyut ku gasiꞌ sira it pagꞌaypeten ku. Pagnegan nira gasiꞌ i gaꞌmaran ku, isaꞌun sang siraan nat dati nga mga tupa, baw esa-esa gasiꞌ i manigꞌeper nira.
JHN.10.17	Pagmaꞌalen akung banar it Amaꞌ ku sabap it ituꞌun ngaytu, nga ibgay kuy ginawa ku isaꞌun mabaiꞌ ku nagat sumaꞌup. 
JHN.10.18	Egay taw nga makagtas it ginawa ku, in daꞌga ituy kaꞌirgan ku nga ibgay. Aku i magtatagpuꞌun it ginawa baw may guna ku nga ibgay i ginawa ku baw baiꞌen it sumaꞌup. Itu gasiꞌ i taꞌeg it aken nga garing duꞌun it Amaꞌ ku.”
JHN.10.19	Sabap it iti nga inampang ni Jesus, ega siꞌ magparag-paragen i mga Judio. 
JHN.10.20	Dakel it kanira i magꞌaat, “Talagang pagpapulpugun kanyang matuud it maraꞌe-raꞌet. Unuka pasibangayan mi yat pagneg i magpulpug ngayan?”
JHN.10.21	Temed iyan beken magꞌaat nga, “Ega bayan atkayang kagagayen it pagꞌampangen in pagpapulpugun it maraꞌe-raꞌet. Unu, makapagayen it beleg i maraꞌe-raꞌet?”
JHN.10.22	Panagramig na nga timpu i magkadnganan it pistaꞌ duꞌut Jerusalem it Pistaꞌ nga Pagpaꞌega-basta-basta it Templo. 
JHN.10.23	Magpanaw si Jesus duꞌun it pagꞌaꞌatpan nga pagpangaranan it Portico ni Solomon, nga duꞌun it Templo ngayti. 
JHN.10.24	Liniputan kanya it mga Judio baw inaat nira kanya, “Seked it kaꞌnu baytu paglibegen muy pikir namen? Kaꞌilangan in talagang ikaw nay Cristo ngayang isiyanggup nga Manriribring Adiꞌ, irapar mu na.”
JHN.10.25	Katubag si Jesus, maat ya, “Unu pay paꞌaaten mi it nakasugid ku nat imyu? Salaꞌ mi mana it ega pagpanangden mi. Iyan mga pagbuwaten ku kat ngaran it Amaꞌ ku, yanay magpamatuud pasar it aken. 
JHN.10.26	Temed it subung nat pagꞌaaten ku ngayan nga ega pagpamayaꞌnen mi sabap it ega kaꞌuyutan kamu it mga tupa ku. 
JHN.10.27	Magpagneg it gaꞌmaran ku i mga tupa ku. Magkakilalaan ku sira, baw magdasun sira gasiꞌ it aken. 
JHN.10.28	Pagbegayan ku sira it kaꞌgenan nga egay kaskedan baw seked it kaꞌnu-kaꞌnu daꞌsira maꞌilang. Baw daꞌsira maꞌagaw it maski siyu situt aken. 
JHN.10.29	Ka iyan Amaꞌ ku nga minggay it kanira situt aken, landaw kanya nga gunaan, nga egay kasbung. Talagang daꞌsira maꞌagaw it maski siyu duꞌun it Amaꞌ ku. 
JHN.10.30	Ka aku baw Amaꞌ ku, sang kagina-ginawaan lamang.”
JHN.10.31	Pagkagneg it mga Judio ngayti, nagsigkuꞌmit siꞌ sirat batu, ka pagkubatuun nira siꞌ kanya. 
JHN.10.32	Egay beken inaat sira ni Jesus, “Dakel nga mga magagayeng buwat nga garing duꞌut Amaꞌ nga ipagpalteg kut imyu. Ta ariyen kat mga buwat ngaytu i ega magkapakay mi, aypaꞌ ka pagkubatuun mi aku?”
JHN.10.33	Tiyubag kanyat mga Judio nga magꞌaat, “Ega sabap duꞌun it mga magagayen ngayting buwat i pagkubatuwan namen it imu, in daꞌga sabap duꞌun it pagꞌagawun muy kabantugan it Ampuꞌang Diyus, nga magpaDiyu-Diyus ka it taw ka lamang nga manengteng.”
JHN.10.34	Timnubag si Jesus, “Daꞌga baꞌ magsusurat naga duꞌun it mga kaꞌurdinan mi ngayang magꞌaat, ‘Inaat ku nga mga diyus kamu.’
JHN.10.35	Mga diyus i panaꞌwag it Ampuꞌang Diyus, duꞌut kasuratan ngayti, it mga taw nga pagpakarguꞌan yat mga ampang ya. Talagang basta inaat it kasuratan, egay kalipasan ya. Ega mapakay nga baliwalaꞌen i paꞌaaten ya. 
JHN.10.36	Ta it aku, piniliꞌ baw tiyaꞌeg it Amaꞌ nga paꞌasitut sinirungat langit, magꞌuꞌunu mi maꞌaat kayti nga magpangambuꞌ aku it pagkaDiyus kat inaat ku nga aku i Anak it Ampuꞌang Diyus? 
JHN.10.37	In beteꞌ ega pagbuwaten kuy buwat it Amaꞌ ku, ega mi aku pamayaꞌnen. 
JHN.10.38	Temed in pagbuwaten kuy buwat ya ngaytu, maski ega pagpamayaꞌnen mi aku, kaꞌilangan nga pamayaꞌnen mi i mga pagbuwaten ku ngaytu ka sikayan mi matantuwan baw masiguru nga aku baw Amaꞌ ku, sang kagina-ginawaan kami.”
JHN.10.39	Pagkagneg nira kayti, kudakpen nira siꞌ si Jesus, temed it nagpaꞌalikaꞌsut naga kanya.
JHN.10.40	Nagpaꞌuliꞌ siꞌ si Jesus duꞌun it sang dipag it Jordan, duꞌut rugar nga uꞌna-uꞌnang piyamawtisan ni Juan. Nagtinir kanya duꞌun. 
JHN.10.41	Dakel nga nagpaꞌaduꞌut kanya. Maamaatan sira nga, “Si Juan, egay binwat ya nga tandaꞌanan nga kalililuꞌang bagay, temed matuud i muꞌsa nga pagꞌaaten ya pasar it itu nga taw.” 
JHN.10.42	Dakel i mga taw duꞌun kayti nga namayaꞌ it ki Jesus.
JHN.11.1	May esang taw nga magsarut, pagpangaranan it ki Lazaro. Duꞌun i pagtataꞌidan yat Betania. Yamanay iba ya, duwa nga sulsug yang mga babay nga si Maria baw si Marta. 
JHN.11.2	Si Maria na ngayti, mabut i aldaw nga muꞌbuꞌ kanya it babangluun duꞌun it aꞌay it Ampuꞌan nga si Jesus bawnga tarapuwan yat buꞌuk ya.
JHN.11.3	aypaꞌ binwat it duwa ngayting mga sulsug yang babay, may tiyaꞌeg nira nga paꞌaduꞌut ki Jesus, taban i ampang nira nga magꞌaat, “Ampuꞌan, magsarut i iba-iba mu nga pagmaꞌalen mu.”
JHN.11.4	Pagkatuturan duꞌut ki Jesus, maat ya, “Ega bayan kamataynen i baraꞌan it iyan nga sarut. Nagꞌabut lamang yan isaꞌun mabantug i Ampuꞌang Diyus baw sabap gasiꞌ it ikabantug it Anak it Ampuꞌang Diyus.” 
JHN.11.5	Pagmaꞌalen talaga ni Jesus i namagsulsu-sulsugun ngayting tulu nga si Marta, si Maria baw si Lazaro na ngayti. 
JHN.11.6	Temed maski naꞌrutan na ngayti ni Jesus nga magsarut si Lazaro, ega napanaw kanyang lagi, in daꞌga nakadwa paꞌ, 
JHN.11.7	bawnga inaat yay mga alagad ya ngayti, “Paꞌaduꞌun tami siꞌ it Judea.”
JHN.11.8	“Aa bilaꞌ, Manigtulduꞌ,” maat it mga alagad ya ngayti. “Daꞌga baꞌ may kapira paꞌ kayti, pagkubatuun ka ngayat mga pagbayaꞌen tami nga mga Judio? Ta unuka kuꞌaduꞌun ka siꞌ?”
