MAT.1.1	Ибрайымның урпағы, Даўыттың урпағы Ийса Масихтың
ACT.16.14	Тыңлаўшылар арасында Тиатира қаласынан келген, қымбат баҳалы гезлемелерди сатыўшы Лидия атлы бир ҳаял бар еди. Ол Қудайға сыйынатуғын еди. Павелдиң сөзлерине қулақ салыўы ушын, Ийемиз оның кеўлин ашты. 
ACT.16.15	Лидия үй-иши менен бирге суўға шомылдырылғаннан соң, бизлерди үйине мирәт етип: «Мени Ийемизге исенеди, деп есаплайтуғын болсаңлар, келиңлер, үйимде болыңлар», – деп бизлерди көндирди.
ACT.16.16	Бир күни бизлер дуўа ететуғын жерге баратырғанымызда, палкерлик пенен шуғылланатуғын жаўыз руўхлы бир шорыға дусластық. Бул қыз палкерлик пенен хожайынларына көп пайда келтиретуғын еди. 
ACT.16.17	Ол Павел менен бизлердиң изимизге түсип:
ACT.16.17	– Бул адамлар – Қүдиретли Қудайдың хызметшилери, олар сизлерге қутқарылыў жолын жәриялап атыр! – деп бақырып жүрди.
ACT.16.18	Бул көп күн тәкирарланды. Ақырында Павелдиң жанына тийип, ол арқасына бурылды да, қыздың ишиндеги жаўыз руўхқа:
ACT.16.18	– Ийса Масих аты менен буйыраман: оннан шығып кет! – деди.
ACT.16.18	Жаўыз руўх қыздың ишинен дәрҳал шығып кетти.
ACT.16.19	Шорының хожайынлары пайда көриўден үмитлериниң үзилгенин билип, Павел менен Силаны услап алды да, базар майданындағы басшыларға сүйреп апарды. 
ACT.16.20	Оларды Рим ҳәкимлериниң алдында турғызып:
ACT.16.20	– Мына яҳудийлер қаламызды астан-кестен етпекте. 
ACT.16.21	Биз римлилерге қабыл етиўге де, орынлаўға да болмайтуғын үрп-әдетлерди жәриялап жүр, – дести.
ACT.16.22	Халық та оларға қосылып, елшилерге қарсы шықты. Ҳәкимлер Павел менен Силаның кийимлерин жыртып шештирди де, таяқ пенен сабаўға буйрық берди. 
ACT.16.23	Оларды көп сабатқаннан соң, қамаққа салдырды ҳәм қамақхана хызметкерине оларды жақсылап қараўыллаўды буйырды. 
ACT.16.24	Усындай буйрық алған қамақхана хызметкери оларды қамақхананың ишки бөлмесине қамап, аяқларын буғаў менен қысып таслады.
ACT.16.25	Түнниң орталарында Павел менен Сила дуўа етип, Қудайды алғыслайтуғын қосық айтып отырған еди. Басқа тутқынлар да оларды тыңлады. 
ACT.16.26	Бирден жер қатты қозғалып, қамақхананың тырнағы силкинди ҳәм сол ўақытта-ақ барлық қапылар ашылып, ҳәммениң шынжырлары шешилип кетти. 
ACT.16.27	Уйқыдан оянған қамақхана хызметкери қамақхананың қапыларының ашық екенин көрди. Тутқынлар қашып кетти, деп ойлаған ол өзин өлтирмекши болып, қылышын суўырып алды. 
