GEN.1.1	Yakapde hikngä Anätutä kepkät yekäpkät yawän yiwikin. 
GEN.34.20	Ge Hamorkät wawakngä Sekemkät taun yiwixaying notnä wam yänihimäläkge, taunde yämä däkäne kukumäläk.
GEN.34.21	Ku using yänikumäläk. “Äminu uläkwäxu notnin däkngäningge tahakaying. Kewu awomu inulung. Ge täke pena, ane tihikuxäwik yiwitning. Tixawän mängälä itäne nanä päxätna, yäkwäle nindäne päning. 
GEN.34.22	Tiwändeyä using niniying. ‘Nindä gupnin matäkumäng usinggän, ginkäyä wäwi undä gupsä matänong. Using tahawäyä, ninkät ginkälu u äminuninggän däkngake yiwitnim,’ yang niniying. 
GEN.34.23	Ge using tahakengä, ile kälap äwä hängäläpä itäne yangu, ninkäyä towikngä däknganim. Ge ‘Täke’ yangu yänina. Tiwän ixät ninkät yiwitnim,” yang yänikumäläk.
GEN.34.24	Yawät äminu undä yämä däkäne yiwikinu ‘Täke’ yake, wäwi taunune nanä undä gupnä matäkin.
GEN.34.25	Täpduxu 3 gwendä apän, wäwi undä tokngä däkä päke, ‘Ämindä ämbänihipning?’ yangu donatäke yiwixawä, Jekopde wawaxu, haminä Dainale natäke, Simeonkät, Livaixätdä sänggwanä päke, taunune ko, wäwi undä sipät kumgin. 
GEN.34.26	Hamor, wawakngä Sekem yangkäyä sänggwatä matäwät kungäxawät, ko Daina Sekemde yolunetä täke, epuxukumäläk.
GEN.34.27	Tiwänä Jekopde wawakgä using natäpgin. “Sekemdä hamininde gutongä täknga taunu anggäpangune tahakut,” yake, ko äminu axumginä dayike, taunune nanäle hängälapä undä päkin. 
GEN.34.28	Sipsipnä, memenä, towiyä gämänä, dongginä äwä hängä undä taunune yiwikin, äwä songäne yiwikin yang päkin. 
GEN.34.29	Tixäwik hängä nomän täpäläpä, mängälä, engang, äwä hängä yotkätan yiwikinunin yangu undä päkin.
GEN.34.30	Tiwänä Jekopdä wawakngä Simeonkät Livaixälu using yänikut. “Gitdä meyä täknga namikamäläk. Peres nanä, Kenan nanä yangu kewu awomune yiwixayinggä nandupä, nä wäyi ämin tinanggenggak. Ninu äminu meyändo. Undätä anihipningge yanggatäke apungu, ninu undä nihipä kumnimunin,” yang yänikut.
GEN.34.31	Tiwän yäkwäle using inikumäläk. “Haminilu Sekemdä kukäle täke tihikukulu täke?” yang inikumäläk.
GEN.35.1	Anätutä Jekowu using inikut. “Gä payäka Iso teke datäkuxawi, nä Anätu Betel apuke gandupgum. Ge awomu teke, une päko yiwixäwik, alta gwendu näle tahayo,” yang inikut.
GEN.35.2	Tiwänä Jekopdä inäxät nana äwä ixät yiwixaying yangu undä using yänikut. “Hängä womdune nanätä ‘anätunin’ yake, ämindäkän kwätälukinä päkinu uläpäläpä amumbä kunong. Tiwän gutongä täkngaläknga teke, käluk däkngake, u tahaningge tuwängge, täwiksä käluk pahanong. 
GEN.35.3	Tiwänä Betel kopnim. Ko alta Anätule tahawit. Sänesäneka tihikukumune, meyä päkum gwenggwenune yangu Anätu näxät tihikuxäwik, gatängamikut,” yang yänikut.
GEN.35.4	Ge hängä womdune nanätä “anätunin” yake ämindäkän kwätälukinä päkinu uläpäläpä äwä mäläkäpä mäläkngäne pekin yangu undä, Jekopde imikin. Imä, Jekopdä pa kupäha bimä Sekemde wäkngäsim yiwixaxu undäkäle kematde kwayipekut.
GEN.35.5	Tikengä kewu uwomu teke kukin. Kuxawä Anätutä pahawän, äminbamu yotyolu uwomune nanä naxäla hikngä natäke, doxu yäwakin. 
GEN.35.6	Tixawän Jekop äwä äminu undä ixät kukin yangu kuhika, taunu Lus kondopgin. Lus taunu unggäpangu Kenankätan yiwikut. Äpmanu unggäpangu Betel yang inikaying. 
GEN.35.7	Lus taun kondoke, Jekopdä alta gwenu tahake, kewu uwomu umanä El-Betel
GEN.35.8	Tiwänä Jekopde mingä Rebekale puyä äminu Debora une kupän, pa kupäha bimä Betelde amusikäwut yiwixak däkäne kwayikin. Kwayike pa undäkä umanä “Alon-Bakut” 
GEN.35.9	Jekowu Mesopotemia teke apänä, Anätutä hipdu apu, wam gwalängu using imikut. 
GEN.35.10	“Gä umanda Jekop. Tiwändeyä äpmanu Jekop yangu dongganikaning. Tike Israel yang ganikaning,” yang inikut. Using yake, umanä Israel yang inikut.
GEN.35.11	Tikengä unetäkänu using inikut. “Nä Anätu Kitokngäna Käyä Täpä. Nätä äpme tahawa, gäle bapuka meyä sakngälake, kantri inäinä päke yiwitning. Tixäwik bapuka täpätuyi kingge yiwitning. 
GEN.35.12	Tixawän kewu Abrahamkät Aisakätde yämitde yänikumu, gäle äpme gamit. Tikengä bapukalexäyä uwomuningänu äpme yämit,” yang inikut. 
GEN.35.13	Inike, Jekowu wam inikulu uwomune yiwixawän, teke kukut.
GEN.35.14	Tiwän kewu Anätutä wam inikulu uwomune, Jekopdä huwu belakngä gwendu täke, mahande kaxäwik natäpningge, däm täpän enakut. Täpän enawän, huwu unggwenu ofale wain yanggätä pingyapmike, olip yanggätäxäyä hipdu pingyapmikut. 
GEN.35.15	Kewu Anätutä wam inikulu uwomu, Jekopdä umanä Betel yang inikut.
GEN.35.16	Tiwänä Betel teke kuhika, taunu Eprat kuningge kukin. Kuxäwik Reselu engang kake täpikge tahawän malixawän, tokngä däkä päkut. 
GEN.35.17	Tinggawän mängälä anggatängämikge yiwixak täpätä using inikut. “Manaxälayo. Wawakga täpätu dukngikgaläk,” yang inikut. 
GEN.35.18	Tiwän Reselu axupikge tixäwik, mepme wäsekngä pexäwik, umanä Benoni yang inikut. Tiwändeyä nanätä umanä Bensamin yang inikut.
GEN.35.19	Reselu axupän, Epratde kahit kwayimune kwayikin. (Eprat yangu Betlehemde umanu tupä nanä täknganin.) 
GEN.35.20	Tiwän Reselde mätmälune, Jekopdä huwu gwendu däm täpän enakut. Huwu unggwenu Reselde mätmatde tuwängge äpmankäyä ayiwixak.
GEN.35.21	Israelu
GEN.35.22	Kewu uwomune yiwihika, Rubendä nanäle puyä äminu mängälä Bilha uläpäxät kopän yiwikumäläk. Tiwänä Israelu yawä natäpgut.
GEN.35.22	Jekopde wawaxu unekänu 12. 
GEN.35.23	Leale wawaxu Ruben, Simeon, Livai, Juda, Isakar, äwä Sebulun yang. Jekopde wawaxu yakap täpä Ruben. 
GEN.35.24	Tiwän Reselde wawaxu Josepkät Bensaminkät. 
GEN.35.25	Tiwän Bilha, Reselde puyä äminde yiwikut täpäle wawaxu Dankät Naptalixät. 
GEN.35.26	Tiwän Silpa, Leale puyä äminde yiwikut täpäle wawaxu Gatkät Aserkät. Wawaxu aläkwäxu undä, Jekopdäne, Jekowu Mesopotemia yiwixäwik towikulunin.
GEN.35.27	Jekowu nanä Aisakge Mamre kukut, Abrahamkät Aisakät tupä yiwikumäläk womune. Mamre Kiriat Arba taunde wäkngäsim. (Kiriat Arba yangu taunu Hebronde umanu tupä nanä täknganin.) 
GEN.35.28	Aisaxu krismasnä 180 yiwikut. 
GEN.35.29	Äminäläke hikngä tikengä kungäke, bapunä tupä kungäke päku yiwixakinunekän kukut. Tiwän wawakngä Isoxät Jekopkätdä kwayikumäläk.
GEN.36.1	Wamu aläknga Isole bapunätäne. Isole umanu täkngatu Idom. 
GEN.36.2	Iso mängätnä Kenan nanä päkut. Täpätu umanä Ada, Hit nanä Elonde yäpa. Tiwän täpätu umanä Oholibama, Anale yäpa tiwän Hiwi nanä Sibeonde bapunä. 
GEN.36.3	Tikengä Basemat, Ismaelde yäpa, tiwän Nebaiotde haminu mahandeyä täkut.
GEN.36.4	Adale wawaxu Elipas. Tiwän Basematde wawaxu Ruel. 
GEN.36.5	Tiwänä Oholibamale wawaxu Jeus, Jalam, äwä Kora yang. Wawakngä uläkwäxu, Isotä Kenan yiwixäwik towikulunin.
GEN.36.6	Isotä mängätnä, wawakngä, yäpanä, äwä ixät yiwixaying ämin, kälapnä äminsak, äwä hängäläpä Kenan kep womune yiwixäwik päkulunin yangu undä päke, notnä Jekowu teke, kewu malä womdune päku yiwikut. 
GEN.36.7	Isoxät Jekopkätde kälawu äminsaxu meyä hikngä tinggäwä, kewu itä yiwikumäläxu uwomu, songäsongä kälawu undätänetä nänangäsä dolikut. Tiwän kewu uwomunekänu yiwitnangäsä dolikut. 
GEN.36.8	Tinggäwän Iso bä Idomu hängänä undä päke, Seirkätanu täwalnä käyä womune päku yiwikut.
GEN.36.9	Wamu aläknga Isole bapunä kewu Seirkätanu täwalnä käyä uwomune alakin täkwäkgäne. Äminu uläkwäxu äpmanu Idom nanä yang yänikaying. 
GEN.36.10+GEN.36.11+GEN.36.12+GEN.36.13	Isole mängälu Adatä wawakngä Elipas dukngikut. Tiwänä Elifasde wawaxu Teman, Omar, Sepo, Gatam äwä Kenas yang. Elipasdä mängätnä täpätuxäyä hipdu täkut. Umanä Timna. Tiwän itä Amalek dukngikut.
GEN.36.10+GEN.36.11+GEN.36.12+GEN.36.13	Isole mängälu Basematdä wawakngä Ruel dukngikut. Tiwänä Ruelde wawaxu Nahat, Sera, Sama äwä Misa yang.
GEN.36.14	Isole mängälu Oholibama, Anale yäpa, tiwän Sibeonde bapunä uläpätä wawakngä dukngikulu Jeus, Jalam, äwä Kora yang.
GEN.36.15+GEN.36.16	Isole bapunä täpätuyi yakap äminde Idom yiwikinde wam. Elipasu Isole wawaxu yakap täpänin. Wawaxu itä towimbän, yakap äminde yiwikinu umanä Teman, Omar, Sepo, Kenas, Kora, Gatam, äwä Amalek, yang. Äminu aläkwäxu Isole mängälu Adale ayinä.
GEN.36.17	Isole wawaxu täpätu Ruel. Ile wawaxu yakap äminde Idom yiwikinu umanä Nahat, Sera, Sama, äwä Misa yang. Äminu aläkwäxu Isole mängälu Basematde ayinä.
GEN.36.18	Isole mängälu Oholibamale wawaxu yakap äminde yiwikinu umanä Jeus, Jalam, äwä Kora yang. Oholibama Anale yäpa. 
GEN.36.19	Äminu aläkwäxu, Iso bä Idomde bapunä inäinäne yakap äminde yiwikin äminunin.
GEN.36.20	Äminu kewu uwomune yakap yiwikinu, Seir Hor nanä uläpäle bapunä. Seirde wawaxu Lotan, Sobal, Sibeon, Ana, 
GEN.36.21	Dison, Eser, äwä Disan yang. Seirde wawaxu uläkwäxu Idomkätanu inä bapunäle yakap äminde yiwikin.
GEN.36.22	Lotande wawaxu Horixät Hemamkät. (Lotande haminu Timna.)
GEN.36.23	Sobalde wawaxu Alwan, Mahanat, Ebal, Sepo, äwä Onan yang.
GEN.36.24	Sibeonde wawaxu Aixät Anaxat. Ana uläpätä nanäle donggi songäsongä näningge päke kuke, yanggä tokngä akokayingu däkätu kakut.
GEN.36.25	Anale wawaxu Dison, tiwän yäpanä Oholibama.
GEN.36.26	Disonde wawaxu Hemdan, Esban, Itran, äwä Keran yang.
GEN.36.27	Eserde wawaxu Bilhan, Sawan, äwä Akan yang.
GEN.36.28	Disande wawaxu Uskät Arankät.
GEN.36.29+GEN.36.30	Ge Hor nanä uläpäle wawaxu Seirkätanu bapunä inäinäne yakap äminde yiwikinu, Lotan, Sobal, Sibeon, Ana, Dison, Eser, äwä Disan yang.
GEN.36.31	Israel nanä kingge doyiwikin gwenggwenkätanu, Idom nanäle kingge yiwikinu umanä using. 
GEN.36.32	Bela Beorde wawakgä Idomde kingge yiwikut. Taunäle umanu Dinhaba.
GEN.36.33	Yiwihika Belatä kungäxawänu, kingge Jobap Serale wawakgä yiwikut. Sera taunu Bosra nanä.
GEN.36.34	Jobapdä kungäxawänu, kingge Husamu Teman nanä uläpätä yiwikut.
GEN.36.35	Ge Husamdä kungäxawänu, kingge Hadat Bedatde wawakgä yiwikut. Hadalu Midian nanä Moap ku sipgut täpänin. Taunäle umanu Awit.
GEN.36.36	Ge Hadatdä kungäxawänu, kingge Samla, Masareka nanä uläpätä yiwikut.
GEN.36.37	Ge Samlatä kungäxawänu, kingge Saul, taunu Rehobot nanä uläpätä yiwikut. Taun Rehobolu yanggä dupine inälängän.
GEN.36.38	Ge Sauldä kungäxawänu, kingge Balhanan, Akborde wawakgä yiwikut.
GEN.36.39	Balhananu, Akborde wawakgä kungäxawänu, kingge Hadardä däkngake taunu Pau yiwikut. Hadarde mängälu umanä Mehetabel. Mehetabelu Matretde yäpa. Matrelu Mesahapde yäpa.
GEN.36.40+GEN.36.41+GEN.36.42+GEN.36.43	Isole bapunä sakngälake, kewu Idomkätanu inäinä päke yiwikin. Bapunä inäinä yakap äminde yiwikinu umanä using: Timna, Alwa, Jetet, Oholibama, Ela, Pinon, Kenas, Teman, Mapsa, Makdiel äwä Iram yang. Äpmanu äminu Idom nanä yang yänikayingu, Isole bapunä.
GEN.37.1	Jekowu kewu nanätä yiwikulune Kenan yiwikut.
GEN.37.2	Jekopde wawakge wam. Josewu krismasnä 17 using tixawän, Josepkät notnä täkwäkguxät nanäle sipsip daying yiwikin. Notnä uläkwäxu nanäle mängälu Bilha, Silpa yangge wawak. Tixäwik notnätä gutongä dasingga pahawä dayipgulu, nanä apu inikut.
GEN.37.3	Israelu
GEN.37.4	Nanätä Josepdekän bänip gwaläng hikngä natäpän kake, notnätä Josewu mähemähe kaxäwik, wamu kätaxu doinikakin.
GEN.37.5	Gwendune Josepdä dambu täkngatu tike enake, notnä yäniwän natäke, mähemähe hikngä une kakin. 
GEN.37.6	“Dambu täkngatu using tit,” yake using yänikut. 
GEN.37.7	“Ninu undä puyä tängätune wit
GEN.37.8	Tiwänä payänätä inikin. “Gä ninde yakapde yiwike, nindung yiwiläk?” yake, dambu ulike yänikutde, mähemähe hikngä kakin.
GEN.37.9	Josewu dambu täkngatuxäyä hipdu tike, payänä using yänikut. “Äpmanu dambu täkngatu kaxäwa, gusit, yekäp äwä kuminamu täkwäkgu 11 yanggä näle sopäsopä puke, däme kepkätan päpu yamäying,” yang yänikut.
GEN.37.10	Tiwänä nanätä natäke, “Ina dambu tiläk?” yake ininggämätake, “Mingga, nä äwä notda yanggä gäle apuke, sopäsopä puke, dämäninu kepkätan päpu yamnim?” yang inikut. 
GEN.37.11	Tiwän payänä täkwäxu tokngä natäpgin. Tiwändeyä nanä dambu uläknga iwikge natäng yiwikut.
GEN.37.12	Josepde payänä taunu Sekem uwomde wäkngäsim päku yiwixäwik, nanäle sipsip daying yiwikin. 
GEN.37.13	Tixawän Israeldä Josewu using inikut. “Payäka sipsiwu Sekem daying yiwayak. Ge une kuyo,” yawän, Josepdä “Hii, äpme kuwit,” yang inikut.
GEN.37.14	Tiwän nanätä “Kuke dayipso. Payäka äwä sipsip yangu nomängänbä yiwayak. Tikengä apu naniwiläk,” yake ining yäpiwän, Hebron Kupi teke Sekem kukut.
GEN.37.15	Une ku payänä yäwahikunggawän, äminu täpätutä kake, “Gä ina yäwäxaläk?” yang inikut.
GEN.37.16	Iniwän Josepdä “Nä payäna sipsiwu, säneka daying yiwayak yake yäwaxat. Ge gätä andayiläkngä kakengu, täkembä naniwiläk?” yang inikut.
GEN.37.17	Iniwän “Dotande kuningge yawäxakumnä, ane yiwikinu aleke, une kukin,” yang inikut. Iniwän Josewu payänä yäwatäke ku, taunu Dotan uwomde wäkngäsim kuke dayipgut.
GEN.37.18	Payänätä yiwikinune doxundoxawän, malä kuwän kake, kupsäle tängutningge wepdä wamu using yakin. 
GEN.37.19	“Dambukän tinggaxu ane täpä aapunggak. 
GEN.37.20	Ge tänguke, gäpma hopä yanggätä yiwikge kwayikinu däkätune mutna pukuwik. Tiwän ‘Kälaptukgä tänguke nakin,’ yang ku yänim. Tiwänä dambunä tikulu bulä ämbä alawä känim?” yang yakin.
GEN.37.21	Unin yawä, payänä Rubendä anggatängämikge natäke, “U! Kupsäle hikngä dolängutnim,” yang yänikut. 
GEN.37.22	Unetäkänu using yänikut. “Dolängutna kupik. Dolänguke tokngä däkäxäyä doiminim. Tike gäpma kewu moyo womune yiwäxayingu andäkaxätan mutna pukuwik. Tiwän tokngä däkäxäyä doiminim,” yang yänikut. U yänikulu Josep gatängämike, nanäle täke kuwikge natäke yänikut.
GEN.37.23	Ge Josewu inälängän apänu, alänggänggänuke, täwikngä gwälam hikngä uxwämbät tahakulu äläpä dopgut. 
GEN.37.24	Tiwän täke täku gäpma undäkäxätan mumbä pukukut. Gäpma undäkä yanggänä wenä.
GEN.37.25	Tikengä päku nakngä nake kaxawä, Ismael nanä äminu täkwäkgu Giliatkätandä apgin. Pa inuxu käpängänä käyä kamelu meyä gwenalune Isip päke kuningge päkapgin.
GEN.37.26	Tiwän Judatä notnä täkwäxu using yänikut. “Ina gwaläng pänimde uläpninu tängut täkohopinim? 
GEN.37.27	Undanä. Ismaelde bapunäle yäna, moning nimixäwik täxut, inale ulapninu uläpä daknotnin, tiwän nan notnin. Ge dolängutnim,” yang yänikut.
GEN.37.28	Tixawänu Midian nanä une hikngä apä dayike, Josewu gäpmanetä tuliwä akopgut. Tiwän 20 sekel silwale yawä, Ismaelde bapunätä uhike, Isipde täke kukin.
GEN.37.29	Täke kuxawäyä, Rubenu gäpma däkäne apu, Josewu wenä kake, butayä hikngä natäke, inä täwik wehikut. 
GEN.37.30	Tikengä apu notnä using yänikut. “Josewu wenä xat. Ngä nanu dasing täknganin ku iniwit?” yang yänikut. 
GEN.37.31	Yawän meme gwendu guläkngä matäwä, daxu apä, Josepde täwixu daxune täpä mahakut.
GEN.37.32	Tikengä täwixu täpä mahakulu uxwämbälu nanäle täku imike, using inikin. “Täwixu axwämbät kake tämängu kätak kayo. Wawakgatänembä?” yang inikin.
GEN.37.33	Iniwä täwixu uxwämbälunin kake “O, wawakngale täwik tinggak. Kälaptukgä alänguke yahandeke nakin,” yakut. 
GEN.37.34	Yake Jekowu inä täwik wehike, täwixu butayä täkngatäne pahake, wawakngäle butayä natäxäwik, gwayamu belakngä yiwikut.
GEN.37.35	Tinggawän wawak yäpanä undä apu “Wamwambä inina, butayä täknga natäxu bulämdawik,” yake, wamwam inikin.
GEN.37.35	Tiwändeyä “Dombulämdawit. Tike butayä natähika, ninaxäyä kungäke, axumgin amindä yiwäxayingune wawakngale kuwit,” yaxäwik, Jekowu wawakngäle kwänämu iwikge tikut.
GEN.37.36	Tixawänu Midian nanätä Josewu Isip täke kukin. Täke kuwä, Potipatä uhikut. Potipa kingge kulä tahakaying äminde kuhiläle yiwäxakut.
GEN.38.1	Täpduxu uwomkätanu Juda
GEN.38.2	Une yiwihika, Kenan mängälu täpätu kake täkut. Mängälä uläpäle nanä umanä Sua. Juda mängätnäxät yiwät, 
GEN.38.3	tängene käyä tikut. Tiwän wäwi täpä dukngikut. Dukngiwän umanä Er yang inikumäläk. 
GEN.38.4	Tiwän hipdu tängene käyä tiwän, wäwi täpä dukngike, umanä Onan yang inikut. 
GEN.38.5	Tikengä wäwi täpätuxäyä Kesip yiwixäwik, dukngike, umanä Sela yang inikut.
GEN.38.6	Judatä wawakngä yakap täpä inulung tiwän, mängälä täpätu yangämikut. Mängälä uläpäle umanu Tema. 
GEN.38.7	Tiwändeyä Judale wawaxu yakap täpä Yawele kayine gutongä hikngä pahakut. Pahawän Yawetä kupsäle tängukut.
GEN.38.8	Tiwänä Judatä wawakngä mahan täpä Onanu using inikut. “Payäkale natäke, kombätda pahangäming. Tiwän wawaxu yakap täpä payäkale nomde dukngiwik,” yang inikut.
GEN.38.9	Using iniwändeyä, Onanu “Engangu towimbilu ninanendo,” yang natäpgut. “Ge payänale kombätkät yiwixäwixu, engang aläyäk,” yake, yanggänä kewune moyo pexawän kukin. 
GEN.38.10	Unin pahawän, Yawetä kawän, gutongä hikngä tikut. Tiwän ixäyä kupsäle tängukut.
GEN.38.11	Tiwänä Judatä “Wawaknga Selaxäyä Tema täke kumsäk,” yang natäke, ayinä Tema kemu using inikut. “Ayina, nangga minggale yolune päku yiwixayo. Tikengu wäwi käluxu täpätuyi mawäyo. Tixawän wawaknga Sela inulung täpä tikengä täpik” yang iniwän, Tema nanä mingäle kuwän yiwikin.
GEN.38.12	Belakngä womdu yiwihikangä, Judale mängälu Suale yäpa axumgut. Kupän Juda mängätnäle gwäyäm yiwikdäkngake, notnä Hira Adulam nanä uläpäxät Timna kopgumäläk. Timnä uwomune Judale puyä äminu sipsip dänggäm matäxawä kopgumäläk
GEN.38.13	Tixawänu Tema using inikin. “Bapuka sipsipnäle dänggäm matäwikge Timna kopänak,” yang inikin.
GEN.38.14	Tiwän natäke, kombätde täwixu pahanggaxu päpeke, täwixu kwämbätduhimdä kuhiläne wapän, nomnä epu umukut. Tikengä taunu Enaimde yämä däkäne kahilu Timnale kokaying täpäne täku puku yiwikut. Tema using natäpgut. “Sela inulung täpä alik. Nä itä täpän, engangu dukngitnangäsä. Tiwändeyä näle wamu doyak,” yang natäpgut.
GEN.38.15	Tixawän Judatä apu, nomnä umukulunin kake, “Mängälä aläpä yumdekän täke tihikukayingunimbä?” yang natäpgut. 
GEN.38.16	Tikengä “Bapunambä?” yangu donatäxäwik, Tematä yiwikulune kuke, “Täkembä yiwisim?” yang inikut.
GEN.38.16	Iniwän “Uyiwikengu, ina namiläk?” yang inikut.
GEN.38.17	Tiwän Judatä “Meme mäteknga gwendu äpme gamit,” yang inikut.
GEN.38.17	Iniwän Tematä “Hängäka täpätu äpmasimdekän äpme nami tengyiwixawa, meme mätexu namixäwikngä täpiläk?” yang inikut.
GEN.38.18	Tiwänä Judatä “Ina hängä gamit?” yang inikut.
GEN.38.18	Tiwän Tematä “Hängä umanda tuwängge matäkinä guläkgane mapi epunggaxu uläpä,
