GEN.1.1	Худа һәммидин бурун пүтүн аләмни яратти. 
LUK.19.44	силәрни вә балилириңларни йәр билән йәксән қилиду, һәтта бир тал һул тешиниму җайида қалдурмайду. Чүнки Худа силәргә шапаәт қилған пурсәтни пәриқ етәлмидиңлар, — деди. 
LUK.19.45	Һәзрити Әйса мәркизий ибадәтхана һойлилириға кирип, у йәрдә елим-сетим қиливатқанларни һайдап чиқирип, 
LUK.19.46	уларға: 
LUK.19.46	— Муқәддәс Язмиларда Худаниң: «Мениң өйүм дуа-тилавәтхана болсун», дегән сөзи йезилған. Лекин силәр буни булаңчиларниң угисиға айландурувапсиләр! — деди. 
LUK.19.47	Шу күнләрдә һәзрити Әйса һәр күни мәркизий ибадәтханида тәлим бәрди. Алий роһанийлар, Тәврат устазлири вә ақсақаллар Уни уҗуқтурувәтмәкчи болушти. 
LUK.19.48	Лекин қандақ қол селишни билмәтти. Чүнки пүтүн хәлиқ һәзрити Әйсаниң тәлимини аңлашқа шунчилик хуш­тар едики, Униң һәр бир еғиз сөзини қалдурмай, көңүл қоюп аңлатти. 
LUK.20.1	Бир күни һәзрити Әйса мәркизий ибадәтхана һойлилирида хәлиққә тәлим берип, Хуш Хәвәрни йәткүзүвататти. Алий роһанийлар, Тәврат устазлири вә ақсақаллар Униң алдиға келип: 
LUK.20.2	— Ейтип бериң, Сиз қиливатқан ишларни қайси һоқуққа тайинип қиливатисиз? Сизгә бу һоқуқни ким бәргән? — дәп сориди. 
LUK.20.3	Һәзрити Әйса уларға: 
LUK.20.3	— Мән авал силәрдин бир сөзни сорай. Ейтиңларчу, 
LUK.20.4	Йәһия пәйғәм­бәргә чөмүлдүрүш һоқуқини Худа бәргәнму яки инсанларму? — деди. 
LUK.20.5	Улар өз ара талишишқа башлап: 
LUK.20.5	— Әгәр «Худа бәргән» десәк, У: «Ундақта, силәр немә үчүн Йәһияға ишәнмидиңлар?» дәйду. 
LUK.20.6	Әгәр: «Инсанлар бәргән» десәк, халайиқ бизни чалма-кесәк қилип өлтүриду. Чүнки уларниң һәммиси Йәһияниң пәйғәмбәр екәнлигигә ишиниду, — дейишти. 
LUK.20.7	Буниң билән улар: 
LUK.20.7	— Йәһияниң һоқуқиниң қәйәрдин кәлгәнлигини билмәймиз, — дәп җавап беришти. 
LUK.20.8	— Ундақта, Мәнму бу ишларни қайси һоқуққа тайинип қиливат­қанлиғимни ейтмаймән, — деди һәзрити Әйса уларға. 
LUK.20.9	Һәзрити Әйса сөзини давамлаштуруп, уларға бу тәмсилни сөзләп бәрди: 
LUK.20.9	— Бир киши бир үзүмзарлиқ бәрпа қилип, уни иҗаригә берип, өзи жирақ бир йәргә кетипту, у йәрдә узун вақит турупту. 
LUK.20.10	Үзүм­ләрни үзидиған мәзгил кәлгәндә, у қуллиридин бирини өзигә тегишлик үлүшини елип келишкә әвәтипту. Лекин иҗарикәшләр һелиқи қулни думбалап, қуруқ қол қайтурупту. 
LUK.20.11	Ғоҗайин йәнә бир қулини әвәтипту. Иҗарикәшләр униму шундақ уруп, һақарәтләп, йәнә қуруқ қол қайтурупту. 
LUK.20.12	Үчинчи қетим ғоҗайин йәнә башқа бир қулини әвәтипту. Иҗарикәшләр униму уруп яриландуруп, бағдин һайдап чиқириветипту. 
LUK.20.13	Ахирида үзүмзарлиқниң ғоҗайини, «Қандақ қилсам болар? Сөйүмлүк оғлумни әвәтсәм, һеч болмиғанда уни һөрмәт қилар», дәп оғлини әвәтипту. 
LUK.20.14	Лекин иҗарикәшләр ғоҗайинниң оғлини көрүп бир-биригә: «Бу бала ғоҗайинниң мирасхори. Уни өлтүрүветәйли, үзүмзарлиқ бизгә оңчә қалсун!» дейишипту. 
LUK.20.15	Шуниң билән улар уни үзүмзарлиқниң сиртиға сөрәп елип чиқип өлтүрүветипту. Бундақ әһвалда үзүмзарлиқниң ғоҗайини бу иҗарикәшләрни қандақ қилиду? 
LUK.20.16	Җәзмән уларни өлтүрүп, үзүмзарлиғини башқиларға иҗаригә бериду. 
LUK.20.16	Көпчилик буни аңлап: 
LUK.20.16	— Бундақ ишлар һәргиз йүз бәрмисун! — дейишти. 
LUK.20.17	Бирақ һәзрити Әйса уларға көзлирини тикип мундақ деди: 
LUK.20.17	— Зәбурда Қутқазғучи һәққидә: 
LUK.20.17	«Қурулушчилар ташлавәткән Таш 
LUK.20.17	Қурулушниң һул Теши болуп қалди», 
LUK.20.17	дәп ениқ йезилған турса! 
LUK.20.18	Бу «Ташқа» жиқилған киши парә-парә болуп кетиду. «Таш» кимниң үстигә чүшсә, шуни кукум-талқан қилиду. 
LUK.20.19	Тәврат устазлири билән алий роһанийлар бу тәмсилниң өзлиригә қаритип ейтилғанлиғини чүшинип йетип, һәзрити Әйсани шу чағдила тутмақчи болди. Лекин улар хәлиқтин қорқушти. 
LUK.20.20	Шуңа һәзрити Әйсани диққәт билән күзитиш үчүн пайлақчиларни әвәтти. Бу пайлақчилар сәмимий қияпәткә киривелип, һәзрити Әйсадин соалларни сорап, Уни сөзидин тутувелип, римлиқ һакимниң җазали­шиға тапшурмақчи болушти. 
LUK.20.21	Улар һәзрити Әйсаға мундақ деди: 
LUK.20.21	— Устаз, бизгә мәлумки, Сизниң тәлиматлириңизниң һәммиси һәқ, шуниңдәк Сиз үз-хәтир қилмай, һаман Худаниң йолини садиқ­лиқ билән үгитип кәлдиңиз. 
LUK.20.22	Сизчә Рим императори Қәйсәргә баҗ тапшурушимиз Тәврат қанунимизға хилапму, қандақ? 
LUK.20.23	Уларниң һейлисини чүшәнгән һәзрити Әйса: 
LUK.20.24	— Маңа бир данә күмүч тәңгә көрситиңлар. Буниң үстидики сүрәт вә исим кимниң? — деди. 
