GEN.1.1	Wattunna napahandu' Puang Allataala umpadadi langi' anna lino, 
ACT.23.9	Nasuhum kende' kasikallaam kasalle. Iya sanaka-naka to ullatta' Pepaondonganna Musa to mentama kakalebuanna Parisi ke'de' napasindum sikeahasam naua: “Setonganna tä' deem kilambi' la kasalaanna inde tau, aka umbai' deem anitu battu haka malaika' umpa'tula'i.” 
ACT.23.10	Tuttuam dadi kasipengkaam kasalle, iya mahea'um indo pangngulunna sohodadu aka naua ussibessui aham Paulus. Lambi' ussua sohodadunna lao muala kabahaniam Paulus tama alla'-alla'na tau buda, anna nababai lako ongeam sohodadu.
ACT.23.11	Pissananna bengi polei, iya sulem Puang Yesus ke'de'-ke'de' dio ampe'na Paulus anna napa'tula'i naua: “Pomatohoi penabammu, aka umba susi kabahaniammu illaam inde Yerusalem ussa'bii diona kaleku, la susim too duka' la le'ba'ko mendadi sa'bingku lako Roma.”
ACT.23.12+ACT.23.13	Iya tappana masiä, la'bi appa' pulo to Yahudi ma'mesa ungkalebui tula' anna ma'pindai naua: “Tä' tau deem la mangngande battu muihu' ke tä'pi tau bali umpatei Paulus.” 
ACT.23.14	Mane le'ba'i umpellambi'i ingganna kapala sando anna matua ulunna to Yahudi nauaam: “Puhangkam ungkalebui tula' anna kipa'pindai kiua: ‘Tä' tau deem la mangngande anna muihu' ke tä'pi tau bali umpatei Paulus.’ 
ACT.23.15	Dadi pa'mesakoa' ingganna To Mahhotto' anna muuaannia' pangngulunna sohodadu la umpopengngolo pole Paulus tama pa'hempungammua', mato-mato la dipengkalesoi pole kaha-kahana anna mala kiabunni tä'pi landa' tama pa'hempungammua' anna kipateim.”
ACT.23.16	Sapo' nahingngi änä' uhena Paulus änä'na solasubunna baine naua la diabunni, iya le'ba'um lako ongeanna sohodadu anna natulasanni Paulus.
ACT.23.17	Lambi' untambai mesa punggabana sohodadu Paulus anna nauaanni: “Pasolai inde tau lako pangngulunna sohodadu aka deem pahallu la natulasam.” 
ACT.23.18	Iya le'ba'um napasola lako. Tappana silambi', iya nauaammi: “Natambaiä' Paulus indo to ditähäm naua: ‘Laoko pasolai inde tau umpellambi'i pangngulunna sohodadu aka deem pahallu la natulasam.’ ”
ACT.23.19	Iya natettem lako sa'dena ongeam sohodadu anna nakutanai naua: “Aka la untulasannä'?” 
ACT.23.20	Natimba'im naua: “Buda to Yahudi ungkalebui tula' la napelauko anna mala umpopengngolo pole Paulus makale' lako ingganna To Mahhotto', mato-mato la dipengkalesoi pole kaha-kahana. 
ACT.23.21	Sapo' tä' la umpatiolai aka la'bi appa' pulo tau mangngabum la umpatei Paulus. Aka balim ungkalebui tula' anna ma'pindai naua: ‘Tä' tau deem la mangngande battu muihu' ke tä'pi tau bali umpatei Paulus.’ Angga ham naampai kattuammu.”
ACT.23.22	Iya nasuam indo pangngulunna sohodadu ma'pasule sapo' nauaam: “Anggam ia, aka tä' si'da'-si'da la mala untulasam moi la menna la muua: ‘Deem lao kutulasam pattuju ia too.’ ”
ACT.23.23	Anna mane untambai dua punggaba sohodadu napa'tula'i naua: “Patokaia' dua hatu' sohodadu aka la lako Kaisarea kiha-kiha tette' kaseha inde bengi, la umpasolaa' pitu pulo to ma'daham anna dua hatu' to ma'doke. 
ACT.23.24	Patokanni duka' Paulus sanaka-naka daham säkeam, ammu pasola manappaia' lako gubernur Feliks.”
ACT.23.25	Iya umpapiam suha' indo pangngulunna sohodadu naua:
ACT.23.26	“Buttu di kao Klaudius Lisias umpalanda' salama'ku lako gubernur Feliks to kupa'kasallei. 
ACT.23.27	Inde tau nasakka to Yahudi la napatei. Sapo' wattunna la napatei, iya umpasolamä' sule sohodadu ullabai anna dilappasanni aka kuhingngi diua to Roma. 
ACT.23.28	Iya kupasolam lako kakalebuanna To Mahhotto'na to Yahudi anna mala diissam aka kasuhunganna anna ditanda'i. 
ACT.23.29	Lambi' kuissammi pole', ia anna ditanda'i aka naangga' untekka issinna Pepaondonganna Musa. Sapo' pada indo ditandasam tä' deem la napolalam la dipatei battu la ditahungkum. 
ACT.23.30	Anna diuaannä' deem kamesaanna to Yahudi ma'pattuju la napatei nasuhum kusua siahanni napellambi'iko. Mane kusuai ingganna to patanda' umpellambi'iko anna natulasangko aka kasuhunganna anna napateenni.”
ACT.23.31	Iya mualam Paulus indo sohodadu umba susi dipahentaam, anna nababa bengii lako Antipatris. 
ACT.23.32	Pissananna masiä, ingganna to ma'daham anna Paulus dipäbäim umpatahhu' pa'laoanna. Anna ma'pasulei ia to tä' ma'daham lako ongeanna sohodadu. 
ACT.23.33	Tappana landa' lako Kaisarea indo ingganna to ma'daham, iya umbeho siaham Paulus sola indo suha' katähängam tama pala' limanna gubernur. 
ACT.23.34	Puhai nabata indo suha' ungkutanaim Paulus naua: “Propinsi aka muongei buttu?” Nauam Paulus: “Buttu dioä' mai Kilikia.” 
ACT.23.35	Iya nauaammi: “La kupahessa kaha-kahamu ke suleim ingganna to untanda'ko.” Mane ussuai Paulus lako banua kahajaam si diuaam Istana Herodes ditähäm dio.
ACT.24.1	Tappana lima benginna, iya sulem sando too' Ananias sola sanaka-naka matua ulunna to Yahudi anna mesa to ullatta' ätoham isanga Tertulus. Umpellambi'i gubernur anna natulasanni kasuhunganna anna untanda'i Paulus. 
ACT.24.2+ACT.24.3	Iya ditambaim Paulus mengngolo lako gubernur Feliks, iya napahandu'um Tertulus untula' pantanda'na naua: “Feliks to kipa'kasallei, kahana pengkähämu anna kamanähängammu lambi' tontä liukam ussi'dingam kamasannangam anna buda aka-aka tipalako napotibangom bottoki. Iya ia too moi umba ngei kiongei tontä liu kikuhhu'i sumanga'. 
ACT.24.4	Sapo' indana buda wattummu dilabai, kupelau anna mala sa'baha'ko säpäi' umpehingngii inde tula'ku.
ACT.24.5	Mannassa inde tau mendadi hasum aka umbaba liu kahenggängam tama alla'-alla'na ingganna to Yahudi illaam inde lino. Anna mesa to pebaba illaam kakalebuanna to Nazaret. 
ACT.24.6	Anna deemmi nasändä' ungkadakei kamasehoanna Banua Debata. Iam too kasuhunganna anna kisakkam [aka la dihotto' situhu' peadasangki. 
ACT.24.7	Sapo' sule pangngulunna sohodadu isanga Lisias anna naala kabahanianni dio mai pala' limangki. 
ACT.24.8	Mane ussuai ingganna to patanda' mengngolo matim.] Maka' too umpahessa asam kaha-kaha ia too, iya la muissammi too ingganna aka-aka kitandasam.”
ACT.24.9	Susi toi duka' to Yahudi nasa'bii naua: “Tappa' si'da indo tula'na Tertulus diona pa'palakoanna Paulus.”
ACT.24.10	Iya ungkodem Paulus indo gubernur napäbäim ma'tula'. Iya ma'tula'um duka' Paulus naua: “Kuissam kuua ma'taum-taummi muolaam si uhhotto' kaha-kaha illaam inde botto. Iam too anna losso'um inabangku aka tä' la malaja'ä' umpomakaleso kaha-kahaku dio olomu. 
ACT.24.11	Mala umpengngissanni tä'pi la'bi sapulo dua benginna lessu' anna laoä' ma'sambajam längäm Yerusalem. 
ACT.24.12	Anna tä' deem la nalambi'ä' tau la mahassam sipengka tau battu haka la umpakende' kakadakeam, susi illaam Banua Debata teem illaam pa'sambajangam battu haka lako ongeam senga' illaam kota. 
ACT.24.13	Tä' toi mala napomakaleso indo natandasannä' temo. 
ACT.24.14	Sapo' setonganna kuakui matim: Kao umpenombaiä' Puang Allataala to napenombai nene to kiponene situhu' Lalanna Puang Yesus indo sikanasangai lalam sala. Anna kukatappa'ipi ingganna indo tisuha' illaam Pepaondonganna Musa sola suha'na ingganna nabi. 
ACT.24.15	Anna susi siangkam inde mai tau kukatappa'i duka' längäm Puang Allataala kuua deem katibangonganna sule to mate, susi lako to mapia gau' teem lako to kadake gau'. 
ACT.24.16	Iam too anna si kupeä lium lalanna anna mala tä' deem ma'gau' kadakeä' dio olona Puang Allataala anna dio olona padangku ma'hupatau indana deenni napolalam hosso penabangku.
ACT.24.17	Tappana sanaka-naka taunna tä' dioä' Yerusalem, iya ma'pasulemä' lako umbaba doi' la dipamoloiam to Yahudi illaam botto litä'ku sola bua pemala'ku lako olona Puang Allataala. 
ACT.24.18	Mahassanni kupalako ia too illaam Banua Debata anna puhamä' ussehoi kaleku, iya nalambi'mä' sanaka-naka to Yahudi buttu dio mai Asia. Tä' buda tau kupasola anna tä' deem to bokä' wattu eta too. 
ACT.24.19	Setonganna ia hi tia la sipäto' umpellambi'iko natulasam ke deenni lalanna natanda'ä'. 
ACT.24.20	Sapo' päbäi natula' inde lako to dio heem tentomai kakadakeam aka nalambi' wattunna anna napahessaä' ingganna To Mahhotto'na to Yahudi. 
ACT.24.21	Battu indo hi kadangku sabatta indo anna dipahessaä' kuua illaam alla'-alla'na: ‘Dihotto'ä' allo temo aka kukatappa'i kuua deem katibangonganna sule to mate.’ ”
ACT.24.22	Sapo' naissam tongam-tongam Feliks diona Lalanna Puang Yesus, nasuhum napatohho salapi indo kaha-kaha aka naua: “Sulepi pangngulunna sohodadu Lisias mane kualai kattuanna inde kaha-kahamua'.” 
ACT.24.23	Mane ussuai punggabana sohodadu untähäm Paulus, sapo' tä' la napomabanda' anna tä' toi nalabai ingganna solana nabeem ingganna kapahalluanna.
ACT.24.24	Iya sanaka amoi benginna, sulem Feliks sola bainena isanga Drusila to Yahudi. Iya umpopetambaim Paulus aka la napehingngii diona lalam kamatappasam lako Kristus Yesus. 
ACT.24.25	Sapo' tappana natula' Paulus diona kamaloloam penaba, ungkuasai kale, anna diona wattu la naongei ingganna hupatau muoloi pahhottosanna Puang Allataala, iya mahea' Feliks lambi' ma'kada naua: “Pada salapi too inde, laopoko sule anna battu piham opa mane kupopetambai oko.” 
ACT.24.26	Sapo' setonganna napemmitai Feliks la deem doi' nabeem Paulus. Iam too anna pembudam si umpopetambai Paulus sipa'tula'.
ACT.24.27	Tappana dua taum lessu'na, iya diäkä'um Perkius Festus umbala' Feliks mendadi gubernur. Sapo' maelo' Feliks muala penabanna to Yahudi nasuhum napäbäi liupi ditahungkum Paulus.
ACT.25.1	Tallu bengii sulena Festus illaam propinsi ia too, iya mengkalao siaham dio Kaisarea la längäm Yerusalem. 
ACT.25.2	Dioi, suleim ingganna kapala sando anna to pebaba senga'na to Yahudi umpellambi'i Festus anna natulasanni duka' indo pantanda'na lako Paulus. 
ACT.25.3	Anna usse'de' liu Festus umba-umba aka mala napatiolai anna ussuai Paulus sule dio Yerusalem. Aka napattujum la naabunni lako lalam la napatei. 
ACT.25.4	Dadi natimba' Festus naua: “Aka ditähäm dio Kaisarea anna la bale' ma'pasule siamä' dokko. 
ACT.25.5	Sapo' la susi hia inde ä: Maka' la deem si'da-sia ussi'dinna' kasalaanna, iya la laokam sola to keaka'mua' dokko anna diopa mane natula'i indo ditandasam.”
ACT.25.6	Battu kahua hi battu sapulo hi benginna tohho Festus yabo Yerusalem anna mane ma'pasule dokko Kaisarea. Masiäi, le'ba'um tama ongeam pahhottosam Festus aka la mahhotto'um. Iya dipopetambaim pole' Paulus. 
ACT.25.7	Sulei Paulus, iya napali' tintimmi to Yahudi buttu yabo mai Yerusalem anna untula'i buda gau' kadakena Paulus sapo' abana inna tä' deem la mala napa'paitaam tanda kamakalesoanna.
ACT.25.8	Iya untula'um duka' kamaloloanna Paulus naua: “Kao-kao tä' deem untekkaä' pepaondonganna to Yahudi, tä' deem ungkadakeiä' Banua Debata, anna tä' tooä' deem untekka pahentana tomahaja Roma.”
ACT.25.9	Sapo' maelo' muala penabanna to Yahudi Festus lambi' mekutana lako Paulus naua: “Dadi la muaku haka längäm Yerusalem anna kukattu yaboi inde kaha-kahamu?”
ACT.25.10	Sapo' natimba' Paulus naua: “Temo diomä' olona mesa to mahhotto' to nabeem kakuasaam tomahaja Roma anna tä' mala tala dikattu kaha-kahaku eta inde. Aka muissam dia tä' deem kasalaangku lako to Yahudi moi podo la pada i'di'. 
ACT.25.11	Sapo' maka' deem gau' kadakeku anna la sihatammä' dipatei, iya ahu'mä' duka' mate. Sapo' maka' tä' di tappa ingganna indo pantanda'na, iya tä' deem tau la sihatam umbehoä' tama pala' limanna inde mai tau. Dadi kupelau matim anna dihotto' dioä' olona tomahaja Roma.”
ACT.25.12	Iya sipa'tula'-tula'um indo to si napasola Festus ungkattu kaha-kaha mane ma'kadai naua: “Puham umpelau la nahotto'ko tomahaja Roma, dadi la lu lakongko tomahaja Roma.”
ACT.25.13	Lessu'i sanaka-naka benginna, iya sulem tomahaja Agripa sola Bernike dio Kaisarea umpessitai anna ussalama'i Festus. 
ACT.25.14	Tappana sanaka-naka benginna dio, iya natulasammi Festus indo kaha-kahana Paulus lako tomahaja naua: “Setonganna deem di tia to ditähäm inde, natampe Feliks indo anna le'ba'i. 
ACT.25.15	Iya indo yaboä' Yerusalem natulasammä' ingganna kapala sando sola matua ulunna to Yahudi naua: ‘Setonganna buda punala kakadakeam napogau' indo Paulus. Kela mala anna umpassalai.’
ACT.25.16	Sapo' kuuaam: ‘Setonganna taia kabiasaanna to ma'pahenta Roma la dipebeem bäbä mesa tau ke tä'i dipahessa yolo kasalaanna dio olona to untanda'i anna mala untula' ia duka' kamaloloanna.’ 
ACT.25.17	Iya solaingkam sule inde. Masiäna indo sulekam, tama siahamä' ongeam pahhottosam anna kupopetambai Paulus. 
ACT.25.18	Sapo' tappana ke'de'i ma'tula' indo ingganna to untanda'i, tä' punala deem la natula' gau' kadake napogau' Paulus la situhu' indo kupemmitai. 
ACT.25.19	Sapo' angga hi kuhingngi indo nasibaho-bahoi diona peadasanna anna mesa tau isanga Yesus to puha mate. Sapo' natittinni liu duka' Paulus naua: ‘Tubo hi tia sule.’ 
ACT.25.20	Anna pusaä' muoloi inde kaha-kaha aka tä' deem lalam kuita la ungkattui. Napolalam kuuaammi Paulus: ‘Maelo' dakoka längäm Yerusalem anna dikattu yaboi kaha-kahamu?’ 
ACT.25.21	Sapo' napelau la dihotto' dio olona tomahaja Roma anna ditähämpi sampe mala dihotto'. Dadi kusua ditähäm inde sampe mala dipalulako tomahaja Roma.”
ACT.25.22	Iya nauam tomahaja Agripa lako Festus: “Maelo'ä' ma'kale umpehingngii tula'na indo tau.” Nauam Festus: “Makale'pa umpehingngii tula'na.”
ACT.25.23	Makale'na, iya sulem Agripa sola Bernike tä' deem pada sadipa'kasallei kasuleanna. Le'ba'im tama indo pahhottosam sola ingganna pangngulunna sohodadu anna to diangga' illaam indo kota. Iya ussuam tau Festus lao untambai Paulus dipopengngolo. 
ACT.25.24	Ma'kadam Festus naua: “O tomahaja Agripa sola inggammua' to dio heem: Petua'ia' inde tau. Iam too inde indo to puha natanda' ingganna to Yahudi, susi yabo Yerusalem teem inde Kaisarea sulei napa'pahapa'iä'. Anna sikatamba naua: ‘Daa umpäbäi liui tubo!’ 
ACT.25.25	Sapo' tä' punala deem kulambi' pa'pogausanna la napolalam la mala dipatei. Anna iam umpelaui la dihotto' dio olona tomahaja Roma, dadi kukattu mandam kuua: ‘La dipalulakoko tomahaja Roma.’ 
ACT.25.26	Sapo' tä'pi deem ma'tantu kuanda'i aka la kuua illaam suha'ku lako tomahaja Roma. Iam too anna kupopengngolom illaam inde alla'-alla'mua' tentomai la'bi-la'binna lako tomahaja Agripa anna mala maka' lessu'um dipahessa, la deemmi pole' kaha-kaha la mala kutuli'. 
ACT.25.27	Anu' situhu' pikkihangku tä'pi sihatam la dibeho lako to mahhotto' senga' mesa to ditähäm ke tä'pi dipomakaleso aka kasuhunganna anna ditanda'i.”
ACT.26.1	Iya ma'kadam tomahaja Agripa lako Paulus naua: “Dibeemmoko wattu la untula' katähängammu.”
ACT.26.1	Tappa muäkä' limanna Paulus mane untula'i kaha-kahana naua: 
ACT.26.2+ACT.26.3	“O tomahaja Agripa, napaboboiä' tula' to Yahudi, sapo' iko to ullatta'ko ingganna ada' kabiasaanna to Yahudi sola ingganna kaha-kaha to si nasipengka-pengkai. Dadi kehongko'ä' kusi'dim allo temo aka malaä' sule dio olomu la untula' katähängangku. Sapo' kupelau kela mala sa'baha'ko säpäi' umpehingngii pa'tula'ku.
ACT.26.4	Ingganna to Yahudi naissam asam pa'palakoangku, mengkalaopi mangnguhangku susi dio botto litä'ku teem yabo Yerusalem. 
ACT.26.5	Aka setonganna kela naaku, la malaä' nasa'bii aka mengkalao diopi mai anna kaom duka' mesa to mentama kakalebuanna Parisi to matuhhum si'da-si'da illaam peadasangki. 
ACT.26.6	Sapo' temo ke'de'ä' dio olomua' dipahessa aka ungkatappa'iä' indo pa'dandiam puha nabeem Puang Allataala lako nene to taponene. 
ACT.26.7	Pa'dandiam ia too napemmitai liu duka' to Israel pessubunna to sapulo dua. Napolalam menomba liu lako Puang Allataala allo anna bengi. Dadi iam nasuhum, tomahaja Agripa, napasalaä' to Yahudi aka kukatappa'i pa'dandiam ia too. 
ACT.26.8	Akanna la tä'i tama akkalammua' ke napatuboi sule Puang Allataala to mate?
ACT.26.9	Setonganna kao duka' yolona kuua: ‘La mengke'de'ä' sola sumpu kamatohoangku umbali pengkähänganna Puang Yesus to Nazaret.’ 
ACT.26.10	Anna kaha-kaha ia too puham kupalako yabo Yerusalem. Aka tappana puhaä' untahima suha' pahenta dio mai kapala sando, tä' angga mandi kupopetahungkum to untuhu' Puang Yesus sapo' kusituhu'i duka' ke dipatei. 
ACT.26.11	Sule lako si bassa'ä' tama pa'sambajangam undahha ingganna to untuhu' Puang Yesus. Anna kusuai umbahoi Puang Yesus. Tandana meali-aliä' wattu eta too si laopi kupeä lako kota senga'.
ACT.26.12+ACT.26.13	O tomahaja, tappana mahassannä' muola lalam la lako Damsyik aka napakuasaä' anna nasua ingganna kapala sando la kupateem duka' to eta, iya muolaä' lalam katängäanna allo, pissananna kuita pangkähhä ma'bulo-bulo yabo mai langi' masissä' puha ia anna la mata allo, napali' asangkam pada indo to kupasola. 
ACT.26.14	Tappa songkakam dokko litä', iya kuhingngim kamaha napa'kadaiä' ma'basa Ibrani naua: ‘Saulus, O Saulus, aka kasuhunganna anna undahhaä'? Aka la ussägäiko kalemu kela umbaliko pattujunna Debata.’ 
ACT.26.15	Kutimba'i kuua: ‘Aka mennako Debata?’ Natimba'iä' naua: ‘Kaom too inde Puang Yesus to undahha. 
ACT.26.16	Sapo' bangongko ammu ke'de'. Umpa'paitaannä' kaleku matim aka la kuäkä'ko mendadi pesuaku anna sa'bingku. Aka ingganna kaha-kaha puha muita allo temo anna indo mane la kupaitaiko la untulasam asam tau senga'. 
ACT.26.17	Aka la kutässu'iko illaam mai alla'-alla'na to Yahudi anna taianna to Yahudi. Anna la kusuako lao 
ACT.26.18	umbukkai matanna hupatau anna mala messubum illaam mai kamalillingam mentama kamasiäsam, messubum illaam mai kakuasaanna tomahajanna setam mentama kakuasaanna Puang Allataala. Anna mala diampunniam dosana anna la untahima mana' pa'tamba'na Puang Allataala indo la nabeem ingganna umma'na to puha nasehoi aka kamatappasanna lako kaleku.’
ACT.26.19	Nasuhum tomahaja, tä' mala tala kutuhu'i indo pahenta napalosaiä' Debata to puha kuita anna kuhingngi yabo mai suhuga. 
ACT.26.20	Uhu-uhuna kupa'pakahebaam lako to Yahudi dio Damsyik, mane yaboi Yerusalem, anna lembäna Yudea; duka' lako taianna to Yahudi, kuuaam: ‘Tihokongangkoa' gau'mu ammu pa'pasule lako Puang Allataala anna ma'pogau'koa' la situhu'na indo katihokongammu.’ 
ACT.26.21	Iam too nasuhum nasakkaä' to Yahudi illaam Banua Debata anna saidi'ä' tanapatei. 
ACT.26.22	Sola pa'kamasena Puang Allataala malapä' tubo, sule lako temo untula' diona Puang Yesus susi lako to bahinni' teem lako to kasalle. Aka indo kupa'pakahebaam tä' deem alla'na indo puha natula' loppo' Musa sola ingganna nabi 
ACT.26.23	naua: ‘To puha dilanti' la mepasalama' la ussi'dim pandahhaam anna Ia handam la yolo tibangom dio mai alla'na to mate anna malai umpa'pakahebaam lalam kamasiäsam, battu diua kasalamasam, susi lako to Yahudi teem lako taianna to Yahudi.’ ”
ACT.26.24	Mahassampi ma'tula' Paulus umpomakaleso kamaloloanna, iya nakuapai ham Festus napekasallei ma'kada naua: “Tatta'ko Paulus! Napatatta'ko kamanähängammu.”
ACT.26.25	Sapo' natimba'i Paulus naua: “O Festus to kipa'kasallei, tä'ä' tatta' aka inde kutula' tappa' anna masannannä' ma'tula', masissä' pikkihangku. 
ACT.26.26	Napolalam bahaniä' untula'i inde kaha-kaha aka naissammi duka' tomahaja Agripa. Aka mannassa inde kaha-kaha naissam asam anna nahingngi duka', aka tä' dadi dio ongeam kabuniam. 
ACT.26.27	O tomahaja Agripa, ungkatappa'i haka tula'na ingganna nabi? Aka kuissam kuua ungkatappa'i.”
ACT.26.28	Natimba' tomahaja Agripa naua: “Ussanga haka la malaä' masimpam uhhuntu' mendadi taunna Kristus?”
