GEN.1.1	Blŭng-a Kră Yang 'Bok Kei-Dei pơjing plĕnh păng teh. 
DEU.12.3	Lu iĕm athei pơrăm chơnang soi teh pơchah lu rup yang tơmo păng soh lu jrăng Asêrim lu sư lăm ŭnh păng teh pơhĕch lu rup man yang lu sư păng sŭt lê̆ đĭ anăn lu rup yang noh lăm anih noh.
DEU.12.4	Iĕm 'nĕ kơkuh kơ Kră Yang 'Bok Kei-Dei lu iĕm kiơ̆ thoi lu adrĕch noh. 
DEU.12.5	Mă-lei lu iĕm athei chă anih ayơ lăm adrĕch Isơrael, mă Kră Yang 'Bok Kei-Dei lu iĕm gô rơih iŏk pơm anih oei păng 'măn Anăn Sư, lu iĕm akŭm kơkuh. 
DEU.12.6	Chĕp ba tơmam soi 'buh pơyơ̆r tơ noh, lu tơmam soi iŏk minh lăm mơjĭt, tơmam soi pha, lu tơmam soi pơsĭt đêl nơ̆r pơkă, tơmam soi hăm jơhngơ̆m lăp păng lu kon kơdră rơmo triu bơbe tuh blŭng-a. 
DEU.12.7	Tơ noh 'bơ̆t anăp Kră Yang 'Bok Kei-Dei lu iĕm, chơt hiôk sŏng sa hăm hnam dơnŏ, yua kơ dôm tơdrong jang đơ̆ng tơpang ti iĕm kơdih, na đei Kră Yang 'Bok Kei-Dei lu iĕm ăn pŭn hiôk kơ iĕm.
DEU.12.8	'Nĕ kơ pơm thoi lu bơ̆n oei pơm năr âu tơ âu, noh rim 'nu pơm kiơ̆ kơ đon sư tơchĕng kơdih khan trŏ. 
DEU.12.9	Dang ei lu iĕm tam mă mơ̆t tơ anih pơdơh păng tam mă đei iŏk teh bơ̆jang sa mă Kră Yang 'Bok Kei-Dei iĕm wă ăn. 
DEU.12.10	Mă-lei lu iĕm gô tŏk tơ pah to kơ Krong Jôrđăn, oei lăm dêh mă Kră Yang 'Bok Kei-Dei lu iĕm wă ăn bơ̆jang sa. Sư gô ăn hiôk hơđơ̆ng pơdơh, ưh pă đei lu ayăt wang dăr. 
DEU.12.11	Kơplah noh lu iĕm gô chĕp ba tơmam soi 'buh, tơmam iĕm soi pơyơ̆r iŏk minh lăm mơjĭt, tơmam soi pha, lu tơmam soi 'lơ̆ng hloh, mă lu iĕm drơ̆ng pơkă wă pơyơ̆r ăn kơ Kră Yang tơ anih mă Kră Yang 'Bok Kei-Dei iĕm gô rơih wă ăn Anăn Sư oei. 
DEU.12.12	Tơ noh lu iĕm, kon drŏ-nglo, kon drŏ-kăn, đĭch drŏ-nglo păng đĭch drŏ-kăn lu iĕm lu bơngai Lêwi mă oei lăm pơlei hơdai lu iĕm, lu bơngai mă ưh kơ đei iŏk tơmam dah teh jang sa kơdih gô chơt hiôk 'bơ̆t anăp Kră Yang 'Bok Kei-Dei iĕm. 
DEU.12.13	Thoi noh lu iĕm athei kơchăng ưh kơ gơh pơyơ̆r tơ lu anih nai mă lu iĕm wă. 
DEU.12.14	Mă-lei lu iĕm athei pơyơ̆r tơmam soi 'buh tơ anih mă Kră Yang gô rơih minh anih đơ̆ng lăm teh đak lăm minh adrĕch, tơ anih noh lu iĕm athei pơm dôm tơdrong mă inh đei bơtho khan.
DEU.12.15	Mă tơ anih ayơ lăm pơlei lu iĕm kơdih, iĕm gơh koh sa lu sem dơrong mơ̆ng kơ iĕm, kiơ̆ kơ tơdrong pŭn hiôk mă Kră Yang 'Bok Kei-Dei asong ăn kơ lu iĕm; mă bơngai kơnê̆ 'mê̆-'mach dah bơngai 'lơ̆ng rơgoh kư̆m gơh sa 'nhĕm noh thoi iĕm sa 'nhĕm juei păng 'nhĕm kơtŏng jĭl bram. 
DEU.12.16	Mă-lei lu iĕm 'nĕ kơ sa pham; athei tuh hŭt lê̆ tơ teh thoi tuh hŭt đak. 
DEU.12.17	Lu iĕm ưh kơ gơh sa lăm pơlei iĕm kơdih, lu tơmam iŏk đơ̆ng minh lăm mơjĭt, 'ba, sik hơmu đak rơmă plei ôliwơ, dah lu kon rơmo triu bơbe tuh blŭng-a, dah tơmam kiơ iĕm drơ̆ng pơkă wă pơyơ̆r, dah iĕm pơyơ̆r hăm jơhngơ̆m wă, dah lu tơmam pơyơ̆r nai, lu iĕm ưh kơ gơh sa lăm pơlei iĕm kơdih. 
DEU.12.18	Mă-lei iĕm, kon drŏ-nglo, kon drŏ-kăn đĭch drŏ-nglo păng đam drŏ-kăn iĕm, hăm lu bơngai Lêwi oei hơdai lăm pơlei iĕm, athei sa lu kon sem tơmam noh 'bơ̆t anăp Kră Yang 'Bok Kei-Dei iĕm, tơ anih Sư rơih; lu iĕm gô chơt hiôk 'bơ̆t anăp Kră Yang 'Bok Kei-Dei iĕm, dôm tơdrong jang đơ̆ng tơpang ti iĕm kơdih. 
DEU.12.19	Đĭ chăl arih iĕm, athei kơchăng, 'nĕ kơ hiơt hŭt lê̆ bơngai Lêwi mă đei lăm dêh noh.
DEU.12.20	Kơplah Kră Yang 'Bok Kei-Dei iĕm pơih hơdral rai să ăn kơ iĕm, thoi Sư đei pơkă khan kơ iĕm, yua kơ iĕm hơpơi 'maih sa 'nhĕm na khan: “Inh gô sa 'nhĕm,” iĕm gô sa mơ̆ng kơ iĕm wă sa dôm yơ. 
DEU.12.21	Tơdah anih mă Kră Yang 'Bok Kei-Dei iĕm rơih boih wă dan Anăn Sư, ataih đơ̆ng iĕm oei, iĕm gơh 'bet sa rơmo dah triu lăm khŭl mă Kră Yang iĕm ăn kơ iĕm kư̆m thoi Inh pơkă kơ iĕm; iĕm gơh sa 'nhĕm mơ̆ng kơ wă sa lăm pơlei iĕm kơdih. 
DEU.12.22	Lu iĕm gơh sa 'nhĕm thoi sa 'nhĕm kơtŏng păng jĭl bram; đĭ-đăng bơngai yoch kơnê̆ dah bơngai 'lơ̆ng rơgoh kư̆m gơh sa. 
DEU.12.23	Mă-lei athei kơchăng, 'nĕ kơ sa pham; yua kơ pham đei tơdrong arih, lei na ưh kơ gơh ôh sa tơdrong arih hơdai hăm 'nhĕm. 
DEU.12.24	Iĕm ưh kơ gơh sa pham; athei tuh hŭt lê̆ tơ teh thoi đak. 
DEU.12.25	'Nĕ kơ sa pham, wă kơ iĕm păng kon sâu iĕm gơh đei pŭn hiôk, yua kơ pơm 'lơ̆ng trŏ thoi Kră Yang lăp đon.
DEU.12.26	Gah lu sem dơrong mă iĕm 'măn lê̆ 'lơ̆ng rơgoh wă pơyơ̆r păng kiơ̆ thoi đei pơkă boih dah wă pơsĭt đơ̆ng nơ̆r pơkă wă pơyơ̆r, na rôp anhăk ba năm tơ anih mă Kră Yang rơih boih. 
DEU.12.27	Tơ noh lu iĕm pơyơ̆r 'nhĕm păng pham pơm tơmam soi 'buh kơpal chơnang soi Kră Yang 'Bok Kei-Dei iĕm; mưh wă pơyơ̆r tơmam nai, iĕm tuh dan pham kơpal chơnang soi Kră Yang 'Bok Kei-Dei iĕm, na 'nhĕm noh iĕm gơh sa. 
DEU.12.28	Athei bơwei păng mơ̆ng răk kiơ̆ dôm tơdrong 'nâu mă inh đei bơtho pơkă kơ iĕm 'nâu, wă kơ iĕm păng kon sâu iĕm gơh đei pŭn hiôk ling-lang, yua kơ pơm dôm tơdrong 'lơ̆ng trŏ thoi noh Kră Yang 'Bok Kei-Dei lăp đon.
DEU.12.29	Kră Yang 'Bok Kei-Dei iĕm gô pơlôch lu adrĕch adrung mă iĕm wă blah iŏk, na oei hloi tơ lăm dêh lu sư. 
DEU.12.30	Na iĕm athei kơchăng bĕ đơ̆ng rŏng kơ lu sư lôch đĭ kơnh ih 'leh lăm hơđong, 'nĕ chơchă wă kơ băt yang lu sư, na khan: Lu adrĕch adrung âu bơ̆jang kơkuh kơ yang lu sư thoi yơ kih? Lu bơ̆n gô pơm kiơ̆ thoi noh. 
DEU.12.31	'Nĕ kơ bơ̆jang kơkuh kơ Kră Yang 'Bok Kei-Dei iĕm thoi noh, yua kơ lu sư đei pơm boih dôm tơdrong kơnê̆ krưp Kră Yang areh hloh kơ noh đơ̆ng lu sư soh pơyơ̆r kon drŏ-nglo kon drŏ-kăn lu sư kơdih tơ ŭnh pơm tơmam soi 'buh arih kơ yang kơnê̆.
DEU.12.32	Lu iĕm athei kơchăng; pơm kiơ̆ mă trŏ thoi noh 'nĕ kơ hŭt dah pơthim kiơ.
DEU.13.1	Tơdah đei bơngai khan lê̆ adrol, dah bơngai juăt apo 'bôh chă pơm khan lê̆ adrol dah tơdrong tơdra hlĭch; 
DEU.13.2	tơdah tơdra hlĭch păng khan lê̆ adrol noh đei trŏ tơpă na sư khan: Bĕ bơ̆n kiơ̆ lu yang nai; yang mă lu iĕm ưh tam băt, bĕ bơ̆n kơkuh kơ yang noh.
DEU.13.3	Na 'nĕ kơ mơ̆ng ôh nơ̆r bơngai khan lê̆ adrol noh dah lu bơngai apo noh roi, yua kơ Kră Yang 'Bok Kei-Dei lu iĕm pơlong lăng lu iĕm, wă băt kơ lu iĕm hăm đĭ jơhngơ̆m klơm klak đĭ đon tơchĕng 'mêm kơ Kră Yang 'Bok Kei-Dei lu iĕm dah ưh. 
DEU.13.4	Lu iĕm athei yak kiơ̆ Kră Yang 'Bok Kei-Dei lu iĕm păng hli yom kơkuh kơ Sư, wei răk dôm nơ̆r Sư tơtă, mơ̆ng kiơ̆ nơ̆r Sư khan, bơ̆jang kơ Sư păng pơgơ̆p kơjăp hăm Sư.
DEU.13.5	Athei pơlôch bơngai khan lê̆ adrol dah bơngai juăt apo noh, yua kơ sư pơhlŭ pơtơm iĕm iung blah Kră Yang 'Bok Kei-Dei lu iĕm, Tơ'ngla mă chông ba lu iĕm lĕch đơ̆ng dêh Êyiptơ, dŏng pơklaih lu iĕm đơ̆ng pơm đĭch, bơngai noh kư̆m chă đon wă pơm kơ iĕm achăng lê̆ trong Kră Yang 'Bok Kei-Dei iĕm tơhlâu tơ'bôh ăn kơ iĕm trong wă rok kiơ̆, athei pơlôch lu bơngai pơm kơnê̆ wă tơhiong lê̆ tơdrong yoch đơ̆ng lăm lu iĕm.
DEU.13.6	Tơdah đei 'nhŏng oh pôm mĕ 'bă, kon drŏ-nglo dah kon drŏ-kăn iĕm, akăn iĕm mă 'mêm kơeng, dah buăl juăt iĕm năm pơtơm pơhlŭ iĕm, khan: Bĕ bơ̆n năm kơkuh kơ yang nai, mă iĕm hăm lu 'bok iĕm kư̆m ưh tam băt, 
DEU.13.7	yang lu adrĕch adrung oei jum dăr kơ iĕm, jê̆ dah ataih, đơ̆ng dêh âu truh tơ tôch dêh to,
DEU.13.8	Na iĕm 'nĕ kơ chu kiơ̆ sư, kư̆m 'nĕ kơ mơ̆ng sư, kư̆m 'nĕ kơ mơnat; păng kư̆m 'nĕ kơ bơwei dah dŏng lu sư. 
DEU.13.9	Mă-lei iĕm athei pơlôch sư hloi. Tơpang ti iĕm kơdih gô pơlôch sư adrol hloh kơ đĭ-đăng, đơ̆ng noh tơpang ti đĭ-đăng lu kon pơlei. 
DEU.13.10	Iĕm athei iŏk tơmo klơ̆m pơlôch sư, yua kơ sư chă đon pơhlŭ ih iĕm achăng lê̆ Kră Yang 'Bok Kei-Dei iĕm, Tơ'ngla chông iĕm lĕch đơ̆ng dêh Êyiptơ lĕch hlôi đơ̆ng pơm đĭch. 
DEU.13.11	Thoi noh, na đĭ-đăng bơngai Isơrael gô kơtơ̆ng băt dôm tơdrong noh păng hli tơrơ, lei na ưh pă đei pơ̆n pơm minh tơdrong kơnê̆ noh dơ̆ng.
DEU.13.12	Tơdah iĕm đei kơtơ̆ng ang minh lăm lu pơlei tih Kră Yang 'Bok Kei-Dei iĕm ăn kơ iĕm, 
DEU.13.13	đei lu bơngai kơnê̆ iung năm pơhlŭ pơlung kon pơlei noh, khan: Bĕ bơ̆n năm kơkuh kơ yang nai, yang mă lu iĕm tam lah băt, 
DEU.13.14	na iĕm athei chă apinh lăng, pơnhen hơlen mă hơđăl. Tơdah tơdrong noh đei tơpă tơdrong kơnê̆ noh đei pơm tơpă tơ lăm lu iĕm, 
DEU.13.15	iĕm athei iŏk đao gưm pơlôch đĭ lu bơngai lăm pơlei tih noh. Athei pơrăm đĭ-đăng lu bơngai păng lu sem dơrong. 
DEU.13.16	Athei pơpôi iŏk pơđĭ lu tơmam đơ̆ng blah iŏk đơ̆ng lăm pơlei tih noh, năm tuh lê̆ tơ cham să na iŏk ŭnh soh pơlei noh păng đĭ-đăng mŭk tơmam lăm noh, thoi tơmam soi 'buh pơyơ̆r kơ Kră Yang 'Bok Kei-Dei iĕm, pơlei noh gô jing rơ̆m ngar ŭnh ling-lang hlŏng hloi, ưh pă bu gơh tơiung pơjing dơ̆ng. 
DEU.13.17	Dôm tơmam trŏ kơ đe pơrăm tơhiong ưh kơ đei bu mă chro ti iŏk ôh wă kơ Kră Yang huay kơ hil mĭl, na tơ'bôh tơdrong Sư 'mêm mơnat kơ iĕm ăn kơ iĕm hrôh ngôh rai lơ thoi sư đei pơkă pơkăm hăm lu 'bok iĕm sơ̆. 
DEU.13.18	Yua kơ iĕm chu nơ̆r Kră Yang 'Bok Kei-Dei iĕm, wei răk đĭ dôm nơ̆r Sư tơtă, mă inh bơtho ăn kơ iĕm năr 'nâu păng pơm tơdrong trŏ 'blep mă Kră Yang lăp đon.
DEU.14.1	Lu iĕm jing kon Kră Yang 'Bok Kei-Dei lu iĕm, dah đei bơngai lôch 'nĕ kơ 'bet akâu kơdih, dah hơkôih sŏk klĕng; 
DEU.14.2	yua kơ iĕm jing minh adrĕch 'lơ̆ng rơgoh ăn kơ Kră Yang 'Bok Kei-Dei iĕm; Kră Yang rơih iŏk boih iĕm đơ̆ng lăm lu adrĕch kon pơlei kơpal teh âu. Wă jing tơmam Sư kơdih lĕch đơ̆ng đĭ-đăng, adrĕch kon pơlei pơla oei ala teh âu. 
DEU.14.3	'Nĕ kơ sa minh anăn tơmam kiơ mă Inh areh lăng krưp kơnê̆.
DEU.14.4	'Nâu lu sem brem mă lu iĕm gơh sa: Rơmo, triu, bơbe, 
DEU.14.5	juei, jĭl bram, bơbe bri, kơtŏng, keh, rơmo bri, triu bri
DEU.14.6	Lăm lu sem brem, mă lu iĕm gơh sa noh lu kon sem brem ayơ đei kơchôp blah 'bar păng gơh mơkan. 
DEU.14.7	Mă-lei lăm lu kon sem brem gơh mơkan đei kơchôp blah 'bar, 'nâu mă lu kon sem brem lu iĕm ưh kơ gơh sa: Thoi lăk-đa, tơpai bri păng kơne kơdŭt rong lăm hnam, lu sư gơh mơkan; mă-lei ưh kơ đei kơchôp blah 'bar, jô̆ lu 'noh kon sem ưh kơ rơgoh. 
DEU.14.8	Păng nhŭng kư̆m ưh kơ 'lơ̆ng rơgoh; yua kơ sư đei kơchôp blah 'bar, mă-lei ưh kơ gơh mơkan: Jô̆ tơmam noh ưh kơ rơgoh ăn kơ lu iĕm, 'nĕ kơ sa 'nhĕm kon sem brem noh păng kư̆m 'nĕ kơ hơtŭt 'bơm akâu dah lu sư lôch.
DEU.14.9	Đĭ-đăng lu ka oei arih lăm đak mă lu iĕm gơh sa, ka đei pơnăr păng kơchap. 
DEU.14.10	Lu ka mă ưh kơ đei pơnăr păng ưh kơ đei kơchap lu iĕm ưh kơ gơh sa ôh; sư kơnê̆ ưh kơ gơh rơgoh.
DEU.14.11	Lu iĕm gơh sa dôm lu sem păr rơgoh 'lơ̆ng, 
DEU.14.12	mă-lei, 'nâu sem păr mă lu iĕm ưh kơ gơh sa: Klang, grơ̆, klang kok, 
DEU.14.13	klang gơsum, klang kơtơp kiơ̆ kơ adrĕch sư; 
DEU.14.14	dôm lu sem ak 
DEU.14.15	sem tre-yang, sem bơrơ̆m, sem tre-wĕt, klang kơsum kiơ̆ kơ adrĕch sư, 
DEU.14.16	bơrơ̆m iĕ, bơrơ̆m tih, bơrơ̆m kok, 
DEU.14.17	bơrơ̆m char glă, sem bŏng ko, klang kial, 
DEU.14.18	klang kok, tre-yang păng hơmiĕt, hơda kiơ̆ kơ khŭl sư. 
DEU.14.19	Kon sem kơep lep-ler đei pơnăr păr jing kơnê̆ kơ lu iĕm. 
DEU.14.20	Lu iĕm gơh sa lu kon sem kơep lep-ler đei pơnăr 'lơ̆ng rơgoh.
DEU.14.21	Lu iĕm 'nĕ kơ sa minh pôm kon sem brem lôch kơmăp, gơh ăn kơ lu bơngai tơmoi mă oei lăm pơlei ih, ăn kơ sư sa, kư̆m gơh tĕch ăn kơ bơngai tơmoi. Yua kơ ih jơ̆ adrĕch rơgoh 'lơ̆ng ăn kơ Kră Yang 'Bok Kei-Dei lu iĕm.
DEU.14.21	'Nĕ kơ pai hơbĭ 'nhĕm bơbe kon hăm đak toh mĕ sư.
DEU.14.22	Lu iĕm 'nĕ kơ hiơt kơ pơyơ̆r minh lăm mơjĭt gah tơmam bơ̆n đêl rei bơih, mă đơ̆ng lăm mir chŭn bơ̆n đei lăm rim sơnăm. 
DEU.14.23	Lu iĕm gơh sa tơmam pơyơ̆r minh lăm mơjĭt noh lu phe 'ba, sik hơmu, đak rơmă, plei 'long ôliwơ păng lu kon gơgơ̆l rơmo kơdră dah triu 'bơ̆t anăp Kră Yang 'Bok Kei-Dei iĕm, lăm anih Sư gô rơih iŏk wă 'măn Anăn Sư wă kơ iĕm pơhrăm iŏk băt hli yom kơ Kră Yang 'Bok Kei-Dei iĕm ling-lang. 
DEU.14.24	Tơdah Kră Yang 'Bok Kei-Dei iĕm ăn pŭn kơ iĕm, tơdah anih mă Kră Yang rơih wă 'măn Anăn Sư ataih dêh, dĭng mah ưh kơ gơh wă năm ba tơmam pơyơ̆r minh lăm mơjĭt ei. 
DEU.14.25	Lu iĕm athei iŏk minh lăm mơjĭt noh tơplih iŏk jên hu, chĕp jên hu na năm tơ anih Kră Yang 'Bok Kei-Dei lu iĕm gô rơih. 
DEU.14.26	Lu iĕm iŏk jên hu noh răt dôm tơmam kiơ mă iĕm wă, rơmo dah triu, sik hơmu, dah tơdrô kơtang, tơmam sa kiơ mă iĕm 'maih wă sa; na iĕm păng hnam dơnŏ gô huch sa chơt hiôk 'bơ̆t anăp Kră Yang 'Bok Kei-Dei iĕm.
DEU.14.27	'Nĕ kơ hiơt achăng lê̆ lu bơngai Lêwi mă oei hơdai lăm pơlei iĕm, yua kơ lu sư ưh kơ đei teh jang sa lăm lu iĕm.
DEU.14.28	Tôch truh sơnăm mă pêng, iĕm iŏk tơmam minh lăm mơjĭt tơmam iĕm đei lăm sơnăm noh păng tah mong lê̆ tơ anih mong lăm pơlei. 
DEU.14.29	Lu bơngai Lêwi, yua kơ lu ưh kơ đei mŭk tơmam teh jang sa tơ lăm lu iĕm ôh păng lu bơngai tơmoi, lu bơngai mơti păng lu bơngai yă adro mă oei hơdai lăm pơlei iĕm, kư̆m gô năm sa phĭ mah; thoi ei Kră Yang 'Bok Kei-Dei iĕm ăn pŭn kơ dôm tơdrong jang đơ̆ng tơpang ti iĕm kơdih pơm.
DEU.15.1	Tôch kơ rim tơpơh sơnăm, iĕm athei ăn rơngei kơ hre, 
DEU.15.2	'Nâu tơdrong juăt ăn rơngei, tơ'ngla mă ăn kơ đe tŏk iŏk noh athei ăn rơngei, ưh pă apinh dơ̆ng đơ̆ng lu 'nhŏng oh iĕm Isơrael păng lu 'nhŏng oh nai đêl tŏk iŏk noh, yua kơ Kră Yang khan boih 'nâu sơnăm ăn rơngei đơ̆ng hre. 
DEU.15.3	Iĕm gơh apinh đơ̆ng lu bơngai tơmoi; mă-lei gah lu 'nhŏng oh iĕm athei ăn rơngei đơ̆ng hre. 
DEU.15.4	Ưh kơ wă lăm lu iĕm đei bơngai dơnuh, yua kơ đei Kră Yang gô ăn pŭn hiôk rơkah rơkai lăm dêh mă Kră Yang ăn kơ iĕm đei iŏk teh bơ̆jang sa, 
DEU.15.5	Tơdah iĕm chu mơ̆ng kiơ̆ nơ̆r Kră Yang 'Bok Kei-Dei iĕm păng kơchăng pơm kiơ̆ nơ̆r tơtă mă inh đei bơtho khan ăn kơ iĕm năr âu. 
DEU.15.6	Kră Yang 'Bok Kei-Dei iĕm gô ăn pŭn hiôk kơ iĕm kiơ̆ thoi nơ̆r Sư đei pơkă; iĕm gô ăn kơ lơ teh đak gơh tŏk iŏk, mă gah iĕm huay kơ tŏk iŏk đơ̆ng teh đak nai; iĕm gô pơgơ̆r lơ teh đak, teh đak nai ưh kơ gơh pơgơ̆r teh đak iĕm.
DEU.15.7	Mă-lei tơdah lăm dêh mă đơ̆ng Kră Yang 'Bok Kei-Dei asong ăn, oei đei bơngai dơnuh hin, na 'nĕ kơ kret kơ lu bơngai noh. 
DEU.15.8	Mă-lei athei bơlang ti, asong ăn tŏk iŏk tôm tơmam kiơ mă lu sư kăl wă. 
DEU.15.9	Kơchăng bĕ, 'nĕ kơ răk mong tơchĕng kơnê̆ 'nâu: Sơnăm mă tơpơh jơ̆ sơnăm ăn rơngei wă truh boih! Kơchăng bĕ, wă kơ iĕm huay kơ đei jơhngơ̆m kơnê̆ hăm lu 'nhŏng oh iĕm bơngai dơnuh hin, ưh kơ ăn lu sư gơh tŏk iŏk kiơ, kơnh lu sư krao ôr Kră Yang tơmăk kơ iĕm, iĕm gô đei tơdrong yoch. 
DEU.15.10	Iĕm athei ăn kơ đe tŏk iŏk mă hơlăng, 'nĕ ăn hăm jơhngơ̆m ưh kơ hiôk; thoi ei Kră Yang 'Bok Kei-Dei iĕm gô ăn pŭn hiôk lăm dôm tơdrong jang đơ̆ng tơpang ti pơm. 
DEU.15.11	Yua kơ gô đei ling-lang lu bơngai dơnuh hin oei lăm dêh char, thoi noh, na inh hơpơi khan kơ iĕm; athei bơlang ti hơmrah asong kơ lu 'nhŏng oh bơngai dơnuh pơmat-tat mă oei hơdai lăm dêh char iĕm.
DEU.15.12	Tơdah đei bơngai Hêbrơ, drŏ-nglo dah drŏ-kăn, tĕch akâu sư kơdih kơ iĕm sư gô jang kơ iĕm lăm tơdrâu sơnăm, na truh lăm sơnăm mă tơpơh, iĕm athei ăn kơ sư rơngei. 
DEU.15.13	Kơplah ăn sư rơngei, 'nĕ kơ ăn sư brŏk tơpang ti hoh. 
DEU.15.14	Iĕm athei asong ăn kơ sư sem dơrong, 'ba đơ̆ng anih juă 'ba, sik hơmu đơ̆ng anih rŏl chơpĕt, kiơ̆ kơ đơ̆ng Kră Yang 'Bok Kei-Dei iĕm ăn pŭn. 
DEU.15.15	Athei 'blŏk kơ iĕm đêl pơm đĭch boih lăm dêh Êyiptơ, Kră Yang 'Bok Kei-Dei dŏng pơklaih; thoi noh, năr 'nâu inh bơtho khan kơ iĕm nơ̆r tơtă 'nâu. 
DEU.15.16	Mă-lei tơdah đei đĭch iĕm khan: Inh ưh kơ wă weh đơ̆ng hnam tơ'ngla inh ôh, yua kơ sư băt 'mêm kơ hnam dơnŏ yŏng sư, yua kơ sư đei jơhngơ̆m hiôk oei hăm tơ'ngla sư. 
DEU.15.17	Iĕm athei iŏk loih tôt đon sư dan sư 'bơ̆t 'măng, lei na sư gô jing đĭch ling-lang hlŏng hloi, mă đam drŏ-kăn iĕm kư̆m pơm thoi noh mơ̆n.
DEU.15.18	'Nĕ kơ lăng hơnat ôh ăn kơ đĭch rơngei, yua kơ sư bơ̆jang kơ iĕm tơdrâu sơnăm boih, sa apah dang 'bar wơ̆t kơ minh 'nu bơngai jang hmă; thoi noh na Kră Yang 'Bok Kei-Dei gô ăn pŭn hiôk kơ iĕm lăm dôm tơdrong jang iĕm.
DEU.15.18	Pơyơ̆r kon sem dơrong tuh blŭng-a
DEU.15.19	Iĕm athei klah lê̆ 'lơ̆ng rơgoh ăn kơ Kră Yang 'Bok Kei-Dei iĕm dôm lu kon kơdră tơno tuh blŭng-a lăm rơmo dah triu iĕm. 'Nĕ kơ choh rơuơ ôh rơmo tơno tuh blŭng-a păng kư̆m 'nĕ kơ yuă sŏk triu tơno kơdră tuh blŭng-a. 
DEU.15.20	Rim sơnăm iĕm păng hnam dơnŏ iĕm gô 'buh sa 'bơ̆t anăp Kră Yang 'Bok Kei-Dei iĕm, tơ anih mă Sư gô rơih. 
DEU.15.21	Dah kon sem dơrong tuh blŭng-a đei jĭ kiơ, jo dah măt tol, dah đei tơdrong jĭ nai dơ̆ng, iĕm 'nĕ kơ pơyơ̆r pơm tơmam soi ăn kơ Kră Yang 'Bok Kei-Dei iĕm ôh. 
DEU.15.22	Mă-lei iĕm athei 'buh sa lăm pơlei kơdih; bơngai kơnê̆ 'mê̆-'mach păng bơngai 'lơ̆ng rơgoh kư̆m gơh sa đĭ, kư̆m thoi sa 'nhĕm juei dah sa 'nhĕm kơtŏng tơno. 
DEU.15.23	Mă-lei iĕm 'nĕ kơ sa pham sư; athei tuh hŭt lê̆ pham noh tơ teh thoi tuh đak.
DEU.16.1	Iĕm athei 'blŏk kơ khei 'ba huăt, pơm giĕng Năm Brih kơ Kră Yang 'Bok Kei-Dei iĕm; yua kơ lăm khei trŏ kơ 'ba huăt,a Kră Yang 'Bok Kei-Dei iĕm chông anhăk iĕm lĕch đơ̆ng dêh Êyiptơ kơmăng. 
DEU.16.2	Tơ lăm anih mă Kră Yang gô rơih wă 'măn lê̆ Anăn Sư oei, iĕm athei iŏk triu dah rơmo, pơyơ̆r pơm Năm Brih ăn kơ Kră Yang 'Bok Kei-Dei. 
DEU.16.3	Năr giĕng Năm Brih 'nĕ kơ sa 'bĕng hrâu hăm 'buih pông; lăm tơpơh năr iĕm gô sa 'bĕng ưh kơ đei 'buih pông, wă khan 'bĕng pơmat-tat, wă kơ iĕm 'blŏk kơ năr iĕm lĕch hlôi đơ̆ng dêh Êyiptơ hăt hot. 
DEU.16.4	Lăm tơpơh năr jơ̆p kơ lăm teh char iĕm oei, ưh kơ đei bu gơh 'măn 'buih păng 'nhĕm mă pơyơ̆r kơsơ̆ năr mă mônh, 'nĕ kơ lê̆ rơkah truh tơ pơgê dơning.
DEU.16.5	Iĕm ưh kơ gơh pơyơ̆r tơmam soi năr giĕng Năm Brih lăm minh anih ayơ lăm dêh mă Kră Yang iĕm gô ăn kơ iĕm, 
DEU.16.6	mă-lei athei pơyơ̆r tơ anih mă Sư gô rơih wă 'măn Anăn Sư oei tơ noh, iĕm gô pơyơ̆r sem dơrong pơm giĕng Năm Brih, gah kơsơ̆, lăp kơplah 'năr mơ̆t, kơnhăm trŏ jơ mă iĕm lĕch hlôi đơ̆ng dêh Êyiptơ. 
DEU.16.7	Iĕm athei pai sa 'nhĕm tơmam soi noh tơ anih mă Kră Yang 'Bok Kei-Dei gô rơih; truh pơgê dơning wih brŏk tơ bơsŭn iĕm pơdơh. 
DEU.16.8	Lăm tơdrâu năr, iĕm athei sa 'bĕng ưh kơ đei 'buih pông, truh năr mă tơpơh, gô đei akŭm kơkuh tih ăn kơ Kră Yang 'Bok Kei-Dei iĕm, iĕm ưh kơ gơh jang minh tơdrong kiơ.
DEU.16.9	Đơ̆ng pơtơm bơyan kĕch yuă 'ba blŭng-a, iĕm jô̆ tơpơh 'măng giĕng. 
DEU.16.10	Đơ̆ng rŏng kơ noh iĕm athei pơm giĕng kơ lu tơpơh 'măng giĕng 'nâu ăn kơ Kră Yang 'Bok Kei-Dei iĕm ba tơmam pơyơ̆r hăm jơhngơ̆m hiôk, kiơ̆ kơ đơ̆ng Kră Yang 'Bok Kei-Dei ăn pŭn hiôk kơ iĕm. 
DEU.16.11	Hơdai hăm kon drŏ-nglo, kon drŏ-kăn, đĭch drŏ-nglo đĭch drŏ-kăn, lu bơngai Lêwi mă oei hơdai lăm pơlei iĕm, bơngai tơmoi, bơngai mơti păng bơngai adro mă oei hơdai hăm iĕm, kư̆m hơdai wang hiôk chơt tơ anih mă Kră Yang 'Bok Kei-Dei gô rơih wă 'măn kơ Anăn Sư.
