GEN.1.1	Di katbuan, Dwata mimò langit na banwe. 
LUK.16.31	“Kabay man Abraham, ‘Ku là ale mimen i man Mosis na i dad tugad Dwata, là ale mgebe balù nun mték mdà di fati.’ ”
LUK.17.1	Kafnge én, talù Dyisas di dad mlalò kenen, manan, “Too glut nun dee kel gamgebe i dad to di salà, bay magakdo i to gumdà i dademela dad to gamsalà, du too kenen fanlayam kadang. 
LUK.17.2	Fye fa ku mgikat i lialan i bong giling batu, na bat kenen di mahin, di laan fa mgebe di salà balù satu di dad to mdanà. 
LUK.17.3	Taman too gamu fgeye!
LUK.17.3	“Ku gamsalà i dademem, nngakam, na ku msal kenen, nlifetam i salaan. 
LUK.17.4	Balù ku fitu dulê kenen gamsalà di ge di sduh, na ku fitu dulê salu di ge, na manan, ‘Msal agu di salàgu di ge, begam nlifet,’ na nlifetam sa.”
LUK.17.5	Na talù i dad galan dek di ku Dyisas, manla, “Amu, tananuam i kafaglutmi.” 
LUK.17.6	Na man i Amu, “Balù ku tukay i kafaglutyu salngad kalbong i satu too tukay bnê mustasa, gaganyu man di bong kayu ani, ‘Magdot ge, na tmabò ge ditù di mahin!’ na nimenan gamu sa.”
LUK.17.7	Fadlug Dyisas talù, manan, “Ku nun satu di gamu nun lifanan dmaru ku demen mifat i bilibili, na ku kel kenen fdu di gumimoan, tan i manyu di kenen? Nlakam kenen kè gasil sudeng na kmaan? Là. 
LUK.17.8	Én galyu man di kenen, ‘Mimò ge knaangu flabi, na mili ge du munung deg klogu kmaan na minum, na kafnge én, ge nan kmaan na minum.’ 
LUK.17.9	Mlé gamu fye dé di lifanyu, du nimenan i dad dekyu? Là sa, du én i kenen nimò. 
LUK.17.10	Salngad én gamu, ku tagimòyu i kdee dek Dwata gamu, manyu, ‘Gami dad lifan too mdanà, na alò én nimòmi i gami alel nimò.’ ”
LUK.17.11	Na di kagu Dyisas salu di Dyérusalém magu kenen di bleng i dad banwe Samériya na Galili. 
LUK.17.12	Na di kakelan di satu banwe, nun sfalò lagi tanfig smitong kenen, bay tadag ale di gumawagan, 
LUK.17.13	na tamlo ale, manla, “E Dyisas, Amu, begam gami kando!”
LUK.17.14	Na di kite Dyisas dale, manan, “Mdà gamu. Fiteyu i lawehyu di dad bà di Dwata.”
LUK.17.14	Na di dalanla salu ditù, tamgulê ale.
LUK.17.15	Na di kite i satu tamgulê kenen, samfulê kenen di ku Dyisas, na toon falbong i taluan dmayen Dwata. 
LUK.17.16	Na lkuad kenen di muna Dyisas du too mlé fye di kenen. Na lagi ani ise kenen Dyu, bay to mdà di Samériya.
LUK.17.17	Na man Dyisas, “Sfalò lagi tamgulê. Tanè i syem? 
LUK.17.18	Landè dademe dé samfulê dmayen Dwata, alò i to ani mdà di mahal banwe?” 
LUK.17.19	Na talù Dyisas di to én, manan, “Tadag ge na fles ge. Mdà di kafaglutam tamgulê ge.”
LUK.17.20	Na nun dad Farisi smalek ku Dyisas kilen i kakel i kagot Dwata. Tmimel Dyisas, manan, “I kakel kagot Dwata, laito teen dun, 
LUK.17.21	na landè to fakay mangman, ‘Neyeyu tadini kagot Dwata,’ ku demen ‘E tadéén sa,’ du i kagot Dwata déén di lam nawa i dad to.”
LUK.17.22	Na kafnge én, talù Dyisas di dad mlalò kenen, manan, “Nun duh kadang, tooyu kayè ku teenyu i kasfulêgu, agu i dnagit Tingà To, bay là, du ise fa bangan. 
LUK.17.23	Na nun dad to kadang, manla di gamu, ‘Neyeyu ditù kenen,’ ku demen, ‘Dini kenen,’ bay nangyu ale lalò, 
LUK.17.24	du i kasfulêgu, agu i dnagit Tingà To, gambet i silà magtuyal i klamang langit mdà di gusut i duh kel di gusdafan. 
LUK.17.25	Kabay di là fa kel i duh atù, funagu tnayud i dee kaflayam na knagol agu i dad to di bang ani.
LUK.17.26	“I kagkah i dad to di kasfulê i dnagit Tingà To, salngad i kagkah dad to di bang Nowa. 
LUK.17.27	Kmaan ale na minum, na mwè yaan, na fwèla yaan dad ngàla kel di duh kfusuk Nowa di bong awengan. Na kel i dunuk mlimas i kdee dad to di bang én.
LUK.17.28	“Salngad kagkah i dad to di bang Lat. Fadlug ale kmaan, minum, sbayad, mla, na fdak dad gumnè, 
LUK.17.29	bay di duh ktagak Lat i banwe Sodom, i kdee dad to gtagak déén mti mati mdà di kfulen Dwata i lifoh na sandawà mdà di langit.
LUK.17.30	“Gambet ani kagkah i dad to kadang di kasfulêgu, agu i dnagit Tingà To. 
LUK.17.31	Di duh én, ku nun to déén di lwà, nang fusuk di gumnean du mwè i knunan. Na i to mimò di nligon, fye ku nang kenen mulê. 
LUK.17.32	Fandamyu i mkel di yaan Lat, du mbaling kenen kahì di kfaléan di banwe tnagakla. 
LUK.17.33	I dad to fabtas i nawala, knean mati. Kabay i dad to fabtas i klalòla deg balù mati, nun nawala landè sen. 
LUK.17.34	Tulengu gamu, di butang kakelgu kadang, nun lwe to sadfél milè, na satu nwè, bay satu mtagak. 
LUK.17.35	Nun lwe libun gmiling, na satu nwè, bay satu mtagak. ( 
LUK.17.36	Nun lwe to di nligo, na satu nwè, bay satu mtagak.)”
LUK.17.37	Na smalek i dad gal mlalò kenen, manla, “Amu, tanè gumgimò ani?”
LUK.17.37	Na tmimel Dyisas fagu di fléd, manan, “Ku nè gugilè i mati, déén sa gustifun i dad wak du knaanla.”
LUK.18.1	Na nun fléd tulen Dyisas dale du fye tdoan ale i kabtas ku fadlug ale gal dmasal na nang flungay nawa. 
LUK.18.2	Manan, “Di satu banwe nun to mukum landè klikoan di Dwata, na landè afean i dad to. 
LUK.18.3	Na nun satu libun balu déén gal salu di kenen du fakdo, manan, ‘Nsenam agu di kasfalami i to dmuen deg.’
LUK.18.4	“Di tnanin là mayè tmabeng i to mukum, bay di mlo nan, manan di kton, ‘Balù landè klikògu Dwata na landè afègu dad to, 
LUK.18.5	nsengu libun ani du toon agu snamuk, du ku làgu kenen tnabeng, laan tlag samfulê smamuk deg kel di kaglukasgu!’ ”
LUK.18.6	Na fadlug talù i Amuito Dyisas, manan, “Balù ku là matlu i to mukum ani, tooyu fandam i manan. 
LUK.18.7	Ku i sasè to ani tmabeng, là kè nsen Dwata i dad ton fakdo di kenen mduh na butang? Laan sa fganggà i tabengan dale. 
LUK.18.8	Tulengu gamu, toon faflal msen dale. Kabay knean, kadang di kasfulêgu di tah tanà ani, file nan alò i dad to smalig di deg, agu i dnagit Tingà To?”
LUK.18.9	Na tulen Dyisas i fléd ani di dad to smalig di fye nimòla, du man nawala matlu ale, bay balingla fdanà i dademela to. 
LUK.18.10	Manan, “Nun lwe to salu di Bong Gumnè Dwata du dmasal, satu Farisi na satu to gal mwè bayad buhis. 
LUK.18.11	Na tadag i Farisi di muna na dmasal, manan, ‘E Dwata, mlé agu fye di ge, du là agu salngad i dademe dad to gal tyan, na mlangong, na mlafà i yaanla, na là agu gambet i to gal mwè bayad buhis atù. 
LUK.18.12	Gal agu fwasa lwe dulê di satu simana, na blégu di ge i gasfalò alel di kdee gwègu.’
LUK.18.13	“Kabay i to gal mwè bayad buhis, tadag kenen di gumawagan, na balù lngalà di langit, là, bay ntungan kfen mdà di bong kliduan, na dmasal di Dwata, manan, ‘E Dwata, begam agu kando, du agu satu to too gamsalà!’
LUK.18.14	“Na tulengu gamu i kaglutan, di kulê i to msal ani, matlu kenen di kite Dwata, bay i satu, là, du balù simto to fdatah i kton, fdanà sa kadang, na balù simto to fdanà i kton, fdatah sa kadang.”
LUK.18.15	Nun dad to mebe balù i too malnak dad ngàla di ku Dyisas du fye nagotan ale na dnasalan. Kabay di kite i dad mlalò kenen i nimòla, nngakla i dad to mebe i dad ngà. 
LUK.18.16	Kabay tlo Dyisas i dad ngà di kenen, manan, “Falohyu dad ngà salu di deg, na nangyu ale fnang, du ku simto to nun ksalig salngad i dad ngà ani, gakuf ale di kagot Dwata. 
LUK.18.17	Tulengu gamu i kaglutan, ku i ksalig i satu to là salngad di dad ngà ani, là kenen gakuf di kagot Dwata.”
LUK.18.18	Nun satu ganlal i dad Dyu smalek ku Dyisas, manan, “E To Tamdò, too ge tlu to, taman ani snalekgu di ge, tan i nimògu fye gfungu i nawa landè sen.”
LUK.18.19	Na man Dyisas di kenen, “Kan ku manam agu tlu to? Alò satu to tlu, dunan Dwata. 
LUK.18.20	Tagadeam i dad flalò blé Dwata fagu di ku Mosis i gman, ‘Nang ge mlafà yaanam, nang ge manò, nang ge tmaku, nang ge tmulen kéng di gususay, na mafè ge i maam na yéam.’ ”
LUK.18.21	Na man i ganlal, “Tanimengu i kdee dad flalò én mdà fa di gutukaygu.”
LUK.18.22	Kaklinge Dyisas ani, manan, “Kabay nun satu gukulangam. Mdà ge, na fablim i kdee dad knunam, na blém i bayadan di dad to landè. Na fagu déén nun bong knun gfunam di langit. Kafnge én, samfulê ge na mlalò ge deg.”
LUK.18.23	Kabay di kaklinge i ganlal i man Dyisas, mbaling kenen too mlidù du too bong knunan.
LUK.18.24	Di kite Dyisas i kliduan, manan di kenen, “Too malima kagfusuk i to nun bong knun di kagot Dwata. 
LUK.18.25	Glut ani, malima fusuk i bong lmanaf kamél di sol i dalum, bay malima fa i satu to nun bong knun fusuk di kagot Dwata.”
LUK.18.26	Na smalek i dad to mlinge dun, manla, “Ku glut én, simto fakay galwà?”
LUK.18.27	Kabay man Dyisas, “Nè i là gagan i dad to, gagan Dwata.”
LUK.18.28	Na man Fiter, “Neyem gami, tatnagakmi i kdee du mlalò gami ge.”
LUK.18.29	Na man Dyisas di dale, “Tulengu gamu i kaglutan, ku nun to tmagak i gumnean, ku demen i yaanan, ku demen dad flanekan, ku demen dad tuan, ku demen dad ngaan du mdà di klaloan kagot Dwata, 
LUK.18.30	too matnù fa i kdee gdawatan di bang ani di gtagakan, na gdawatan fa nawa landè sen di fulé duh.”
LUK.18.31	Na santifun Dyisas i sfalò lwe to gal mlalò kenen, du manan di dale, “Flinge gamu, du ani salu ito di Dyérusalém, na ditù gugdohò i kdee tagsulat i dad tugad Dwata gablà di deg, agu i dnagit Tingà To. 
LUK.18.32	Bléla agu di agot i dad to ise Dyu, na toola agu snilo, na fyà, na dnulàla agu, 
LUK.18.33	na bnadasla, na flesla agu fnati. Kabay di gatlun duh, mték agu mdà di fati.”
LUK.18.34	Kabay là gamlabat i dad gal mlalò kenen i manan. Gbuni di dale i gumtatekan, na làla gadè dun.
LUK.18.35	Na di kagdadong ale Dyisas di tukay lunsud Dyériko, nun lagi butè sudeng di kilil i dalan du mni. 
LUK.18.36	Na di kaklingen i lduk i kdee dad to magu mlius déén, snalekan ku tan i mkel. 
LUK.18.37	Na manla, “Dyisas mdà di Nasarét i magu dini.”
LUK.18.38	Na tamlo kenen, manan, “E Dyisas, Bel Harì Dabid, begam agu kando!”
LUK.18.39	Na i dad to di muna, nngakla kenen, na manla kenen fanak, bay baling matnù kakitan, manan, “Bel Harì Dabid, begam agu kando!”
LUK.18.40	Na tlag Dyisas magu, na dekan ale mebe i to butè di kenen. Di kagdadongan, smalek Dyisas, manan, 
LUK.18.41	“I tan kayeam nimògu di ge?”
LUK.18.41	Na man i to butè, “Amu, kayègu ku beg agu mite.”
LUK.18.42	Na man Dyisas di kenen, “Mite ge sa. Mdà di kafaglutam mgulê ge.” 
LUK.18.43	Na mite sa kenen, na fles magin ku Dyisas, na toon dnayen Dwata. Di kite i dad to i nimò Dyisas ani, too ale dmayen Dwata.
LUK.19.1	Na takel Dyisas di lunsud Dyériko, na fles magu déén. 
LUK.19.2	Na nun satu lagi déén dnagit ku Sakiyus. Kenen i satu ulu i dad to gal mwè bayad buhis blé di banwe Roma, na too bong knunan. 
LUK.19.3	Kayean teen ku simto Dyisas, bay landè kiboan du fukal kenen, na too sgat i dad to. 
LUK.19.4	Taman faflal kenen sadlu muna di dad to, na mkef di satu bong kayu dnagit sikomoro, du fye teenan Dyisas, du én i dalan Dyisas magu.
LUK.19.5	Na di kagdadong Dyisas di kayu gumkef Sakiyus, lngalà kenen, na manan di kenen, “Sakiyus, gasil ge mnaul, du mnè agu di gumneam duh ani.” 
LUK.19.6	Taman faflal kenen mnaul, na too kenen lehew fyak ku Dyisas di gumnean.
LUK.19.7	Kabay i dad to mite i nimò Dyisas, too ale sungag, manla, “Tay, tlang kenen di gumnè i to too gamsalà!”
LUK.19.8	Na Sakiyus, tadag kenen, na manan di Amuito Dyisas, “Amu, ani blégu kagatngà i kdee knungu di dad to landè. Na ku nun to glangonggu, fulêgu fat dulê i kalbong gwègu di kenen.”
LUK.19.9	Na man Dyisas di kenen, “Di duh ani, takel i kagalwà di dad to di gumnè ani du ge nan i too glut bel Abraham mdà di kafaglutam di deg! 
LUK.19.10	Na agu, i dnagit Tingà To, i duengu salu dini di tah tanà, du fanngabalgu i dad to lana di Dwata du fye falwàgu di dad salàla.”
LUK.19.11	Na fadlug flinge i dad to ku Dyisas, taman tnulenan ale satu fléd, du too mdadong kenen di Dyérusalém, na man nawa i dad to, i kakella déén i katbù kagot Dwata. 
LUK.19.12	Man Dyisas, “Nun mdatah to salu di satu mawag banwe du fye mgimò kenen harì ditù, na kafngen mgimò harì, samfulê. 
LUK.19.13	Di laan fa mdà, tlon sfalò di dad saligan, na banlén ale filak, man mlatu di kat satu dale. Na manan di dale, ‘Fngàyu i filak ani kel di kasfulêgu.’
LUK.19.14	“Kabay i dademe to mnè di banwe gumdaan, too mnang nawa kenen, na dekla dad to mlalò kenen, du manla, ‘Là gami mayè ku i to ani mgimò harì magot gami.’
LUK.19.15	“Kabay knean mgimò kenen harì magot dale, na samfulê. Kakelan déén, fatlon i dad salig gumlén filakan du fye gadean ku file tingà i filakan.
LUK.19.16	“Kakel i tnanin, manan, ‘Amu, i mlatu fagotam deg, tamngà mlibu.’
LUK.19.17	“Na man i harì di kenen, ‘Too fye nimoam! Too ge fye salig. Na du too ge gsalig di tukay fagotgu ge, taman fagotgu ge sfalò syudad.’
LUK.19.18	“Na kel i galwe salig, na manan, ‘Amu, i mlatu fagotam deg, tamngà lime latu.’
LUK.19.19	“Na man i harì di kenen, ‘Fagotta ge lime syudad.’
LUK.19.20	“Na kel i satu salig, manan, ‘Amu, ani i mlatu filak fagotam deg. Tafnungasgu lasulu na busekgu. 
LUK.19.21	Hae, du likò agu ge, du too ge labè. Galam nwè i ise ge nfun, na kantum i ise ge fule.’
LUK.19.22	“Na man i harì di kenen, ‘I gmanam én i gugmadè gablà ge fanlayam, du too ge sasè salig. Gadeam too agu labè, na galgu nwè i ise deg nfun, na kantugu i ise deg fule. 
LUK.19.23	Na kan ku laam fkah filakgu di bangku gal gufngà filak, du fye di kulêgu, di kwègu dun, nun tingaan?’
LUK.19.24	“Na man i harì di dad to tadag déén, ‘Nwèyu i filak di kenen, na bléyu di salig i nun mlibu filak.’
LUK.19.25	“Na manla di kenen, ‘Kabay Amu, tamlibu sa i filakan!’ ”
LUK.19.26	“Na manan, ‘Tulengu gamu i kaglutan, ku simto gsalig di fagotgu kenen, tananùgu i fagotgu. Kabay ku simto là gsalig, balù i tukay tafagot kenen, nawì sa. 
LUK.19.27	Na gablà di dad to dmuen deg, i là mayè ku agu i harìla, nebeyu dini, na fnatiyu ale di munagu!’ ”
LUK.19.28	Na kafnge Dyisas tmulen i fléd ani, fadlug ale salu di Dyérusalém, na Dyisas i muna. 
LUK.19.29	Kagdadongan di dad banwe Bétfagi na Bétani, di dungan i bulul dnagit Olibét, dekan muna lwe dad gal mlalò kenen, na manan, 
LUK.19.30	“Fles gamu di banwe sen munaito. Kakelyu ditù, nun teenyu satu nati dongki ikat landè to lmen smakay dun. Nbelyu ikatan, na nebeyu dini. 
LUK.19.31	Ku nun to smalek gamu, na manan, ‘Kan ku nbelyu i ikat nati én?’ ani manyu kenen, ‘Nun gukmamu i Amu dun.’ ”
LUK.19.32	Na tamdà i dad to dekan, na kakella déén, teenla i kdee gman di dale gine. 
LUK.19.33	Na di kbella ikat i nati, man i mfun, “Kan ku nbelyu ikat nati én?”
LUK.19.34	Na tmimel ale, manla, “Nun gukmamu i Amu dun.” 
LUK.19.35	Na nebela i nati di ku Dyisas, na nafidla i dademe klawehla, na fsakayla kenen. 
LUK.19.36	Di slengan magu, mbel i dad to dademe klawehla di dalan gumagun, du fitela afèla kenen.
LUK.19.37	Kagdadongan di Dyérusalém di gumasol i dalan mdà di bulul Olib, too lehew i dee dad to gal mlalò kenen, na tambù ale falbong i talùla dmayen Dwata mdà di kdee tnikeng tamgimò Dyisas i tateenla, manla,
LUK.19.38	“Too nun kafye i harì salu dini mebe i glal i Amuito Dwata.
LUK.19.38	Nun ktanak nawa fdu di langit blé Dwata di dad to.
LUK.19.38	Dnayenito Dwata i too mdatah!”
LUK.19.39	Na nun dad Farisi gbol di dee dad to déén. Talù ale di ku Dyisas, manla, “To Tamdò, nngakam i dad gal mlalò ge, du nlafàla Dwata di kdayenla ge!”
LUK.19.40	Kabay tnimelan ale, manan, “Tulengu gamu, ku fnanggu ale, baling mkit i dad batu dmayen deg.”
LUK.19.41	Di kagdadong Dyisas di Dyérusalém, na di kiten dun, too kenen mngel mdà di bong kakdon i dad to déén. 
LUK.19.42	Na manan, “Mulà moon gadèyu, balù duh ani, i gamlé ktanak nawa, bay làyu gadè du tagbuni di gamu. 
LUK.19.43	Du nun duh kel kadang, na i dad dmuen gamu, nlibutla labat i syudadyu, na i dad sundalula, sanlibutla gamu fye landè gugalwàyu. 
LUK.19.44	Fnatila gamu di lam i syudadyu, balù kel di dad ngàyu. Na di kdee dad gumnè, landè balù satu batu gtagak di gugkahan, du mti malbà, du làyu dilè ku ani i duh kakel Dwata di gamu du falwà gamu!”
LUK.19.45	Na fusuk Dyisas di Bong Gumnè Dwata, i gal gumangamfù dad Dyu, na ndalan lamwà i dad to fabli déén. 
LUK.19.46	Na manan di dale, “Tagsulat di Tnalù Dwata, manan, ‘Én gukmamu i Gumnègu gal gudmasal,’ bay tabalingyu nimò gumnè i dad to tmaku!”
LUK.19.47	Na klit i duh tamdò Dyisas di Bong Gumnè Dwata. Kabay i dad ulu i dad bà di Dwata, na dad tamdò i dad flalò blé Dwata fagu di ku Mosis, na dademe tua gal mebe i dad Dyu mayè mati kenen, 
LUK.19.48	bay balù fanngaballa i kfagu, landè mgimòla, du i dad to too mayè flinge i kdee tdoan.
LUK.20.1	Di satu duh, sleng Dyisas tamdò na tmulen i Fye Tulen gablà di kagot Dwata di Bong Gumnè Dwata, fdadong di kenen i dad ulu i dad bà di Dwata, na i dad tamdò i dad flalò blé Dwata fagu di ku Mosis, na i dademe tua gal mebe i dad Dyu, 
LUK.20.2	na manla, “Tulenam gami i kaglutam mimò i kdee nimoam, na simto mlé ge glal.”
LUK.20.3	Na tmimel kenen, manan, “Nun snalekgu gamu funa. Tulenyu deg sa kun, 
LUK.20.4	nè i gumdà glal Dyan munyag? Mdà di Dwata, ku demen mdà di to?”
LUK.20.5	Na stulen ale ku tan timella, manla, “Tan i timelito? Ku manito, ‘I glalan mdà di Dwata,’ snalekan ito, ‘Kan ku làyu fnaglut i manan?’ 
LUK.20.6	Kabay ku manito, ‘Mdà di dad to,’ kdee dad to tmudà gito batu, du toola fnaglut Dyan satu tugad Dwata.”
LUK.20.7	Taman ani timella, manla, “Làmi gadè ku nè gumdà i glal Dyan.”
LUK.20.8	Na man Dyisas di dale, “Na, làgu tulen gamu ku nè gumdà i glalgu mimò i nimògu.”
LUK.20.9	Na fadlug Dyisas talù, na tulenan i dad to fléd ani, manan, “Nun satu to mule i dad walad dnagit grép di tanaan. Na kafnge én, fagotan i dad fulen di dademe to, du salu kenen di satu banwe, na mlo kenen déén. 
LUK.20.10	Na di bang ktaga dad bungen, nun dekan satu saligan salu di dad to magot dun, du fwean kenen alel. Kabay i dad to fagotan dun, balingla bnunal i saligan, na dekla kenen mulê, bay landè febela kenen. 
LUK.20.11	Na lêmanan dek satu saligan salu ditù, na lêla kenen bnunal, na toola fa fyà. Na kafnge én, fasfulêla, na landè geben. 
LUK.20.12	Na lêmanan dek i gatlun. Kakelan ditù sneeyla kenen, na batla ditù di lwà i gumule i amun.
LUK.20.13	“Kafnge én, man i mfun fule, ‘Tan i kibògu ani? A, fye ku dekgu tingàgu, i toogu kando. Kenen kè i nafèla!’
LUK.20.14	“Kabay kantola teen i tingaan, stulen ale, manla, ‘Ani sa tingà mfun fule. Kenen mfun kadang, taman fnatiito du fye di kfati maan, gito gamfun i fule.’ 
LUK.20.15	Taman kanfèla, na ditù gumbatla kenen di lwà i gumule i maan, na flesla fnati.”
LUK.20.15	Na smalek Dyisas, manan, “Tan dé kibò mfun fule i dad to gufagotan dun? 
LUK.20.16	Én nimoan, salu ditù na fnatin kdeela, na fagotan di dademe dad to.”
LUK.20.16	Na di kaklinge i dad to ani, glabatla i gumtatekan, na manla, “Tay, fye ku là gdohò ani.”
