GEN.1.1	A tung in Pathian in lei leh van a siam.
PSA.15.5	a siam zaw siamlou tangsak ding a golhna leng la ngeilou mi pen.
PSA.15.5	Huchibang thil hihmi,
PSA.15.5	Bangchik mah in a ling kei ding hi.
PSA.16.1	Pathian aw, hon humbit in:
PSA.16.1	nangmah ah ka ginna ka koih hi.
PSA.16.2	Nang tuh ka 
PSA.16.2	Nang loungal thil hoih himhim ka neikei.
PSA.16.3	Lei a Mi Siangthou omte zaw,
PSA.16.3	amau zaw mi hoih,
PSA.16.3	ka kipahna teng omna ahi uh,
PSA.16.3	ka chi ahi.
PSA.16.4	pathian dangte kiang a taite zaw,
PSA.16.4	a lungkhamnate uh a pung ding: a sisan dawn kithoihna uh ken zaw ka lan kei ding a,
PSA.16.4	ka muk in a minte uh ka lou sam kei ding hi.
PSA.16.5	nang ka tantuam n’on hihkip sak zel hi.
PSA.16.6	Tehna khaute mun nuamtak ah ka tuam ding in a keta ahi; ahi,
PSA.16.6	gou hoih tak ka luahta ahi.
PSA.16.7	ka phat ding a: ahi,
PSA.16.7	zanchiang in ka lungsim hon hilhpil zel hi.
PSA.16.8	ka taklam a a om ziak in ka ling kei ding hi.
PSA.16.9	Huaiziak in ka lungtang a kipak a,
PSA.16.9	ka thupina a nuam hi:
PSA.16.9	ka sa leng bittak in a om ding hi.
PSA.16.10	Ka kha Sheol ah na nuse kei
PSA.16.10	ding a: Na Mi Siangthou muatna mu ding in na phal sam kei ding hi.
PSA.16.11	Nang hinna lampi n’on theisak
PSA.16.11	ding a; na ma ah nuam dimletna a om hi;
PSA.16.11	na khut taklam ah tangtawn kipahna ding a om hi.
PSA.17.1	ka kikou husa ngaikhia inla, ka thumna,
PSA.17.1	zuauthu genhat muk a pawt hilou ah, bil na doh in;
PSA.17.2	Ka tung a thupukna na ma a
PSA.17.2	kipan a pawt hi henla;
PSA.17.2	na mit in khentuam neih louhna en hen.
PSA.17.3	Ka lungtang na enchian a;
PSA.17.3	zan in na hongpha a;
PSA.17.3	n’on endikta a bangmah na mu hetkei a;
PSA.17.3	ka kam in a genkhial kei ding ka chi chiltel ahi;
PSA.17.4	Mihing thilhih ah zaw,
PSA.17.4	na muk a thupawt ziak in mihing ngongtat lampi a pailou ding in ka kikem hoih ahi;
PSA.17.5	Ka kalsuante’n na lampi a tawn ziahziah a,
PSA.17.5	ka khete a tal ngeikei hi.
PSA.17.6	Pathian aw, ka honsam zel a,
PSA.17.6	nang lah n’on dawng ding a:
PSA.17.6	kei lam ah na bil hondoh inla,
PSA.17.6	ka thugen ngaikhia in;
PSA.17.7	Nangmah a ginna koih peuhmahte kiang a, na khut taklam a amau sualte hondam zelpa aw,
PSA.17.7	na chitna lamdang kilang sak in.
PSA.17.8	Mit laimu bang in honkem inla,
PSA.17.8	na kha nuai ah hon busak in.
PSA.17.9	Migilou salou hon hihsia a,
PSA.17.9	hondou a hon um kim lak ah.
PSA.17.10	Amaute thau a um in a om ua,
PSA.17.10	a kam un kisatheitak in
PSA.17.10	thu a gen uhi;
PSA.17.11	Tuin ka kalsuanna peuhmah
PSA.17.11	a hon umsuak a,
PSA.17.11	hon hihpuk ding in a mitte uh ka tung uah a tu sak uhi;
PSA.17.12	Amah humpinelkai sa keih ut
PSA.17.12	bang leh humpinelkai lunlai
PSA.17.12	mun dai peuh a buk nilouhlouh bang ahi.
PSA.17.13	amah maituah pih inla, kunsak in:
PSA.17.13	ka hinna migilou salou lak ah na namsau in humbit in.
PSA.17.14	amau tuam zaw tu damsung a a neih uh ahi a,
PSA.17.14	a gil uh na gou in na dimsak naknak a;
PSA.17.14	tate lungkim huntak in a nei ua,
PSA.17.14	a sum zat val uh a tangekte uh ading in a sihsan zel uhi.
PSA.17.15	Ken zaw diktatna nei in na mel ka mu ding a;
PSA.17.15	nangmah batna nei a ka hah chiang in ka lungkim hun mahmah ding hi.
PSA.18.1	ka hon it hi.
PSA.18.2	ka kulhpi, Hon humbitpa ahi;
PSA.18.2	ka Pathian ka suangpi kiptak ahi a, amah ah ginna
PSA.18.2	ka koih ding; ka phaw, ka hotdamna ki leh ka insang ahi;
PSA.18.3	Phat tuak 
PSA.18.3	Hondoute lak ah hotdam in ka om ding hi.
PSA.18.4	Sihna khauhualte’n a hon gak a,
PSA.18.4	Pathian limsaklouhna tuihual in hontum a;
PSA.18.5	Sheol khauhualte’n a hon gaksuak a: sihna thangte ka kimvel in a om hi.
PSA.18.6	Ka lungkham a 
PSA.18.6	ka Pathian ka sam hi.
PSA.18.6	Aman a biakin apan ka aw a za a, a ma a ka kikou husa a bil ah a lutta hi.
PSA.18.7	Huaitak in lei a ling a,
PSA.18.7	a kisatta a, a heh ziak in tangte leng a kingakna nangawn toh a kisat in a lingta hi;
PSA.18.8	A nak a kipan in meikhu a zamtou a, a kam a pawt
PSA.18.8	mei in a kang zuazua a,
PSA.18.8	meihol leng a kuangsak hi.
PSA.18.9	Aman vante kunsak in,
PSA.18.9	a hohsuk a; A khenuai ah mial bikbek a om hi.
PSA.18.10	Cherub tung ah a tuang a,
PSA.18.10	a lengta hi, ahi, huih khuate ah a leng vengveng hi.
PSA.18.11	Mial bukna mun ah,
PSA.18.11	amah umna bukta in,
PSA.18.11	a bawl a; tui a mialna,
PSA.18.11	van a meipite mah;
PSA.18.12	A ma a vakna ziak in a meipite a theng a, gialte
PSA.18.12	leh meiamte a ke toktok uhi.
PSA.18.13	Tungnungpen in a aw a suaksak a; gialte leh meiamte a ke toktok uhi.
PSA.18.14	A thalte a kapkhia a,
PSA.18.14	amau a hihzak hi; ahi,
PSA.18.14	khua a phe zolzol nilouh a,
PSA.18.14	a hihbuai vengvung hi.
PSA.18.15	Huaitak in, 
PSA.18.15	na tai ding a, na nak a hu pawt in a mut ziak in, tui luannate a hong kilang a, leilung kingaknate hihlat in a omta hi.
PSA.18.16	Aman tunglam a kipan in
PSA.18.16	a honsawk a, honlen a; tui tampi a kipan hon kaikhia hi;
PSA.18.17	Kei galhattak lak ah hon humbit a,
PSA.18.17	hon hawte lak ah leng;
PSA.18.17	kei ding in a hat lawzen ngal ua;
PSA.18.18	Amau ka vangtah ni’n honsual ua,
PSA.18.18	himahleh 
PSA.18.19	Aman mun awngthawl ah hon pikhia a; ka tung a a kipah ziak in hon humbitta ahi.
PSA.18.20	ka khutte a siangthou dan bang ngei in a hondin ahi;
PSA.18.21	ka Pathian kiang a kipan gilou tak in ka pai mang ngei ngal kei a;
PSA.18.22	A vaihawmna tengteng ka ma ah a om a, a thusehte ka pai ngei ngal kei hi;
PSA.18.23	Amah lak ah gensiatbei ka hi a,
PSA.18.23	ka siatna a kipan ka kihuikhe zel hi.
PSA.18.24	Huaiziak in 
PSA.18.24	bang in hon na dinta a,
PSA.18.24	ka khutte a mitmuh a a sianthou bangzel in.
PSA.18.25	Mihehpihthei takte lak ah
PSA.18.25	hehpihthei tak in na kilang ding a;
PSA.18.25	mi hoihkimte lak ah
PSA.18.25	hoihkim in na kilang ding a;
PSA.18.26	Misiangthoute lak ah
PSA.18.26	siangthou in na kilang ding a;
PSA.18.26	huan, genhakte lak ah
PSA.18.26	genhak in na kilang ding hi;
PSA.18.27	Gimthuak mite hondam ding
PSA.18.27	na hi ngal a; mi kisatheite bel
PSA.18.27	na hihniam ding hi;
PSA.18.28	Nang ka khawnvak n’on
PSA.18.28	detsak ding ahi ngal a: 
PSA.18.28	ka Pathian in ka mialna
PSA.18.28	a hihvak ding hi.
PSA.18.29	Nang hon panpih in gal ka delh ngal a;
PSA.18.29	ka Pathian panpih mah in kulh dai ka tawmkan ahi.
PSA.18.30	Pathian lampi a hoihkim a,
PSA.18.30	amah a ginna koih tengteng
PSA.18.30	ading in amah tuh phaw ahi.
PSA.18.31	I Pathian lou Suangpi kua a om a ahia?
PSA.18.32	Hatna hon tengsakpa leh ka lampi hih hoihkimpa
PSA.18.32	Pathian mah;
PSA.18.33	Aman ka khe zukpi khe bang in a bawl a,
PSA.18.33	ka mun sangte ah hon omsak hi;
PSA.18.34	Ka khutte galdou ding in a chil a, ka bante’n dal thalpeu a lai zou hial hi.
PSA.18.35	Nang na hotdamna phaw n’on pia a: na khut taklam in
PSA.18.35	honkai a,
PSA.18.35	na kingaihniamna in n’on bawllian hi.
PSA.18.36	Ka nuai a ka kalsuanna na hihlian a,
PSA.18.36	huchi in ka khete a teu kei hi;
PSA.18.37	Hondoute ka delh ding a,
PSA.18.37	ka delh pha ding:
PSA.18.37	hih manthat a a om masiah uh ka kihei kikta kei ding hi.
PSA.18.38	A thohnawn theihlouhna ding un ka sattan dia:
PSA.18.38	ka khe nua’h a puk ding uhi;
PSA.18.39	Nang kidouna ading in hatna
PSA.18.39	ka tai ah n’on tengsak a:
PSA.18.39	honsualte ka nuai ah na zouta hi.
PSA.18.40	Honhawte ka hih manthat theihna din, nang hondoute hon nunglehngatsan ding in na omsakta hi.
PSA.18.41	Amau a kikou ua, himahleh
PSA.18.41	hondampa ding kuamah a omkei uh: 
PSA.18.41	himahleh a dawng tuankei hi.
PSA.18.42	Huaitak in leivui huih mutleng bang in ka satnen a:
PSA.18.42	kholak buannawi bangphet in ka paikheta hi.
PSA.18.43	Nang mite kilaina lak ah n’on humbit a;
PSA.18.43	namchih lutang ding in na honsiam a,
PSA.18.43	ka theih ngeilouh mite’n ka nek ka tak a bawlta ding uhi.
PSA.18.44	Ka tanchin a zaktak un ka thu a mang ding ua;
PSA.18.44	mikhualte ka kiang ah a kipe ding uhi.
PSA.18.45	Mikhualte a vul ding ua,
PSA.18.45	a insang ua kipan in ling kawm in a hongsuk ding uhi.
PSA.18.46	ka suangpi phat in om henla;
PSA.18.46	hon hondampa Pathian pahtawi in om hen:
PSA.18.47	Phu hon laksakpa leh, michih
PSA.18.47	ka nuai a zoupa Pathian ahi.
PSA.18.48	Aman hondoute lak ah hon honkhia a: ahi,
PSA.18.48	nang kei honsualte tunglam ah n’on domkang a:
PSA.18.48	Mi hiamgamte lak a kipan na hon humbit zel hi.
PSA.18.49	Huaiziak in, 
PSA.18.49	namchih lak ah kipahthu k’on hilh ding a,
PSA.18.49	nang phat in la ka sa ding hi.
PSA.18.50	Aman hotdamna thupitak a kumpipa bawl kiang ah a pe zel a;
PSA.18.50	a thaunilhpa tung ah, David leh a suante tung ngei ah,
PSA.18.50	tangtawn in a chitna a langsak ding hi.
PSA.19.1	Vante’n Pathian thupidan
PSA.19.1	a theisak ua;
PSA.19.1	huihkhua liantak in a khutsuak a langsak hi.
PSA.19.2	Sun in sun kiang ah thu a gen sawn a,
PSA.19.2	Zan in zan kiang ah theihna a sulang sawnsawn hi.
PSA.19.3	Thugen himhim leh pau a omkei a;
PSA.19.3	a aw uh bil a zak theih ahi kei hi;
PSA.19.4	A tehna khau uh leilung luah tengteng ah Zam suaksak in a om a;
PSA.19.4	a thu uh kawlmong pha in a thangkheta hi.
PSA.19.4	Huaite ah ni ading in puanin a zak a,
PSA.19.5	Huai ni tuh mouneipa ding a dantan a kipan pawt bang ahi a,
PSA.19.5	mi hattak bang in,
PSA.19.5	a taina lampi a a tai ding nuam a sa naknak hi.
PSA.19.6	A pawtna kawlmong tawp a kipan ahi a,
PSA.19.6	a taikawina a tawp lehlam tan in ahi a,
PSA.19.6	a satdan theilou a selguk in a omkei hi.
PSA.19.7	hinna a halhsak hi;
PSA.19.7	mi mawl a pilsak hi.
PSA.19.8	lungtang a kipaksak nak hi:
PSA.19.8	mitte ahihvak nak hi;
PSA.19.9	tangtawn a ding in a om hi:
PSA.19.9	a kizen kimvel vek ahi.
PSA.19.10	Huaite dangkaeng sang in
PSA.19.10	a deihhuai zaw ahi; ahi,
PSA.19.10	dangkaeng siangthou tampi sang in leng:
PSA.19.10	khuaizu leh khuaikhak sang in leng a khum zaw ahi.
PSA.19.11	Huai lou leng huaite in na sikha taihilh in ka om zel hi;
PSA.19.11	huaite zuih kipahman thupitak neihna ahi zel hi.
PSA.19.12	Kuan ahia amah diklouhnate theithei ding?
PSA.19.12	Diklouhna kiselte lak ah hon huikhia in.
PSA.19.13	Thil hihkhial teitei lou ding in na sikha honlen chinten inla;
PSA.19.13	ka tung ah amaute thunei sak ken!
PSA.19.13	huchi in hoih in ka om dia,
PSA.19.13	tatlekna thupitak lak ah gensiat bei in ka om ding hi.
PSA.19.14	ka suangpi leh hontanpa,
PSA.19.14	ka kam a thupawtte leh ka lungtang a ka ngaihtuahnate na mitmuh in pomtak hi hen.
PSA.20.1	Mangbat ni’n 
PSA.20.1	hon dawng hen!
PSA.20.1	Jakob Pathian min in hon liahkhuh hen!
PSA.20.2	Mun siangthou a kipan in
PSA.20.2	panpihna hon sawlsak henla,
PSA.20.2	Zion a kipan in hon hihhat hen!
PSA.20.3	Na thillat teng theigige henla,
PSA.20.3	na haltum thillat kipahpih hen! 
PSA.20.4	Na lungtang deihlam honpia henla, na lunggel tengteng hon lohchingsak hen.
PSA.20.5	Na hotdamna ah nuam in la ka sa ding ua,
PSA.20.5	ka Pathian min un ka puanzakte uh ka zak lai ding uh!
PSA.20.6	a khut taklam hotdamna tha in a van siangthou a kipan in amah a hon dawng ding hi.
PSA.20.7	Khenkhatte’n kangtalaite a muang ua, khenkhat in sakolte a muang uhi:
PSA.20.7	Enzaw 
PSA.20.7	I louzaw ding uhi.
PSA.20.8	Amau zaw a kun ua,
PSA.20.8	a pukta ua; ei zaw i thou ua,
PSA.20.8	i ding zawta hi.
PSA.20.9	i sap chiang in Kumpipa’n hon dawng hen.
PSA.21.1	na hatna ah a nuam ding a,
PSA.21.1	na hotdamna ah nuamsa
PSA.21.1	na zouzen inchia!
PSA.21.2	A lungtang deihlam na pia a,
PSA.21.2	a muk a thilnget
PSA.21.2	na phallou kei hi. 
PSA.21.3	Hoihna a vualzohnate in na
PSA.21.3	dawn a: dangkaeng siangthou
PSA.21.3	kumpi lukhu na khusak hi.
PSA.21.4	Aman hinna hon ngen a,
PSA.21.4	na pia a tangtawn tangtawn a damna.
PSA.21.5	Na hotdamna ah a thupina
PSA.21.5	a lian mahmah ahi:
PSA.21.5	pahtawina leh thupina tung ah na nga zel hi.
PSA.21.6	Tangtawn a ding in vualzawlna
PSA.21.6	liantak mu in na bawl a:
PSA.21.6	Na ma a nopsakna in na kipaksak hi.
PSA.21.7	Kumpipa’n 
PSA.21.7	tungnungpen chitna ziak in a ling kei ding hi.
PSA.21.8	Na khut in nang hondoute
PSA.21.8	tengteng a zongkhe vek ding a:
PSA.21.8	na khut taklam in nang hondoute a zongkhe ding hi.
PSA.21.9	Na heh hun chiang in amau
PSA.21.9	haltuina meikuang lutlut
PSA.21.9	bang in na bawl ding.
PSA.21.9	mei in a kang mang mai ding hi.
PSA.21.10	A gahte uh lei a kipan na hihmang ding a,
PSA.21.10	a suante uh mihing tate lak a kipan in na hihmang behlap ding hi.
PSA.21.11	Na tung ah thil gilou
PSA.21.11	hih a tum ua; thil gilou
PSA.21.11	a ngaihtuah khia ua,
PSA.21.11	a hih tangtung thei ngal kei uhi.
PSA.21.12	Nang amau na kiheisak dek a,
PSA.21.12	na thalpeu khaute a maitang uah laisa in na bawl ding hi.
PSA.21.13	huchi in na thilhihtheihna phat in la ka sa ding uhi.
PSA.22.1	Ka Pathian, ka Pathian,
PSA.22.1	bang achia hon paisan?
PSA.22.1	Bang achia hon panpih ding a na gamlat mahmah a, ka thumna thute a kipan a na gamlat?
PSA.22.2	Ka Pathian aw, sun in ka kikou a,
PSA.22.2	himahleh na dawng tuankei a;
PSA.22.2	zan in leng ka kikou a,
PSA.22.2	ka dai tuankei hi.
PSA.22.3	Himahleh, nang Israelte
PSA.22.3	phatna a tengpa aw,
PSA.22.3	nang zaw na siangthou hi.
PSA.22.4	Ka pipute un nang hon na muang ua: a muang ua,
PSA.22.4	huchi in nang na humbit zel hi.
PSA.22.5	Nang honsam ua, huchi in,
PSA.22.5	humbit in a om zel ua:
PSA.22.5	honmuang ua, huchi in zahlak in a om ngeikei uhi.
PSA.22.6	Kei zaw mihing ka hi kei a,
PSA.22.6	tangtel phet ka hi a; mihingte gensiat leh mite muhsit ka hi.
PSA.22.7	A honmu peuh in hon nuihsan
PSA.22.7	ua, a muk uh a lawksak ua,
PSA.22.7	a lu uh a sing uh;
PSA.22.8	aman amah humbit leh a ke:
PSA.22.8	a tung a a kipah ziak in humbit leh ake, a chi uhi.
PSA.22.9	Nang sul a kipan a hon lakhepa na hi a:
PSA.22.9	ka nu ang a nawi ka teplai nangawn in nang muandan n’on sinsaksakta hi.
PSA.22.10	Sul a kipan him in nangmah
PSA.22.10	tung ah ngak ka na hi a:
PSA.22.10	nang ka nu gilsung ah ka Pathian na hi hi.
PSA.22.11	Hon gamlat mahmah ken;
PSA.22.11	mangbatna ding a nai ngal a;
PSA.22.11	panpihpa ding a om tuankei hi.
PSA.22.12	Bawngtal tampi in hon umsuak ua: Bashan gam a bawngtal hattakte’n hon umsuak uhi;
PSA.22.13	Humpinelkai duhgawl humham
PSA.22.13	bang in a hon kamkat khum uhi.
PSA.22.14	Tui bang a buak khiak in ka om a,
PSA.22.14	ka guh tengteng leng a kilawi hi;
PSA.22.14	ka lungtang khuainun bang ahi a,
PSA.22.14	ka gil lak ah a zul khinta hi;
PSA.22.15	Ka tha belpei bang in a keu khin a;
PSA.22.15	ka lei ka dangtawng ah a belh bikbek a;
PSA.22.15	nang sihna leivui ah n’on pilutta hi.
PSA.22.16	Uite’n a hon umsuak ua:
PSA.22.16	thil hoihlou hih omkhawmte’n hon umbit ua; ka khut leh ka khete a vut uhi.
PSA.22.17	Ka guh tengteng ka sim thei a;
PSA.22.17	amau lah hon en in hon ensal ua;
PSA.22.18	Ka puansilhte a kihawm ua,
PSA.22.18	ka puanak ding in ai a san uhi.
PSA.22.19	Nang bel, 
PSA.22.19	hon gamlat mahmah ken!
PSA.22.19	Hon hihhatpa aw,
PSA.22.19	hon panpih ding in hongkin in!
PSA.22.20	Ka hinna namsau lak ah humbit inla;
PSA.22.20	ka neih sun pentak ui thilhihtheihna lak ah humbit in!
PSA.22.21	Humpinelkai kam a kipan in hon hondam inla; ahi,
PSA.22.21	gam bawngtal ki a kipan in ka kha hondam in!
PSA.22.22	Ka unaute kiang ah na min ka hilh ding a:
PSA.22.22	kikhawmte lak ah ka honphat ding hi;
PSA.22.23	amah phat un; Jakob suan tengteng aw,
PSA.22.23	amah pahtawi un:
PSA.22.23	Israel suante aw,
PSA.22.23	amah kihta un:
PSA.22.24	Aman gimthuakmi gimdan
PSA.22.24	a musit ngal kei a,
PSA.22.24	a kih sam kei hi; a mai lah
PSA.22.24	a lak ah a sel kei hi;
PSA.22.24	amah a sap in a ngaikhe zaw hi.
PSA.22.25	Kikhopna thupitak a k’on phat zel zaw nangmah na hi:
PSA.22.25	A laudan siamte ma ah ka thuchiam ka tangtun ding hi.
PSA.22.26	thunuailutte’n a ne ding ua,
PSA.22.26	a tai ding uh: amah zongte’n
PSA.22.26	na lungtang uh tangtawn in hing in om hen!
PSA.22.27	Kawlmong mi tengteng in leng a thei nawn ding ua,
PSA.22.27	namchih a chichih na ma ah a kun ding uhi.
PSA.22.28	Gam 
PSA.22.28	namchih tung a vaihawmpa ahi.
PSA.22.29	Lei a mi neizou tengtengte’n
PSA.22.29	a ne un a be ding ua;
PSA.22.29	leivui dia paisuak dingte a ma ah a hong kun ding uhi,
PSA.22.29	amau hinna hingsak gige theiloute.
PSA.22.30	Chisuan in amah nek leh tak a bawl ding a;
PSA.22.30	khangthak hongom nawnte kiang ah
PSA.22.31	A hongpai ding ua,
PSA.22.31	nam hongpawt ding kiang ah,
PSA.22.31	A hihkhinta, chi in, a diktatdan a hon theisak ding uhi.
PSA.23.1	ka tasam kei ding hi:
PSA.23.2	Aman loupa hingnou mitmet
PSA.23.2	mun ah hon kualsak zel a:
PSA.23.2	khawlna tuigei mundai ah honpi zel hi;
PSA.23.3	Ka hinna a hon bawlhoih sak
PSA.23.3	zel a, amah min ziak in diktatna lampi ah honpi zel hi.
PSA.23.4	Ahi, sihna lim guam tawn mah leng,
PSA.23.4	Gilou himhim ka lau kei ding; nang ka kiang ah na om ngal a,
PSA.23.4	na khetbuk leh na chiang in hon khamuan zel hi.
PSA.23.5	Hondoute mitmuh in ka ma ah
PSA.23.5	dohkan na bawlkhol a:
PSA.23.5	ka lutang thau na nilhkhin a,
PSA.23.5	ka nou a dimlet hi.
PSA.23.6	Pellou in hoihna leh chitna in ka damsung teng in honzui zel ding ua;
PSA.23.6	huchi in 
PSA.24.1	Leitung leh asung a thil om
PSA.24.1	tengteng 
PSA.24.1	khovel leh asung a om tengteng toh;
PSA.24.2	Tuipite tung a lei amah
PSA.24.2	muhkhiak ahi a, tuite tung a amah hihkip ahi.
PSA.24.3	paitou dia, a Mun Siangthou ah kua ading ding?
PSA.24.4	Khut siang leh lungtang
PSA.24.4	siangthou nei a, a lungsim thulimlou lam a koih ngeilou a,
PSA.24.4	khem tum a kichiam ngeilou mi.
PSA.24.5	Aman 
PSA.24.5	vualzawlna a mu ding a,
PSA.24.5	a hondampa Pathian kiang a kipan diktanna leng a mu ding hi.
PSA.24.6	Huai tuh amah zawngmi suan ahi.
PSA.24.6	Jakob Pathian aw,
PSA.24.6	na mel zongte mah. 
PSA.24.7	Kongpite aw,
PSA.24.7	na lutang uh sangsak un:
PSA.24.7	nou tangtawn kongkhakte aw,
PSA.24.7	kikhai sang un!
PSA.24.7	Huchi a thupina Kumpipa honglut theihna ding in.
PSA.24.8	Thupina Kumpipa kua ahia?
PSA.24.9	Kongpite aw,
PSA.24.9	na lutang uh sangsak unla, ahi,
PSA.24.9	tangtawn kongkhakte aw,
PSA.24.9	kikhai sang un!
PSA.24.9	Huchi a thupina Kumpipa a honglut theihna ding in.
PSA.24.10	Hiai thupina Kumpipa kua ahia?
PSA.24.10	Sepaihte 
PSA.25.1	na kiang ah ka koih den zel a.
PSA.25.2	Ka Pathian aw, nang k’on
PSA.25.2	muang hi, zahlak in hon omsak kenla;
PSA.25.2	hondoute honzoh phal ken.
PSA.25.3	Ahi, nang hon ngakte kuamah zahlak in a omkei ding uh.
PSA.25.3	A ziak omlou a lepchiahtak a
PSA.25.3	gamtate zahlak in a om ding uh.
PSA.25.4	na lamtate tanchin honhilh in.
PSA.25.5	Na thutak ah honpi inla,
PSA.25.5	honhilh in, Nang hon hondampa Pathian na hi ngal a:
PSA.25.5	nitum in k’on ngak nilouh hi.
PSA.25.6	tuma a na om gige sa ahi ngal a.
PSA.25.7	Ka valnou lai khelhnate leh ka tatleknate theigige kenla;
PSA.25.7	na chitna bangzel in hon theigige in.
PSA.25.8	huaiziak in mikhialte lampi a musak ding.
PSA.25.9	Thunuailutte vaihawmna dik ah a pi ding a:
PSA.25.9	thunuailutte amah lampi tanchin leng a hilh ding hi.
PSA.25.10	A thukhun leh a thu theihsakte
PSA.25.10	zuite ading in 
PSA.25.11	thupitak ahi ngal a.
PSA.25.12	A tel ding lampi a musak ding hi.
PSA.25.13	A hinna nuamsatak in
PSA.25.13	a om ding a; a suante’n gam a luah ding uhi.
PSA.25.14	a thukhun amaute a theisak ding hi.
PSA.25.15	Ka mit in 
PSA.25.15	aman ka khete len a kipan in
PSA.25.15	lakhe ding ahi ngal a.
PSA.25.16	Kei lam hong nga inla,
PSA.25.16	hon hehpih in; chim leh haksatak in ka om ngal a.
PSA.25.17	Ka lungtang buainate a hong thupita a;
PSA.25.17	ka mangbatna a kipan hon pikhia in aw.
PSA.25.18	Ka haksatna leh ka thuakdan
PSA.25.18	ngaihtuah inla,
PSA.25.18	ka khelhnate ngaidam in.
PSA.25.19	Hondoute ngaihtuah dih,
PSA.25.19	tampi ahi ua: nakpi petmah in a honhua behlap uhi.
PSA.25.20	Ka hinna vom hoih inla,
PSA.25.20	hon humbit in aw:
PSA.25.20	zahlak in hon omsak kenla,
PSA.25.20	nang ah ka ginna ka koih ngal a.
PSA.25.21	Ka lungsim hoihna leh ka dikna in hon humbit in.
PSA.25.21	K’on ngak nilouh ngal a.
PSA.25.22	Pathian aw, Israelte a mangbatna tengteng ua kipan tankhia in.
PSA.26.1	lungsim hoihtakpu in ka om a,
PSA.26.1	ginglah lou in ka muang hi.
PSA.26.2	ka lungsim leh ka lungtang hihsiangthou in.
PSA.26.3	Na chitna ka ma ah a om ngal a,
PSA.26.3	na thutak ah ka om zel hi.
PSA.26.4	Mi bangmahlou phette kiang ah ka tu ngeikei a;
PSA.26.4	lepchiahte kiang ah leng ka lut sam kei ding hi.
PSA.26.5	Thil hoihlou hihte kikhawmte ka mudah a,
PSA.26.5	migilou saloute kiang ah ka tu kei ding.
PSA.26.6	Ka khutte gensiat beina in ka sil ding a, huchibang in,
PSA.26.6	na maitam ka vel ding hi:
PSA.26.7	Kipahthu genna ngaih tak a ka gen theih a,
PSA.26.7	na thil lamdang hih tengteng thute ka hilh theihna ding in.
PSA.26.8	na thupina omna leng.
PSA.26.9	Ka hinna mikhialte lak ah
PSA.26.9	lakhawm kenla, ka hinna leng sisan suahhatte lak ah lakhawm sam ken.
PSA.26.10	A khut uah ngaihtuah gilou a om a, a khut taklam uh golhna in a dim hi.
PSA.26.11	Himahleh kei zaw lungsim hoih pu in ka om ding;
PSA.26.11	hontan inla, hon hehpih in.
PSA.26.12	Ka khe mun tam tak ah ading a;
PSA.26.12	kikhopna ah 
PSA.27.1	hondampa ahi; kua ka lau dia?
PSA.27.1	kua ka kihta dia?
PSA.27.2	Thil hoihlou hihte, hondoute
PSA.27.2	leh ka melmate’n, ka sa nektum a hon suallai un,
PSA.27.2	a kisui ua,
PSA.27.2	a puk chiat uhi.
PSA.27.3	Sepaih pawlte’n honsual tum in
PSA.27.3	hon giahkhum mahle uh
PSA.27.3	ka lungtang in a kihta kei ding;
PSA.27.3	ka tung ah kidouna hongsuak mahleh, huchipi in leng ka gingta chinten ding hi.
PSA.27.4	ka ngen a, huai mah ka zong ding;
PSA.27.4	a biakin a thu dong ding in
PSA.27.4	ka damsung teng a 
PSA.27.5	Mangbat ni’n a bukta ah
PSA.27.5	hon koihkhian ding ahi ngal a,
PSA.27.5	a humbitna puanin ah honsel ding a; suangpi tung ah honkha kai ding hi.
PSA.27.6	Tuin hondoute, hon umsuakte tunglam ah ka lu dopkang in a om ding; huchi in,
PSA.27.6	a puanin ah nuamna kithoihnate ka lan ding a;
PSA.27.6	la ka sa ding.
PSA.27.7	hon hehpih inla,
PSA.27.7	dawn leng hon dawng in.
PSA.27.8	Ka mel zong un,
PSA.27.8	chi a na genlai in,
PSA.27.8	ka lungtang in na kiang ah,
PSA.27.9	Ka lak ah na mai sel kenla;
PSA.27.9	na sikha heh in hihmang ken,
PSA.27.9	nang zaw hon panpihpa na hi gige a;
PSA.27.9	hon hondampa Pathian aw, hon paikhe kenla hon paisan ken.
PSA.27.10	Ka nu leh ka pa’n hon
PSA.27.10	paisanta uhi, himahleh
PSA.27.11	inla; ka melma te ziak in lampi phei mahmah ah honpi in.
PSA.27.12	Hondoute ut ut a hih ding in honpe mahmah ken;
PSA.27.12	theipih dikloute’n hon sual ua,
PSA.27.12	nunsiat thu sekhe nakte’n.
PSA.27.13	Mihing gam ah 
PSA.28.1	ka suangpi, kei lam ah na bil ngongsak ken:
PSA.28.1	huchilou in zaw;
PSA.28.1	nang n’on daih san leh,
PSA.28.1	kawkhuk a lutsukte bang lel in ka hongom kha ding hi.
PSA.28.2	K’on sap a, ka khutte na biakna
PSA.28.2	Mun Siangthou lam a ka zak
