MAT.1.1	Carte de generațiune a luĭ Iisusŭ Christosŭ hilĭlu alŭ Davidŭ hilĭlualŭ Avraamŭ.
MAT.27.58	Aestu vine la Pilatŭ și çeru trupŭlu a luĭ Iisusŭ. Atunçea Pilatŭ déde ordinŭ să lĭ se da trupŭlu. 
MAT.27.59	Si Iosifŭ luă trupŭlu lŭ înfășură în giulgiu curatŭ, și lŭ băgă în noŭlu a luĭ mormêntu, 
MAT.27.60	çe l’avea săpată în chétră, și tăvăli ună chétră mare pre ușa mormêntuluĭ, și s’turnă elŭ. 
MAT.27.61	Iară era acolo Maria Magdalena, și Maria alantă, șeḑêndaluĭ în fața mormêntuluĭ.
MAT.27.62	Iară a dóua ḑi care este după Vinerĭ, se adunară archiereilĭi și Fariseilĭi la Pilatŭ, și ḑiseră: 
MAT.27.63	Dómne ne adusemŭ aminte că açelŭ amăgitorŭ nică de cându era v̄iu, ḑîse: După treĭ ḑile va s’me scolŭ. 
MAT.27.64	Ma dimândă să se asiguréḑă mormêntulŭ, până a treia ḑi, tra s’nu çeva de v̄inu discipulĭi a luĭ nóptea s’lu fură, și să ḑîcă a poporŭluĭ: că se sculă din morțĭ. Si amăgirea de apoia va s’hibă cama réua de açea d’ întân̄iŭ. 
MAT.27.65	Ma Pilatŭ lĕ ḑise: avețĭ aveglĭătorĭ; duçețĭ‐vĕ și asigurațĭ‐vĕ cumŭ scițĭ. 
MAT.27.66	Si elĭ s’duseră asigurară mormêntulŭ și vulusiră chétra, de adunŭ cu a veglĭătorĭlĭi.
MAT.28.1	Iară Sâmbătă séră amânatŭ cându aperia întân̄ia ḑiuă a sĕptâmănilĭei, vine Maria Magdalena, și Maria alantă, s’védă mormêntulŭ. 
MAT.28.2	Și écă s’féçe mare cutrémurŭ, că Anghelŭlu a Domnuluĭ s’depuse din çerŭ, vine, și resturnă chétra de pre ușă, și ședea de asupra lieĭ Și era veḑuta luĭ, 
MAT.28.3	ca ascăperatŭlu, și veștimintele a luĭ albe ca néua. 
MAT.28.4	Iară aveglĭătorĭlĭi de frica luĭ, s’ cutremurară și s’féçeră ca morțĭ. 
MAT.28.5	Și anghelu respunse și ḑise a Mulĭerĭlorŭ: 
MAT.28.6	Nu éste açia că se sculă precum ḑîse: venițĭ vedețĭ locŭlu îu ḑăçea Domnulŭ. 
MAT.28.7	Și curêndu ducețĭ‐vĕ și spunețĭ la discipulĭi a luĭ, că se sculă din morțĭ, și écă m̄érge înaintea vóstră în Galilea; acolo va s’lŭ vedețĭ; écă vĕ ḑîșŭ.
MAT.28.8	Și decara eșiră 
MAT.28.9	Și cându m̄ergea s’da tru scire la discipulĭi a luĭ, écă și Iisusu lĕ eși înainte și lĕ ḑise: Bucurați‐vĕ! Și ele s’aprochiară, lĭ acățară ciciórĭle, și se înclĭnară a luĭ. 
MAT.28.10	Atunçea Iisusŭ lĕ ḑîse: Nu vĕ aspĕrĭațĭ; duçețĭ‐ve dațĭ tru scire la frațĭliĭ a m̄eĭ, tra s’mérga în Galilea, și acolo va s’ me védă.
MAT.28.11	Și cându ele m̄ergea, ecă niscânțĭ din avegliătorĭ, vinĭră în çetate și spuseră a archiereĭlorŭ, tute çe s’féçeră. 
MAT.28.12	Și s’ adunară împreună cu aușĭlĭi, și féçeră sborŭ, și déderă nimalŭ argințĭ a ostașilorŭ și le ḑiseră: 
MAT.28.13	ḑiçețĭ că discipulĭi a luĭ viniră noaptea, și ’lŭ furară, cându noĭ dorm̄iamŭ. 
MAT.28.14	Si s’avḑire aestă la guvernatorŭlu, noĭ va s’lu înduplecămŭ, și vá s’ façemŭ s’nu avețĭ vĕr‐nă căștigă. 
MAT.28.15	Si açelĭ luară argințilĭ și féçeră cumŭ fură învĕțațĭ, și se respăndi aestu sborŭ la Iudeĭ până în ḑiua de astăḑĭ.
MAT.28.16	Iară unusprĕ‐ḑéçĭlĭi discipulĭ s’duseră în Galilea la muntele, iu lĕ avea dimăndată Iisusŭ. 
MAT.28.17	Si cându lŭ veḑură se inclinară a luĭ; ma nescânțĭ se îndoiră.
MAT.28.18	Si s’aprochie Iisusŭ, lĕ grăi a lorŭ și‐lĕ ḑise: Tută puterea m̄i se déde, în çerŭ și preste locŭ. 
MAT.28.19	Tr’ açea duçețĭ‐vĕ și învețațĭ tute popórele, și botezațĭ‐le în numa a Tatăluĭ, și a Hilĭluĭ și a Sântulŭĭ Duhŭ. 
MAT.28.20	Si învețațĭ‐lĕ s’avéglĭe tute câte v’am dimândată. Si écă eŭ escu cu voĭ în tute ḑilele, până la finitŭlu a etĕlĭeĭ.
