MAT.1.1	Rìfuu yì ɗi Yeesus Kiris man à Davit, man à Abiraham ɗi ri fɛlɛ: 
JHN.21.9	Yɛ̀ɛ ɓɛ sɛngà a cɛɗ, nni ɓɛ ghɛngà ɗuu ɗi ɓɛ̀ràŋ, rì ɓìzɛn miì aɗyoo rì bìrɛs. 
JHN.21.10	Yeesus à kpaa ɓɔ lɛ: Yùunay rì ɓìzɛn ɓi ɓì ɓaniì. 
JHN.21.11	Simɔn Pyɛɛri à ɓɔg ɓi kìkɔm à tùg yì dam ìnɛ ì ɓaghà rì ɓìzɛn lɛ pisa. Ɓìzɛn ɓincèm ɓi tɔɔghràkà, ɓi ki ɓaghà ɓìcèm ɓìzɛn mɛ̀tin taàɓɛ̀ɛ̀ rì ɓìzɛn ǹtɛ̀ɗ rì ɓiraa. Nni nsoò yɛ̀ɛ ɓi teghɛ̀ngà fɔlɔɔ dam ì ghàghàskà ɓi. 
JHN.21.12	Yeesus à kpaa ɓɔ lɛ: Yùuna kì ɗiì, kɛ̀ɛ̀ kìbog ki ɓi ɓɛ̀yilàg ki ki ghɛɛsìghà lɛ kɛɛ tɔg nyi lɛ: Ù rì ghɛn? Lɛ ɓɛ yighà lɛ Kan yɛɛ ɓaghà. 
JHN.21.13	Fɔɔnnɛ Yeesus à tyɛ̀ɛ̀tɛ̀ngà à teɗ bìrɛs, à fa ɓɔ, à fa girig ɓɔ ɓìzɛn.
JHN.21.14	Gɛ̀n i kìraa ìnɛ lɛ Yeesus a resɛn ɓɛ̀yilàg ɓii, à tumɛ̀n yɛ̀ɛ à ghèmɓɛ̀ngà a ɓìloŋ yɛ̀ɛ ɓaghà lɔɔ.
JHN.21.15	Ɓɛ ɓaghà lɛ, ɓɛ mɛ ɗi, Yeesus à kpaa Simɔn Pyɛɛri lɛ: Simɔn, man à Zyonas, ù keesii nya mɛ̀ ù cee lèg ànɛ ɓɛ̀roɓɛ ɓɛ keesii mɛ̀? Simɔn à ɓàg lɛ: Ɛ̀ɛ̀, Kan, ù yii lɛ ǹkeesii wɔ̀. Yeesus à kpaa nyi lɛ: Ɓèŋa jɔ̀ɔ̀ yɛm̀. 
JHN.21.16	Nni Yeesus à kpaatìghà nyi ɓi gɛ̀n i kìɓɛ̀ɛ̀ lɛ: Simɔn man à Zyonas ù keesii nya mɛ̀? Pyɛɛri à ɓàg nyi lɛ: Ɛ̀ɛ̀, Kan, ù yii lɛ ǹkeesii wɔ̀. Yeesus à kpaa nyi lɛ: Ɓèŋa jɔ̀ɔ̀ yɛm̀. 
JHN.21.17	Nni à kpaatìghà nyi ɓi gɛ̀n i kìraa lɛ: Simɔn man à Zyonas ù keesii nya mɛ̀? Pyɛɛri à ɓàg nyi lɛ: Kan, ù yii ɓìɓan ɓìcèm, ù ki yii lɛ ǹkeesii wɔ̀. Yeesus à kpaa nyi lɛ: Ɓèŋa jɔ̀ɔ̀ yɛm̀. 
JHN.21.18	Ǹkpaa wɔ̀ ɓi saaɗ à rìkalì lɛ, cààmɛ̀n ki ù ɓaghà kìɓwɛɗ ki mum, wɔ̀ɔ nti ù sìnàg kànɗa wɛ̀ɛmiɗ, ù kɛ̀n jàŋ inɛ ù kɔ̀ni. Kìɓan kifog, yɛ̀ɛ ù ɓiì rùni, ù ri nàmgi ɓyàg ɓyɔɔ, ŋwaàdɛŋ yɛɛ siǹ wɔ̀ kànɗa, à ki kɛ̀n ɗi wɔ̀ jàŋ inɛ ù kɔ̀ni ɓi. 
JHN.21.19	À kpaaghà fɔlɔɔ lɛ, a resi rìkuu ɗi riwù ɗi Pyɛɛri à ri kemzi Bɛ̀ll rì ɗyɔ. Yɛ̀ɛ à kpaaghà fɔlɔɔ, nni à kpaaghà Pyɛɛri lɛ: Nɔ̀ɔ̀ti mɛ̀!
JHN.21.20	Yɛ̀ɛ Pyɛɛri à lɔ̀ɔ̀ghrɛ̀ngà, nni à ghɛngà ǹ-yilàg ànɛ Yeesus àa nkeesàg di a nɔ̀ɔnɔɔ̀tì ɓɔ. N-yilàg ànɛ̀n yɛɛ loŋmɛ̀ngà Yeesus ɓi-reè di ɓɛɛ̀ ɗiɗì, à tɔg nyi lɛ: Kan, ghɛn yɛɛ ri wɔ̀ ɓiì kàɓi? 
JHN.21.21	Yɛ̀ɛ Pyɛɛri à ghɛngà nyi, à tɔg Yeesus lɛ: Kan, cɛ kɛɛ̀ki roànɛ à ɓiì tulɛɛ ri kɔ̀? 
JHN.21.22	Yeesus à ɓàg nyi lɛ: I ǹkɔ̀ni lɛ a ɓaɓa ɓi cɛɓ à kpaŋ yɛ̀ɛ ǹɗi sugtiì, ki ri wɔ̀ a cɛ? Wɔ̀ɔ̀ nɔ̀ɔ̀ti mɛ̀. 
JHN.21.23	Ɓi jɛ̀ɛ̀ ìnɛn nnɛ ɓɔlɛ à sààghà ɓi nyìinyìm à ɓɛ̀geni ɓɛ ɓi rìgherɛ̀n lɛ ǹ-yilàg ànɛ̀n àa wu ɓi; kɔm̀ lɛ Yeesus à kpaaghà ɓi Pyɛɛri lɛ ǹ-yilàg ànɛ̀n àa wu ɓi. À kpaaghà lɔŋ lɛ: I ǹkɔ̀ni lɛ a ɓaɓa ɓi cɛɓ à kpaŋ yɛ̀ɛ ǹɗi sugtiì ki ri wɔ̀ a cɛ?
JHN.21.24	Ǹ-yilàg ànɛ̀n yɛɛ̀ ki tɛɛtɛɛ̀zì ɓìɓan ɓi, nnyɛɛ ki kàngà ɓyɔ. Ɓìsii ki yii lɛ com ki a kpaa ki ri saaɗ. 
JHN.21.25	Yeesus à kìtìghà ɓìɓan ɓidɛŋ lɛɛ̀gwey. I ɓɛɛ kaǹkan ɓyɔ lɛ, kìfog kìfog, di ziinɛ bimiɗ ìrì lɛsàg, ɓi rìghɛn ɗyɛ̀m, ɓi kìɓan ki jàŋ inɛ ɓɛɛ foŋ̀ ɓɛ̀kaàtà ɓɛ ɓɛ ɓaghà lɛ ɓɛ kanɛ̀n.
ACT.1.1	Tyoofil, ɓi kaàtà wɛ̀m à ǹtonto, ǹkalìghà ɓìɓan ɓìcèm ɓi Yeesus à Kìghà, rì ɓi à rèsàkà, à tumɛ̀n a rìtumɛ̀n 
ACT.1.2	à kpaŋ ŋwos anɛ à ɓaa lɛ, à mɛ reɓsag ɓiɓan ɓii rì ìtèɗ wu Kitɛntɛ̀ɛ̀n ki Nghay rì ɓɛ̀kɛ̀nì-fìtom ɓɛ̀ à ɓɔ̀ngà, à ɓɔg min aɗyoo.
ACT.1.3	Ajɛ̀m ì rìwu ɗii, à rèsɛ̀ngà ɓɔ, à ki rèsi ɓɔ ɓìrèmzɛnà lɛɛ̀gwey ɓi lɛ ɓɛɛ yi lɛ à rì cem; à rèsɛ̀ngà a lɔ̀ŋkaa, mɛ̀ru mɛ̀tin mɛɓɛɛ̀, à kakàlì ɓɔ ɓìɓan ɓi ɓi seesee kìlɔ̀ŋ ki Bɛ̀ll.
ACT.1.4	Ŋwos adɛŋ ànɛ Yeesus à ɗiɗìghà ǹɗaŋ ɗi ɓɛ̀yilàg ɓii, nni à siŋdɛ̀ngà ɓɔ lɛ: Kɛ̀ ɓi Pɛ̀sɛn a Yorisalɛm, ɓoŋina lɔŋ ǹkàg wu Tààta à kàkà mìni, wɛɛ̀wu ǹwogsìghà mìni; 
ACT.1.5	lɛ Zyaŋ à ɓàɓtìghà ɓum ɗì mɛ̀nig, kìɓan kifog mìnii ri ɓiì ɓàɓtɛɛ ri Kìtɛntɛ̀ɛ̀n ki Nghay di ɓɔɔ mɛru ɓɛ ghaghii.
ACT.1.6	Ɓɛ̀yilàg ɓɛ ɓaghà nyi ɓɛ̀taŋzɛn a nyòò, nni ɓɛ tɔkà nyi lɛ: Kan! Cààmɛ̀n ki kɛɛ̀ki ù rì nya ɓiì pɛ̀ɛ̀zii ki rɛsii kilamì ki Isirayɛl miì? 
ACT.1.7	Nni Yeesus à ɓàkà ɓɔ lɛ: Ki seesee ɓi mini lɛ ɓi yi gòn nsoò lɛ cààmɛ̀n ki Tààta nyimiɗ yɛɛ rengà rì ìtèɗ wii wu rilàmì. 
ACT.1.8	Kìɓan kifog ɓì ɓiì terì ìtèɗ wudɛŋ di Kìtɛntɛ̀ɛ̀n ki Nghay ki yuuyì ɓi mìni, fɔɔnnɛ ɓì rì ɓiì ɓaà ɓɛ̀wusìnɛ̀ɗ ɓɛm à tumɛ̀n a Yorisalɛm, à kpaŋ ɓi ziì Zyude bimiɗ, rì a Samari, à kɛ̀n kì kpaŋì a ɓɛ̀yɔ̀ŋyɔ̀ŋ ɓɛ zi.
ACT.1.9	Lɔŋ yɛ̀ɛ à kpaaghà fɔlɔɔ, nni à tumɛ̀ngà rìɓɔg aɗyoo, ɓɛ̀roɓɛ̀n ɓɛ seesèè yɛ̀ɛ à ɓɔɓɔ̀kà à ràm à ɗim ɓɔ ɓi mis, di kìkwìɗ ki mɛ lɔg nyi. 
ACT.1.10	Nni yɛ̀ɛ ɓɛ cɛɛnɛ̀ngà fɔlɔɔ mis aɗyoo, cààmɛ̀n ki Yeesus à ɓɔkà, fɔɔnnɛ ɓɛ sigmɛ̀ngà di ɓum ɓɛ ti ɓɔ asu ɓɛɓɛɛ̀, rì ɓìlàà ɓi puɓ, 
ACT.1.11	ɓɛ kpaa ɓɔ lɛ: Mini ɓumɓɛ a Galile ɓɛ! Ɓi cɛ nnɛ ɓi cɛɛnɛɛ foo mis aɗyoo? Yeesus ànɛ à pɛ̀sɛɛ ànɛn ɓi nyìinyìm wìn, à ɓɔg aɗyoo, à ri sugtiigɛy lɔŋ yɛ̀ɛ ɗi ɓì ghɛɛ nyi ɗìn di a ɓɔɓɔg aɗyoo.
ACT.1.12	Fɔɔnnɛ ɓɛ̀yilàg ɓɛ sugtìghà min a Yorisalɛm, lɛ ɓɛ ɓaghà ɓi dòn ìnɛ ì ɓaghà ɗii lɛ, dòn ì ɓɛ̀òlìvyee, yɛ̀ɛ raɓsɛ̀ngà rì Yorisalɛm com ki kpaŋɛn bimiɗ à kilòmɛɛ̀tìrɛ̀. 
ACT.1.13	Yɛ̀ɛ ɓɛ kpagà a Yorisalɛm, ɓɛ ɓɔg ɓi mɛɛ mɛ aɗyoo, ɓi kìden ki naa ki ɓɛ nkɔ̀ràg miì; ɓɛ ɓaghà lɛ: Rì Pyɛɛri, rì Zyaŋ, rì Zyag, rì Andire, rì Filiɓ, rì Tomas, rì Batelemi, rì Matyoo, rì Zyag à man à Alfe, rì Simɔn ànɛ à ɓaghà ɓi nɗaŋ wu ɓɛ̀zelot ri Zyuudɛ à man à Zyag. 
ACT.1.14	Ɓɛ ǹti ɓɛ taŋzàg ɓɔɔ̀cèm lɔŋ nɗem wùfog lɛ ɓɛɛ ɓɔŋzag Bɛ̀ll, ǹɗaŋ ri ɓɛ̀yiɓ, rì Marii à jɛɛ Yeesus, rì ɓɛ̀geni ɓɛ Yeesus.
ACT.1.15	Ŋwos adɛŋ, ɓi mɛ̀ru mɛ̀n, ɓɛ̀gherɛ̀n ɓɛ ɓaghà ɓɛ̀ taŋzɛn nunùg ɓum mɛ̀tin taàfog; nni Pyɛɛri à pɛ̀sɛ̀ngà aɗyoo ɓi nyìinyìm wàà, à kpaa lɛ: 
ACT.1.16	Ɓɔɔsoŋ̀! kìɓan ki Kìtɛntɛ̀ɛ̀n ki Nghay ki lokà kì rèsii ɓi kaàtà à Bɛ̀ll, ɓi ŋwɔm wu Davit, ki rarɛ̀n ɗì Zyudas ànɛ à syògày ɓumɓɛ ɓɛ ɓangà Yeesus bee, ki ghɛɛ̀sɛ̀ngà lɛ kɛɛ kilɛ̀n. 
ACT.1.17	Zyudas àa nɗì kìbog ki ɓi ǹɗaŋ wis, àa nki rì rì gàɓ ɓi kìsay ki tì rì rì kɔ. 
ACT.1.18	Ŋwaànɛ̀n à làkà dɛm ri mɛ̀lèɓ mɛ à fɔ̀ngà ɓi kìɓe kii, à ki kpì ǹto duŋzi kìbuutug ki lanì, ɓyom ɓii ɓi ɗùm ɓi tyaŋzɛ̀n. 
ACT.1.19	Ɓum ɓɛ̀cèm ɓɛ a Yorisalɛm ɓɛ yighà kìɓan kiǹ, kɛɛ kighà lɛ ɓɛɛ reŋi dɛm inɛ̀n ɓi kìtòkì kaa lɛ Akɛldama, yɛɛ lɔɔ lɛ, dɛm i bwaɓ. 
ACT.1.20	Wɔ̀lɛ ki ri kì kànɛn ɓi kaàtà à Ɓɛ̀sam lɛ:
ACT.1.20	Ɓɛ ghɛɛ̀sɛɛ kì rinii mɛɛ mii, mum kɛ̀ɛ kɔ̀ri miì, ri tì lɛ: Ŋwaàdɛŋ à ghɛ̀ɛ̀sɛɛ kì terì ìkɔ̀ɔ̀ wii wu kisày.
ACT.1.21	Ki ghɛɛ̀sɛɛ lɛ, yɛ̀ɛ ɓum ɓɛdɛŋ ɓɛ kɛɛ̀kɛ̀ɛ̀ghà rì ɓìsi cààmɛ̀n kìcèm ki Kan Yeesus à rerènìghà kìlɔ̀ŋ nɗaŋ ri ɓìsi, 
ACT.1.22	à tumɛ̀n lɔŋ yɛ̀ɛ Zyaŋ à ɓàɓtìghà nyi à kpaŋ yɛ̀ɛ àa m̀pɛsɛɛ ɓi nyìinyìm wìs a ɓɔg aɗyoo, kìbog ki ɓi ɓɔ kɛɛ ɓasɛn ɗì ɓìsi lɛ kɛɛ ɓa wusìnɛ̀ɗ ɓi rìghèmɓɛ̀n ɗii.
ACT.1.23	Fɔɔnnɛ ɓɛ rɛsìghà min ɓum ɓɛɓɛɛ̀ lɛ rì Yoosɛɓ ànɛ à ɓaghà ɗii lɛ Ɓarisaɓas, nyinnɛ ɓɛ nkpɔgì tì lɛ Yustus, rì Matyas. 
ACT.1.24	Nni ɓɛ ɓɔŋzìghà Bɛ̀ll ɓɛ kpaa lɛ: Kan, wɔ̀ yɛɛ yii mɛ̀rem mɛ ɓum ɓɛ̀cèm, rèsi ɓìsi ghɛn innɛ ù ɓɔ̀ni ɓi ɓum ɓɛ kiɓɛ̀ɛ̀ ɓɛ 
ACT.1.25	lɛ a teɗ ìkɔ̀ɔ̀ wu nkɛ̀nì-fìtom wu Zyudas àa ncàri, à kɛ̀n kì terì wu wu nghɛ̀ɛ̀sɛɛ rì nyi. 
ACT.1.26	Fɔɔnnɛ ɓɛ pikà ǹtɔ̀ŋ rì mii maa, ǹtɔ̀ŋ à kpì ɓi ɗii ɗi Matyas, ɓɛ ɓas min nyi rì kìntɛ̀ɗ ɗì bog ki ɓɛ̀kɛ̀nì-fìtom kimbog.
ACT.2.1	Ŋwosi Pàŋtèkot, ɓɛ̀gherɛ̀n ɓɛ̀cèm ɓɛ ɓaghà ɓɛ̀ taŋzɛn jàŋbog. 
ACT.2.2	Nni ɓɛ sigmɛ̀ngà lɛ, gom ì rìì aɗyoo, ì ɓa yɛ̀ɛ gom ì coo bɛ̀ɓ ki kɛɛ̀ fɛɛfɛɓsì, ki yu kì ronì naa ìnɛ ɓɛ ɓaghà miì. 
ACT.2.3	Fɔɔnnɛ ɓɛ ghɛngà ɓyom yɛ̀ɛ mɛ̀ròò mɛ ɗuu, ɓincèm ɓì ghasakɛn dɛŋ-dɛ̀ŋ-dɛŋ di ɓyɛɛ̀ ɓɛ̀ɓɛli ɓɔ ɓi nyòò. 
ACT.2.4	Ɓɛ̀sɛ̀ɛ̀ ɓɛ̀cèm ɓɛ ɓa min ɓɛronɛn ri Kìtɛntɛ̀ɛ̀n ki Nghay, ɓɛ ki tòtog ɓitòkì ɓidɛŋ lɔŋ yɛ̀ɛ Nghay à fafàghà ɓɔ ìtèɗ wu lɛ ɓɛɛ totòg.
ACT.2.5	Wɔ̀lɛ Ɓɛ̀yudɛ̀n ɓɛ ɓɛ falɛ̀ngà ɓi rìgherɛ̀n ɓɛ ɓaghà girig a Yorisalɛm, di ɓɛ pɛsaagh yì ɓi ɓìlɔ̀ŋ ɓìcèm ɓi ɓi ziinɛ. 
ACT.2.6	Yɛ̀ɛ gom ìnɛ̀n ì kìlɛ̀ngà fɔlɔɔ, ɓum ɓɛ ghɛŋmɛ̀n yì nni yɛ̀ɛ mum ǹcèm ànɛ ɓi ɓumɓɛ̀n à woogh di ɓɛ̀kɛ̀nì-fìtom ɓɛɛ̀ tòtog kitòkì kii, ɓɛ rɔɓ lɛ rèèree. 
ACT.2.7	Ɓɛ̀sɛ̀ɛ̀ ɓɛ̀cèm ɓɛ kuuràkà ɓɛ rɔɓ myɔm ɓìkpaŋ. Fɔɔnnɛ ɓɛ tɔɔ̀tɔ̀ɔ̀ghrɛ̀ngà ɓɔrìɓɔ lɛ: Nti ɓum ɓɛ̀cèm ɓɛ ɓɛɛ̀ tòtog ɓɛ, ɓɛ rì ɓumɓɛ a Galile? 
ACT.2.8	Nni cɛ kɛɛ kiì lɛ, mum bimiɗ ànɛ ɓi ɓìsi a wowog di ɓɛɛ̀ tòtog kitòkì kii? 
ACT.2.9	À tumɛ̀n lɛ ɓɛ̀-Paritɛ, ɓɛ̀-Mɛɛɗɛ, ɓɛ̀-Elamit, ɓumɓɛ a Mɛzopotamii, ri ɓɛ a Zyude rì ɓɛ a Kapados, rì ɓɛ a Pɔŋ, rì ɓɛ a Azii, 
ACT.2.10	ɓɛ̀roɓɛ a Firizii, rì ɓɛ a Paŋfilii, rì ɓɛ a Egiɓtɛn, rì ɓɛ ɓi, kìden ki zi ki a Liɓii ki ki wòŋzɛɛ rì Sirɛn, rì ɓɛ̀roɓɛ ɓɛ pɛsɛ̀ngày a Rom, à teɗ lɛ, Ɓɛ̀yudɛ̀n ɓɔmiɗ, rì ɓɛ̀roɓɛ ɓɛ lɔɔ̀ghrɛ̀ngà ɓi rìgherɛ̀n ɗi Ɓɛ̀yudɛ̀n à kpaŋ lɛ, 
ACT.2.11	ɓumɓɛ a Kirɛɗɛ, rì ɓɛ a Araɓii, cɛ kɛɛ kii lɛ, ti wowog yɛ̀ɛ ɓɛɛ̀ kakali dàm yi ɓiɓan yi Bɛ̀ll ɓi ɓìtòkì ɓis? 
ACT.2.12	Ɓɛ̀sɛ̀ɛ̀ ɓɛ̀cèm ɓɛ kuuràkà; ɗyomzɛ̀n ɗi ɗim ɓɔ, ɓɛ tɔɔ̀tɔ̀ɔ̀ghrɛ̀n ɓɔmiɗ lɛ: Rìkuu ɗi kiɓan aɗi ɗyɛɛ̀ ri lɛ? 
ACT.2.13	Kìɓan kifog, ɓum ɓɛdɛŋ ɓɛ wɔwɔ̀là ɓɛ̀yilàg ɓɛ kpaakpàà lɛ, ɓɛ ri ɓɛ̀ŋwaŋɛn mɛrɔ̀g lɛ kɔɔ̀kɔɔ̀.
ACT.2.14	Nni Pyɛɛri à pɛ̀sɛ̀ngà aɗyoo rì ɓɛ̀kɛ̀nì-fìtom ǹtɛ̀ɗ rì bog, à kpaa ɓumɓɛ̀n jɛ̀ɛ̀ aɗyoo lɛ: Mìni Ɓɛ̀yudɛ̀n, rì mini ɓɛ̀sɛ̀ɛ̀ ɓɛ̀cèm ɓɛ ɓi kɔ̀kɔrii a Yorisalɛm, ramina mɛ̀ree, ɓi wog kìɓan ki nkìki lɛ, nkpaà mìni: 
ACT.2.15	Ɓumɓɛ ɓɛ ŋwaŋi ɓi mɛrɔ̀g yɛ̀ɛ ɓi fèfeg lɔɔ, lɛ mɛ̀kɛ̀ɛ̀ taànìn à sariwa yɛɛ kaka lɛ. 
ACT.2.16	Kìɓan kifog, Bɛ̀ll yɛɛ roozii jɛ̀ɛ̀ yìì inɛ à kpaaghà ɓi ŋwɔm wu ǹkpaŋzì-ɓìɓan wiì ànɛ lɛ Zyuwɛl lɛ: 
ACT.2.17	Ɓi mɛ̀ru mɛ siitòn, ǹɗomigɛy Ǹghay wɛ̀m ɓi mum bimiɗ, fɔɔnnɛ ɓɛ̀dɛlì ɓin rì ɓɛ̀gɔ̀n ɓin ɓɛ ɓaà gɛ ɓɛ̀kpaŋzì-ɓìɓan ɓɔn ɓin ɓɛ ghɛnghɛ̀n dàm yi ɓiɓan rì ìtèɗ wu Nghay à Bɛ̀ll, ɓìdɛ̀ndɛm ɓi kikì ɓìtùg ɓin ɓi ɓum. 
ACT.2.18	Ɛ̀ɛ̀! ɓi mɛ̀ru mɛ̀n nfoŋi gɛ Ǹghay wɛ̀m ɓi ɓɛ̀kìì-ɓìsay ɓɛm lɛ, rì ɓɛ ɓɛbaŋì, rì ɓɛ ɓɛ̀yiɓ lɛ ɓɛɛ kpaŋzi ɓìɓan. 
ACT.2.19	Nɗi kìi gɛ lɛ dàm yi ɓiɓan yɛɛ resɛn ɓi ɗyoo ɓi ɗùm, ɓɛ̀koŋnyoo ɓɛ ɓiɓan ɓɛ kilɛ̀n ɓi ziinɛ; rì bwaɓ, rì ɗuu, rì fìsilì ɓi ɓaa gɛ; 
ACT.2.20	ŋ̀wos à suu gɛ ɓi mis yɛ̀ɛ birìm, ŋwii à lɔɔ̀ghrɛ̀n m̀ɓàŋ yɛ̀ɛ bwaɓ, di gòn i rìyù ɗi Kan ì ka kpaŋ ɓi, yɛ̀ɛ ri ɓaa gɛ coo ŋwos a rìkem ɗii. 
ACT.2.21	Fɔɔnnɛ mum ǹcèm ànɛ à reŋii gɛ ɗii ɗi Kan lɛ a ghɛɓsi nyi à ghɛɓi gɛ.
ACT.2.22	Mìni ɓumɓɛ a Isirayɛl, wooghna kìɓan ki nkìki lɛ, nkpaà mìni: Yeesus ànɛ a Nazarɛt àa nɗì ŋwaànɛ Bɛ̀ll àa ǹɗèsii mìni lɛ, nnyɛɛ romgày nyi, ɓi dàm yi ɓiɓan, rì ɓɛ̀koŋnyoo ɓɛ ɓiɓan, rì ɓìrèmzɛnà ɓi à faghà nyi ìtèɗ wulɛ a ki ɓi nyìinyìm wìn lɔŋ yɛ̀ɛ mìniìɓɔmiɗ ɓì yii. 
ACT.2.23	Yeesus ànɛn innɛ ɓɛ nkàɓi lɔŋ yɛ̀ɛ ki ɓaghà kìkaliyɛn, lɔŋ yɛɛ̀ Bɛ̀ll à fèkà ɓi coo ɗyomzɛ̀n ɗii, nyi nnɛ ɓìi nkpani ɓi kɔrɔs aɗyoo, ɓì ki fa nyi rì ɓɛ̀kìì-kìɓe lɛ ɓɛɛ wey. 
ACT.2.24	Wɔ̀lɛ Bɛ̀ll àa ǹghèmzii nyi, à fùmì nyi bɛn yi riwù, lɛ ki n-yin lɛ ki kilɛ̀n lɛ, rìwu ɗyɛɛ ghaatɛn yì rì nyi. 
ACT.2.25	Lɛ Davit à ɓùgà kìɓan kii yɛ̀ɛ à kpaaghà lɛ:
ACT.2.25	Ǹseesèèghà lɔŋ Kan mɛ̀ asu ɓyààmɛ̀n ɓìcèm, ɓisuulɛ, à rì mɛ̀ ɓi weèlem lɛ m̀ɓa kɛ̀ɛ ǹnìŋdɛ̀n. 
ACT.2.26	Kìɓan kiǹ kɛɛ̀ki ǹɗem wɛ̀m wu roni rì kìnyàà, ɓìtòkì ɓyɛm̀ ɓi ki ɓa ɓikpakpag ɓi kinyàà; nsoò nyoo yɛ̀m ì rì ɓiì fɔɔsɛɛ lɛ fyòoog rì ǹtyweeyi wu ǹɗì rì wɔ. 
ACT.2.27	Lɛ, wàa rini ɓi ǹghay wɛ̀m a ǹyɔ̀ɛ̀y ìsuùcèm, kɔ̀ɔ ki gherɛn lɛ ǹkìì-kìsay wɔɔ̀ ànɛ àrì ǹtɛnɛn a ɓwɛy ɓi zɔ̀ŋ. 
ACT.2.28	Ù rèsìghà mɛ̀ bee ì cɛɓ, fɔɔnnɛ rìɓa ɗi ù rì mɛ̀ jàŋbog, ɗi ri fa mɛ coo kinyàà.
ACT.2.29	Ɓɔɔsoŋ̀, ǹɗì lɛ ǹkpaa mìni lɛ tɛntɛ̀ɛ̀n ɓi ɓɛg ànɛ yɛ̀ɛ Davit à seŋi wis a ǹsɛ̀ɛ̀ lɛ: À wughà, ɓɛ ki ɓòm nyi, zɔ̀ŋ yìì i rì fɛ a lɔ̀ŋkis à kpaŋ gɛɛ̀nɛ. 
ACT.2.30	Kìɓan kifog, yɛ̀ɛ à ɓaghà ǹkpaŋzì-ɓìɓan à ki yi ǹkàg wu Bɛ̀ll à kàkà nyi à kànɛ̀n bɛ̀ɗ lɛ, à kɔ̀ɔ̀sii gɛ dòò yìì idɛŋ ɓi-kɔ̀ɔ̀ wii wu rilàmì, 
ACT.2.31	rìghèmɓɛ̀n ɗi Kiris ɗyɛɛ̀ɗi à lokà lɔɔ ki ghɛɛ̀, à ki kpaa lɛ: Bɛ̀ll àa rini ɓi nyi a nyɔ̀ɛ̀y, kɛ̀ɛ ki càɗ lɛ nyoo yìì yɛ̀ɛ ɓwɛy ɓi zɔ̀ŋ. 
ACT.2.32	Yeesus ànɛ̀n nnɛ Bɛ̀ll àa ǹghèmzii, ɓìsiìcèm tì rì ɓɛ̀wusìnɛ̀ɗ ɓɛ ɓi rìghèmɓɛ̀n ɗii. 
ACT.2.33	Yɛ̀ɛ àa mɓɔɔ ki kɔ̀rii ɓi weèlem à Bɛ̀ll, Seŋi àa nfaa nyi Kìtɛntɛ̀ɛ̀n ki Nghay ki à kàkà, kɛɛ̀ki à romiì lɔŋ yɛ̀ɛ ɓi seesee lɛ, ɓì ki wowog. 
ACT.2.34	Davit à ɓɔkà ɓi aɗyoo kìɓan kifog nyimiɗ a kalag lɛ: Kan Bɛ̀ll à kàlighà Kan wɛ̀m lɛ, kɔ̀ri mɛ̀ fɛ ɓi weèlem 
ACT.2.35	à kɛ̀n kì kpaŋì yɛ̀ɛ ǹɗì ɓiì ghaasii ɓɛ̀bènàbena ɓɔɔ com ki, u rɛsag mɛ̀kòò miì.
ACT.2.36	Ɓum ɓɛ̀cèm ɓɛ a Isirayɛl ɓɛ ghɛɛ̀sɛɛ kì yiì syeesyee à rìyi lɛ, Bɛ̀ll àa ǹkìi lɛ, Yeesus ànɛ ɓìi nkpani ɓi kɔrɔs aɗyoo a ɓa lɛ nyi Kan wis, nyi Kiris.
ACT.2.37	Yɛ̀ɛ ɓɛ wokà ɓìtòkì ɓi Pyɛɛri ɓiǹ, ɓi ɗiŋì ɓɔ ɓi ǹɗem lɛ kɔɔ̀kɔɔ̀, nni ɓɛ tɔkà Pyɛɛri ri ɓɛ̀kɛ̀nì-fìtom ɓɛm̀bog lɛ: Ɓɔɔsoŋ̀, ki ghɛ̀ɛ̀sɛɛ min lɛ ti ki la?
ACT.2.38	Pyɛɛri à ɓàg ɓɔ lɛ: Lɔ̀ɔ̀ghrɛɛna mɛ̀rem, mum ǹcèm ànɛ ɓi mìni à ki ɓàɓtɛn ɓi ɗii ɗi Yeesus Kiris fɔɔnnɛ Bɛ̀ll a cenɛn ɓìɓe ɓin, à ki fa mini Kìtɛntɛ̀ɛ̀n ki Nghay. 
ACT.2.39	Lɛ ǹkàg wu Bɛ̀ll à kàkà wu ri ɓisu win, rì ɓisuu ɓɔn ɓin, wu ki ɓa ti ɓisuu ɓum ɓɛ̀cèm ɓɛ ɓɛ ri tìràɓ, ɓɛɛ̀ɓɛ Kan Bɛ̀ll wìs à regiigɛy bàlì ìnɛ ki kɔ̀ni gɛ nyi lɛ a regiì. 
ACT.2.40	Fɔɔnnɛ Pyɛɛri à rèrèsìghà ɓɔ saaɗ, à ki rereɓ ɓɔ rì jɛ̀ɛ̀ yidɛŋ yi à kpaatìghà ɓɔ nwèe: Pɛ̀sɛɛnas̀ lɛfyɛ̀ɗ ɓi nyìinyìm à ɓumɓɛ ɓɛ ri ɓi rìɗim ɓi ɗùm.
