MAT.1.1	Hên né dɔ̀gɔ̀tì bɔ̀ nùàr Yeésò *Kristò. À né *ndùté ndùtù Davîd; Davîd né ndùté ndùtù Abrahâm.
ACT.1.13	Bɔ́ wa ké lɔ, bɔ́ ŋaá kela nde ké gwò te jèh gwà dé ké teèr, bɔ́ yila nde cu ké mí bèh dene bɔɔ̀n. Lé naâ bɔ̀ Piêr mé Jâŋ mé Jâk bɔ̂ Andrê; Filîp bɔ̂ Tomâs; Bartelemî bɔ̂ Matíô; Jâk ŋunà Alfê mé Simɔ̂ŋ nuaá mé gwàn bèh dé nùà kìn ŋaá bɔ́, mé Júdàs ŋunà Jâk. 
ACT.1.14	Bɔ́ bɔ̀ véh déì, mé Marî meì Yeésò mé bɔ̀ dìm Yeésò lé naâ kɔɔ́, bɔ́ né Càŋ cu dɔɔ́ŋ dua, bɔ́ bú dua lom mé sòn cên dɔɔ́ŋ.
ACT.1.15	Mé cieé déì lè gwèn sâ, Piêr komo wuo ter lètenè bɔ̀ Yeésò bɔ̀. Bɔ́ bɔɔ́ né njèh nùàr yuií mé ndètoón. Ye bɔ́ a: 
ACT.1.16	«Bí ŋgwé bɔ̀ nùàr mò! Kɔ njií mé né te mvù Càŋe felè Júdàs nyagá den dɔɔ́ŋ sé naá kaà mân mboón, te yuo faá Cúcuí Ŋagâ lé naâ sònò *Davîd tueé kwaá nɔ. À lé Yeésò cie jɔgɔ kwaá naâ kɔɔ́, te bɔ́ nde ye bú mân sie. 
ACT.1.17	Á sâ, Júdàs lé naâ te bɔ̀ŋ beèh ndɔ, à lé naá giì mé seé seèn teèn. 
ACT.1.18	(Mé njéh mene, à lé Yeésò go sɔɔ́m naâ kɔɔ́, à nde ŋueèh mé kàgàlɔ̀ŋ hèllè ŋge. Yeé baá ménâ, à die doóm seér ké teèn ndɔ, komó seèn velé, lèì ŋellé sue cie. 
ACT.1.19	Bɔ̀ Jerusalem bɔ̀ ŋgweé laré ménâ bèh dɔɔ́ŋ, bɔ́ yilá kwaá baá-re ŋueèh hèllè: Hakeldamà. Mé ju bɔɔ̀n sâ tueé né ye: né ŋueèh húɔ̂m.) 
ACT.1.20	Sâ né gi lè mvù bené *Davîd nyagá den ye:
ACT.1.20	Gwà seèn a, lè lòù;
ACT.1.20	Nuaré déì a, té ké teèn cèr.
ACT.1.20	Déì né cu nyagá den ndɔ ye:
ACT.1.20	Nuaré déì a, dèn sér cú lè sòn dene seèn kɔɔ́.»
ACT.1.23	Piêr yeé tueé gi aá, bɔ́ sie kwaá baá-re nùàr fà. Déì lé naâ Josêf; bɔ́ bú yilá cu né Barsabâs; yilí seèn déì né cu Jústùs. Bɔ́ sie kwaá cu Matiâs ndɔ. 
ACT.1.24	Jomo sâ bɔ́ dua Càŋ teèn, ye bú a: «Fehtoò beèh, wò ŋene kɔ né temé bɔ̀ nùàr dɔɔ́ŋ kɔɔ́; lètenè bɔ̀ fà bɔ̀ hên, fèh sɔ̀m béh nuaá mé wò balé kwaá naâ mé be yeè, 
ACT.1.25	te nùà sâ ŋa cu nùà tebê yeè, à weh seér cu seé Júdàs kɔɔ́. Lòù sam, Júdàs bèh séná seèn nde aá kèn.» 
ACT.1.26	Bɔ́ yeé dua sɔm aá Càŋ, bɔ́ vu bèì felè bɔ̀ fà bɔ̀ sâ; bèì sie Matiâs, bɔ́ weh sagá yií bú felè bɔ̀ mbɔ̀ŋ tebê dé yulà cùɔ̀b cén doô.
ACT.2.2	Bɔ́ yeé ŋgweé, bèmè baá ké ter te vulúu faá fu tarê nɔ ŋgulí; waà, gwaán tulu yila kweh gwò yoòr bɔɔ̀n, yuú gwà deí. 
ACT.2.3	Bɔ́ ŋene leba né teèn faá leba weè nɔ tená yuo bele, né bɔ́ yoòr cécéné cécéné labé ndeé. 
ACT.2.4	Cúcuí Ŋagâ samé yila bɔ́ lè ndɔ, bɔ́ yila leba juù hihiné tueê faá Cúcuí Ŋagâ ye bɔ́ a, tútueè nɔ.
ACT.2.5	Sâ bɔ̀ *Jûf mé né Càŋ dula yuoó baá lò nùàr wɔ́ŋ dɔɔ́ŋ, bɔ́ baá gi loù sâ ké Jerusalem. 
ACT.2.6	Bèmè yeé baá ŋgulí, bɔ̀ nùàr kem bilí ndɔ. Lò dé kàn mé dé kân yeé ŋgweé, bɔ̀ Yeésò bɔ̀ baá mé ju bɔɔ̀n tueé, hiím yɔgɔ́ bɔ́, 
ACT.2.7	feh ŋellé gi bɔ́ ter. Bɔ́ deên ndɔ ye: «Ŋgweéh bɔ̀ɔ́ mé né ju beèh tueé hên né gi bɔ̀ Galilê bɔ̀ wa? 
ACT.2.8	Kèkènè! Bɔɔ́ né naàn mé bɔ́ né ju beèh mé lò hihiné tueé, lò dé kàn mé dé kân né ŋgweé wa? 
ACT.2.9	Lò Pártà, lò Mèdíà, mé Elám, lò Mèsòpòtamî, lò Judê mé lò Kapadɔ̂s, lò Pɔ̂ŋ mé tàbè Asíà, 
ACT.2.10	lò Frijî mé Pamfilî, tàbè Ejíptò mé kɔ̀b tàbè Libî dé ké kwarè Sirên; bɔ̀ɔ́ mé yuoô Rɔ̂m, 
ACT.2.11	bɔ̀ déì né bɔ̀ huaán Jûf, bɔ̀ déì ŋa né bɔ̀ Jûf lòù; bɔ̀ Kreétà bɔ̀ mé bɔ̀ Arâb mene; dɔɔ́ŋ nùà kàn né bɔ́ mé ju seèn sònò ŋgweé, bɔ́ tueé den né be seê Càŋ.» 
ACT.2.12	Yeé baá ménâ, hiím yɔgɔ́ bɔ́, feh ŋellé gi bɔ́ ter, bɔ́ den cuù lètenè bɔɔ̀n ye: «Kèkènè dé sâ ye naàn?» 
ACT.2.13	Bɔ̀ nuaré déì haá seér cu bɔ̀ mbɔ̀ŋ tebê gbêg ye, ŋgweéh bɔ́ sela tugó den né mbè mà.
ACT.2.14	Piêr yeé ŋgweé aá ménâ, à komo wuo ter mé bɔ̀ mbɔ̀ŋ tebê yulà cùɔ̀b cén mene, à lɔgɔ́ njií ké ter, ye bɔ̀ nùàr a: «Bí bɔ̀ huaán *Jûf, mé bɔ̀ kìn ká Jerusalem dɔɔ́ŋ, bí félá nyégé bagasé, bí kɔ́ɔ ye, 
ACT.2.15	bɔ̀ nùà hên mbè faá bí tueé nê nɔ sèlà ŋgwéh. Bí ŋéné ŋgwéh ye née maánjɔ̀gɔ̀ ye wa? 
ACT.2.16	Mboón seér né njií mé Joël *sòn-Càŋ lé naâ tueé kwaá ye:
ACT.2.17	yoòr bɔ̀ nùàr dɔɔ̂ŋ faám njií.
ACT.2.17	Bɔ̀ huaán biì dé siîb mé bɔ̀ dé vêh
ACT.2.17	nde né bɔ̀ sòn-Càŋ bɔ̀ ŋaá gií;
ACT.2.17	bɔ̀ mbò biì nde né njèh lè vuû mé njolo lòù ŋené;
ACT.2.17	vuú nde né bɔ̀ kuúm kulu ndɔ.
ACT.2.18	Jue nyí Càŋ, loù sâ nyí nde né Cúcuí nyî
ACT.2.18	yoòr bɔ̀ seê bɔ̀ nyî faám njií bele,
ACT.2.18	te bɔ̀ dé siîb, mé bɔ̀ dé vêh mene ŋa gi
ACT.2.18	bɔ̀ sòn-Càŋ bɔ̀.
ACT.2.19	Loù sâ nyí nde né bɔ̀ fém ké te vulúu
ACT.2.19	mé ká doó mene bɔɔ́;
ACT.2.19	húɔ́m nde né kwaár, we nde né bɔgɔ́, ju nde né jeré;
ACT.2.20	lou nde né cibí ŋaá seér, weéh bɔ faá húɔ́m nɔ,
ACT.2.20	te cieé dé Fehtoò biì ndeè wa nyegé ye.
ACT.2.20	Loù sâ né cieé *sùsùm.
ACT.2.21	Nyí tueé bí, nuaá mé né Nùà Dueè dua dɔɔ́ŋ
ACT.2.21	nde né yili yuo.»
ACT.2.22	Piêr den cuù ye bɔ́ a: «Bí bɔ̀ *Iserálà bɔ̀, bí félá nyégé bagasé! Càŋ lé naâ terreb Yeésò nùà Najarêt lètenè biì feh keéh, à né bú fém hihiné beè haá kwaá, à né cìè hihiné mé bú bɔɔ́. Né ka faá bí né gi kɔɔ́ nɔ. 
ACT.2.23	Mé njéh mene, bí nde kela nùà hèllè beè bɔ̀ nùàr mbaá, bí jɔgɔ yií. Sâ Càŋ lé naá giì mé kàgà-ndòn seèn nyegé kwaá ndɔ, ye te yuo ménâ. Yeé baá ménâ, bí ye bɔ̀ vevenê bɔ̀ a, wúlá bú wulà, bɔ́ fagá njií bú ter ndɔ. 
ACT.2.24	Càŋ mé ŋgeér sam. À yeé kuú aá, Càŋ komo sɔm cu bú lè núr cioò. Lòù sam, cio sé bú sìè kòmò ná ŋgwêh. 
ACT.2.25	Né ka nág faá *Davîd lé naá giì felè seèn tueé nɔ, ye:
ACT.2.25	Cu dɔɔ́ŋ nyí né Fehtoò nyî toò nyî ŋené den,
ACT.2.25	à né te be gaâ nyî te nyí ndèrrè cú.
ACT.2.26	Temé nyí lè sagár né dé cî;
ACT.2.26	nyí ŋgòr tueé samé né dé cî ndɔ.
ACT.2.26	Nyí né mene yuaásé, nyí kuú nde né mé ndèm beè.
ACT.2.27	Nyí kɔ né ye wò sé yeè càŋ nyî te ndugo bɔ̀ càŋ
ACT.2.27	sì lɔ́ ndé ŋgwéh;
ACT.2.27	wò sé yeè gwàn ndé ŋgwéh ye nùàr nyî a, fɔ̀ lè ndɔ.
ACT.2.28	Wò lé naá giì nyí ceér yɔ̀ŋ njolò feh kwaá.
ACT.2.28	Ké kwarè yeè nyí nde né mé vɔ́gɔ́-temé mene
ACT.2.28	samé kuú.»
ACT.2.29	Piêr den cuù ye bɔ́ a: «Bɔ̀ nùàr mò, kènê mè kwa baá terreb, mè nde né bí njèh felè tele beèh Davîd tueé ŋagá: à lɔ naâ kuú, bɔ́ furú bú, sà seèn née ká lètenè beèh ye. 
ACT.2.30	À lé naâ *sòn-Càŋ, à lé naá giì kɔɔ́ ye Càŋ lé naâ jege ye nyí a: lètenè bɔ̀ ndùté ndùtù nyî dɔɔ́ŋ, huaán déì ndeè nde né teèn yuo, à den te kɔgɔ nyî ma. 
ACT.2.31	Sâ tueé né ye Davîd lɔ naá giì kɔɔ́, te ndeè ye ká jomo bɔɔ́ den. À lé môn tueé kuú naâ ye *Nùà Cɔ̀ŋ nde né lè cio komo yuo, wa Càŋ ndeè bú lètenè bɔ̀ komô sì lɔ́ ndé ŋgwéh, komó seèn ndeè lòù fɔ̀ ndé ŋgwéh ndɔ ma.
ACT.2.32	«Mè tueé bí: Yeésò mé bí lé naâ te toû fagá njií doô, Càŋ lè cio hên komo sɔm né bú. À baá cu làŋ, béh bɔ̀ nùàr seèn dɔɔ́ŋ, béh lé naá giì bú mé njolo ŋené, béh né sòn seèn. 
ACT.2.33	À ŋaá nde aá ké te be gaâ Càŋe, à kwa baá Cúcuí Ŋagâ beè Tele seèn faá Tele seèn lé naâ tueé kwaá nɔ. À ká yoòr beèh hên fam njií den né Cúcuí Ŋagâ sâ. Bí ká yoòr beèh ŋene né cí, bí sònò beèh ŋgweé né cí ndɔ.
ACT.2.34	Nùà Dueè ye Nùà Koô nyî a:
ACT.2.34	Dèn ndê ká te be gaâ nyî;
ACT.2.35	kɔ nyí komó silí njií gi aá bɔ̀ bùnò bɔ̀ yeè doó,
ACT.2.35	wò dobo keéh bɔ́ gulè.»
ACT.2.36	Piêr den cuù ye bɔ́ a: «Bí bɔ̀ huaán *Iserálà bɔ̀ lé Yeésò faga wulà naâ kɔɔ́. Mè né tueé ye bí a ndɔ ye, kènê Càŋ bú felè njèh dɔɔ̂ŋ sie kwaá né Nùà dueè; *Nùà Cɔ̀ŋ né bú.»
ACT.2.37	Bɔ̀ nùàr yeé nde ŋgweé njií mân, càŋ tené bɔ́ lè. Bɔ́ ye bɔ̀ Piêr a: «Á hên, béh kènê bɔɔ́ nde aá naàn, bɔ̀ nùàr beèh?» 
ACT.2.38	Piêr ye bɔ́ a: «Bí kwéh sér temé biì. Nùà kàn a, ndê, bɔ́ kou bú mé yilí Yeésò *Kristò, te Càŋ kulu sɔm bú veên yoòr. Bí nde né Cúcuí Ŋagâ beè seèn kwa. 
ACT.2.39	Lòù sam, à lé naá giì tueé kwaá, ye né dé biì, dé bɔ̀ ŋuna biì, mé bɔ̀ jomo bɔ̀ mene. Nuaá mé Tele beèh Càŋ Dueè né bú yoòr seèn yilá njií dɔɔ́ŋ, né dé seèn.»
ACT.2.40	Piêr tueé sagá cu baá-re bɔ́ ŋgòr mé nde né bɔ́ beè sie teèn ŋgún, à né bɔ́ teèn sɔgɔ́ yií, ye bɔ́ a: «Bí gè mé ceér bɔ̀ dúágá-tie bɔ̀ nɔɔ́ŋ, te bí yili yuo.» 
ACT.2.41	Bɔ̀ nùàr kókoó mbaá gwaán gi ŋgòr Piêr, bɔ́ kou bɔ́. Loù sâ, bɔ̀ nùàr sagá yila cu felè bɔ̀ Yeésò bɔ̀ nde njèh kám tagár. 
ACT.2.42	Bɔ̀ mbɔ̀ŋ tebê né bɔ́ ŋgòr Càŋ feh, bɔ́ né temé teèn kwaá njií, bɔ́ bɔ̀ mbeí né meh, bɔ́ né yáb bècénè yieé bilí, bɔ́ né Càŋ bècénè dua bilí ndɔ.
ACT.2.43	Veéh waà bɔ̀ nùàr yoòr. Bɔ́ ŋene bɔ̀ mbɔ̀ŋ tebê né bɔ̀ fém hihiné bɔɔ́ bele. Bɔ́ né bɔ̀ cìè kókoó mbaá ŋené ndɔ. 
ACT.2.44	Bɔ̀ Yeésò bɔ̀ dɔɔ́ŋ lé naá loôm mé sòn cên, njèh bɔɔ̀n dɔɔ́ŋ lé bilí den beéh ndàságá ndɔ. 
ACT.2.45	Bɔ́ né bɔ̀ ŋueèh mé bɔ̀ njèh feh hihiné go bele, bɔ́ né bècénè kwaá bilí, bɔ́ geé haá bɔ̀ɔ́ mé njèh beè sam teèn. 
ACT.2.46	Cieé dɔɔ́ŋ, bɔ́ né lè *gwà Càŋ koô bilí ndeé, bɔ́ né yáb bècénè ké gwò bɔɔ̀n yieé bilí ndɔ, bɔ́ né teèn mé temé cén samé, 
ACT.2.47	bɔ́ né Càŋ teèn seén, bɔ́ né nùàr dɔɔ́ŋ yoòr yilá gií ndɔ. Fehtoò beèh né be teèn kwaá; bɔ̀ɔ́ mé baá yili yuo, cieé dɔɔ́ŋ à né bɔ́ lè mɔ̀gɔ̀ bɔ̀ nùàr seèn sagá yií.
ACT.3.1	Cieé déì, cu Càŋ duaà, mé lou lɔ̀ŋ tagár yeé waà baá, Piêr bɔ̂ Jâŋ nde ké *gwà Càŋ koô. 
ACT.3.2	Bɔ́ yeé nde aá gwò yilá, bɔ́ ŋene nùà gule kuû déì né tùtúlù den den, à né kwarè hin cén déì, bɔ́ hin sâ yilá né: Hin nyàgàm. Nùà beên hèllè lé mé njéh yuoó naâ lè. Cieé dɔɔ́ŋ bɔ́ né yeé bú ké tùtúlù gwà Càŋ jɔgɔ́ kwaá njií, te à dua beh kàgàlɔ̀ŋ beè bɔ̀ nùàr.
ACT.3.3	À yeé ŋene Piêr bɔ̂ Jâŋ nde aá gwò yilá, à dua bɔ́ njèh ndɔ. 
ACT.3.4	Piêr bɔ̂ Jâŋ ke njií bú, bɔ́ né bú ke njege, Piêr ye bú a: «Kè njî béh.» 
ACT.3.5	Nùà hèllè ke njií bɔ́ ndɔ, ye te nyí kwa ke njeré déì beè bɔɔ̀n. 
ACT.3.6	Piêr ye bú a: «Mè mé kàgàlɔ̀ŋ beè sam. Njií mé né beè mò, mè haá seér nde né wò cí. Mé yilí Yeésò *Kristò Nùà Najarêt wùò ter, gègɔɔ̀.»
ACT.3.7	À yeé tueé gi aá mân, à sie sɔm bú ter mé be gaâ ndɔ. Doó sâ, bɔ̀ gule mé bɔ̀ kɔgɔ́ gulè seèn yila gi cu. 
ACT.3.8	À lɔ wuo ter kpar, à njebá mé be seèn, à gɔ mé be seèn ndɔ. Bɔ́ bɔ̀ mbɔ̀ŋ tebê bilí yila nde gwà Càŋe mé gule cên, à né gɔ, à né ter lɔɔ́ ŋaá, à né Càŋ seén.
ACT.3.9	Bɔ̀ nùàr gwà dɔɔ́ŋ yeé ke, à baá seér ter mé be seèn gɔ, à né Càŋ seén den, 
ACT.3.10	bɔ́ ŋene kɔ gi ye né bú ndɔ, à njèh tùtúlù gwà kwarè hin nyàgàm dua den yeé kɔɔ́. Veéh yila bɔ́ lè, njií mé naâ nùà beên hèllè bɔɔ́, geí lɔ bɔ́ mbaá.
ACT.3.11	Nùà hèllè Piêr bɔ̂ Jâŋ kwá lɔ́ cú ndɔ. Bɔ́ bɔ́ nde lè kɔ̀ŋ Salomɔ̂ŋ; bɔ́ kɔ̀ŋ sâ yilá né ménâ. Bɔ̀ nùàr kem nde gi ké teèn ndɔ. Feh né bɔ́ ter ŋellé.
ACT.3.12	Piêr yeé ŋene aá ménâ, à ye bɔ́ a: «Bí bɔ̀ *Iserálà bɔ̀, njií hên bí ménâ geí né dé keì wa? Bɔɔ́ né naàn mé bí béh ke njií né faá béh nùà hên bɔɔ́ gɔɔ́ naâ mé terreb dé beèh wa? Bí ye béh bú taré sɔɔ́m naâ mé ŋágá-temé beèh nùà njèh wa? 
ACT.3.13	Mè tueé bí, né Càŋ nùà njèh. Abrahâm lé naâ bú dua. Isâk bɔ̂ Jakɔ̂b mé bɔ̀ tele beèh dɔɔ́ŋ lé naá giì bú dua. À be terreb seèn ter sɔm njií né kɔɔ́, te terreb Nùà seê seèn Yeésò ŋené mé njéh. Ŋgweéh bí lé Yeésò beè bɔ̀ kokoô bɔ̀ jɔgɔ yií naâ kɔɔ́ wa? *Pilátò né mene tueé ye, nyí nde né bú yi njií, bí lé naâ berɔ́ŋ. 
ACT.3.14	Bí lé ŋgɔɔ̀n naâ Nùà gècên mé né ŋagásé, bí ye Pilátò a: sìè sér bú, à yi njií bí nuaá mé wula yeé feh ma. 
ACT.3.15	Bí lé bɔɔ́ naâ mân, bí wula sɔm Nuaá mé yɔ̀ŋ dɔɔ́ŋ né gi beè seèn. Mè tueé bí, Càŋ mé ŋgeér sam. À yeé kuú baá, Càŋ komo sɔm cu bú teèn, à baá cu làŋ, béh lé naâ bú mé njolo ŋené, béh né sòn seèn. 
ACT.3.16	Nùà beên hên, bí né bú ŋené, bí né gi bú kɔɔ́ ndɔ. Bí kékɔɔ̀ ye, à taré yuo né mé yilí Yeésò. Né temé yoòr Yeésò kwaá njiî taré sɔm né bú kɔɔ́. Né njolò biì ndɔ.
ACT.3.17	«Bɔ̀ nùàr mò, mè né kɔɔ́ ye, njií mé bí bɔ̀ mgbè biì lé bɔɔ́ giì naâ Yeésò dɔɔ́ŋ, bí lé bɔɔ́ cugó naâ lòù. 
ACT.3.18	Sâ beè Càŋ né seér njií mé à lé naá giì sònò bɔ̀ sòn-seèn bɔ̀ dɔɔ́ŋ tueé keéh ye: Huaán nyî *Nùà Cɔ̀ŋ nde né gèr ŋené. Mè tueé bí, hên mboón né cí. 
ACT.3.19	Kènê, bí kwéh sér á temé, bí bele ceér Càŋ, te Càŋ kulu sɔm gi bí veên yoòr. 
ACT.3.20	Mɔ bí bɔɔ́ né mân, bí nde né dù beè Nùà Dueè kwa, bí kwa cu Nùà Cɔ̀ŋ mé à lé naâ bí sɔm kwaá. Sâ jue né Yeésò. 
ACT.3.21	À kènê né ké te vulúu ye. Kɔ ndeè baá loù mé njèh dɔɔ́ŋ baá cu dé feê ŋaá seér, sâ ye. Bɔɔ́ nde né faá Càŋ lɔ naá giì sònò bɔ̀ sòn-seèn bɔ̀ tueé kwaá nɔ. 
ACT.3.22	Músì lé naá giì tueé ŋagá ye: Càŋ Dueè ndeè né bí sòn seèn déì faá nyí nɔ tema njiî; nde né nùàr biì déì ndɔ. Bí nde né sòn seèn dɔɔ́ŋ ŋgweé. 
ACT.3.23	Nuaá mé ŋgeén sòn seèn, bɔ́ nde né bú lè bɔ̀ŋ bɔ̀ nùàr Càŋe kwɔgɔ́ sɔm.»
ACT.3.24	Piêr den cuù ye bɔ́ a: «Nàm mé béh né teèn hên, bɔ̀ *sòn-Càŋ bɔ̀ lé naá giì njèh teèn tueé, duɔɔ̂m mé Samuel nde wa mé bɔ̀ déì. 
ACT.3.25	Ndéb mé Càŋ lé tueé lɔɔ̀ naâ sònò bɔ̀ sòn seèn bɔ̀ dɔɔ́ŋ, né gi dé biì. Bí né mé ŋgɔ̀ŋ yoòr, faá Càŋ lé naâ mé bɔ̀ tele biì kɔ nɔ. À lé ye Abrahâm a: nyí gèh nùàr *wɔ́ŋ dɔɔ́ŋ kulú keéh gi nde né mé ndùté ndùtù seèn ma. 
ACT.3.26	Yeé baá ménâ, Càŋ tema njií Nùà seê seèn ndɔ, à bú tema njií lɔgɔ̂ mé bí, ye te nyí kulu bí, te nùà kàn kwɔbé leba seèn, à veên bɔ́ cú.»
ACT.4.1	Piêr bɔ̂ Jâŋ yeé baá bɔ̀ nùàr njèh ménâ tueé den, bɔ̀ *ŋgàŋ sèmè mé nùà koô felè bɔ̀ gó gwà Càŋ bɔ̀ mé bɔ̀ *Sadusiên 
ACT.4.2	furú waà, ye Piêr bɔ̂ Jâŋ la tueê ŋgòr Càŋ fí. Sâ Piêr bɔ̂ Jâŋ la naâ bɔ̀ nùàr ŋgòr Càŋ feh den, ye bɔ́ a: Yeésò komo yuo aá lè cio kèn. Sâ tueé né ye, bɔ̀ komó nde gi né ménâ komo yuo ndɔ ma. 
ACT.4.3	Bɔ́ yeé waà baá, bɔ́ sie yií Piêr bɔ̂ Jâŋ gwà cibì, bɔ́ cer ŋgɔgɔ̂ teèn. Sâ baá liyilì. 
ACT.4.4	Mé njéh mene, bɔ̀ nùàr kókoó mbaá lé ŋgòr Càŋ ŋgweé nyegé gi aá kèn, bɔ́ gwaán gi aá ndɔ. Loù sâ bɔ̀ Yeésò bɔ̀ dɔɔ́ŋ wa njèh kám tîn.
ACT.4.5	Cieé yeé ŋaga baá, bɔ̀ ŋgàŋ sèmè dé kokoô mé bɔ̀ kokoô bɔ̀ déì bɔ́ bɔ̀ *njí-sóù bilí gi ké Jerusalem. 
ACT.4.6	*Hánà ŋgàŋ sèmè dé koô lé naâ teèn; Kayîf bɔ̂ Jâŋ mé Alesándà, mé bɔ̀ nuaré déì lè mbàgà ŋgàŋ sèmè dé koô dɔɔ́ŋ lé naá giì teèn. 
ACT.4.7	Bɔ́ yeé bilí gi aá ménâ, bɔ́ sɔm waà mé Piêr bɔ̂ Jâŋ ndɔ, bɔ́ dilí kwaá bɔ́ toò bɔɔ̀n, bɔ́ ye bɔ́ a: «Bí ménâ jég bɔɔ́ naâ mé gèh terreb dé heè wa? Neì bí terreb sâ haá naâ kɔɔ́ ndɔ wa?»
ACT.4.8	Piêr samé wuo ter mé Cúcuí Ŋagâ yoòr, ye bɔ́ a: 
ACT.4.9	«Mɔ bí bɔ̀ kokoô bɔ̀ béh njèh bie né felè seé bagaà mé naâ nùàr beên hên yili sɔm, 
ACT.4.10	sâ bí bɔ̀ɔ́ mé né doó dɔɔ́ŋ, bí ŋgwé. Huaán *Iserálà lò nùàr dɔɔ́ŋ a, kɔ́ɔ ye, nuaá mé né toò biì njebá den hên, né yilí Yeésò *Kristò nùà Najarêt taré sɔm né bú kɔɔ́. Bí lé naâ Yeésò fagá njií, à kuú. Càŋ bú te cio komo sɔm cu aá kèn. 
ACT.4.11	À kènê né faá taá mé ŋgòr Càŋ né felè seèn tueé nɔ, ye:
ACT.4.11	Né taá mé bí bɔ̀ mé-gwà bɔ̀ lé naâ ké jomo
ACT.4.11	komo si njií, taá dàn ŋa seér cu né kɔɔ́.»
ACT.4.12	Piêr den cuù, ye bɔ́ a: «Nùàr yili yuo lom nde né mé Yeésò. Ndɔ́g, nuaré déì ká te wɔ́ŋe teèn sam mé nde né nùàr yili sɔm. Gi cegé né bú.»
ACT.4.13	Piêr yeé tueé gi aá ménâ, bɔ̀ kokoô bɔ̀ hèllè ŋene kɔ ye bɔ̀ Piêr né ŋgòr tueé ŋgulí, wanɔɔ́ŋ bɔ́ né bɔ̀ lòù bɔ̀ mé njèh due kɔ́ ŋgwéh, bɔ́ sé la vèh ná ŋgwêh wa? Yeé baá ménâ, geí lɔ bɔ́ ndɔ. Bɔ́ ŋene kɔ ye baá-re, ye né bɔ̀ mbɔ̀ŋ Yeésò ma. 
ACT.4.14	Sâ nuaá mé lé taré yuoó naâ doô né doó sâ njebá den; bɔ́ dé sâ njèh tueê sònò kwà cú.
ACT.4.15	Bɔ́ ye, mɔ né mân, sâ bɔ́ sɔ̀m kéh ŋgɔ́gɔ̀ bɔ̀ Piêr cie, bɔ́ sɔm keéh bɔ́ lè gwà juù. Bɔ́ duɔɔ́m ká jomo lètenè bɔɔ̀n tueê 
ACT.4.16	ye: «Béh bɔɔ́ nde né bɔ̀ nùà hên naàn wa? Ŋgweéh bɔ̀ Jerusalem bɔ̀ dɔɔ́ŋ né gi kɔɔ́ ye, fém felè nùà hên bɔɔ́ naâ bɔ́ wa? Seèn naá giì bèsɔ́nè mbaá, bèh caàm sam cuú. 
ACT.4.17	Njèh cén, mɔ béh ye te ŋgòr hên toò ŋgúlí ndé cú, kɔ béh pamé yiín seér bɔ́ lòù, béh ye bɔ́ a: Càŋ a bɔ́ bí saán feh cu nuaré déì yilí Yeésò hèllè.»
ACT.4.18	Bɔ́ yeé tueé gi aá ménâ, bɔ́ yilá njií cuù bɔ́ ndɔ, bɔ́ ye bɔ́ a: «Bí máb mé yilí Yeésò! Càŋ a bɔ́ bí feh cu nuaré déì njèh mé yilí seèn sâ.»
ACT.4.19	Piêr bɔ̂ Jâŋ deên ye bɔ́ a: «Bí jɔ̀gɔ̀ téná ke ju hên mé be biì ye. Beè Càŋ dilí kela né dé heè? Béh dùlà bí wa, béh dula nde né Càŋ wa? 
ACT.4.20	Dé beèh, njií mé béh lé naá giì ŋgweé, béh lé naá giì ŋené, béh vu lɔ nde né naàn wa? Ndɔ́g, bɔɔ́ mene naàn, béh tueé den nde né cí.»
ACT.4.21	Bɔ̀ kokoô bɔ̀ yeé ŋgweé aá ménâ, bɔ́ luɔm ferré cu bɔ̀ Piêr, te bɔ́ nde ye bɔ́ yi njií. Lòù sam, njií mé bɔ́ nde né bɔ́ gèr teèn feh keéh, bɔ́ lé kwà ná cû, bɔ̀ nùàr kɔ lom aá Càŋ felè nùà beên doô vra deèn. 
ACT.4.22	Nuaá mé lé taré yuoó naâ mé fém hèllè lé naâ nyèmà yulà nèà yɔgɔ́ keéh.
ACT.4.23	Piêr bɔ̂ Jâŋ yeé yuo kelà baá, bɔ́ nde cu ké yoòr bɔ̀ mbeí bɔɔ̀n, bɔ́ se bɔ́ njií mé bɔ̀ *ŋgàŋ sèmè dé kokoô mé bɔ̀ kokoô bɔ̀ déì naâ bɔ́ tueé gií ndɔ. 
ACT.4.24	Bɔ̀ mbeí yeé ŋgweé gi aá, bɔ́ bilí dua Càŋ, ye Càŋ a: «Nùà Dueè, wò lé vulú bɔ̂ tàbè mé nòmò dɔɔ́ŋ bɔɔ́ naâ kɔɔ́; bɔ̀ njèh teèn dɔɔ́ŋ lé si kwaá giì naâ wò ndɔ. 
ACT.4.25	*Davîd tele beèh dé koô lɔ naâ nùà seê yeè. Wò lɔ naâ sònò seèn tueé keéh, te à nde ye mé terreb Cúcuí Ŋagâ tueé ye:
ACT.4.25	Lò nùàr dɔɔ́ŋ gàgà mé Càŋ môn saán njií né
ACT.4.25	dé keì wa?
ACT.4.25	Bɔ́ mbaá bɔɔ́ kuú né dé keì ndɔ wa?
ACT.4.26	Bɔ̀ mgbè dé kokoô njebá wɔŋ kwaá gi aá taáb kèn.
ACT.4.26	Bɔ̀ mgbè dé tetɔɔ̂r bilí gi aá ndɔ.
