GEN.1.1	Sa ginsugoran gintuga sang Dios ang kalangitan kag ang duta.
2CH.16.3	“Magdampiganay kita, subong sang aton mga amay. Ining pilak kag bulawan regalo ini sa imo. Karon untata ang imo pagdampig kay Haring Baasa sang Israel agod nga iya kuhaon ang iya mga hangaway sa akon kadutaan.”
2CH.16.4	Nagsugot si Benhadad sa hingyo ni Asa, kag nagpadala sia sang iya pangulo nga mga opisyales kag sang ila mga hangaway sa pagsalakay sang mga siudad sang Israel. Gin-agaw nila ang Ijon, Dan, Abel-Bet-Maaca, kag ang tanan nga mga siudad sang Neftali sa diin ginabutang ang mga bodega. 
2CH.16.5	Sang pagkabati ni Haring Baasa sang natabo, gin-untatan niya ang pag-obra sang pamakod sa Rama kag ginbayaan ini. 
2CH.16.6	Dayon gintipon ni Haring Asa ang mga tawo sa bug-os nga Juda kag ginpakuha sa ila ang mga bato kag mga tablon nga gingamit ni Baasa sa Rama, kag gingamit nila ini sa pagbutang sang pamakod sa mga siudad sang Geba kag Mispa.
2CH.16.7	Sa sadto nga tion si Hanani nga propeta nagkadto kay Haring Asa kag nagsiling, “Tungod kay nagsalig ka sa hari sang Siria sa baylo nga magsalig ka sa 
2CH.16.8	Indi bala nga ang mga Etiopiahanon
2CH.16.9	Ang 
2CH.16.10	Tungod sini naakig gid si Asa sa propeta sa bagay nga ginpakadenahan niya sia. Sa amo man nga tion nagsugod si Asa sa pagpamintas sa iban nga mga tawo.
2CH.16.11	Ang tanan nga mga hitabo sa paggahom ni Asa halin sa ginsugoran tubtob sa katapusan nasulat sa 
2CH.16.12	Sa ika-39 nga tuig sang paghari ni Asa, napiang sia paagi sa isa ka malala nga balatian sa tiil, kag nagdangop sia sa mga manugbulong sa baylo sang sa 
2CH.16.13	Sang makaligad ang duha ka tuig napatay sia 
2CH.16.14	kag ginlubong sa lulobngan nga bato nga ginpahimo niya para sa iya kaugalingon sa Siudad ni David. Gingamit nila ang mga pahamot kag mga lana sa pag-aman sang iya bangkay sa paglubong, kag nagdabok sila sang daku nga kalayo sa paglalaw sa iya kamatayon.
2CH.17.1	Si Josafat nagbulos sa iya amay nga si Asa subong hari kag ginpalig-on niya ang iya ginharian batok sa Israel. 
2CH.17.2	Nagbutang sia sing mga hangaway sa napamakuran nga mga siudad sang Juda, sa mga sakop palibot sang Juda, kag sa mga siudad nga gin-agaw ni Asa sa kadutaan sang Efraim. 
2CH.17.3	Ang 
2CH.17.4	Gin-alagad niya ang Dios sang iya amay, gintuman ang mga mando sang Dios kag wala magginawi kaangay sa ginhimo sang mga hari sang Israel. 
2CH.17.5	Ang 
2CH.17.6	Ginpalabi gid niya ang pag-alagad sa 
2CH.17.7	Sa ikatlo nga tuig sang iya paggahom ginpadala niya ang masunod nga mga opisyales sa pagtudlo sa mga siudad sang Juda: sila amo sanday Benhail, Abdias, Zacarias, Netanael, kag Micaya. 
2CH.17.8	Gin-updan sila sang siyam ka mga Levita kag duha ka mga pari. Ang mga Levita amo sanday Semaya, Natanias, Zebadias, Asael, Semiramot, Jonatan, Adonias, Tobias, Tabalonias, kag ang mga pari nga amo sanday Elisama kag Joram. 
2CH.17.9	Gindala nila ang libro sang Kasugoan sang 
2CH.17.10	Ginhimo sang 
2CH.17.11	Ang iban nga mga Filistinhon nagdala kay Josafat sing madamo nga pilak kag mga regalo, kag ang iban nga mga taga-Arabia nagdala sa iya sang 7,700 ka mga karnero kag 7,700 ka mga kanding. 
2CH.17.12	Gani nagdugang pa gid ang gahom ni Josafat. Sa bug-os nga Juda nagpatindog sia sing mga pamakod kag mga siudad 
2CH.17.13	sa diin nabutang ang mga bodega nga ginataguan sang madamo nga mga pagkabutang.
2CH.17.13	Sa Jerusalem ginbutang niya ang mataas nga mga opisyales, 
2CH.17.14	suno sa ila mga kabarangayan. Si Adna amo ang pangulo sang mga hangaway gikan sa kabarangayan sang Juda, kag may 300,000 ka mga soldado nga sakop niya. 
2CH.17.15	Ang ikaduha amo si Johanan nga may 280,000 ka mga soldado, 
2CH.17.16	kag ang ikatlo amo si Amasias nga anak ni Zicri nga may 200,000 ka mga soldado. Si Amasias nag-alagad sa 
2CH.17.17	Ang pangulo sang mga hangaway gikan sa kabarangayan ni Benjamin amo si Eliada, isa ka maisog nga soldado nga may sakop nga 200,000 ka mga soldado nga may mga taming kag mga pana. 
2CH.17.18	Ang madason sa iya amo si Jozabad nga may 180,000 ka mga soldado nga nasangkapan para sa inaway. 
2CH.17.19	Ini nga mga soldado nag-alagad sa hari sa Jerusalem, kag dugang pa sini iya ginpamutang ang iban nga mga soldado sa mga siudad sang Juda nga napamakuran.
2CH.18.1	Sang si Haring Josafat sang Juda nagmanggaranon kag nanginbantog, nagpakig-ugyon sia kay Acab nga hari sang Israel nga ang katapo sang ila mga panimalay magaasawahay. 
2CH.18.2	Sang makaligad ang pila ka tuig, si Josafat nagkadto sa siudad sang Samaria sa pagduaw kay Acab. Sa pagpasidungog kay Josafat kag sang iya mga kaupdanan, si Acab nagpaihaw sing madamo nga mga karnero, kag mga baka para sa punsyon. Ginhaylo niya si Josafat sa pag-upod sa iya sa pagsalakay sang siudad sang Ramot sa Galaad. 
2CH.18.3	Nagpamangkot sia, “Magaupod ka bala sa akon sa pagsalakay sa Ramot?”
2CH.18.3	Nagsabat si Josafat, “Kon handa ka handa man ako, kag subong man ang akon mga hangaway. Magaupod kami sa imo.” 
2CH.18.4	Dayon nagsiling pa gid sia, “Pero pamangkuta anay ang 
2CH.18.5	Gani ginpatawag ni Acab ang mga propeta, mga 400 sila tanan, kag ginpamangkot sila, “Magalakat bala ako sa pagsalakay sang Ramot ukon indi?”
2CH.18.5	Nagsabat sila, “Salakaya, kag ang Dios magapadaog sa imo.”
2CH.18.6	Pero si Josafat nagpamangkot, “Wala na bala sing iban nga propeta sang 
2CH.18.7	Nagsabat si Acab, “May yara pa nga isa, si Micaya nga anak ni Imla. Pero ginadumtan ko sia tungod kay wala gid sia sing ginatagna nga maayo para sa akon kundi pirme lang malain.”
2CH.18.7	Nagsabat si Josafat, “Indi ka magsiling sina!”
2CH.18.8	Gani si Haring Acab nagtawag sang isa ka opisyal kag ginsugo sia sa pagkuha gilayon kay Micaya.
2CH.18.9	Ang duha ka mga hari nga nagasuksok sang ila harianon nga mga bayu nagapungko sa ila mga trono sa may linasan sa gwa sang pwerta sang Samaria, kag ang tanan nga mga propeta nagapanagna sa ila atubang. 
2CH.18.10	Ang isa sang mga propeta, si Sedequias nga anak ni Canaana nga naghimo sang mga sungay nga salsalon nagsiling kay Acab, “Amo ini ang ginasiling sang 
2CH.18.11	Amo man ini ang ginsiling sang iban nga mga propeta. “Salakaya ang Ramot kag magadaog ka.” Nagsiling sila, “Ang 
2CH.18.12	Sa pihak nga bahin, ang opisyal nga ginsugo sa pagkuha kay Micaya nagsiling sa iya, “Ang tanan nga mga propeta nagtagna sing kadalag-an para sa hari, kag maayo pa nga amo man ang imo isiling.”
2CH.18.13	Pero si Micaya nagsabat, “Sa ngalan sang buhi nga 
2CH.18.14	Sang pag-atubang niya kay Haring Acab, ang hari nagpamangkot sa iya, “Micaya, malakat bala kami kag salakayon bala namon ni Haring Josafat ang Ramot ukon indi?”
2CH.18.14	Nagsabat si Micaya, “Salakaya kag magadaog kamo! Ang 
2CH.18.15	Pero si Acab nagsiling, “Kon maghambal ka sa akon sa ngalan sang 
2CH.18.16	Si
2CH.18.17	Si Acab nagsiling kay Josafat, “Ginsingganan ko ikaw nga wala gid sia nagatagna sing maayo para sa akon kundi pirme gid lang malain!”
2CH.18.18	Si Micaya nagpadayon: “Karon pamatii kon ano ang ginasiling sang 
2CH.18.19	Ang 
2CH.18.20	tubtob ang isa ka espiritu nagpalapit sa 
2CH.18.21	Ang espiritu nagsabat, ‘Magalakat ako kag pahambalon ko sing binutig ang tanan nga mga propeta ni Acab.’ Ang 
2CH.18.22	Sang ulihi si Micaya nagsiling: “Amo ini ang nahanabo. Ginbuot sang 
2CH.18.23	Dayon si Sedequias nga propeta nagpalapit kay Micaya kag gintampa sia sa guya kag nagpamangkot, “San-o bala naghalin ang Espiritu sang 
2CH.18.24	Si Micaya nagsiling, “Mahibal-an mo ini kon magkadto ka sa nasulod nga bahin sang kwarto sa pagpanago.”
2CH.18.25	Dayon si Haring Acab nagsugo sa isa sang iya mga opisyales, “Dakpa si Micaya kag dalha kay Amon, ang gobernador sang siudad, kag kay Joas nga prinsipe. 
2CH.18.26	Singgana sila nga prisuhon sia kag hatagan lang sia sang tinapay kag tubig tubtob makabalik ako nga indi maano.”
2CH.18.27	Si Micaya nagsiling, “Kon makabalik ikaw nga indi maano, dayon ang 
2CH.18.28	Dayon si Haring Acab sang Israel kag si Haring Josafat sang Juda naglakat sa pagsalakay sang Ramot sa Galaad. 
2CH.18.29	Si Acab nagsiling kay Josafat, “Samtang magakadto kita sa inaway, indi ako magpakilala sang akon kaugalingon, pero magasuksok ikaw sang imo harianon nga mga bayu.” Gani ang hari sang Israel nagkadto sa inaway nga wala magpakilala.
2CH.18.30	Ang hari sang Siria nagmando sa mga pangulo sang iya mga karwahi nga indi magpakig-away batok kay sin-o kundi sa hari lamang sang Israel. 
2CH.18.31	Gani sang nakita nila si Haring Josafat, naghunahuna sila nga sia amo ang hari sang Israel, gani nagliso sila sa pagsalakay sa iya. Pero nagsinggit si Josafat, kag ang 
2CH.18.32	Sang mahibal-an sang mga pangulo sang mga karwahi nga indi sia amo ang hari sang Israel, nag-untat sila sa paglagas sa iya. 
2CH.18.33	Pero may isa ka soldado sang Siria nga nagpana kag nalagpatan nga naigo si Haring Acab sa tinabuan sang iya hapin sa dughan. Nagsinggit sia sa nagadala sang iya karwahi, “Naigo ako! Palisua ang karwahi kag dalha ako palayo sa inaway!” 
2CH.18.34	Sang nagalapuyot ang inaway, si Haring Acab nagpabilin nga nagatindog sa iya karwahi nga nagaatubang sa mga taga-Siria. Sang nagahinunod ang adlaw napatay sia.
2CH.19.1	Si Haring Josafat sang Juda nagbalik sa iya palasyo sa Jerusalem nga wala maano. 
2CH.19.2	Ang propeta nga si Jehu nga anak ni Hanani nagkadto sa pagpakigkita sa hari kag nagsiling sa iya, “Nagahunahuna ka bala nga matarong ang pagbulig sa mga malaut, kag pag-apin sa mga nagadumot sa 
2CH.19.3	Walay sapayan, may maayo nga butang nga yara sa imo. Ginlaglag mo ang tanan nga mga simbulo sang diosa nga si Asera nga ginasimba sang mga tawo, kag gintinguhaan mo ang pagsunod sa kabubot-on sang Dios.”
2CH.19.4	Bisan si Josafat nag-estar sa Jerusalem, nagakadto sia pirme sa iya mga tawo, halin sa Beerseba sa bagatnan tubtob sa punta sang kabakuloran sang Efraim sa aminhan, agod sa pagtawag sa ila pabalik sa 
2CH.19.5	Nagbutang sia sang mga hukom sa tagsa ka napamakuran nga mga siudad sang Juda 
2CH.19.6	kag nagtudlo sa ila: “Mag-andam kamo sa inyo paghukom, kay ang inyo paghukom indi suno sa awtoridad sang tawo kundi sa awtoridad sang 
2CH.19.7	Pasidunggi ninyo ang 
2CH.19.8	Sa Jerusalem, si Josafat nagpili sing mga Levita, mga pari, kag sang iban nga mga pangulo sang mga pumoluyo subong mga hukom sa mga kaso nga may kaangtanan sa pagsupak sang Kasugoan sang 
2CH.19.9	Ginhatagan niya sila sining masunod nga mga pagtudlo: “Dapat ninyo himuon ang inyo mga katungdanan nga may pagtahod sa 
2CH.19.10	Kon ang inyo mga kasimanwa nga naghalin sa bisan diin sang inyo mga siudad magdala sa inyo sang kaso sa pagpatay, ukon sang pagsupak sang bisan ano nga kasugoan ukon sugo, dapat tudloan ninyo sila sang maayo agod nga indi sila magpakasala batok sa 
2CH.19.11	Si Amarias, ang Pinakamataas nga Pari, amo ang may awtoridad sa tanan nga bagay nga may kaangtanan sa 
2CH.20.1	Sang ulihi, ang mga hangaway sang Moab kag sang Amon, upod sang ila mga kadampig nga mga Meunhon
2CH.20.2	May mga mensahero nga nag-abot kag nagsugid kay Haring Josafat: “Ang madamo nga mga hangaway halin sa Edom nag-abot halin sa tabok sang Patay nga Dagat sa pagsalakay sa imo. Gin-agaw na nila ang Hazazon Tamar.” (Amo ini ang isa ka ngalan sang Engedi.) 
2CH.20.3	Hinadlukan si Josafat kag nagpangamuyo nga tuytoyan sia sang 
2CH.20.4	Halin sa tagsa ka siudad sang Juda, ang mga tawo nagdalidali sa pagkadto sa Jerusalem sa pagpangayo sang pagtuytoy sang 
2CH.20.5	kag sila kag ang mga tawo sang Jerusalem nagtipon sa bag-o nga pasiyuhan sang Templo. Si Haring Josafat nagkadto kag nagtindog sa atubang nila 
2CH.20.6	kag nagpangamuyo sing mabaskog, “O 
2CH.20.7	Ikaw amo ang amon Dios. Sang magkadto ang imo mga tawo nga Israelinhon sa sini nga duta, gintabog mo paggwa ang mga tawo nga nagaestar diri kag ginhatag ang duta sa mga kaliwat ni Abraham nga imo abyan agod mangin-ila sa walay katapusan. 
2CH.20.8	Nag-estar sila diri kag nagpatindog sang templo sa pagpasidungog sa imo, nga nakahibalo 
2CH.20.9	nga kon mag-abot ang kalalat-an sa pagsilot sa ila subong sang makahalalit nga inaway, balatian, ukon gutom—dayon magakari sila kag magatindog sa atubangan sining Templo sa diin ikaw ginasimba. Sa ila kalalat-an magapangamuyo sila sa imo kag ikaw magapamati kag magaluwas sa ila.
2CH.20.10	“Karon
2CH.20.11	Amo ini ang ila balos sa amon—nag-abot sila sa pagtabog sa amon halin sa duta nga imo ginhatag sa amon. 
2CH.20.12	Ikaw amo ang amon Dios! Siluti sila, kay kami wala sing sarang mahimo sa pag-atubang sining madamo nga mga hangaway nga magasalakay sa amon. Indi kami makahibalo kon ano ang amon himuon, pero nagadangop kami sa imo sa pagpangayo sang bulig.”
2CH.20.13	Ang tanan nga mga tawo sang Juda, upod ang ila mga asawa kag mga kabataan, nagtindog didto sa Templo. 
2CH.20.14	Ang Espiritu sang 
2CH.20.15	Si
2CH.20.16	Salakaya ninyo sila buas samtang nagataklad sila sa taklaran sang Ziz. Masugata ninyo sila sa punta sang kapatagan nga nagapakadto sa desierto malapit sa Jeruel. 
2CH.20.17	Indi
2CH.20.18	Dayon si Haring Josafat nagluhod nga ang iya guya nagaduot sa duta, kag ang tanan nga mga tawo nagluhod man upod sa iya kag nagsimba sa 
2CH.20.19	Ang mga katapo sang mga Levita nga mga kabarangayan ni Kohat kag ni Core nagtindog kag sa mabaskog nga tingog nagdayaw sa 
2CH.20.20	Aga pa gid sang dason nga adlaw ang mga tawo naggwa sa desierto malapit sa Tekoa. Samtang nagapaggwa sila, si Josafat naghambal sa ila sini nga mga pulong: “Mga tawo sang Juda kag Jerusalem! Magsalig kamo sa 
2CH.20.21	Sa tapos sia makapakighambal sa mga tawo, ang hari nagmando sa iban nga mga musikero sa pagsuksok sang ila mga bayu nga ila ginagamit sa balaan nga mga hilikuton kag mag-una sa mga hangaway sa paglakat nga nagakanta: “Dayawon ang 
2CH.20.22	Sang pagsugod nila kanta, ang 
2CH.20.23	Ang mga Amonhon kag ang mga Moabnon nagsalakay sang mga Edomnon nga hangaway kag naglaglag sa ila sing bug-os, kag dayon silahanon na lang ang nagpinatyanay. 
2CH.20.24	Sang pag-abot sang mga hangaway sang Juda sa tore nga yadto didto sa desierto, ginlantaw nila ang mga kaaway, kag nakita nila nga nagahamyang sila tanan nga patay na sa duta. Wala sing isa sa ila nga nakapalagyo.
2CH.20.25	Si Josafat kag ang iya mga hangaway nagpalapit kag nagpanguha sang ila mga pagkabutang, kag nakita nila ang madamo nga mga kabakahan,
2CH.20.26	Sa ikap-at nga adlaw nagtipon sila sa Kapatagan sang Beraca kag nagdayaw sila sa 
2CH.20.27	Si Josafat nagpangulo sang iya mga hangaway pauli sa Jerusalem nga nagahinugyaw, tungod kay ang 
2CH.20.28	Sang pag-abot nila sa siudad, nagsulod sila sa Templo, nga ginatukaran sang mga arpa kag mga trumpeta. 
2CH.20.29	Ang tagsa ka pungsod nga nakabati kon daw ano ang paglutos sang 
2CH.20.30	gani si Josafat naggahom nga may kalinong, kag ang Dios nagpaluntad sang paghidait sa bug-os nga palibot.
2CH.20.31	Si Josafat naghari sa Juda sang nagaedad sia sing trayntay singko ka tuig, kag naggahom sia sa Jerusalem sing baynte-singko ka tuig. Ang iya iloy amo si Azuba, ang anak ni Silhi. 
2CH.20.32	Kaangay sang iya amay nga si Asa nga nauna sa iya, ginhimo niya ang matarong sa panulok sang 
2CH.20.33	pero ang mga lugar sa diin ginasimba ang mga diosdios wala malaglag. Ang mga tawo wala gid magsimba sa Dios sang ila mga katigulangan sa bug-os nila nga tagipusoon.
2CH.20.34	Ang tanan nga mga butang nga ginhimo ni Josafat, halin sa pagsugod sang iya paggahom tubtob sa katapusan, nasulat sa 
2CH.20.35	Sang isa ka tion, si Haring Josafat sang Juda nagdampig kay Haring Ocozias sang Israel nga naghimo sing madamo nga mga butang nga malaut. 
2CH.20.36	Sa dulongkaan sang mga barko sang Eziongeber naghimo sila sing mga sakayan nga nagabiyahe sa Tarsis. 
2CH.20.37	Pero si Eliezer nga anak ni Dodavahu, halin sa banwa sang Maresa, nagpaandam kay Josafat, “Tungod sang imo pagdampig kay Ocozias, ang 
2CH.21.1	Si Josafat napatay kag ginlubong sa mga lulobngan sang mga hari sa Siudad ni David, kag ang iya anak nga si Jehoram nagbulos sa iya subong hari.
2CH.21.2	Si Jehoram nga anak ni Haring Josafat may anom ka mga utod nga lalaki nga amo sanday: Azarias, Jeiel, Zacarias, Azariahu, Micael, kag Sefatias. Sila tanan mga anak ni Haring Josafat sang Juda. 
2CH.21.3	Ang ila amay naghatag sa ila sing madamo nga bulawan, pilak, kag iban nga malahalon nga mga pagkabutang, kag ang tagsatagsa sa ila ginhimo nga pangulo sang isa sang napamakuran nga mga siudad sang Juda. Pero tungod kay si Jehoram amo ang magulang, si Josafat naghimo sa iya nga amo ang magabulos sa iya subong hari. 
2CH.21.4	Sang malig-on na ang paggahom ni Jehoram sang iya ginharian, ginpapatay niya ang iya tanan nga mga utod nga lalaki, kag amo man ang iban nga mga opisyales nga Israelinhon.
2CH.21.5	Nanginhari si Jehoram sang nagaedad sia sing trayntay dos ka tuig kag naggahom sia sa Jerusalem sa sulod sang walo ka tuig. 
2CH.21.6	Ginsunod niya ang malaut nga ginhimo ni Haring Acab kag sang iban nga mga hari sang Israel, tungod kay ginpangasawa niya ang isa sang mga anak ni Acab. Nagpakasala sia batok sa 
2CH.21.7	pero
2CH.21.8	Sa
2CH.21.9	Gani si Jehoram kag ang iya mga opisyales naggwa nga nagasakay sa mga karwahi sa pagsalakay sang Edom. Didto ang mga soldado nga Edomnon nagkibon sa ila pero sang gab-i nakapalagyo sila. 
2CH.21.10	Halin sadto ang Edom nanginhilway sa
2CH.21.11	Nagpatindog pa gani sia sang mga lugar sa diin ginasimba ang mga diosdios sa kabakuloran sang Juda kag nagdala sang mga tawo sang Juda kag sang Jerusalem sa pagpakasala batok sa 
2CH.21.12	Si Elias nga propeta nagpadala sang sulat kay Jehoram nga nagasiling: “Ang 
2CH.21.13	Sa baylo ginsunod mo ang ginhimo sang mga hari sang Israel kag nagdala sa mga pumoluyo sang Juda kag Jerusalem sa pagtalikod sa Dios, subong sang ginhimo ni Acab kag sang mga nagbulos sa iya sa pagdala sang Israel sa pagtalikod sa Dios. Ginpamatay mo man ang imo mga utod nga lalaki, nga mas maayo pa nga mga tawo sang sa imo. 
2CH.21.14	Tungod sini ang 
2CH.21.15	Ikaw mismo magaangkon sang masakit sa tinai kag magalala ini adlaw-adlaw.”
2CH.21.16	May mga Filistinhon kag mga Arabo nga nag-estar malapit sa ginaestaran sang mga taga-Etiopia
2CH.21.17	Ginsalakay nila ang Juda, ginkawatan ang palasyo, kag gindala ang tanan nga mga asawa kag mga kabataan sang hari subong bihag, luas kay Ocozias, ang iya kamanghuran nga anak.
2CH.21.18	Dayon tapos sini tanan, ang 
2CH.21.19	Sa sulod sang duha ka tuig naglala pa gid ini, tubtob sang ulihi ang hari napatay nga nagaantos. Ang iya mga sakop wala magdabok sang kalayo sa paglalaw sa iya subong sang ginhimo sa iya mga katigulangan.
2CH.21.20	Nanginhari si Jehoram sang nagaedad sia sing trayntay dos ka tuig kag naggahom sia sa Jerusalem sa sulod sang walo ka tuig. Wala sing may nagkasubo sang napatay sia. Ginlubong nila sia sa Siudad ni David, pero indi sa lulobngan sang mga hari.
2CH.22.1	Ang iban sang mga Arabo nagpanggubat kag nagpamatay sang tanan nga mga anak nga lalaki ni Haring Jehoram luas kay Ocozias, ang kamanghuran nga anak. Gani karon ang mga pumoluyo sang Jerusalem naghimo kay Ocozias nga hari sa pagbulos sa iya amay. 
2CH.22.2	Si Ocozias nanginhari sang nagaedad sia sing baynte dos
2CH.22.3	Ginsunod man ni Ocozias ang ginhimo sang panimalay ni Acab, tungod kay ang iya iloy naglaygay sa iya nga amo ang nagdala sa iya sa paghimo sing malaut. 
2CH.22.4	Nagpakasala sia batok sa 
2CH.22.5	Sa pagsunod sang ila mga laygay, nag-upod sia kay Haring Joram sang Israel sa pagpakig-away batok kay Haring Hazael sang Siria. Ang mga hangaway nag-inaway sa Ramot sang Galaad, kag si Joram napilas sa inaway. 
2CH.22.6	Nagbalik sia sa siudad sang Jezreel sa pagpabulong agod mag-ayo ang iya mga pilas kag si Ocozias nagkadto didto sa pagbisita sa iya.
