GEN.1.1	Sang ginsuguran gintuga sang Dios ang kalangitan kag ang kalibutan. 
PRO.19.17	Kon maghatag ka sa mga imol, pareho lang nga nagapahulam ka sa 
PRO.19.18	Disiplinaha ang imo mga bata samtang may panahon pa. Kon wala mo sila ginadisiplina, ginaguba mo ang ila kabuhi.
PRO.19.19	Pabay-i nga manabat sa iya ginahimo ang tawo nga dali maakig, kay kon buligan mo siya, liwat-liwaton lang niya ang iya ginahimo.
PRO.19.20	Pamatii ang mga laygay sa imo kag batuna ang mga pagtadlong sa imo pamatasan agod sa ulihi mangin maalamon ka.
PRO.19.21	Madamo kita sang mga plano, pero ang kabubut-on sang 
PRO.19.22	Ang gusto naton sa tawo, maayo siya.
PRO.19.23	Tahura ang 
PRO.19.24	May mga tawo nga tama gid katamad nga bisan gani magkaon natamaran pa.
PRO.19.25	Dapat silutan ang mga nagapangyaguta agod ang pareho nila nga mga wala sing alam makatuon nga magmaalamon. Ang maalamon nga tawo nagamaalamon pa gid kon ginasaway siya.
PRO.19.26	Makahuluya kag talamayon ang anak nga nagapamintas sa iya amay kag nagatabog sa iya iloy.
PRO.19.27	Anak, kon indi ka magpamati sa mga pagtadlong sa imo pamatasan, ginasikway mo ang mga panudlo nga nagahatag sang kaalam.
PRO.19.28	Ang butigon nga saksi nagabaliwala sa hustisya, kag ang malaot nga tawo nanamian gid nga maghimo sang kalautan.
PRO.19.29	Sigurado gid nga pagasilutan ang mga buang-buang nga nagapangyaguta.
PRO.20.1	Ang sobra nga pag-inom sang makahulubog nga mga ilimnon nagapamaoy sa tawo. Ang tawo nga nagapahubog indi maalamon.
PRO.20.2	Kon maakig ang hari pareho siya sa nagangurob nga leon. Gani kon paakigon mo siya, patyon ka gid niya.
PRO.20.3	Ginapadunggan ang tawo nga nagalikaw sa gamo; ang buang-buang lang ang naluyag sang gamo.
PRO.20.4	Ang matamad mag-arado sa tion sang tigtalanom wala gid sing may makuha sa tion sang tig-alani.
PRO.20.5	Mahimo nga ang panghunahuna sang isa ka tawo pareho sa tubig nga madalom, pero kon maalamon ka, matungkad mo ini.
PRO.20.6	Madamo ang nagasiling nga maayo sila, pero may ara bala sa ila nga masaligan?
PRO.20.7	Ang matarong nga tawo nagakabuhi nga wala sing kasawayan. Bulahan ang iya mga anak nga nagasunod sa iya pamatasan.
PRO.20.8	Kon maghukom ang hari sang kaso, ginasiguro gid niya nga mahibaluan ang naghimo sang malain.
PRO.20.9	Wala sing may makasiling nga matinlo na gid ang iya tagipusuon, nga wala na gid siya sing sala.
PRO.20.10	Ginakangil-aran sang 
PRO.20.11	Ang mga binuhatan sang isa ka pamatan-on nagapakita sang iya matuod nga batasan, kon bala matarong siya ukon indi.
PRO.20.12	Ginhatagan kita sang 
PRO.20.13	Kon magsagi ka lang katulog, pagagutumon ka, pero kon magbangon ka kag magtrabaho, magadamo ang imo kalan-on.
PRO.20.14	Ginahikayan sang manugbakal ang ginabaligya agod makaayo siya. Pero kon mabakal na niya, 
PRO.20.15	Madamo ang bulawan kag ang malahalon nga mga bato, pero diutay lang ang mga tawo nga nagahambal nga may kaalam.
PRO.20.16	Kon nagpromisa ang isa ka tawo nga siya ang mabayad sa imo sang utang sang tawo nga indi niya kilala, siguraduha nga makakuha ka sa iya sang garantiya, bisan bayo niya, agod masiguro mo nga mabayad siya.
PRO.20.17	Nanamitan ang tawo sa pagkaon nga nakuha niya sa pagpangdaya, pero sa ulihi mangin pareho ini sa balas sa iya baba.
PRO.20.18	Magpangayo ka sang laygay sa imo nga pagplano ukon antes ka magkadto sa inaway.
PRO.20.19	Ang palakutsokutso nagapanugid sang sekreto, gani likawi ang tawo nga pareho sina.
PRO.20.20	Ang anak nga nagapakamalaot sa iya ginikanan mapatay pareho sa suga nga napatay sa kadulom.
PRO.20.21	Ang palanublion nga gindali-dali mo kuha sa indi pa husto nga tion indi makahatag sa imo sang kaayuhan sa ulihi.
PRO.20.22	Indi ka magtimalos. Magsalig ka lang sa 
PRO.20.23	Ginakangil-aran sang 
PRO.20.24	Ang 
PRO.20.25	Delikado kon magpadasodaso ka sa pagpromisa nga ihalad mo ang isa ka butang sa 
PRO.20.27	Ang aton konsensya
PRO.20.28	Kon maayo kag matutom ang isa ka hari, indi siya maano kag magapadayon ang iya paghari.
PRO.20.29	Bugal sang mga pamatan-on ang ila kusog, kag dungog sang mga tigulang ang ila katigulangon.
PRO.20.30	Kon kaisa maayo nga masilutan kita agod magbag-o kita.
PRO.21.1	Ang hunahuna sang mga hari pareho sa suba nga ginakontrolar sang 
PRO.21.2	Mahimo nga nagahunahuna kita nga husto na gid ang tanan ta nga ginahimo, pero ang 
PRO.21.3	Mas nalipay pa ang 
PRO.21.4	Sala ang pagpabugal kag ang pagkamatinaas-taason. Makilala mo ang malaot nga mga tawo sa sina nga pamatasan.
PRO.21.5	Kon magplano ka sing maayo kag magmapisan, sigurado nga magauswag ka. Kon magpadasodaso ka, sigurado nga magaimol ka.
PRO.21.6	Ang manggad nga nakuha sa pagpangdaya dali lang madula, kag magadala ini sang kamatayon sa tawo.
PRO.21.7	Ang kapintas sang mga malaot amo ang makapalaglag sa ila, kay indi sila gusto maghimo sang matarong.
PRO.21.8	Indi tadlong ang pagginawi sang tawo nga may sala, pero tadlong ang pagginawi sang tawo nga wala sing sala.
PRO.21.9	Mas maayo pa nga mag-estar sa ibabaw sang atop sang balay
PRO.21.10	Ang mga malaot gusto lang gid permi maghimo sang malain; wala sila sing kaluoy sa ila isigkatawo.
PRO.21.11	Kon silutan ang mga nagapangyaguta, ang pareho nila nga mga wala sing alam makatuon nga magmaalamon. Ang maalamon nga tawo nagamaalamon pa gid kon ginatudluan siya.
PRO.21.12	Nahibaluan sang matarong nga Dios ang ginahimo sang panimalay sang mga malaot, kag pagasilutan niya sila.
PRO.21.13	Kon wala mo ginasapak ang mga imol kon magpangayo sila sang bulig, indi ka man pagsapakon kon magpangayo ka sang bulig.
PRO.21.14	Kon regaluhan mo sa sekreto ang tawo nga akig sa imo, madula ang iya kaakig.
PRO.21.15	Kon magluntad ang hustisya, nagakalipay ang mga matarong, pero ginakulbaan ang mga malain.
PRO.21.16	Kamatayon ang dangatan sang tawo nga nagalikaw sa kaalam.
PRO.21.17	Ang tawo nga nagapatuyang, nga nagapagusto lang sang papunsyon, indi gid magmanggaranon kundi magaimol pa gani.
PRO.21.18	Ginasilutan ang mga malaot kag maluibon agod maluwas ang mga matarong.
PRO.21.19	Mas maayo pa nga mag-estar sa desierto sang sa mag-estar 
PRO.21.20	Ang maalamon nga tawo nagatigana gid para sa palaabuton, pero ang buang-buang nga tawo nagapagusto lang kagasto.
PRO.21.21	Ang tawo nga nagatinguha gid nga magkabuhi nga maayo kag matarong magakabuhi sing malawig kag madinalag-on, kag padunggan siya sang mga tawo.
PRO.21.22	Ang kumander nga maayo sa taktika makaagaw sang siyudad nga may madamo nga mga soldado, kag makaguba sang mga pader sini nga ginasaligan sang sadto nga mga soldado.
PRO.21.23	Ang tawo nga nagahalong sa iya mga ginahambal makalikaw sa gamo.
PRO.21.24	Ang bugalon kag matinaas-taason nga tawo makilala mo kay nagapangyaguta siya, kag puwerte siya magpahambog.
PRO.21.25	Kon madamo ang imo ginahandom pero matamad ka mag-obra, makalaglag ina sa imo.
PRO.21.26	Ang matamad nga tawo permi lang nagahandom nga makabaton, pero ang matarong nga tawo nagahatag nga wala sing hawid-hawid.
PRO.21.27	Ginakangil-aran 
PRO.21.28	Ang butigon nga saksi indi na pagpahambalon,
PRO.21.29	Ang malaot nga tawo wala nagakabalaka sa iya mga ginahimo, pero ang matarong iya ginahunahuna niya sing maayo ang iya mga ginahimo.
PRO.21.30	Wala sing kaalam, pag-intiendi, ukon laygay nga makatupong sa 
PRO.21.31	Bisan preparado na ang mga kabayo sa inaway, ang 
PRO.22.1	Mas maayo nga pilion ang maayo nga reputasyon sang sa madamo nga manggad. Ang pagtahod sang mga tawo sa imo mas bilidhon pa sang sa bulawan kag pilak.
PRO.22.2	Ang manggaranon kag ang imol pareho lang nga ginhimo sang 
PRO.22.3	Nagalikaw ang maalamon nga tawo kon masugata niya ang katalagman, pero wala nagalikaw ang tawo nga wala sing alam, gani nagaantos siya.
PRO.22.4	Ang pagtahod sa 
PRO.22.5	Nagalakat ang mga malaot sa dalan nga tunukon kag may mga siod. Maglikaw ka sa sina nga dalan kon ginatipigan mo ang imo kabuhi.
PRO.22.6	Tudlui ang bata sang husto nga pagginawi, kag dumdumon niya ina bisan tigulang na siya.
PRO.22.7	Ang mga imol ginadumalahan sang mga manggaranon, kag ang mga nagautang ulipon sang mga nagapautang.
PRO.22.8	Ang nagapanggas sang kalautan magaani sang kalaglagan, kag mauntat na ang iya pagpanghalit sa iban.
PRO.22.9	Pakamaayuhon 
PRO.22.10	Kon palayason ang mga tawo nga nagapangyaguta, madula na ang pagbinaisay, pag-ilinaway, kag pag-insultuhanay.
PRO.22.11	Mangin amigo sang hari ang tawo nga sinsero kag malulo maghambal.
PRO.22.12	Ginabantayan maayo sang 
PRO.22.13	Ang matamad nga tawo indi magguwa sa balay kay kuno may leon sa guwa kag basi tukbon siya.
PRO.22.14	Ang mga ginahambal sang malain nga babayi 
PRO.22.15	Batasan na sang mga bata ang pagbinuang, pero matadlong ini nga batasan kon disiplinahon sila.
PRO.22.16	Magaimol ang tawo nga nagahatag sa mga manggaranon ukon nagapigos sa mga imol agod magmanggaranon siya.
PRO.22.17	Ang mga 
PRO.22.18	kay magmalipayon ka gid kon mahibaluan mo kag masaulo ini. 
PRO.22.19	Ginatudlo ko ini subong sa imo agod magsalig ka sa 
PRO.22.20	Nagsulat ako sang 30 ka hulubaton nga makalaygay kag makahatag sa imo sang kaalam. 
PRO.22.21	Paagi sini mahibaluan mo kon ano ang kamatuoran, kag makahatag ka sing masaligan nga sabat sa tawo nga magpamangkot sa imo.
PRO.22.22	Indi ka magpamintaha sa mga imol, kag indi sila pagdaog-dauga sa korte, 
PRO.22.23	kay ang 
PRO.22.24	Indi ka magpakig-abyan sa tawo nga dali maakig, 
PRO.22.25	kay basi kon magpareho ka man sa iya, kag masiod ka sa sina nga batasan.
PRO.22.26	Indi ka magpromisa nga ikaw ang magbayad sang utang sang iban. 
PRO.22.27	Kay kon indi ka makabayad, kuhaon nila bisan ang imo hiligdaan.
PRO.22.28	Indi mo paghalinon ang muhon
PRO.22.29	Ang tawo nga maayo mag-obra magaalagad sa mga hari kag indi sa ordinaryo nga mga tawo.
PRO.23.1	Kon magkaon ka upod sa isa ka pangulo, magbantay ka gid sa imo hulag. 
PRO.23.2	Kon palakaon ka, punggi ang imo kaugalingon. 
PRO.23.3	Indi ka magkaibog sa manamit nga pagkaon nga ginhanda niya, kay basi kon ginatilawan lang niya 
PRO.23.4	Indi pagpakapuyi ang imo kaugalingon sa sobra nga pagpaninguha nga magmanggaranon. Sa baylo, punggi ang imo kaugalingon kag hunahunaa kon ano ang husto. 
PRO.23.5	Ang kuwarta madula sa isa lang ka pamisok, nga daw sa may pakpak kag nagalupad palayo pareho sa agila.
PRO.23.6	Indi ka magkaon ukon magkaibog sa pagkaon nga ginhanda sang kuripot nga tawo, bisan manamit pa ini. 
PRO.23.7	Kay ang tawo nga pareho sina nagabantay kon ano kadamo ang imo ginakaon.
PRO.23.8	Gani iluad mo ang imo kinaon kag mangin wala sing pulos ang imo mga pagdayaw sa iya.
PRO.23.9	Indi ka magpakigsugilanon sa mga buang-buang, kay bisan may kaalam pa ang imo ginahambal wala lang gihapon ini sing pulos para sa ila.
PRO.23.10	Indi mo pag-agawon ang duta sang mga ilo paagi sa paghalin sang mga muhon sini nga dugay na. 
PRO.23.11	Kay ang 
PRO.23.12	Magpamati ka kon ginatadlong ang imo pamatasan agod makatuon ka.
PRO.23.13+PRO.23.14	Indi ka magpabaya sa pagdisiplina sang imo bata. Ang paghanot indi makapatay sa iya, kundi makaluwas pa gani sa iya sa kamatayon.
PRO.23.15+PRO.23.16	Anak, malipay gid ako kon mangin maalamon ka kag nagahambal sing husto.
PRO.23.17	Indi ka magkahisa sa mga makasasala kundi magtahod ka permi sa 
PRO.23.18	Kag sigurado gid nga may maayo ka nga palaabuton, kag indi mapaslawan ang imo mga ginahandom.
PRO.23.19	Anak, magpamati ka sa mga ginatudlo ko sa imo. Magmaalamon ka kag sunda ang husto nga dalan. 
PRO.23.20+PRO.23.21	Indi ka magpareho
PRO.23.22	Magpamati ka sa imo ginikanan nga naghatag sa imo sang kabuhi, kag indi sila pagpakalaina kon tigulang na sila. 
PRO.23.23	Tinguhai nga makabaton ka sang kamatuoran, kaalam, pagtadlong sa imo pamatasan, kag pag-intiendi. Kag indi mo gid ini pag-ibaylo sa bisan ano nga butang. 
PRO.23.24+PRO.23.25	Magakalipay gid ang imo ginikanan kon matarong kag maalamon ka. Igakalipay nila nga sila ang imo amay kag iloy.
PRO.23.26	Anak, pamatii ako sing maayo, kag sunda ang akon pagkabuhi. 
PRO.23.27	Kay ang babayi nga nagabaligya sang iya lawas 
PRO.23.28	Pareho siya sa tulisan nga nagahulat sang mabiktima, kag siya ang kabangdanan sang pagluib sang madamo nga mga bana sa ila mga asawa.
PRO.23.29	Sin-o ang tawo nga miserable, nagapangaway, nagareklamo, nagakapilasan nga sarang niya kuntani malikawan, kag nagapalamula ang iya mata? 
PRO.23.30	Siya amo ang tawo nga palahubog, nga mahilig magtilaw sang sari-sari nga ilimnon. 
PRO.23.31	Indi ka magpaganyat sa maisog nga bino, nga kanami tulukon sa baso kag suwabe imnon. 
PRO.23.32	Kay kon mahubog ka na, 
PRO.23.33	Kag bisan ano na lang ang imo makita, kag indi ka makahunahuna sing maayo. 
PRO.23.34	Ang pamatyag mo daw ara ka sa tunga sang lawod nga nagahigda sa ibabaw sang palo
PRO.23.35	Magasiling ka, “May naglampos kag nagsumbag sa akon, pero wala lang ako kabatyag. San-o pa ako maumpawan agod makainom ako liwat?”
PRO.24.1	Indi ka magkahisa sa mga malaot ukon maghandom nga magpakig-abyan sa ila. 
PRO.24.2	Kay ang ila lang ginahunahuna kag ginahambal amo ang pagpamintas sa iban.
PRO.24.3+PRO.24.4	Kon maalamon ka, mapundar kag mapauswag mo ang imo panimalay.
PRO.24.5	Dako gid ang mabulig sang maalamon nga mga tawo sa pagdugang sang ikasarang sang mga mangangaway, 
PRO.24.6	kay kinahanglan ang ila mga laygay sa pagpakig-away. Kag mas dako ang tsansa nga magdaog kon madamo ang mga manuglaygay.
PRO.24.7	Indi matungkad sang buang-buang nga tawo ang kaalam. Wala siya sing may mahambal kon importante na nga mga butang ang ginaestoryahan.
PRO.24.8	Ang tawo nga nagaplano permi sang malain kilalahon nga manugpadihot sing kalainan. 
PRO.24.9	Sala ang bisan ano nga ginapahito sang buang-buang nga tawo, kag ginakangil-aran sang mga tawo ang nagapangyaguta.
PRO.24.10	Kon madulaan ka sang paglaom sa tion sang kalisod, nagapakita lang nga maluya ka.
PRO.24.11	Indi ka magpabaya sa pagluwas sa mga tawo nga 
PRO.24.12	Mahimo nga magsiling ka nga wala ka nakahibalo parte sini. Pero nahibaluan sang Dios 
PRO.24.13+PRO.24.14	Anak, subong nga ang dugos matam-is kag maayo para sa imo, amo man ang kaalam. Kay kon maalamon ka, may maayo ka nga palaabuton kag indi mapaslawan ang imo mga ginahandom.
PRO.24.15	Indi ka magpareho sa malaot nga tawo, nga nagatiid sa pagsalakay sa elistaran sang matarong nga tawo. 
PRO.24.16	Kay bisan makapito pa malaglag ang matarong nga tawo, makabangon man siya gihapon. Pero kon ang malaot ang malaglag, indi na siya makabangon pa.
PRO.24.17	Indi ka magkalipay kon malaglag ang imo kaaway. 
PRO.24.18	Makita sang 
PRO.24.19	Indi ka mag-ugtas ukon magkahisa sa malaot nga mga tawo, 
PRO.24.20	kay wala sila sing maayo nga palaabuton kag mangin pareho sila sa suga nga napatay.
PRO.24.21	Anak, tahura ang 
PRO.24.22	kay wala ka kahibalo kon ano nga kalaglagan ang himuon gilayon sang 
PRO.24.23	Ari pa gid ang iban nga mga hulubaton sang maalamon nga mga tawo:
PRO.24.23	Indi maayo nga may pinilian ka sa paghukom. 
PRO.24.24	Kon hilwayon mo ang nakasala, sumpaon ka kag kaugtan sang mga tawo. 
PRO.24.25	Pero kon silutan mo ang nakasala, pakamaayuhon ka kag magauswag ka pa.
PRO.24.26	Ang indi binutig nga sabat tanda sang matuod-tuod nga pag-abyanay.
PRO.24.27	Preparaha anay ang imo palangabuhian, pareho abi sang imo talamnan, antes ka magpundar sang pamilya.
PRO.24.28	Indi ka magsaksi kontra sa imo isigkatawo sa wala sing kabangdanan, ukon magsugid sang indi matuod parte sa iya. 
PRO.24.29	Indi ka magsiling, “Balusan ko siya sa iya ginhimo sa akon. Himuon ko man sa iya ang iya ginhimo sa akon.”
PRO.24.30	Nag-agi ako sa talamnan sang isa ka matamad nga tawo nga wala sing pag-intiendi. 
PRO.24.31	Puno na ini sang mga hilamon kag tunukon nga mga kahoy-kahoy, kag guba ang pulopader sini. 
PRO.24.32	Sang makita ko ini, ginhunahuna ko sing maayo, kag nakuha ko ini nga leksyon: 
PRO.24.33	Pahuway-huway kag piyong-piyong ka pa gamay, 
PRO.24.34	kag magaabot gulpi sa imo ang kinawad-on nga pareho sa armado nga tulisan.
PRO.25.1	Ari pa gid ang iban nga mga hulubaton ni Solomon nga ginkopya sang mga tinawo ni Haring Hezekia sang Juda:
PRO.25.2	Ginapadunggan naton ang Dios tungod sa mga butang nga wala niya ginapahayag sa aton; pero ginapadunggan naton ang mga hari tungod sa mga butang nga ginapahayag nila sa aton.
PRO.25.3	Subong nga indi matakos ang kataason sang langit kag ang kadalumon sang duta, indi man matungkad ang hunahuna sang mga hari.
PRO.25.4	Kinahanglan nga kuhaon anay ang mga nagasimbog sa pilak antes ini pormahon sang platero. 
PRO.25.5	Kinahanglan nga pahalinon ang malaot nga mga katawhan
PRO.25.6	Kon ara ka sa atubangan sang hari, indi pagkabiga ang imo kaugalingon nga daw si sin-o ka na gid paagi sa pagpungko upod sa dungganon nga mga tawo. 
PRO.25.7	Mas maayo kon hambalan ka sang hari nga magpungko didto sang sa hambalan ka niya nga maghalin, kag mahuy-an ka sa atubangan sang dungganon nga mga tawo.
PRO.25.8	Indi ka magpadasodaso sa pagsugid sa korte sang imo nakita. Kay kon mapamatud-an sang isa ka saksi nga sala ikaw, ano na lang ang imo himuon?
PRO.25.9	Kon may ginabaisan kamo sang imo kilala, baisi lang ninyo, pero indi ninyo pag-ipanugid ang sekreto sang kada isa sa inyo. 
PRO.25.10	Kay kon mahibaluan ini sang iban, basi pakahuy-an nila kamo, kag ang inyo reputasyon maguba hasta san-o.
PRO.25.11	Kon ang imo ginahambal nagakabagay sa okasyon, 
PRO.25.12	Ang pagsabdong sang maalamon nga tawo sa isa ka tawo nga luyag magpamati mas bilidhon pa sang sa mga alahas nga bulawan.
PRO.25.13	Ang masaligan nga mensahero makapanami sang balatyagon sang nagsugo sa iya, pareho sa mabugnaw nga tubig kon tig-ilinit.
PRO.25.14	Ang tawo nga wala nagatuman sa iya promisa pareho sa gal-om kag hangin nga wala nagadala sang ulan.
PRO.25.15	Ang pagpasensya kag ang malulo nga paghambal makahaylo sa mga manugdumala kag bisan sa mga matig-a sang tagipusuon.
PRO.25.16	Indi ka magpatama sing kaon sang dugos kay basi kon magsululuka ka. 
PRO.25.17	Pareho man kon magsagi ka bisita sa imo kaingod, basi kon matak-an siya kag maugot sa imo.
PRO.25.18	Ang tawo nga nagasaksi sing butig kontra sa iya isigkatawo 
PRO.25.19	Ang pagsalig sa tawo nga indi masaligan sa tion sang kalisod 
PRO.25.20	Kon ginakantahan mo 
PRO.25.21	Kon ang imo kaaway ginagutom, pakauna; kon ginauhaw, paimna. 
PRO.25.22	Kay kon himuon mo ini mahuya siya sa iya ginahimo sa imo,
PRO.25.23	Subong nga ang habagat nagadala sang ulan, ang kutsokutso nagadala sang kaakig.
PRO.25.24	Mas maayo pa nga mag-estar sa atop sang balay
PRO.25.25	Ang maayong balita halin sa malayo nga lugar pareho sa mabugnaw nga tubig nga makapaumpaw sa tawo nga ginauhaw.
PRO.25.26	Ang matarong nga tawo nga nagapasugot sa malaot nga tawo pareho sa malubog nga tuburan ukon mahigko nga bubon.
PRO.25.27	Indi maayo ang sobra nga pagkaon sang dugos, amo man ang pagtinguha nga dayawon ka lang permi sang mga tawo.
PRO.25.28	Ang tawo nga indi makapugong sang iya kaugalingon 
PRO.26.1	Subong nga wala nagakabagay nga magtupa ang snow kon tig-ilinit ukon ang ulan kon tig-alani, wala man nagakabagay nga dayawon ang buang-buang.
PRO.26.2	Ang sumpa indi makahalit sa imo kon wala ka sing sala. Pareho ini sa pispis nga nagalabay lang kag wala nagahapon.
PRO.26.3	Kinahanglan nga hanuton ang kabayo kag busalan ang asno. Amo man ang buang-buang, kinahanglan nga silutan siya 
PRO.26.4	Indi pagsabta ang buang-buang kon nagaestorya siya sa imo sang binuang, kay basi kon magpareho ka man sa iya. 
