GEN.1.1	Tetenzük nung Tsüngremi anüng aser alima poktetdaktsü.
1KI.4.20	Yihuda aser Israel nüburtemji tzüyimkhüm lisem ama mezüngdangtettsüsa liasü, parnokji chia-jema aser pelatepa liasü. 
1KI.4.21	 Solomoni Filistia lima Eufrata ayong nungi Ijip arrtsü tashi yimli ajak madak yimsü asü. Parnoki pa nem sempettem agütsü aser Solomon taküm piyong pa tenzük.
1KI.4.22	Anogo ka asoshi Solomoner chiyungtsü renembaji: amzü tajung tatakzük semer jang tatakzük roker, 
1KI.4.23	nashi tejebket ter, chiyima senzüba nashi metsü, san noklang ka, shitsü, mesü, shio aser an teshimtet, itemji liasü.
1KI.4.24	Solomoni Eufrata ayong anüolen nungi Tifsa aser Gaza yimti anüolen tashi yimsü asü, aser meketa aliba kin ajak den pa yimjung liasü. 
1KI.4.25	Pa yimsüsüba mapang Yihuda aser Israel nungertem Dan nungi Beersheba tashi kümzüka liasü, aser nisung shia pei tsükmenatzü aser mungudong liasü.
1KI.4.27	Aser ketdangpurtemi Solomon chuba asoshi aser Solomon chubar langbangi aruba pur ajak asoshi chiyungtsü pei ataba ita nung agütsü, parnoki kecha agia anünga metoktsü. 
1KI.4.28	Barley tsük aser kortem asoshi monü raraba kor tekara parnoki ketdangpurtem dangi nisung shia melaba ama bener aru.
1KI.4.29	Tsüngremi Solomon nem shisatsü, tangatetba aser temulung tulu, molu lisem ama agütsü. 
1KI.4.30	Solomon shisatsü anüdoklen alir chirtem aser Ijip shisatsü ajak dang nungi taoba liasü. 
1KI.4.31	 Kechiaser pa nisung ajak dang nungi shisa takaba liasü, Ezrahit nungi Ethan, Heman, Kalkol, aser Darda, Mahol chirtem dang nungi alaka, aser kin ajak madak pa tenüngsang liasü. 
1KI.4.32	 Aser pai apijemtsü meyi asem jembi aser pa ken meyi ka ser pungu liasü. 
1KI.4.33	Aser pai süngdong taküm indang Lebanon nung aliba cedar süngdong nungi oda jara nung meyiba esop indang tashi jembi: pai shiruru indang, ozü indang aser jua aoba shiruru aser angotem indang jembi. 
1KI.4.34	Aser Solomon shisatsü angatsü asoshi nisung ajak aser alima chubatem shirnoki pa shisatsü indang angashi parnok ajak aru.
1KI.5.1	Kodang Tair chuba Hirami Solomonji tebu Dawid melen chuba asütsü shimtetogo ta angashi, pai Solomon dangi pei otongdartem yok; kechiaser pa Dawid den tembar liasü. 
1KI.5.2	Solomoni iba osang Hiram dangi yok:
1KI.5.3	“Pei tsükchirtem 
1KI.5.4	Saka kü Tsüngrem 
1KI.5.5	 Ajiang, kü Tsüngrem 
1KI.5.6	Anungji tang Lebanon nungi cedar süng parnoki kü nem leptsütsü nai mela-ang, aser kü tenzükertem ne tenzükertem den alitsü, aser nai meshiba ama ne tenzükertem asoshi ni taa teperi agütsütsü, kechiyong Sidon nunger ama süng arangtsü onok rongnung tajung mali ta nai metet.”
1KI.5.7	Hirami Solomon o angashia, pa kanga pela ashi, “Tanü 
1KI.5.8	Aser Hirami Solomon dangi yoka ashi, “Nai kü dangi yokba osang ni angashiogo; cedar aser fir süngpak indang nai ashiba ni ajak inyaktsü.”
1KI.5.9	Kodang tenzükertemi itemji Lebanon nungi tzüyimi bener alutsü, aser ni itemji alenteper tzüyim nung aotsüsa nai ashiba tesem jagi yoktsü, aser nai itemji bener aotsü asoshi ni saladaktsütsü, aser kü kibong asoshi chiyungtsü agütsütsü ni aginüba ama nai renemjangma.
1KI.5.10	Anungji Hirami Solomon nem pai aginüba ajak ama cedar aser fir süngpak agütsü. 
1KI.5.11	Solomonia Hiram nemji wheat tsük tatakzük meyi metsü par kibong chiyungtsü asoshi aser totzü temeja tatakzük metsü agütsü: yamaji küm shia Solomoni Hiram nem agütsü. 
1KI.5.12	i Solomon nem pai pa dang nangzükba ama shisatsü agütsü, aser Hiram o Solomon na tsüngda nung yimjung liasü, aser parnoki külemi telungjem yanglu.
1KI.5.13	Solomon chubai Israel ajak nungi mapa inyakertem aniten, aser parnok telokji nisung meyi semer liasü. 
1KI.5.14	Pai parnok ita ka ka asoshi Lebanoni meyi ter yok, aser parnok idakji ita ka liasü, aser ita ana kidang liasü; Adoniram parnok telok madak liasü. 
1KI.5.15	Solomon khu abener meyi neter ayu, aser tenem nung lung angenteter meyi tir liasü. 
1KI.5.16	Solomoner tongtibang ketdangpurtem mapa nung alir dak alaka, mapa inyaker madak ozüng agütsür meyi asem ser noklang asem liasü. 
1KI.5.17	Chubai ozüng agütsü, aser parnoki lung tulu aser sen jenti alangba tatsüngba lung agi ki noktakdaktsütsü asoshi lungji atsüng. 
1KI.5.18	Aser Solomon o Hiram na ki yanglurtem aser Gebal nunger ki yanglurtemi itemji inyak, aser süngpak aser lung parnoki ki yanglutsü asoshi renem.
1KI.6.1	Israel chirtem Ijip lima nungi adoker küm noklang pezü tirbuba; Solomoni Israel ajak madak chubaba küm pezübuba, ita tanabuba Ziv ita nung, pai 
1KI.6.2	Aser 
1KI.6.3	Temeshi tenla ki jakdang ki tila ka or metenloka yanglubaji lenten aser metong nung süklep metsütsü, aser ki jakdang lenten nung süklep ter liasü. 
1KI.6.4	Ki asoshi pai kichiba telunglen ulua aser temalen ilaa yanglu. 
1KI.6.5	Ki jara dak tsükloka pai taktang meketa yanglu, aser ki jara dak tsükloka temeshi aser temeshitiba ki anaji meketa tezülen ki taktang yanglulok. 
1KI.6.6	Tekübokba taktangji lenten nung süklep pungu liasü, aser tiyongba taktangji lenten nung süklep trok liasü, aser asembuba taktangji süklep tenet liasü, ki jara meketa tezülen asoshi pai lung temerang agi sanen manungji ki jara metaloktsüsa yanglu.
1KI.6.7	Ki yangludang lung atsüngdak renema akaba lung agi aser kiji asüdang yintem mesüra pu mesüra merang oset akoshiba kecha mangashi-i dang yanglu.
1KI.6.8	Ki tajichilen tiyongba taktang asoshi kishi liasü, aser tiyongba taktang jagi parnoki apu agi atu: aser tiyongba nungi tasembubai atu. 
1KI.6.9	Yamaji pai kiji yanglu aser renem, aser kiji sanen aser cedar süngpak agi yanglu. 
1KI.6.10	Pai ki dakji tsükloka taktang süklep pungu-ngu talang yanglu aser kiji cedar süngpak agi tashi ita angentepa yanglu.
1KI.6.12	“Koba ki nai yanglua ali nai kü telatet ozüngtem nung jajara aser kü ozüngtem tashi angara aser ni melabatem yura, ni nebu Dawid dang ashiba kü o ni ayutsü. 
1KI.6.13	Ni Israel chir rongnung alitsü, aser kü nübur Israel mesendoktsü.”
1KI.6.14	Anungji Solomoni kiji yanglu aser aji renem. 
1KI.6.15	Pai telunglen jaraji cedar süng agi yanglu, atem nungi tsüngbang tashi pai süng agi renem aser pai atemji mitsüktsü süng agi nembang. 
1KI.6.16	 Atem nungi jara tashi pai süklep metsü ki tezülenji cedar süng agi sülok, pai aji telunglen Temeshitiba taktang asoshi yanglu. 
1KI.6.17	Kiji temeshitiba tenla ki jakdang, süklep lir talang liasü. 
1KI.6.18	Ki telunglenji naro aser noksa enoker cedar süng agi yanglu, ajakji cedar süng dak alaka lung kata mamshi.
1KI.6.20	Telungba taktangji metong nung süklep metsü, lenten nunga süklep metsü aser ali nungi ajongketba nungjia süklep metsü liasü, aser idakji pai hon temeja enoka yanglu, aser pai tenladakji cedar süng agi yanglu. 
1KI.6.21	Solomoni ki telunglenji hon temeja agi yanglu, aser temeshitiba taktang temalenji ajanga hon agi lisü ama yanglur mesanga ayu; aser idakjia pai honsa enok. 
1KI.6.22	 Pai ki ajakji hon enoka yanglu aser temeshitiba taktang nung aliba tenladak ajongaji hon agi yanglu.
1KI.6.24	Cherub ka tashikangji süklep pungu liasü, tashikang ka tatembang nungi tashikang ka tatembang tashi nungji süklep ter. 
1KI.6.25	Tangaba cherubji süklep ter liasü, cherub anapronglaji tasazük aser tereprangtsüjia kasadang liasü. 
1KI.6.26	Cherub ka ali nungi talang nung süklep ter liasü, aser kajia yamaji liasü. 
1KI.6.27	Aser pai cherub noksaji ki telunglen enok, aser cherub tashikangtemji salar tashikang ka agi jara dak kongshia aser tashikang ka agi jara ka dak kongshia enok, aser ki tiyong nung parnok tashikangji kongshitepa liasü. 
1KI.6.28	Aser pai cherub noksaji hon agi mezübang.
1KI.6.29	Pai ki nungji jara ajakji meketa cherub aser asangdong aser naro noksa agi telunglen aser temalen ajak nung yanglu. 
1KI.6.30	Aser ki atemji telunglen aser temalen hon agi yanglu.
1KI.6.31	Temeshitiba taktangi aitsü asoshi pai oliv süng agi kishi tapu ana yanglua tongnü, aser kishi tongnütemji jara shilem pungu nung ka yanglu. 
1KI.6.32	Anungji pai oliv süng agi kishi ana yanglu; aser pai iba manungji cherubim noksa, asangdong aser naro noksa hon enoka yanglu; aser pai cherubim aser asangdong noksa nungji hon enoka yanglu. 
1KI.6.33	Yamaji pai tenla ki telungi aitsü asoshia oliv süng agi kishi yanglu, jara shilem pezü nung ka, 
1KI.6.34	aser mitsüktsü süng agi kishi ana; kishi ka anasü koleptsüsa aser kishi kaji anasü koleptsüsa yanglu. 
1KI.6.35	Aser iba manungji pai cherubim, asangdong, aser naro noksa enoka yanglu, aser pai item mapa manungji hon enoka yanglu.
1KI.6.36	Tatsüngba lung taren asem enoka aser cedar agi sanen taren ka enoka telunglen taktangji yanglu.
1KI.6.38	Aser küm terkabuba nung, Bal ita koba ita ti buba lir, iba ita nung ki shilem ajak aser noksa taginüba ajak renem. Aji yangludang pai küm tenet agi.
1KI.7.1	Solomoni pei asoshi chuba ki yanglu, aser pai ibaji küm terasem nung renem. 
1KI.7.2	Pai chuba kiji Lebanon süng agi yanglu, metong nung süklep noklang ka, lenten nung süklep tenem aser ali nungi ajungketba nung süklep semer, aji cedar tongshi taren pezü manung yanglu. 
1KI.7.3	Aser sanen lir-pungu manungji cedar süng agi nembanga yanglu, itemji nüktang taren ka nung terpungu manung liasü. 
1KI.7.4	Taren asem nung sanen liasü, aser kichiba indangtepa tatongtep asem liasü. 
1KI.7.5	Kishi aser kichiba ajakji tasazük kasa, itemji taren asem-sem kati ka den jitepa liasü.
1KI.7.6	Pai tongnü taktang yanglu; metong nung süklep tenem, aser lenten süklep semer; item jakdang kilempok tongnütem aser sanentem liasü.
1KI.7.7	Pai ki yanglulokba nungji obendangba menden yanglu, oda kilempokji obendangdak, aser itemji cedar süng agi nembanga yanglu. 
1KI.7.8	 Aser pa alitsü ki, kilempok külen aliba taktangjia ibaji mesüka yanglu. Pai ano iba kilempok mesüka Farao jala shiba pai agi la jala asoshi ki ka yanglu.
1KI.7.9	Item ajakji sen aika alangba lung liasü, tatsüngba lunga dena, tasazükba ama süngrangtsü agi arangba süng temalen aser telunglen liasü, kimung apusoba nungi tatem tashi temalen nungi telungba taktang ajak liasü. 
1KI.7.10	Kimung nungji sen aika alangba lung liasü, lung tulua dena, lungji süklep ter aser süklep ti liasü. 
1KI.7.11	Aser temalen sen aika alangba lung liasü, tasazükba ama tangentetba lung aser cedar süng liasü. 
1KI.7.12	Telungba taktangji meketa tangentetba lung taren asem, aser cedar süng agi sanen taren ka. 
1KI.7.13	Solomon chubai Tairi yoka Hiram anir aru, 
1KI.7.14	Pa tebuji Tair yimti nung yongmenyin atsünger tajung ka liasü, pa tetsüji Naftali kidong nungi amitsür ka liasü. Paji yongmenyin mapa inyaktsü asoshi tesangra aser tangatetba nisung ka liasü. Pai Solomon chuba dangi arua par mapa ajakji inyak.
1KI.7.15	Hirami yongmenyin agi tongshi ana menoka süklep terti aser süngtsüng nung süklep terana ta yanglu. 
1KI.7.16	Aser pai tongshitem kolak nungji ayutsü temuluba yongmenyin agi tongnübang noksa ana yanglu: tongnübang noksaji ka süklep pungu aser kajia süklep pungu ta yanglu. 
1KI.7.17	Tongnütem manung aliba tongnübang noksa asoshiji lisü aser yinzü agi yangluba dena liasü; tongnübang noksa ka asoshi tenet, aser tongnübang noksa ka asoshijia tenet liasü. 
1KI.7.18	Anungji pai jarem noksa yanglua tongshibangtem temalen tongshibang noksa nembangtsü asoshi mechitepa yangluba meketaji taren ana liasü aser yamaji pai tanga tongshibang noksa asoshia yanglu.
1KI.7.19	Kilempok nung aliba tongshitem temalen aliba tongshibang noksatemji labu naro yangluba, süklep pezü liasü. 
1KI.7.20	Aser temechitepba tezülen tepok anasaji tongshi ana manungji ano tongshibang noksa liasü, aser tanga tongshibang kaji meketa temalen tareni jarem naro noklang ana liasü.
1KI.7.21	Tenla ki kilempok nungji pai tongshi azüng, aser pai tajichi tongshiji azüng, aser iba tenüngji Yakin aja, pai tabelen tongshiji azüng aser iba tenüngji Boaz aja. 
1KI.7.22	Aser tongshi manungji labu naro ama tobur junga yanglua liasü, yamaji tongshi mapaji renem.
1KI.7.23	Pai tatem külen nungi tatem külen tashi meketa temolutetba yongmenyin tzüyim ka, süklep ter yanglu, aser tajungketba nung ibaji süklep pungu liasü, aser aji meketa süklep semer taren ka nung yanglu. 
1KI.7.24	Iba kübok süklep semer tashi tzüyim meketa liasü; aji merang agi yangluba meso taren ana küma liasü. 
1KI.7.25	Aji nashi pungchi terana manung noktak, aser nashi pungchi asem anüdoklentip shia, asem anüolen shia, asem anüolentip shia aser asem anüdoklen shia yanglu; aser item manungji tzüyimji yanglu, aser item ajak techimilenbo telunglen liasü. 
1KI.7.26	Aser ibaji süngtsüng nung teka ka lema liasü; aser ayongbangji labu naro noksa enoka ali agi yangluba marok amai yanglu, aser idakji mori tatakzük meyi ana liasü.
1KI.7.27	Pai yongmenyin agi nüktang ter yanglu, nüktang shia metong nung süklep pezü, lenten nung süklep pezü, aser ali nungi ajongketba nung süklep asem liasü. 
1KI.7.28	Aser nüktangji yamai liasü, nüktang tatembangji lung o lung na tsüngda nung jungjunga tiptema yanglua liasü. 
1KI.7.29	Aser nüktang tatembang nungji molusongzü, nashi pungchi aser cherubim noksa yanglua liasü, aser molusongzü aser nashi pungchi noksa nungji tanga sangra-a yangluba mapa tajung enoksema liasü. 
1KI.7.30	Nüktang shia yongmenyin talungtsü pezü aser yongmenyin talungtsü lungtepdak liasü; aser kinük pezüsülen susa ka ayudak tetsüng liasü. Item tetsüngji narozük agi yangluka liasü. 
1KI.7.31	Aser tongnübang tebanglen aser temalen süklep ka liasü; aser iba tebanglen tongshi tamentakdak ama longlonga süklep ka ser tesadang; ano iba tebanglenji nok agi jiteta yangluba noksa liasü; aser item meketbaji telonglong masü, kinük pezüsü adoka liasü. 
1KI.7.32	Temeketba kübok talungtsü pezü liasü; talungtsü lungtepdakji tamentakdak liasü; aser talungtsü temalen atuba süklep ka ser tesadang. 
1KI.7.33	Talungtsüji kor talungtsü ama liasü; item talungtsü lungtepdak, tezülen, temalen aser metentepdak ajak temuluba yin liasü. 
1KI.7.34	Tamentakdak shia kinük pezüsülen nüktang pezü liasü; nüktangji tamentakdak den ka küma liasü. 
1KI.7.35	Tamentakdak temalen süklep tesadang ka longlonga meketzüka liasü, aser tamentakdak tema nung item metentepba aser temeketbaji iba den ka küma liasü. 
1KI.7.36	Aser iba metentepba aser temeketba tiplen pai cherubim, molusongzü, aser asangdong tawa agi melaba tashi narozük yangluka renem. 
1KI.7.37	Iba amaji pai tamentakdak ter yanglu; ajakji ka ama kasasa yin agi mulu, tasazük aser tereprangtsüji kasa liasü.
1KI.7.39	Tamentakdaktemji ki tajichilen pungu aser ki tabelen pungu pai toktsü; aser tzüyimji pai ki anüdoklen kinüklen toktsü.
1KI.7.40	Pai po tateptsü aser susatemjia yanglu. Anungji Hirami 
1KI.7.41	Tongshi ana;
1KI.7.41	Tongshibang nung susa mesüka yangluba tongshi ana;
1KI.7.41	Tongshibang noksa yokba nembangtsü temechiba ana;
1KI.7.42	Taren ana asoshiji jaremjang noklang pezü;
1KI.7.42	taren shia jaremjang noklang ka ka tongshibang noksa
1KI.7.42	aser susaji nembangtsü asoshi;
1KI.7.43	Nüktang ter den susa ter;
1KI.7.44	Tzüyim aser iba kübok nashi
1KI.7.44	pungchi terana;
1KI.7.45	Po, tateptsü aser susatem.
1KI.7.46	Yordan lenten nung chubai itemji, Sukot aser Zarethan tsüngda nung ajongli nung mulua yanglu. 
1KI.7.47	Yongmenyin osetji onsara asü nung itemji odangtsü asoshi mebushiteti liasü. 
1KI.7.48	 Anungji Solomoni 
1KI.7.49	hon temeja agi milendongtem, tenlaki telungba madang, tajichilen pungu, aser tabelen pungu; naro milen, aser mi mijepru, itemji hon temeja agi; 
1KI.7.50	marok, misü endokba, susa, liangmesen asoshi sütem, aser meso item ajakji hon temeja agi; aser temeshitiba taktangi aiba telungba kishitem asoshi hon küpja, aser tenlaki kishitem asoshi, hon agi yanglu.
1KI.8.2	 Aser Israel nunger ajak Ethanim ita nung, aji ita tenetbuba, Solomon chuba kidangi sentep. 
1KI.8.3	Putirtemi ozüng süngdenji aben aser Israel tambur ajak aru 
1KI.8.4	Aser parnoki 
1KI.8.5	Ashitsü aser züngdangtsü mokoki nashi pungchi aser santem tenla agüja Solomon chuba aser Israel nunger ajak iba anasa sentep. 
1KI.8.6	 den tezüngzüktepba temeshi süngdenji putirtemi temeshi daki oda cherubim tashikang küboki bener aru. 
1KI.8.7	Kechiyong cherubim tashikang kübok temeshi süngden aser idakji aliba süng ajak akhümbanga liasü. 
1KI.8.8	Aser süngji talang, asünung temeshi taktang nungi temeshidakji ngua liasü, saka tezülen nungibo süngji mangu, aser tanü tashi itemji idakji lir. 
1KI.8.9	 Israel nunger Ijip lima nungi adokdang, 
1KI.8.11	Aser putirtemi tenzüktsü menoktaktet kechiyong 
1KI.8.12	“
1KI.8.13	Na teti alitsü asoshi
1KI.8.13	ne nem tamaren ki ka sütsüogo.
1KI.8.14	Israel nunger sentepa alir ajak noktaka lia, chubai parnok tsütsü tejak shir nüburtem ajak moatsü. 
1KI.8.15	Idangji pai ashi, “Israel Tsüngrem 
1KI.8.16	 Kü nübur Israel nunger Ijip lima nungi anitetba anogo nungi ni kü tenüng alitsü asoshi Israel kidong nungi ki yanglutsü asoshi yimti kata meshimtet, saka kü nübur Israel madak Kibur asütsü asoshi ni Dawid shimtet. 
1KI.8.17	 Tang kübu Dawid mulung nung Israel Tsüngrem 
1KI.8.18	Saka 
1KI.8.19	 saka nai kiji meyanglutsü, aji saka ne dak nungi jakzükba ne chiri kü tenüng asoshi kiji yanglutsü.”
1KI.8.20	“
1KI.8.21	Ni idakji Ozüng Süngden asoshi taktang ka yanglu, aser asen tebutem den parnok Ijip lima nungi aniteta anir arudang, tezüngzüktepba süngden idakji yua lir.”
1KI.8.22	Israel nunger telok sentepa aliba tsüngdang Solomoni 
1KI.8.23	“Oh 
1KI.8.24	Nai ne tenzüker Dawid kübu dang nangzükba yua aru, tanü anogo ama, nai ne bang agi jembi, aser ne teka agi aji atalokdaktsü. 
1KI.8.25	 Tang anungji, Oh 
1KI.8.26	Tang anungji, Oh Israel Tsüngrem, nai kübu Dawid ne tenzüker tsüngdang jembibaji atalokdakjang ta ni sarasademer.
1KI.8.28	Saka ne tenzüker sarasadem, aser pai mepishiba nai angashi. Oh 
1KI.8.29	 Ne tenük iba ki tsütsüleni aonung aser anogo shia rangloktsü, iba tsütsüleni meyiptsü ta nai ashiba ama,“Kü tenüng idakji alitsü,” ne tenzüker sarasademba tsütsüji meyipa sarasademtsü ta nai ashi. 
1KI.8.30	Kodang iba ki tsütsüleni shia ne tenzüker aser ne nübur Israel nungeri sarasademdir, nai angang; hau ne talidak kotak nungi nai angang, aser kodang nai angashidir, idangji tai tokang.
1KI.8.31	“Nisung kati pei kiyonger anema tai menara, aser pai azüangashidaktsütsü atakatem o toktsüra, aser pai arur ne temeshi tenla sabang nung ne kidang azüngashira, 
1KI.8.32	idangji nai kotak nungi angang aser inyakang, ne tenzüker tamajungba pei mapaji pei kolak nung abentsüsa, temeshi pur metenja pei temeshiba yari agütsütsü o bendangang.
1KI.8.33	“Parnoki na anema tai menaba yong, kodang ne nübur Israel nunger tsükchir tsüngdang tamakok aludir, parnoki ne dangi arur, ne tenüng nangzükra, aser iba kidang ne tenüng nung sarasademra, 
1KI.8.34	idangji nai kotak nungi angang, aser ne nübur Israel nunger dang tai tokang aser parnok tsürabur dang nai nangzükba limai tanaben parnok anir arung.
1KI.8.35	“Parnoki na anema tai menaba yong, kodang kotak kishi shia tzünglu marulir, parnoki iba tsütsüleni meyiper sarasademra, nai kangshi dang parnok temenen nungi meyipa ne tenüng nung parnoki nangzükra, 
1KI.8.36	idangji kotak nungi nai angang, ne tenzükertem, aser ne nübur Israel dang tai tokang, kechiaser parnoki jajatsü asoshi nai lenmang tajung sayur, aser nai parnok asoshi senmang agütsüba ne li jagi parnok dangi tzünglu yokang.
1KI.8.37	“Linük nungji ayawara lira, tekangshi timtem lira, temokong agi azüngtsü tera lara jangkok aser longpen lara, tsükchiri parnok pei yimtitem nung meketbangra, kechi warashira aser shilushira lidir, 
1KI.8.38	kechi sarasademsa aser shibaisa kodang asüngdangdir, mesüra ne nübur Israel ajaki pei mulungjang nung timtem meteta pei teka mekanger iba ki tsütsülen shir sarasademdir, 
