MAT.1.1	耶穌基督——
EPH.2.20	並且被建造在使徒和先知的根基上，有基督耶穌自己為房角石。
EPH.2.21	在基督耶穌裡，全部建築互相連接，漸漸成為在主裡的聖殿；
EPH.2.22	在他裡面，你們也一同被建造，藉著聖靈成為神居住的地方。
EPH.3.1	因此，我
EPH.3.2	你們一定聽說過，為了你們的緣故，神那恩典的任務已經賜給我了；
EPH.3.3	也就是說，藉著啟示，那奧祕已經顯明給我，就像我先前簡略寫過的那樣。
EPH.3.4	你們讀了，就能明白我在基督奧祕上的悟性。
EPH.3.5	這奧祕在別的各世代並不顯明給人類
EPH.3.6	這奧祕就是：外邦人在基督耶穌
EPH.3.7	我成了這福音的僕人
EPH.3.8	我在所有聖徒中，比最小的還小，但被賜予了這恩典，是為了把基督那無法測度的豐盛傳給外邦人；
EPH.3.9	並且使所有的人都明白這奧祕的計劃
EPH.3.10	為要使天上的統治者和掌權者，如今藉著教會能明白神各種各樣的智慧。
EPH.3.11	這都是照著他在我們主基督耶穌裡所成就的永恆心意。
EPH.3.12	在基督裡，藉著信基督，我們能坦然無懼、確信無疑地來到神面前
EPH.3.13	所以，我請求你們
EPH.3.14	因此，我屈膝在
EPH.3.15	天上地上的萬族都是從他得名的，
EPH.3.16	願他按照他那榮耀的豐盛，藉著他的靈，以大能使你們內在的人剛強起來；
EPH.3.17	使基督藉著你們的信仰，住在你們心裡；使你們在愛中扎根，根基穩固，
EPH.3.18	好讓你們有能力與所有聖徒一起了解基督的愛
EPH.3.19	明白那超越了人所能
EPH.3.20	神能照著在我們裡面做工的大能，成就那遠超過我們所求所想的一切事——
EPH.3.21	願榮耀在教會裡、在基督耶穌裡歸於神，直到世世代代，永永遠遠！阿們。
EPH.4.1	所以，我這個在主裡的囚犯勸你們：行事為人要配得上你們所蒙的召喚，
EPH.4.2	要以完全的謙卑和溫柔，以耐心，在愛中彼此容忍；
EPH.4.3	以和平的聯結，努力保持屬聖靈的合一：
EPH.4.4	一個身體、一位聖靈，就像你們蒙召時也被召入一個盼望，
EPH.4.5	一位主、一個信仰、一個洗禮、
EPH.4.6	一位神——就是萬有之父，他超越萬有
EPH.4.7	然而，我們每一個人都按照基督恩賜的尺度被賜予了恩典。
EPH.4.8	所以經上說：
EPH.4.8	他升上高天的時候，擄掠了俘虜，
EPH.4.8	把各樣的恩惠賜給了人。
EPH.4.9	那麼「他升上」這話是什麼意思呢？難道不也是說
EPH.4.10	降下來的那一位，也就是為要充滿
EPH.4.11	他賜下一些人做使徒，一些人做先知傳道
EPH.4.12	為了要裝備聖徒去做服事的工作，以建立基督的身體；
EPH.4.13	直到我們大家達到在信仰上以及對神兒子真正認識上的合一，達到成熟人
EPH.4.14	這樣，我們就不再是小孩子，在人的狡詐和詭計中陷入那迷惑人的騙局，被各種教義之風搖動，飄來飄去。
EPH.4.15	我們卻要在愛中說真話，在一切事上向著他長進；他就是頭，是基督。
EPH.4.16	本於他，全身藉著每一個關節的支持，照著每一個部分
EPH.4.17	所以，我這樣說，並且在主裡忠告：你們行事不要再像
EPH.4.18	他們的意念變為黑暗，因著那在自己裡面的愚昧無知和心裡的剛硬，就與神的生命隔絕了；
EPH.4.19	他們麻木不仁，任憑自己好色，以致貪婪地行出各樣汙穢的事。
EPH.4.20	但你們學了基督，就不是這樣——
EPH.4.21	如果你們真的聽從了他，又照著在耶穌裡的真理，在他裡面受了教導，
EPH.4.22	為了你們脫去在過去行為上的舊人。這舊人順著迷惑人的私欲受敗壞，
EPH.4.23	而你們在自己的心靈裡得以更新，
EPH.4.24	並且穿上新人；這新人是照著神的形像
EPH.4.25	所以，你們既然脫去虛假，每個人就要與自己鄰人說真話，
EPH.4.26	你們發怒卻不可繼續犯罪，
EPH.4.27	也不可給魔鬼留地步。
EPH.4.28	偷竊的，不可再偷，反而要勞苦做工，親手做有益處的事
EPH.4.29	任何壞話都不可出口，而是按著需要說造就人的好話，使聽的人得到益處。
EPH.4.30	不要讓神的聖靈憂傷；你們蒙了他的印記，直到得贖的日子
EPH.4.31	你們要除掉一切苦毒、暴怒、憤怒、喧嚷、毀謗，以及一切的惡毒；
EPH.4.32	要以仁慈彼此相待，心存憐憫，互相饒恕，就像神在基督裡饒恕了你們
EPH.5.1	所以，做為蒙愛的兒女，你們要效法神；
EPH.5.2	要在愛中行事
EPH.5.3	至於淫亂和一切汙穢，或是貪心，在你們中間連提都不可提，這樣才與聖徒相宜。
EPH.5.4	汙穢的言行、愚妄的話語、下流的笑話，這些都不合宜；反而倒要說感謝的話。
EPH.5.5	實際上你們應當清楚知道這一點：所有淫亂的、汙穢的，或貪心的——就是拜偶像的——在基督和神的國度裡都得不到繼業。
EPH.5.6	不要讓任何人用虛空的話把你們欺騙了；正是為了這些，神的震怒就臨到那些不信從的兒女
EPH.5.7	所以，不要與他們同夥。
EPH.5.8	你們從前原是黑暗，但如今在主裡就是光；你們要像屬於光的兒女行走，
EPH.5.9	原來屬於光的果子
EPH.5.10	要分辨什麼是主所喜悅的事。
EPH.5.11	你們不要參與那些屬黑暗結不出果子的事，反而要把那些事揭露出來，
EPH.5.12	因為他們暗中所做的，連說出來也是可恥的。
EPH.5.13	然而，一切被光所揭露的事，都要成為明顯的，
EPH.5.14	因為使一切成為明顯的，就是光。所以有話說：
EPH.5.14	「醒過來！睡著的人哪，從死人中起來吧！
EPH.5.14	基督就要光照你了！」
EPH.5.15	所以，你們要仔細察看怎樣行事為人，不要像沒有智慧的人，而要像有智慧的人；
EPH.5.16	要把握機會
EPH.5.17	為此，不要做愚妄的人，而要領悟主的旨意是什麼。
EPH.5.18	不要醉酒，醉酒帶來
EPH.5.19	用詩篇、聖詩、屬靈的詩歌彼此對說，
EPH.5.19	從你們的心裡，歌頌讚美主；
EPH.5.20	奉我們主耶穌基督的名，
EPH.5.20	為一切常常感謝父神；
EPH.5.21	懷著敬畏基督
EPH.5.22	你們做妻子的，要服從
EPH.5.23	因為丈夫是妻子的頭，正如基督是教會的頭；他也是這身體的救主。
EPH.5.24	而且教會怎樣服從基督，妻子也照樣要在一切事上服從
EPH.5.25	你們做丈夫的，要愛自己的妻子，就像基督也愛了教會，為她捨棄了自己。
EPH.5.26	基督這麼做
EPH.5.27	為要給自己預備一個榮耀的教會，沒有汙漬、皺紋或任何這類的事，卻要她成為聖潔、毫無瑕疵。
EPH.5.28	照樣，丈夫也應該愛自己的妻子，就像愛自己的身體一樣；那愛自己妻子的，就是愛自己。
EPH.5.29	從來沒有人恨惡自己的身體，總是保養、顧惜它，就像基督
EPH.5.30	因為我們是基督身體的各個部分
EPH.5.31	「為這緣故，人將離開父母，
EPH.5.31	與妻子結合，
EPH.5.31	兩個人就成為一體。」
EPH.5.32	這是極大的奧祕，但我是指著基督和教會說的。
EPH.5.33	不過，你們每一個人也要愛自己的妻子，就像愛自己一樣；而妻子要敬重
EPH.6.1	你們做兒女的，要在主裡順從自己的父母，因為這是理所當然的。
EPH.6.2+EPH.6.3	「要孝敬父母，使你得福，在地上長壽。」
EPH.6.4	你們做父親的，不要惹自己兒女生氣，而要照著主的訓練和警戒養育他們。
EPH.6.5	你們做奴僕的，要懷著敬畏和戰兢，以忠實的心順從自己在世上的
EPH.6.6	不要只在人眼前服事，像是討人的歡心，而要像基督的奴僕，從心裡遵行神的旨意。
EPH.6.7	要甘心樂意地服事，如同服事主，不是服事人，
EPH.6.8	因為你們知道：每個人，無論是奴隸或是自由人，如果做了什麼美善的事，就將從主那裡領受這事的回報。
EPH.6.9	你們做主人的，對奴僕也要這樣做，不要威嚇他們，因為你們知道，他們和你們同樣有一位主人在天上，而且他是不偏待人的。
EPH.6.10	最後，
EPH.6.11	你們要配上神的全副武裝，使你們得以站立，對付魔鬼的騙局，
EPH.6.12	因為我們不是與血肉之體搏鬥，而是與那些統治的、掌權的、管轄這黑暗世界的
EPH.6.13	為此，要拿起神的全副武裝，好使你們在邪惡的日子能夠抵擋，並且在完成一切以後，還站立得住。
EPH.6.14	所以，你們要站立得住：
EPH.6.14	用真理束上腰，穿上公義的護胸甲；
EPH.6.15	把所預備好的和平
EPH.6.16	在任何情況下，要拿起信仰的盾牌；
EPH.6.16	你們藉著它就能消滅那惡者一切燃燒的飛箭；
EPH.6.17	並且要接受救恩的頭盔和聖靈的寶劍——就是神的話語。
EPH.6.18	你們要以各樣的禱告和祈求，藉著聖靈時刻祈禱；而且為此警醒，以極大的忍耐，為所有聖徒祈求，
EPH.6.19	也為我祈求，好使我在開口的時候被賜予話語，能坦然無懼地讓人明白福音的奧祕——
EPH.6.20	為此，我成了帶鎖鏈的特使。請為我祈求
EPH.6.21	在主裡蒙愛的弟兄、忠心的僕人
EPH.6.22	我正是為此派他到你們那裡去，好讓你們知道有關我們的事，並且讓他安慰你們的心。
EPH.6.23	願平安以及隨著信仰的愛，從父神和主耶穌基督臨到弟兄們！
EPH.6.24	願恩典與所有愛我們主耶穌基督的人同在——直到永遠
PHP.1.1	基督耶穌的奴僕
PHP.1.1	致住在
PHP.1.2	願恩典與平安從神我們的父和主耶穌基督臨到你們！
PHP.1.3	每當想到你們，我就感謝我的神；
PHP.1.4	每次為你們大家祈禱的時候，我總是懷著喜樂的心祈禱，
PHP.1.5	因你們從第一天到如今，一直在福音工作上相契合
PHP.1.6	我正是深信這一點：就是在你們裡面開始了美善工作的那一位，將會完成這工作，直到基督耶穌的日子
PHP.1.7	我理當這樣思念你們大家，因為你們常把我放在心上
PHP.1.8	實際上，神可以為我見證：我是怎樣以基督耶穌的情感，切切地想念你們大家的。
PHP.1.9	我是這樣禱告的：願你們的愛心能在真正的知識和一切分辨力上，越來越豐足有餘，
PHP.1.10	使你們能分辨是非
PHP.1.11	並且充滿了那藉著耶穌基督而來的義行果子，歸於神的榮耀和稱讚。
PHP.1.12	弟兄們，我願你們知道，我的遭遇反而促進了福音的進展，
PHP.1.13	以致整個王宮衛隊
PHP.1.14	並且大多數的弟兄因著我所受的捆鎖，就在主裡深信不疑、無所懼怕，更加大膽地傳講這話語
PHP.1.15	有些人傳揚基督固然是出於嫉妒和紛爭，但也有些人是出於好意。
PHP.1.16	後者是出於愛，知道我是為辯護福音而受委派的；
PHP.1.17	前者傳講基督是出於爭競
PHP.1.18	這到底有什麼關係呢？只是在各種方法中，無論是假意還是真心，基督都被傳開了；我為此就歡喜，並且還要歡喜，
PHP.1.19	因為我知道，藉著你們的祈禱和耶穌基督之靈的幫助，事情將為我轉變以致我獲救。
PHP.1.20	我的熱切盼望和期待是：我在任何事上都將不至於蒙羞；而現在也能像往常一樣，無論藉著生，還是藉著死，總要滿有膽量地讓基督在我身上被尊為大。
PHP.1.21	因為對我來說，活著就是基督，死去就有益處。
PHP.1.22	但如果我繼續活在世上
PHP.1.23	我正處在兩難之間：我渴望離世與基督在一起，因為這是好得無比的；
PHP.1.24	可是為了你們的緣故，我更需要留在世上
PHP.1.25	既然我深信這一點，就知道我會活下去
PHP.1.26	以致因著我再次到你們那裡去，你們在基督耶穌裡，對我的誇耀能充實滿溢。
PHP.1.27	只是你們行事為人
PHP.1.28	在任何事上都不被反對你們的人嚇倒——這對他們是滅亡
PHP.1.29	原來你們為基督所蒙的恩是：不僅要信基督，而且還要為他受苦，
PHP.1.30	去經歷你們在我身上所看到、現在又聽到的那同樣的爭戰。
PHP.2.1	所以，你們如果在基督裡有任何鼓勵、任何愛的安慰、任何聖靈裡的契合
PHP.2.2	你們就要同心合意——愛心一致、靈裡一致、意念一致，好使我的喜樂得以滿足。
PHP.2.3	做任何事都不要出於爭競
PHP.2.4	每個人不要只注重自己的事，也要注重別人的事。
PHP.2.5	你們應當有這樣的意念，這也是基督耶穌的意念。
PHP.2.6	雖然他就是神本體的存在，
PHP.2.6	卻不把與神同等看做是一件要強抓不放的事，
PHP.2.7	反而倒空自己，
PHP.2.7	取了奴僕的形像，成為人的樣式，
PHP.2.7	以人的形態出現，
PHP.2.8	降卑自己，順從至死，
PHP.2.8	甚至死在十字架上！
PHP.2.9	因此神使他升為至高，
PHP.2.9	賜給他那超越萬名之上的名，
PHP.2.10	好使天上、地上和地底下的一切，
PHP.2.10	因耶穌的名都屈膝，
PHP.2.11	萬口為了父神的榮耀
PHP.2.11	要承認耶穌基督是主。
PHP.2.12	因此，我親愛的各位，既然你們一直是順從的——不僅我在的時候如此，現今我不在的時候更加順從——就當懷著敬畏和戰兢的心，把你們的救恩行出來，
