GEN.1.1	Atankih ching Thrünpuhnü thüningbo tüsho alomi thrün. 
2CH.6.23	nünü yinmi chingnü sojang, rhimoang tüsho nü yamlarübo mahkhapang, amülim larübo ki arü thülünkhinü thsümüchiang tüsho thiyuro larübo dükheang.
2CH.6.24	“ Küyimki nü mihtsürü Israelnü nü azhihde neak yihbeakbah arü ririnü akukba tüshe nü kilim rholode, nü mung ching alokhisho, ha yam ching nü ki tamkhüntamnüsho tüsho mushusho, 
2CH.6.25	nünü yinmi chingnü sojang, tüsho nü mihtsürü Israel neak bahjang, tüsho nünü arü le arü jipürü kilim jihkhi lo ching arübo belode arang.
2CH.6.26	“Arünü nü azhihde neak yihbeakmonü küyimki thüning khimdoba tüsho tsüng marüba, tüsho nü mung ching alokhide arünü ha dangpung lim tamkhüntamnüba, tüsho arü neak chingnü rholoba, tümütüsho nünü arü thsümüchi, 
2CH.6.27	nünü yinmi chingnü sojang, nünü arü ki arünü atsahpung limro atsü thsangyuchoki nü yamlarübo, nü mihtsürü Israel neak bahjang, tüsho nünü nü mihtsürübo ki yamrüplurüp jihkhi lo ching tsüng akishang.
2CH.6.28	“Mürangkhüh lomi ching khümzung, arüm, khipzükhipdo, mokri, tangkho, yungsho lungbün lasho; arü lapung lo khürü ching arü ririnü yansho; küdürü thsünü, küdürü tukthsüdukram labanü; 
2CH.6.29	bümzangrü yungsho nü mihtsürü Israel alalanü tümüpürü tamkhüntamnü, tümüpürü mushuba, arü nihbuh thsünükhi tüsho mulong tukthsükhi mükheahde ha yam lim arü khahbo chungkihsho; 
2CH.6.30	nünü nü lapung yinmi chingnü sojang, neak bahjang, tüsho nünü mükheahde alakhi mulong arü limro ayannü alala ki jihang, tümüde nünü lang mihtsürü mulong mükheahlah. 
2CH.6.31	Hanangde nünü isa jipürübo ki jihkhi lo ching arü lakhi nimungbo alala ching arünü nü trebah tüsho nü limrobo ching tsahbah.
2CH.6.32	“Junangde küyimki nü mihtsürü Israel yungde khiungkerübo nü mung ato, nü khah achang, tüsho nü khah chunghuhkhi dünkheaknü arüba, küyimki arünü arübah ha yam lim tamkhüntamnüba, 
2CH.6.33	nünü nü lapung yinmi chingnü sojang, tüsho khiungkerübonü tümüpürü nü ki keokhichonü rhimojang, junangde lomi ching mihtsürü alalanü nü mihtsürü Israelnü arhimokhi nangde nü mung ato mükheahbah tüsho nü trebah, tüsho inü athsükhi ha yam kheak nü mung jia lah de arünü amükheahbah.
2CH.6.34	“Nü mihtsürübonü arü riri bede thirithsüpü wukhiuksho, nünü tümü limro ching arü yüshihbanü, tüsho nünü amokhitkhi ha kiuto tüsho nü mung thsungkheak inü athsükhi yam lim arünü tamkhüntamnüsho, 
2CH.6.35	judüki arü tamkhüntamnükhi tüsho arü mushukhi yinmi chingnü sojang, tüsho arü thsungkheak rhimojang.
2CH.6.36	“Arünü nü azhihde neak yihbeaksho–tümüde neak müyihbeakrü she müla–tüsho nünü arü kheak bukakhiuksho tüsho arü riri kilim jihsho, junangde arü limshu yungsho aphüni lomi ching aramrü thsüde hande yüsho; 
2CH.6.37	judüki arü ramde ayükhi lomi ching arü lümrhangsho, tüsho mulong müthrisho, tüsho arü ramde ayükhi lomi ching nü ki, ‘Isanü neak yihbeakdo, tüsho amülim rhimodo; isanü mütsüde rhimodo’ de mushude thasho; 
2CH.6.38	arünü arü mulong tüsho me alalanü arü ramde ayükhi lomi ching mulong müthrisho, tüsho nünü arü jipürübo kilim jihkhi lomi, nünü amokhitkhi kiuto tüsho nü mung thsungkheak inü athsükhi yam lim tamkhüntamnüsho, 
2CH.6.39	judüki nü lapung yinmi chingnü arü tamkhüntamnü tüsho arü mushukhi sojang, arü thsungkheak rhimojang tüsho nü azhihde neak yihbeakrü nü mihtsürübo neak bahjang. 
2CH.6.40	Kheakü, O I Thrünpuh, ha dangpung chingnü tamkhüntamnükhi lim nü mükbo khimshuhang tüsho nü nükhünbo anguhang.
2CH.6.41	‘ Kheakü asürang, O 
2CH.6.41	nü tüsho nü Wuto sangdan,
2CH.6.41	nü yo amükeamrübo, O 
2CH.6.41	akhümkhit khim yihang,
2CH.6.41	tüsho nü yo amüsührübo nü tsükhi ching asühachihshang.
2CH.6.42	O 
2CH.6.42	Nü yamlarü David thsungkheak nünü muzhokhi lümkhitang.’ ”
2CH.7.1	Küyimki Solomonnü tamkhüntamnü kheamkhea, thüning chingnü mo aki tüsho taka kingaünkhi le laksah-a kingaünkhibo aniuabah; tüsho 
2CH.7.2	Amükeamrübonü 
2CH.7.3	Küyimki mo tüsho 
2CH.7.3	“Tümütüsho api tsülah,
2CH.7.3	tümütüsho api muzho lünnü lah.”
2CH.7.4	Judüki kiulongthsüpuh tüsho mihtsürü alalanü 
2CH.7.5	Kiulongthsüpuh Solomonnü moshipung 22,000 tüsho namfimihnu 120,000 laksah-a kingaün. Jumonü kiulongthsüpuh tüsho mihtsürü alalanü Thrünpuh yam müsükhit. 
2CH.7.6	Amükeamrübonü nihbuh dangpung kheak zhip. Levirübonü she 
2CH.7.8	Ju kim ching Solomonnü nimung thüne thünio mung, tüsho api lung Israel alala, Lebo-hamath chingnü Ijip ayung khiungde hihdakde mukhung. 
2CH.7.9	Atizheah nipü arünü arüngako mukhung khülang la; tümüde arünü kingaün sadam müsükhitpü nimung thüne tüsho thünio nimung thüne mung. 
2CH.7.10	Khinu thüne nimung mukukheak mahsam nipü, 
2CH.7.11	Hanangde Solomonnü 
2CH.7.12	Judüki azhing ching 
2CH.7.13	Küyimki inü thüning rihdobah tsüng marüba, yungsho lomi tsühabahshihpü tangkhobo ki thiyukhüm jihba, yungsho I mihtsürü bolung tukthsü yüshihba, 
2CH.7.14	I mung chingnü ajikhi I mihtsürübonü azhihayihsho, tamkhüntamnüsho, I miro yimsho, tüsho arü limrobo amütsü chingnü rholosho, inü yinmi chingnü sojihbah arü neak bahjihbah tüsho arü lomi thsüngujihbah. 
2CH.7.15	Kheakü ha dangpung ching tamkhüntamnükhi lim I mükbo khimshuhbah tüsho I nükhünbo anguhbah. 
2CH.7.16	Tümüde kheakü ha yam inü mokhitdo tüsho müsühkhitdo, junangde ju ching I mung lünnü alabah; I mükbo tüsho I mulong ju ching kim alala thsungkheak labah. 
2CH.7.17	Nü thsungkheak a, nünü nü buh Davidnü atsahkhi nangde inü nü ki thiyukhüm jihkhi alala rhimode tüsho I yakzan thsükhibo tüsho I yuzüngbo anide I miki tsahsho, 
2CH.7.18	inü nü buh David ki tangzüngkhi, ‘Israel kurungkheak yakzan shuhpü nü müthrirü mülade müthsü,’ dükhi nangde inü nü kiulongthsü-binkiu thsakhamjihbah.
2CH.7.19	“Tüshe nünü anguhde I yakzanbo tüsho inü nü miki zojihkhi thiyukhümbo bahyuksho, tüsho tsobah püpürü thrünpuhbo tankihde arü kingaünsho, 
2CH.7.20	jushu a inü nü kilim jihkhi lomi chingnü nü rukkhita bahbah; I mung thsungkheaknü inü amüsühkhitkhi ha yam I mikinü inü abahyukbah, tüsho ha mihtsürü alala bolung müchitmudu tüsho münedung khülang kamshihbah. 
2CH.7.21	Tüsho kheakü mungshide alakhi ha yam dünkheak mihtsürü aban hode alarünü müyinsahbah tüsho athabah, ‘ Tümüde 
2CH.7.22	Judüki arünü athabah, ‘ Tümütüsho arünü 
2CH.8.1	Solomonnü 
2CH.8.2	Hiramnü api kilim jihkhi kiutobo thsülo, tüsho jurü ching Israel mihtsürübo lashih.
2CH.8.3	Solomonnü Hamath-zoba ching yü tüsho ju yan. 
2CH.8.4	Apinü sunglo ching Tadmor thsü tüsho kukruk zopung kiutobo alala Hamath ching thsü. 
2CH.8.5	Apinü akube Beth-horon tüsho abobe Beth-horon, chipi ayünkhi kiutobo, rhübo, ripitbo, tüsho akhrihbebo bede, 
2CH.8.6	tüsho Baalath, Solomon kukruk zopung kiutobo she, tüsho khora-lolungbebo thsungkheak kiutobo, api khoraberü thsungkheak kiutobo, tüsho Jirusalem, Lebanon, tüsho apinü yakzan shuhkhi lomi alala ching Solomonnü athsüpü lümkhibo thsü. 
2CH.8.7	Mihtsürü alala Hitrü, Amorrü, Perizrü, Hivrü, tüsho Jebusrü aningkhi, sherübo Israel yungnü, 
2CH.8.8	arü tsühsoniusobo chingnü sherübo lomi ching aninga lakhea, sherübo Israel mihtsürünü müthsümünim–harübo Solomonnü nimkih-a rhimoshihpü thrütyuk, ju yakli khihni khiungde lah. 
2CH.8.9	Tüsho Israel mihtsürübo a Solomonnü api rhimo thsungkheak azhorü müthsüshih; arübo a bonungrü, api torübo, api khora-lolungbe tüsho khoraberü limthorübo lakheah. 
2CH.8.10	Harübo ha kiulongthsüpuh Solomon yo atorübo, arü 250nü mihtsürübo kurungkheak thiyukhüm shuh.
2CH.8.11	Solomonnü Pharao tsührübe David kiuto chingnü apinü alibe thsungkheak thsükhi thüyam ching bede arü, tümüde apinü tha, “I niube a Israel kiulongthsüpuh David yam ching müla, tümüde 
2CH.8.12	Judüki Solomonnü apinü arüngyam müngüh thsükhi 
2CH.8.13	nimung aban yihnüpü rhimo, Mosa yukhüm yande amunibo, khinu aso, tüsho kam kheam thünio mahsam thsungkheak jih–phaüm muyukkhi thünio, yimlukhi thünio, yünthsünio. 
2CH.8.14	Abuh David yuzüng yande, apinü amükeamrübo chamnakkhi arü tankihpü thsungkheak, Levirü thsungkheak mungshi rhimo yambo tüsho nimung aban yihnüpü lakhi amükeamrü rungpü rhimobo, tüsho ripit aphuaphu thsungkheak ripit neakrü chamnakbo; tümütüsho junangde Thrünpuh mihtsürü Davidnü thiyukhüm jih. 
2CH.8.15	Kiulongthsüpuhnü amükeamrübo tüsho Levirü ki tümükhüh yungsho rahpung dünkheak thiyukhüm jihkhi chingnü arünü müchamkhi.
2CH.8.16	Hanangde 
2CH.8.17	Judüki Solomonnü Ezion-geber tüsho Edom lomi ching keto yean Eloth ching yü. 
2CH.8.18	Hiramnü api yamlarübo, sangkungbo, tüsho kephungsorü, ayamlarübo kümde api yüshih. Arübo Solomon yamlarübo lung Ophir ching yü, tüsho ju chingnü suna khahngak 15,000 akumung lubah kiulongthsüpuh Solomon kilim arü.
2CH.9.1	Küyimki Sheba kiulongthsübenü Solomon mungthukhi sokhea, alibenü api rük tsühpü akeokhikhi amüküpbo, boto ato tüsho arhümthünea hankhi kemelbo, suna ahihdo tüsho shotolungbo lubah Jirusalem ching arü. Küyimki alibe Solomon ki arükhea, anihbe lümkhi ching lakhi alala api ki asukachih. 
2CH.9.2	Alibenü akeokhikhi alala Solomonnü alokham; alibe ki müthakhukpü thsüde Solomon kheak tümü achak mülakheah. 
2CH.9.3	Küyimki Sheba kiulongthsübenü Solomon lümlung, apinü athsükhi yam, 
2CH.9.4	api dükhüm kheak tsühyungbe, api yo atorü rhimopungbo, tüsho api yamlarü botobo, arü khimmih, api pung-jihrü tüsho arü khimmih, tüsho 
2CH.9.5	Jumonü alibenü kiulongthsüpuh ki tha, “Nü kukzamkhi tüsho nü lümlung dünkheak inü I lomi chingnü asokhi yusheak dükdü ah, 
2CH.9.6	tüshe I arübah I müknü müngüyi khiungde thiyusheak ching inü mükin. Nü lümlung tokhi thripkhüh she I ki müthaa lah; inü asokhi yusheak kheak nünü zhihodo. 
2CH.9.7	Nü mihtsürübo asühpü! Nü ki mutuklode alarü tüsho nü lümlung sorü nü yamlarübo asühpü! 
2CH.9.8	 nü Thrünpuh shiang, shepünü nü kheak asüh tüsho 
2CH.9.9	Judüki alibenü kiulongthsüpuh kilim suna khahngak 4080, arhümthüneabe ahihdo, tüsho shotolungbo jih: Sheba kiulongthsübe nü kiulongthsüpuh Solomon kilim jihkhi arhümthüneabe nangde püpü mülade alakheah.
2CH.9.10	Kheaküshe Hiram yamlarübo tüsho Solomon yamlarübo sherünü Ophir chingnü suna hande arükheanü algum sang tüsho shotolungbo she hande arü. 
2CH.9.11	Kiulongthsüpuhnü algum sangnü 
2CH.9.12	Kiulongthsüpuh Solomonnü Sheba kiulongthsübenü akünkhi tüsho akheangkhi alala jih; anihbenü api kilim hande arükhi kheaknü alü thsüde alibe kilim jih. Jushu alibenü anihbe yamlarübo lung Sheba lomi lim alode yü.
2CH.9.13	Kam khülang ching Solomon kilim arükhi suna ju khahngak 23,000 bande, 
2CH.9.14	yinzüyindorü tüsho shothsümolorünü hande arükhi lung yukrude; tüsho Arabia kiulongthsürübo tüsho lomi ching kovünorbonü handarü. 
2CH.9.15	Kiulongthsüpuh Solomonnü sunanü akingkhi tsung atoto 200 thsü; tsung atoto abande suna khahngak 7 khühnü thsü. 
2CH.9.16	Apinü sunanü akingkhi tsung 300 thsü; tsung abande suna khahngak 3 bande lu; tüsho kiulongthsüpuhnü jurübo Lebanon Murung Yam ching yuka zo. 
2CH.9.17	Kiulongthsüpuhnü kiulongthsü-binkiu ato khülang thsotorünü thsü tüsho ju kheak suna müthsün lüpkih. 
2CH.9.18	Kiulongthsübinkiu ju jingdükü 6 tüsho jing thrümlopung khülang de sunanü thsüa lakheah, jurübo kiulongthsübinkiu kheak zükihde bin angüpungbo lakheah tüsho bin angüpungbo yean kekhüzü 2 zhip, 
2CH.9.19	jingdükü 6 akheam abande 12 zhip. Ha ruk kiulongthsü küpü ching she küyimkishe müthsüakheah. 
2CH.9.20	Kiulongthsüpuh Solomon pungbo alala suna lakheah, tüsho Lebanon Murung Yam pungphurubo suna müthsün lakheah; Solomon nimungbo ching shotoyinchi a tümü she mükheyuk. 
2CH.9.21	Tümüde kiulongthsüpuh yo sangkungbo Hiram yamlarübo lung Tarshish ching yü; kam mahsam ching khülang ki Tarshish sangkungbonü suna, shotoyinchi, thsotorü, shihngü, tüsho shuhyibo hanbah arü.
2CH.9.22	Hanangde kiulongthsüpuh Solomon ju lakhit tüsho lümlung ching lomi kiulongthsürübo alala kheaknü ahokhi lakheah. 
2CH.9.23	Thrünpuhnü api lümkhi ching yukjihkhi lümlung anipü lomi kiulongthsürübo alalanü Solomon yimde arü. 
2CH.9.24	Arü mihbüm abannü thsambah khülang, shotoyinchi tüsho suna, khimmih, thsühnukbo, arhümthüneabe, khorabo, khoranunu kam aban hihdakde hanbah arü. 
2CH.9.25	Solomon a khorabo le khora-lolungbe thsungkheak thüyam 4000, tüsho khoraberü 12,000 lakheah, apinü ju khora-lolungbe kiutobo tüsho kiulongthsüpuh lung Jirusalem ching zo. 
2CH.9.26	Apinü kiulongthsürü alala kurungkheak Euphra chingnü Filistia lomi, tüsho Ijip aredungyean khiungde kiulongthsü. 
2CH.9.27	Kiulongthsüpuhnü Jirusalem ching shotoyinchi ju lungbo nangde bokhuh kamshih, tüsho cedar sang ju Shephela ching sangzhinasodung nangde bolode kamshih. 
2CH.9.28	Khorabo ju Solomon thsungkheaknü Ijip tüsho lomi alala chingnü handarü.
2CH.9.29	Kheakü Solomon rhimo aningkhi, atankihnü akheam khiungde, wukihbuh Nathan yukhean, tüsho Shilonrü Ahija müchitkhi ching, tüsho wukihbuh Iddonü Nebat tsührü Jeroboam dünkheak michihkhi ching thrüta müla de? 
2CH.9.30	Solomonnü Israel alala kurungkheak Jirusalem ching kam yirü kiulongthsü. 
2CH.9.31	Solomon api jipürü lung yap tüsho abuh David kiuto ching kiuyukabah; tüsho atsührü Rehoboamnü api müthri.
2CH.10.1	Rehoboamnü Shekem ching yü, tümüde Israel alala api kiulongthsürü thsüshihpü Shekem ching arü. 
2CH.10.2	Küyimki Nebat tsührü Jeroboamnü ha sokhea (tümüde api kiulongthsüpuh Solomon kheaknü tsode ayükhi, Ijip ching lang alakheah), judüki api Ijip chingnü alode arü. 
2CH.10.3	Arünü yüshihbah api jidarü; tüsho Jeroboam le Israel alala arü tüsho Rehoboam ki tha, 
2CH.10.4	“Nü buhnü isa hahmülangde kamshihdo. Jumonü kheakü nü buhnü arhimokhibo amüküp tüsho api hahmülang isa kheak yihkihkhi hiphipde kamshang, tüsho isanü nü tankihbah.” 
2CH.10.5	Apinü arü ki tha, “Nimung asampü ching I kilim alode arang.” Jumonü mihtsürübo tsoabah.
2CH.10.6	Judüki kiulongthsüpuh Rehoboamnü abuh Solomon rhangdung lachoki api ki larü ashinbuhrübo ki lümkhi keokhi, “Ha mihtsürübo ki alopü nüsanü küruk I ki athsunganahba?” 
2CH.10.7	Arünü api ki alo, “Nünü ha mihtsürü ki muzhosho tüsho arü ki thiyu atsü thasho, arübo lünnü nü yamlarü thsübah.” 
2CH.10.8	Tüshe ashinbuhrübonü api ki athsunganahkhi apinü müleangkhi, tüsho api lung zode asürübah kheakü api lung larü athrününgtsüng mihtsürübo kheak keokhikeora. 
2CH.10.9	Apinü arü ki tha, “Nü buhnü isa kheak hahmülang yihkihjihkhi hiphipde kamshang de I ki tharü ha mihtsürübo ki isanü alopü thsüde nüsanü I ki tümü athsunganahba?” 
2CH.10.10	Api lung zode asürükhi athrününgtsüngbonü api ki tha, “Nü buhnü isa hahmülangde kamshihdo, tüshe nünü isa thsungkheak hiphipshihbeah de nü ki tharü mihtsürübo ki nünü ha ruk thaang, ‘I yingkhing aninibe ju I buh chim kheaknü akheahbe ah. 
2CH.10.11	Kheakü, I buhnü nüsa kheak hahmülang yihkihjihdo, inü nüsa hahmülang khiojihbah. I buhnü nüsa rhaptsonü dando, tüshe inü nüsa kheak lungthsührinü adanbah.’ ”
2CH.10.12	Jumonü kiulongthsüpuhnü asam nipü I kilim alodarang de athakhi nangde, Jeroboam tüsho mihtsürübo alala Rehoboam kilim asam nipü arü. 
2CH.10.13	Kiulongthsüpuhnü mihtsürübo ki müküpde alo. Ashinbuhrübonü api ki athsunganahkhi apinü mani; 
2CH.10.14	tüsho athrününgtsüngbonü athsunganahkhi yande apinü arü ki tha, “I buhnü nüsa hahmülangshihdo, tüshe inü nüsa hahmülang kheak khiojihbah; I buhnü nüsa rhaptsonü dando, tüshe inü nüsa lungthsührinü adanbah.” 
2CH.10.15	Junangde kiulongthsüpuhnü mihtsürübo ki mani tümütüsho apinü Nebat tsührü Jeroboam ki Shilonrü Ahija hode athakhi dünjipü 
2CH.10.16	Küyimki kiulongthsüpuhnü arü ki mani de Israel alalanü angükhea, mihtsürübonü kiulongthsüpuh ki alo,
2CH.10.16	“David lung isa tümü shihcham la?
2CH.10.16	Jesse tsührü lung isa tümü yamrüplurüp müla.
2CH.10.16	Nüsa khimyambo lim yüang, O Israel,
2CH.10.16	kheakü nüsa nihbuh yam lim kheahang, O David.”
2CH.10.16	Jumonü Israel alala arü yam lim yüabah. 
2CH.10.17	Tüshe Rehoboamnü Juda kiutobo ching larü Israel mihtsürübo kurungkheak kiulongthsü. 
2CH.10.18	Küyimki kiulongthsüpuhnü rhimo müküp kurungkheak rhimo mükheahbuh Adoniram yüshihkhea, Israel alalanü api rusahabah. Judüki kiulongthsüpuhnü Jirusalem lim alihde ayüpü nihbuh khora-lolungbe kheak niokheamde künkih. 
2CH.10.19	Jumonü khihni khiungde Israelnü David yamkhün azhihde arükheah.
2CH.11.1	Küyimki Rehoboam Jirusalem ching arükhea, apinü kiulongthsü ngülopü Israel trük bede thirithsüpü Juda yamkhün tüsho Benjamin trük alala trüngmukhung. 
2CH.11.2	Tüshe Thrünpuh mihtsürü Shemaia kilim 
2CH.11.3	Solomon tsührü Juda kiulongthsüpuh Rehoboam tüsho Juda le Benjamin ching Israel alala ki thaang, 
2CH.11.4	“
2CH.11.5	Rehoboamnü Jirusalem ching la, tüsho apinü thüram thsungkheak Juda ching kiutobo thsü: 
2CH.11.6	Apinü athsükhibo ju Bethlehem, Etam, Tekoa, 
2CH.11.7	Bethzur, Soko, Adullam, 
2CH.11.8	Gath, Maresha, Ziph, 
2CH.11.9	Adoraim, Lakish, Azeka, 
2CH.11.10	Zora, Aijalon, tüsho Hebron, harü ha Juda tüsho Benjamin ching chipi ayünkhi kiutobo lakheah. 
2CH.11.11	Apinü chipi düküngde ayün, tüsho jurü ching wühkenorübo, tsühyungbe zowupung, müdangke, tüsho yukhu ahiuhpü zojih. 
2CH.11.12	Apinü kiuto alala ching tsungbo le thsühbo zojih, tüsho jurübo khide düküngde kamshih. Junangde Juda tüsho Benjamin api bukkhüp lakheah.
2CH.11.13	Israel alala ching amükeamrü tüsho Levirü arü lomi alala chingnü api kilim arü. 
2CH.11.14	Levirünü rimlopungbo tüsho arü lo püpübo zojihbah Juda tüsho Jirusalem ching arü, tümütüsho Jeroboam le atsührübonü 
2CH.11.15	tüsho achang dangpungbo, mihnurimri, tüsho apinü athsükhi moshi nunubo thsungkheak anihbuh yo amükeamrübo moyuk. 
2CH.11.16	Israel Thrünpuh, 
2CH.11.17	Arünü Juda kiulongthsü düküngshih, tüsho kam mahsam thsungkheak Solomon tsührü Rehoboam rung, tümüde arünü kam mahsam thsungkheak David tüsho Solomon limro ching tsah.
2CH.11.18	David tsührü Jerimoth tsührü Mahalath ju Rehoboamnü aniube thsüpü lu, tüsho abe ju Jesse tsührü Eliab tsührübe Abihail. 
2CH.11.19	Alibenü api kilim tsührübo zübejih: Jeush, Shemaria, tüsho Zaham. 
2CH.11.20	Anihbe dunglim apinü Absalom tsührübe Maaka lu, anihbenü api kilim Abija, Attai, Ziza, tüsho Shelomith zübejih. 
2CH.11.21	Rehoboamnü aniube tüsho hanniube püpü alala kheaknü Absalom tsührübe Maaka muzho (apinü aniube 18 tüsho hanniube 60 lu, tüsho tsührü 28 le tsührübe 60 abuh kam.) 
2CH.11.22	Rehoboamnü Maaka tsührü Abija api keoniorü bolung akubeatobuh yakzanshuhrü kamshih, tümüde apinü anihbuh kiulongthsürü thsüshihpü lüm. 
2CH.11.23	Apinü lüm lade rhimo, tüsho Juda le Benjamin lomibo alala, chipi ayünkhi kiutobo ching api tsührü khürü chama jih; apinü arü kilim suhdahde jih, tüsho arü thsungkheak niuberü ahihdo yimjih.
2CH.12.1	Küyimki Rehoboam düküngde tüsho reangzahde akamkhea, api lung Israel alalanü 
2CH.12.2	Kiulongthsüpuh Rehoboam kam phüngüpü ching, arünü 
2CH.12.3	Khora-lolungbe 12,000, khoraberü 60,000 tüsho mükhekhamkhi Libyarü, Sukrü tüsho Ethiopiarü bonungrü Ijip chingnü api lung arü, 
2CH.12.4	apinü chipi ayünkhi Juda kiutobo yankhit tüsho Jirusalem khiungde arü. 
2CH.12.5	Judüki Shishak dünkheaknü Jirusalem ching mukhungkhi Rehoboam tüsho Juda atorübo kilim wukihbuh Shemaia arü, tüsho arü ki tha, “
2CH.12.6	Judüki Israel atorübo tüsho kiulongthsüpuhnü azhihayihde kam tüsho tha, “
