GEN.1.1	Mebineŋ tububihila Bepaŋdi kunum eŋ kwet yehitubumintaguk. 
ACT.16.12	Uŋaniŋ pilali kwet tabe wooŋ Masedoniya kwet wapum maaneŋ yokwet wapum niŋ wou Filipai uŋoŋ wosuwagumun. Yokwet u Lomahi feedi uŋgoŋ itowagiŋ ala wooŋ helebufa noli uŋgoŋ hatigumun. 
ACT.16.13	Hatiŋa Sabat foloŋ yokwet wapum u biŋa ime magineŋ Judame hekidi Bepaŋ ninadi tagiŋ kwet uŋoŋ nenobu yoŋa diwetaugumun. Wooŋ tamwoi uŋgoŋ bopne hakiŋ woyabuŋa noŋgoŋ foilaŋa Jesu’walaŋ Mede Momooŋ yeniŋgumun. 
ACT.16.14	Kaŋ tamwoi adi’walaaniŋ tam niŋ wou Lidiya, adi Tayatailaniŋ. Ala adi haule gimihi
ACT.16.15	Unduŋ tiŋa adi tiŋa metam yot kubugoŋ itowagiŋ Imeyout tigiŋ tiŋa niniŋguk, “Hidi nu Wapum biyagoŋ nadisukilitilat nadiŋa kaŋ kamiŋ buŋa nu yotneneŋ itouneŋ.” Unduŋ ninimbune wooŋ adut itougumun.
ACT.16.16	Heleniŋ indi metamdi bopneeŋ Bepaŋ niutumba tagiŋneŋ ugumun. Wooŋ tipilapilaye tamkuya niŋ yabapnit kagumun. Tam kuya u yabapŋiŋdi tubulodaune metam’walaŋ mebihik yeniluguk kaŋ muneeŋ wapum hinekdi tuwaune muneeŋ u tamkuya weŋ’walaŋ me wapuhiŋiyedi moŋgokagiŋ. 
ACT.16.17	Ala indi ugumun nai uŋaniŋ indiŋ kutiŋa nihikeleguk, “Mewoi ya Bepaŋ loloŋnit’walaŋ tipilapilayeŋiye doktiŋa hatihati fofooŋ kahiledok haniiŋ.”
ACT.16.18	Helebufa fee hinek unduŋ hogok katilu katilu Pol adi kaŋ kwihitaaŋ udaneeŋ yabap indiŋ niŋguk, “Nu Jesu Kilisto wou gineŋ yabap du tamkuya i weleŋ maaneŋniŋ labubuŋa weŋ ganilat.”
ACT.16.18	Unduŋ nimbu nai uŋaniŋgoŋ labuŋa uguk. 
ACT.16.19	Unduŋ tubu tamkuya weŋ’walaŋ wapuhiŋiyedi adi muneeŋ moŋgomoŋgot talik agaŋ tehenimiiŋ yoŋa Pol dut Sailas yokwet wawaliweŋ me wapuhi namandahik foloŋ yanagila fogiŋ. 
ACT.16.20	Yanagila fooŋ me mede nadinadi namandahik foloŋ yapmeeŋ indiŋ yeniŋgiŋ, “Meyat ya Judahi, adi iŋoŋ buŋa malabumuŋ nimde tamuk, 
ACT.16.21	tiŋa indi Lomahi’walaŋ yodoko medenik gineŋ nemek mu titiŋdok yolak u ninindidimeyamuk.”
ACT.16.22	Unduŋ yobune metam uŋoŋ bopneeŋ yakiŋdi Pol yakat’walaŋ memikhiye yehitomboyoula toboniŋ yalune me mede nadinadi hekidi yodapmaune Pol yakat tinahukuthik yehitubu-bulagineŋ widihigiŋ. 
ACT.16.23	Widihiŋa yanagi wooŋ yot fafaŋeniŋneŋ yapmegiŋ, yapmeeŋ me yot fafaŋeniŋ kadoko tuluguk adi yeme fafaŋeŋgoŋ tubukilitiwek niŋgiŋ. 
ACT.16.24	Unduŋ niŋgiŋ kaŋ me u meyat yanagila yotmaaŋ niŋ maaneŋ hinek hatugukneŋ yehidahiŋa bem malabuhi ginaŋhinit moŋgo buŋa kayohik baŋamneŋ boiŋa yehitubu-kapepeneguk kaŋ uŋgoŋ hakumuk. 
ACT.16.25	Uŋoŋ hali Pol dut Sailas adi timiŋ lekiŋgoŋ Bepaŋ niutumbaaŋ kap toŋa ninadi kwanai timiŋgumuk kaŋ me yot fafaŋeniŋneŋ hakiŋ nolidi hanadikuwakiŋ.
ACT.16.26	Unduŋ hatulu kenim wapum tiŋa yot fafaŋeniŋ u mahamulu simen kwetfoloŋ galigiŋ u tawaguk, kaŋ yot fafaŋeniŋ taliyeme hogohogok dilitomdapmaŋ tubune tawa fafaŋeniŋ (sen) me uŋoŋ hakiŋ kayohik foloŋ youkilitigiŋ u gitagoŋ giyali magiŋ. 
ACT.16.27	Kaŋ me yot fafaŋeniŋ kadoko tuluguk adi pilali taliyeme hogohogok dilitomhinit yabuŋa me hogohogok agaŋ binek fouŋit yo nadiŋa miknoŋ tiŋa ne iŋgoŋ youlukumumbe tuguk. 
ACT.16.28	Iŋgoŋ Poldi mede wapum indiŋ niŋguk, “Indi hogohogok iŋgoŋ hakam ale dagoŋ maŋgoŋde unduŋ tiŋa kumumbe tilaŋ?”
ACT.16.29	Unduŋ nimbune me yot fafaŋeniŋ kadokoguk adi wabiŋa kamaŋdok kutibune tipilapilaye-meŋiyedi kamaŋ tiŋa bu mimbune tiŋa wooŋ Pol dut Sailas yabuŋa muntaaŋ heheleeŋ kayohik foloŋ maaŋ hakuk. 
ACT.16.30	Maaŋ hali pilali yanagila fakaŋ fooŋ yeniŋguk, “Me wapuhineyat, nu dediŋ tiŋa kougoŋ hatihati fofooŋ kahilewaat?”
ACT.16.31	Unduŋ yeniŋguk kaŋ indiŋ niŋgumuk, “Wapum Jesu nadisukilitimiŋa kougoŋ hatihati fofooŋ kahilewaaŋ. Wapmihige-tam maaŋ undugoŋ.” 
ACT.16.32	Unduŋ niŋa metam yot uŋoŋ hakiŋ Wapum’walaŋ Mede yenimbu nadigiŋ.
ACT.16.33	Nai uŋaniŋ timiŋ me yot fafaŋeniŋ kadoko tuluguk adi Pol dut Sailas yanagila wooŋ naŋgathik youteyemguk. Unduŋ tiŋa ne eŋ wapmihiŋiŋ-tam Imeyout tigiŋ. 
ACT.16.34	Tiŋa Pol dut Sailas yanagila yolineŋ looŋ nanaŋe yembu nagumuk. Kaŋ nai uŋaniŋgoŋ me yot fafaŋeniŋ kadoko tuluguk adi Bepaŋ nadisukilitimiŋguk doktiŋa adi tiŋa wapmihiŋiŋ-tam adi nadifodi welehik maaneŋ fotokoguk.
ACT.16.35	Heleune haniŋ Loma me wapuhidi kumondulum indiŋ yeniŋa yeniŋkulu ugiŋ, “Wooŋ meyat yeniŋkulu foudemek.”
ACT.16.36	Unduŋ yeniŋgiŋ kaŋ me yot fafaŋeniŋ kadoko tulugukdi meyat yeniŋguk, “Me wapuhi agaŋ kedem foudemek yoiŋ ale kulemaŋgoŋ udemek.”
ACT.16.37	Unduŋ yeniŋguk kaŋ Poldibo kumondulum heki indiŋ yeniŋguk, “Indi Lomahi iŋgoŋ, tiŋa indi kadakaniŋ nemu tumut, kaŋ metam namandahik foloŋ nihiwihitnadiŋa ninigila yot fafaŋeniŋneŋ nihidahiŋit, ale agaŋ kabukabup be niniŋkutne tiiŋ? Tuwot moŋ hinek. Loma me wapuhi nehigoŋ buŋa niniŋkulune foudim.”
ACT.16.38	Unduŋ yenimbu kumondulum heki udaneeŋ wooŋ Loma me wapuhi yeniŋgiŋ, “Meyat adi Lomahi iŋgoŋ.” Unduŋ yenimbu me wapuhi adi u nadiŋa munta tiŋa 
ACT.16.39	wooŋ welekulema mede yeniŋgiŋ. Unduŋ tiŋa fakaŋ fooŋ yokwet wapum u biŋa uuŋdok yeninadigiŋ.
ACT.16.40	Unduŋ yeniŋgiŋ kaŋ Pol dut Sailas adi Lidiya yolineŋ wooŋ me nohiye nadisukilitihinit uŋgoŋ yabuŋa mede yeniŋkiliti tiŋa biyabuŋa ugumuk.
ACT.17.1	Wooŋ Amfipolis dut Apolonia yokwet yalakapmeeŋ Tesalonaika yokwetneŋ ugumuk. Uŋoŋ Judame heki’walaŋ bopyot uŋgoŋ yatuguk, 
ACT.17.2	ala Pol adi feŋ tuluguk unduŋ, wodapmaaŋ wooŋ bopyotneŋ foguk. 
ACT.17.3	Unduŋ tiŋa uŋoŋ hatiŋa Sabat lufomkulitniŋ u metam dut Judahi’walaŋ Youkudip Mede gineŋ mede hatak wondok yonadiŋa indiŋ yeniŋguk, “Kilisto adi kumuŋa pilalaak yogiŋ kaŋ nu kobuk Jesu’walaŋ kahat tihambe nadiiŋ u Kilisto uŋakoŋ.”
ACT.17.4	Unduŋ yobu metam noli Pol dut Sailas medehik u nadiune biyagoŋ tubune yehitomboyoukiŋ, eŋ Gilikhi metam Bepaŋ niutumbayagiŋ tiŋa tam loloŋhinit feedi maaŋ undugoŋ yehikeleeŋ ugiŋ. 
ACT.17.5	Unduŋ tigiŋ kaŋ Judame nolidi yabunadiune tuwot mu tubune me noli hogok hatifit tigiŋ yehibopneeŋ baham kakaliŋa Yeson yolineŋ wooŋ Pol dut Sailas yanagila metam namandahik foloŋ yapmeŋdok ugiŋ. 
ACT.17.6	Wooŋ Pol dut Sailas uŋoŋ mu yehitubu-mintaaŋ wabiŋa Yeson tiŋa mewoi nadisukilitihinit noli yanagila me yokwet wondiniŋ talitimeŋ loloŋhinit’walaŋ wooŋ indiŋ yogiŋ, “Meyat u yokwet noli agaŋ yehitubu-kadakaaŋ kamiŋ indi’walaŋ i tubukadakade bumuk. 
ACT.17.7	Kaŋ Yesondi yanagila yolineŋ yapmeguk. Adi mapme niŋ wou Jesu yoŋa Loma Mapme Wapumnik’walaŋ mede hogohogok yalakapmedapmaŋ tiiŋ.”
ACT.17.8	Unduŋ yobune me talitimeŋ heki eŋ metam adi yalaŋ mede u nadiŋa sukule tiŋa nadibedi tigiŋ. 
ACT.17.9	Unduŋ tiŋa Yeson eŋ metam noliŋiye kadakaniŋhikdok mebi muneeŋ boineŋ yenimbune boiune biyabuŋa yeniŋkulu ugiŋ.
ACT.17.10	Unduŋ tiŋa hatu bufaune Pol dut Sailas adi nohiyedi yeniŋkulune Beliyade ugumuk. Wosuwaaŋ dapmaaŋ Judame heki’walaŋ bopyotneŋ fogumuk. 
ACT.17.11	Kaŋ Judame uŋahi adi kulemahi, adi Tesalonaikahi dabugoŋ moŋ. Unduŋ doktiŋa magi kametnadi baigoŋ hinek tiŋa helemahelemaŋ Poldi mede yoluguk u biyagoŋ be yalaŋ yoŋa Youkudip Medehik u kunatnadi tagiŋ. 
ACT.17.12	Unduŋ tiŋa Judame feedi nadisukiliti tigiŋ eŋ Gilikhi metam loloŋhinit muneeŋ bomboŋhinit adi maaŋ nadisukiliti tigiŋ. 
ACT.17.13	Kaŋ Judame Tesalonaikahi adi Pol yakat Mede Momooŋ Beliya uŋoŋ yohautayamuk kahat u nadiŋa buŋa Beliyahi bolik tiyembune 
ACT.17.14	me nadisukilitihinit uŋahidi Pol niŋkulune luhineŋ uguk. Kaŋ Sailas dut Timoti adi uŋgoŋ hakumuk. 
ACT.17.15	Kaŋ me noli Pol nagi wooŋ Atens kameeŋ kotigoŋ Beliyade udaneeŋ une tubu Poldi mede indiŋ yenimbu tiŋa ugiŋ, “Wooŋ Timoti dut Sailas yenimbu pilap hinek buŋa nabudemeek.”
ACT.17.16	Timoti dut Sailasdok mede unduŋ kameeŋ Pol ne Atens uŋgoŋ hali uŋahi metamdi welewele fee tutumbaaŋ boiŋa yeniutumbayagiŋ yabuŋa weleŋ kisaŋ hinek kadakaguk. 
ACT.17.17	Unduŋ tiŋa bopyotneŋ fooŋ Judame eŋ me Judahi’walaŋ feknit mokit uŋoŋ Bepaŋ niutumbayagiŋ adut siweneyagiŋ, eŋ metam noli talipmeŋ be bopkwet wapumneŋ yabuŋa helemahelemaŋ siweneyagiŋ.
ACT.17.18	Kaŋ yokwet uŋoŋ me nadinadihinit me bop lufom hatiyagiŋ wohik Epikue-hi dut Stoik-hi yeniyagiŋ, adi undugoŋ Pol dut siwe tiŋa nolidi yoyagiŋ, “Me nadinadinit mokit, nemek nemu nadilak i maŋgoŋ mede yobe tilak?” Pol adi Jesudi pilakuk wondok yenindidime kwanai tuguk doktiŋa noliyeŋ “bepaŋ kwet niŋkadehi’walaŋdok mede yolak,” yogiŋ. 
ACT.17.19	Unduŋ niŋa nagila bop kwet niŋ wou Aliopaga uŋoŋ looŋ niŋgiŋ, “Indi du yodidime kwanai gitipmuŋgoŋ tilaŋ yendok ninimbu nadinim. 
ACT.17.20	Nemek noli yolaŋ i gitipmuŋgoŋ hinek nadiyam ale wondiniŋ mebi ninimbu nadinim.” 
ACT.17.21	Metam Atenshi eŋ buŋambu uŋoŋ itowagiŋ adi yadi nadinadi be mede nemek gitipmuhi hogok nadiŋa kiyonadi tiŋila kisaŋ hati yonadiyagiŋ.
ACT.17.22	Unduŋ niŋgiŋ kaŋ Pol adi pilali metam Aliopaga bopnegiŋ namandahik foloŋ yali indiŋ yeniŋguk, “Atenshi metam, nu hidi’walaŋ mebihik indiŋ kalat. Hidi bepaŋ fee hinek yeniutumbaiŋ. 
ACT.17.23	Kaŋ nu yokwet wapumhik maaneŋ yauŋa bepaŋ yeniutumbaiŋ kwet fee hinek yabuŋat, yabuŋa yauge yauge wooŋ muni hemiŋ hemiŋ falik niŋ kaŋat u kudi indiŋ youla kamegiŋ, ‘Bepaŋ mu nadimiyamdok,’ u adi Bepaŋ mu nadimiŋa hogok niutumbafit tiiŋ wondok adi kobuk nu hanilat ukuyoŋ. 
ACT.17.24	Adi Bepaŋ kunumkwet kameguk tiŋa nemenemek kwetfoloŋ iŋoŋ be kunum gineŋ ikiiŋ u adi boidapmaguk, tiŋa adi kunumkwet diniŋ Wapum. Adi siloŋyot mehinekdi maiŋ gineŋ mu itoulak. 
ACT.17.25	Kwetfoloŋ iŋoŋ hatihati be munabut tiŋa nemenemek hogohogok u adigoŋ nimilak, doktiŋa kwetfoloŋ medi nemek niŋ kwanaineu mintaune mimiŋdok tuwot moŋ. 
ACT.17.26	Tiŋa undugoŋ timeŋ adi mehinek kubugoŋ tubumintaguk diniŋ kwetkwet mehinek bop fee mintaaŋ hatiyam. Eŋ mintaaŋ hatidok kwet be nai u adigoŋ nimguk.
ACT.17.27	“Unduŋ tubune metam welehikdi Bepaŋ lohitauyeŋ tubumintadok yoŋa unduŋ tuguk. Iŋgoŋ Bepaŋ adi indi binibuŋa kweetniŋ hinek mu hatilak. 
ACT.17.28	Nebek niŋdi youkuk unduŋ, ‘Indi adi’walaŋ hatihatiŋiŋ gineŋ hatiŋa nemek tiyam.’ Hidi’walahi me noli nadinadihinitdi indiŋ yoiŋ, ‘Indi maaŋ adi’walaŋ wapmihi.’
ACT.17.29	“Kaŋ indi Bepaŋ’walaŋ wapmihiŋiye aditok agaŋ mintagumun doktiŋa nadine Bepaŋ adi kwetfoloŋ iŋoŋ goldi be silwadi (ŋain momooŋdi), be kawadedi, be bemdi tiiŋ undiniŋ mu tibek. 
ACT.17.30	Koom kauleŋ hatinene nibuŋa binibuluguk, iŋgoŋ kobuk adi metam hogohogok kwetfoloŋ iŋoŋ welenik tubutakaleeŋ kadakaniŋnik sigilulum tiyemdok yolak. 
ACT.17.31	Tiŋa undugoŋ, Bepaŋ adi kwetfoloŋ me indi’walaŋ mebinik kaŋ kibikoŋ nimdok nai tinimguk hogok hatak. Kwanai u me niŋdi tibaak yoŋa nindapmaguk, tiŋa me u biyagoŋ hinek tibaak nadidakalenim yoŋa kumuŋ gineniŋ tubukaikaguk kaŋ pilali hatilak.”
ACT.17.32	Pol adi Jesu kumuŋa pilakukdok yoguk kaŋ me noli adi nihaŋinda tigiŋ, kaŋ noli adi naininde kotigoŋ yobu nadidok niŋgiŋ. 
ACT.17.33	Unduŋ tigiŋ kaŋ Pol adi bop kwet u bikabuŋa uguk. 
ACT.17.34	Me noli Pol dut yali nadisukiliti tiŋa Pol kelegiŋ. Me niŋ wou Diyonisiyo, adi bop kwet Aliopaga diniŋ mebop gineniŋ, eŋ tam niŋ wou Damali tiŋa metam noli adi maaŋ keleeŋ ugiŋ.
ACT.18.1	Unduŋ tiŋa Pol adi Atens biŋa Kolinde uguk. 
ACT.18.2	Uŋoŋ wooŋ Judame niŋ wou Akwila adi Pontas uŋoŋ mintaguk, ala tamŋiŋ Pilisila dut wooŋ Itali uŋoŋ hatilu me Mapme Wapum Kalaudiyodi Judame hogohogok Loma kwetneŋ uŋoŋ mu hatineŋ unduŋ yenimbu momoŋ Kolinde ugumuk. Kaŋ Poldi wooŋ yabuguk. 
ACT.18.3	Pol adi memalam wondi tagumuk unduŋ seli yot kwanai tuluguk, doktiŋa wooŋ yabuŋa noŋgoŋ itouŋa yehitubu-lodaaŋ kwanaineyagiŋ. 
ACT.18.4	Unduŋ tiŋa Sabat nai hogohogok foloŋ Judahi’walaŋ bopyotneŋ fooŋ Judame heki be Gilikme heki dut Mede Momooŋ yonadiŋa adi’walaŋ nadinadihik u tubugweheyeune nadisukiliti titiŋdok wondok kwanai tuluguk.
ACT.18.5	Unduŋ hatitulu Timoti dut Sailas adi Masedoniyaniŋ busuwagumuk kaŋ Pol adi Mede Momooŋ yoyo fafaŋe tiŋa tiŋila Judame indiŋ yeniluguk, “Jesu adi Kilisto uŋakoŋ.” 
ACT.18.6	Unduŋ yenimbu Judahi metamdi kahaŋinda tiŋa niwoliwolike tubune adi kuduhuluŋ tinahukutŋiŋ foloŋ ulumamaŋe tiŋa yeniluguk, “Hidi wooŋ fitneŋ u nu’walaŋ yom mu tibaak, u hide’walaŋ nemek. Unduŋ doktiŋa nu kobuk hidi sigilulum tihamuŋa me Judahi’walaŋ feknit mokit heki’walaŋ hogok kwanaineluwaat.”
ACT.18.7	Unduŋ yoŋa Pol adi wooŋ me feknit mokit niŋ Bepaŋ niutumbaluguk wou Tisias Yusto dut itowagumuk. Adi yoli Judahi’walaŋ bopyot gagayeŋ. 
ACT.18.8	Uŋoŋ bopyot diniŋ me talitimeŋ niŋ hatiluguk wou Kilispas, adi Wapum nadisukilitimiluguk ala adi wapmihiŋiŋ tam eŋ Kolin metam feedi Mede Momooŋ nadiŋa nadisukilitiŋa Imeyout tigiŋ.
ACT.18.9+ACT.18.10	Heleniŋ, timiŋ Pol damo gineŋ kaune Wapumdi indiŋ niŋguk, “Metam fee iŋoŋ hatiiŋ adi nu’walaŋ metamneye, be nebek niŋdi nemek nemu tigambaak doktiŋa munta tiŋa wabi mu tibeŋ.” 
ACT.18.11	Unduŋ niŋguk doktiŋa Pol adi uŋoŋ gulet kubugoŋ tiŋa gulet niŋ faki hogok unduŋ hatiŋa Bepaŋ’walaŋ Mede Momooŋ yoyo tuguk.
ACT.18.12	Me Galiyo adi Akaia kwetneŋ uŋoŋ kiyap itugukneŋ ala Judame heki adi noŋgoŋ bopneeŋ Pol mik timiŋa nagila mede tine ugiŋ. 
ACT.18.13	Nagi wooŋ indiŋ yogiŋ, “Me i indi’walaŋ Yodoko Medenik lahula metam Bepaŋ niutumbadok tali gitipmuŋ yenindidimelak.”
ACT.18.14	Unduŋ yobu Poldibo mede yobit yo tuguk kaŋ Galiyodibo Judame indiŋ yeniŋguk, “Me i nemek kadakaniŋ wapum tibetik wondok nu medehik kedem nadilit. 
ACT.18.15	Hidi adi mededok eŋ nemenemek wohiyedok tiŋa hide’walaŋ Yodoko Mededok yoiŋ doktiŋa hidi hide yotubudidimeneŋ. Nu nemek indihidok ale mede nadinadi mu tibit.”
ACT.18.16	Unduŋ yeniŋa yeniŋkulune mede kwet biŋa fougiŋ. 
ACT.18.17	Yeniŋkulune fowooŋ nehi’walaŋ bopyot diniŋ talitimeŋ me Sositeni nagila wooŋ me wapum Galiyo namanda foloŋ bem ukiŋ. Iŋgoŋ Galiyo adi wondok nemek nemu nadiguk.
ACT.18.18	Unduŋ tiŋa Pol adi Kolin uŋgoŋ metam nadisukilitihinit dut yagigi hatiŋa heleniŋ Akwila malam dut Siliyade muwage foloŋ looŋ ugiŋ. Muwage foloŋ loloŋdok tiŋila Pol adi Seŋkiliya yokwetneŋ uŋoŋ ki hapmuŋ kulikut tuguk. U Judahi’walaŋ titiŋhik keleeŋ Bepaŋ dut mede yofafaŋe tiŋa tuguk. 
ACT.18.19	Unduŋ tiŋa uŋaniŋ muwage foloŋ looŋ wooŋ Efeso yokwetneŋ wosuwaaŋ Pol adi memalam u biyabuŋa bopyotneŋ fooŋ Judame heki Mede Momooŋ yeniyeniŋ tuguk. 
ACT.18.20	Mede Momooŋ yeniŋguk kaŋ uŋgoŋ hatidok niŋgiŋ kaŋ moŋ yoŋa 
ACT.18.21	indiŋ yeniŋa uguk, “Nu Bepaŋdi nadinambune kedem kotigoŋ udaneeŋ buŋa habaat.” Unduŋ yeniŋa kotigoŋ muwage foloŋ looŋ Sisaliyade uguk. 
ACT.18.22	Sisaliya wosuwaaŋ Jelusalemde wooŋ kayoŋbop uŋoŋ yeniutumbaaŋ Antiyokde uguk. 
ACT.18.23	Uŋoŋ muniniŋ-kabe hatiŋa kotigoŋ Galesiya eŋ Filigia kwetneŋ yauŋa kayoŋbop uŋahi mede yeniŋkiliti tiyauguk.
ACT.18.24	Judame niŋ wou Apolo adi Alesandiliya uŋoŋ mintaguk ala Efesode uguk. Adi mede yoyodok nadinadiŋiŋ wapum, tiŋa undugoŋ Judahi’walaŋ Youkudip Mede kunali nadidapmaŋ tuluguk. 
ACT.18.25	Ala adi Wapum Jesu’walaŋ mede diki hogok nadiŋa muntanit mokit didimeŋgoŋ yohautaluguk. Iŋgoŋ adi Jon Imeyout’walaŋ mede Jesudok yoguk hogok nadiŋa Jesu wou foloŋ Imeyout tigiŋ u mu nadidakaleguk.
ACT.18.26	Adi Judahi’walaŋ bopyotneŋ fooŋ mede uŋakoŋ u saŋiniŋnit yohautaune Pilisila dut Akwila adi u nadiŋa nagila yopmaŋde wooŋ Bepaŋ’walaŋ tali hinek nindidimegumuk. 
ACT.18.27	Unduŋ tiŋa Apolo adi Akaiade we yobune Efesohi metam nadisukilitihinit adi nohiye Akaia uŋgoŋ hatigiŋ doktiŋa Apolodi uŋoŋ uune niutumba titiŋdok yoŋa pepa youyemgiŋ. Kaŋ Apolo adi uŋgoŋ wooŋ indiŋ yehitubu-lodaguk. Akaiahi metam noli adi Bepaŋdi welesiloŋ tiyembune Jesu nadisukilitimiŋgiŋ, kaŋ Judahidi u kaune tuwot mu tubune siwe tigiŋ. 
ACT.18.28	Doktiŋa Apolodi wooŋ nehi’walaŋ Youkudip Mededi Kilistodok dediŋ yolak u yenindakaleeŋ Jesu adi Kilisto uŋakoŋ yeniŋguk.
ACT.19.1	Apolo adi Kolin uŋoŋ hatilu Pol adi kweboboe fee lokadotawooŋ Efeso wosuwaguk. Uŋoŋ metam kayoŋbop niŋ yehitubu-mintaŋ 
ACT.19.2	indiŋ yeniŋguk, “Hidi Bepaŋ nadisukilitimiŋgiŋ kaŋ Uŋgoniŋ Munabuli maaŋbe fotokihamguk?”
ACT.19.2	Unduŋ yeninadiguk kaŋ niŋgiŋ, “Indi Uŋgoniŋ Munabuli uŋgoŋ hatilak u mu nadiyam.”
ACT.19.3	Unduŋ niŋgiŋ kaŋ Poldibo kotigoŋ yeniŋguk, “Kaŋ hidi Imeyout dediŋ tigiŋ?”
ACT.19.3	Yeninadiguk kaŋ yogiŋ, “Indi Jon’walaŋ Imeyout tugumun.”
ACT.19.4	Unduŋ yogiŋ kaŋ Poldi kotigoŋ yeniŋguk, “Jondi metam kadakaniŋhik sigilulum tineŋdok Imeyout tiyemiluguk. Unduŋ tiŋila Isilaehi metam indiŋ yeniluguk, ‘Me niŋ mindaŋ nu sigineneŋ bulak uŋak nadisukilitimineeŋ.’ Me u Jesu.”
ACT.19.5	Unduŋ yeniŋguk kaŋ nadiŋa Wapum Jesu wou gineŋ Imeyout tigiŋ. 
ACT.19.6	Imeyout tigiŋ kaŋ Poldi kohoŋ kihik foloŋ kameune Uŋgoniŋ Munabuli foyembune mede uŋgoniŋ uŋgoniŋ gineŋ Bepaŋ wou nintilooŋ Bepaŋ’walaŋ mede yohautagiŋ. 
ACT.19.7	Me kunakunathik 12 unduŋdi tigiŋ. 
ACT.19.8	Kaŋ Pol adi muyakip lufomkulitniŋ wondok tuwot bopyotneŋ fooŋ metam dut Bepaŋ’walaŋ Hatihati Uŋgoniŋ wondok yenindakale kwanai tuguk.
ACT.19.9	Kaŋ metam noli adi mede u mu nadiŋa Jesu’walaŋ Mede Momooŋ u sigilulum timiŋa metam bop wapum gineŋ Wapum’walaŋ talidok mede yopekit fee tigiŋ. Unduŋ tigiŋ kaŋ Pol adi biyabuŋa me nadisukiliti tigiŋ hogok yanagila helemahelemaŋ me niŋ wou Tilana’walaŋ nadinadi yotneŋ wooŋ Mede Momooŋ yonadi tagiŋ. 
ACT.19.10	Kwanai u gulet lufom wondok tuwot tubune metam Esiya maaneŋ hatiyagiŋ Judame be me feknit mokit wanaŋ Bepaŋ’walaŋ mede nadigiŋ.
ACT.19.11	Unduŋ tubune Bepaŋdi Pol saŋiniŋ mimbune kudi gitipmuŋ mebimebi tuluguk. 
ACT.19.12	Kudi noli indiŋ, mehinek nolidi buŋa Pol’walaŋ tinahukut fakaŋneniŋ be haule faki mimindi tumololuguk u moŋgo wooŋ yagithinit be yabaphinit yembune yohoneeŋ yagithinit adi kedebayagiŋ eŋ yabaphinit adi yabap heki welehik gineniŋ labu bu wagiŋ.
ACT.19.13	Kaŋ Judame noli yokwet noli gineŋ yauŋa yabap yehikeleyagiŋ adi maaŋ Jesu wou foloŋ kwanai u tine nadiŋa yabap indiŋ yeniyagiŋ, “Nu me Poldi Mede Momooŋ yolak, Me Jesu wou gineŋ ganilat, bikabu weŋ!”
ACT.19.14	Ala uŋoŋ me hekidalit 7 adi Judame heki’walaŋ talitimeŋ wapum wou Siwa, adi mihiŋiyedi kwanai u tigiŋ. 
ACT.19.15	Unduŋ tulu yabap niŋdi mede indiŋ tubu-udaneyemguk, “Nu Jesu agaŋ nadilat, nu Pol agaŋ nadilat iŋgoŋ hidi! Hidi neeŋ hinek? Nu hidi mu nadihamulat.”
ACT.19.16	Unduŋ yeniŋa me yabapnit adi mewoi u widihiŋa tinahukuthik kahibulagineŋ yehikeleune mewoi u yolineŋ logiŋ fotatakula hambiyek foloohik naŋgatnaŋgathinit yohite ugiŋ. 
ACT.19.17	Kaŋ Judame eŋ me feknit mokit Efeso uŋoŋ itowagiŋ adi kahat u nadiŋa kisaŋ muntaaŋ Wapum Jesu wou nintilogiŋ.
ACT.19.18	Unduŋ tiŋa metam nadisukilitihinit feedi metam bop wapum gineŋ buŋa kadakaniŋ koom tigiŋ u yobihikiŋ. 
ACT.19.19	Kaŋ metam noli adi nadinadisu komihi kahaŋ dediŋ titiŋdok wondiniŋ mebi pepa gineŋ youlu muneeŋ wapumdi tuwaaŋ boihebi hatiyagiŋ u moŋgo fooŋ metam bop wapum gineŋ kulaheu dagiŋ. Pepa kulahegiŋ u muneeŋ kunakunathik kunalune 50 tausen kina wondok tuwot mintaguk. 
ACT.19.20	Metamdi unduŋ tubune Wapum’walaŋ Mede Momooŋdi kwetkwet hautadapmaguk.
ACT.19.21	Unduŋ tiŋa Pol adi Lomade we nadiguk iŋgoŋ indiŋ yoguk, “Timeŋ Akaia eŋ Masedoniya kwetneŋkade dapmatauyeeŋ Jelusalem wosuwawaat, tiŋa mindaŋkade kedem Lomade waat.” 
ACT.19.22	Unduŋ yoŋa tubuloda meŋiŋ yakat Timoti dut Elasto yeniŋkulu Masedoniyade uune ne Esiya kwet wapum maaneŋ uŋgoŋ hatiguk. 
ACT.19.23	Kaŋ nai uŋaniŋ Efeso yokwet wapumneŋ Jesu’walaŋ Mede Momooŋ doktiŋa toŋgiyonda wapum hinek tigiŋ. 
ACT.19.24	Me niŋ silwadi moŋgola nemenemek tuluguk wou Demitiliya, ala adi bepaŋ yalayalaŋ Atemis
ACT.19.25	Unduŋ doktiŋa me noli kwanai Demitiliyadi tuluguk undugoŋ tagiŋ u maaŋ kutiyenimbu buŋa bopneune indiŋ yeniŋguk, “Meheki, hide agaŋ nadiiŋ, kwanainik yendigoŋ halune indi muneeŋ bomboŋhinit tiŋa ikam. 
