MAT.1.1	Ecitabo co bwiburwa bwa Yesu Kristo, Omwana wa Daudi, Omwana wa Iburaimu.
ACT.27.18	Mwejo, wejire canyaka muno no muyaga, nibe:sa impu:rwa. 
ACT.27.19	Na ku rusiku rwa kasatu, nice:sa ebi:nu bya mu ngaraba na maboko geswe abene. 
ACT.27.20	Nawe risu:ba na jinjota anu bitabonekaga mu mwanya gwa siku nyafu, mbe okwiikanya kwone kwo kukira kweswe nikuwao.
ACT.27.21	Okuba cariga camarire siku nyafu kurya uri, Paulo nemereguru aagati yebwe, na:ika ati, Bamura, kwariga kube:ire okunyungwa, cija citaso:kere Kerete, citakabwene okuuta:ra kunu no kufwirwamo kunu. 
ACT.27.22	Nawe woryanu enibabwira ati, musimbi:re emyoyo, okuba atakufwa mu:nu na umwi mwimwe, tari ingaraba:ra. 
ACT.27.23	Okuba mu ngeta ya rero maraika wa Nyamuanga, unu anye ndi wae ka niwe unu enikorera, mbe ari anyimereguyuko, 
ACT.27.24	Na:ika ati, Uto:bayaga, Paulo, okuba kukwiire okwimereguru imbere ya Kaisari. Mbe rora, Nyamuanga akuyae bo:ne banu abagenda aamwi na:we. 
ACT.27.25	Mbe musi:ri:ke, bamura, okuba eni:kirisya Nyamuanaga ati, ebi:jo:kuba kutyo ambwira. 
ACT.27.26	Nawe ni busi busi ce:swe kwisinga.
ACT.27.27	Nawe mu ngeta yo rusiku rwa rikumi na kana niciyeywa ncisirwa ei nei mu nyanja ya Aduria. Mbe mu bwire agati abafugi nibe:togera ati, cafugee ku ca:ro. 
ACT.27.28	Nibarenga amanji nibabona bita makumi gabiri. Wejire cagenda kuto:to, nibarenga rindi, nibabona bita ekumi na bita:nu. 
ACT.27.29	Nibo:baya okuyarira ku mabui, nibe:sa masikyo gana ku:seji, nibenda ati, siga bwere. 
ACT.27.30	Abafugi wejire benda okwiruka mu ngaraba, nibe:sya ipanja mu nyanja, bari ati abenda kuja kwesa amasikyo ga ku rurimi. 
ACT.27.31	Paulo namubwira Omukuru wa basirikare ati, Banu bakaremo:kuba mu ngaraba, mutakutura kuona. 
ACT.27.32	Mbe abasirikare nibatemya jingoe ja ipanja, nibaita:tira nigenda.
ACT.27.33	Wejire bwayenjo:kuca, Paulo nabakomeresya bo:ne baryeko ebiryo, na:ika ati, Rero ni rusiku rwa ekumi na kana jinu mwarindiriragamo, musara:riye kuryako ka:nu uri. 
ACT.27.34	Kwenikora nimbakomeresya muryeko ebiryo, okuba ni byo mweruro gwemwe, okuba rutakubura rufwiri na rumwi orwa ku mitwe jemwe. 
ACT.27.35	Wejire amara okwaika kutyo nagega omukate, nasi:ma Nyamuanga imbere ya bo:ne nagumonyorako namba okurya. 
ACT.27.36	Bo:ne nibasimbi:ra emyoyo nibaryako ebiryo abene one. 
ACT.27.37	Banu cariga ciri mu ngaraba bo:ne carigamo magana gabiri na makumi gata:nu na gabiri na bata:nu na umwi (276). 
ACT.27.38	Wejire be:guta, nibayangura ingaraba, nibe:sa itanda ya ingano mu nyanja.
ACT.27.39	Wejire bwaca, nibaremo:menya eca:ro, nibarora rikonda rya isenyi, nibarwaja ati, araba ecitura, cisagure ingaraba omwo. 
ACT.27.40	Nibatemya amasikyo nibagasiga mu nyanja. Mu mwanya ogwo nibasurumura jingoe ja rigobero, nibaema ritanga rya imbere mu muyaga, nibairore:resya ku mwaro. 
ACT.27.41	Nawe wejire cakinga ku ngeji anu ejibonanira jinyanja ebiri, ingaraba niyarira, orurimi nirwisomeka niruruma nda. Nawe iseji ni:funika kurwa managa ga matuma. 
ACT.27.42	Abasirikare nibarwaja okwita ababoywa basiga kuuga bake:ruka. 
ACT.27.43	Nawe Omukuru wa basirikare ariga endere okuonya Paulo, nabaganya basige kukora rwa kutyo bendere. Naragirira banu bamenyere okuuga, bambe okwiyesa mu manji, bakinge ku ca:ro. 
ACT.27.44	Na bandi banu basigaeo, baugire ku:mero, na bandi ku bi:nu ebindi ebya ingaraba. Ndijei bo:ne nibakinga ku ca:ro kwa bwana-bwana.
ACT.28.1	Wejire caona, niwo nicimenya ati, risinga eritogwa Melita. 
ACT.28.2	Abe:nengo abo nibacikorera obwira bwafu butakubonwa kusiku, okuba bakumire omuriro, nibacikuma bo:ne kurwa iŋuba na imbeo. 
ACT.28.3	Mbe Paulo wejire akofya riganda rya jiŋwi, naritu:ra mu muriro, injoka niso:kamo kurwa ribirabira ryo muriro, ni:mwisingirira ku kuboko. 
ACT.28.4	Abe:nengo abo wejire barora injoka ye:nenere ku kuboko, niba:ikana abene:ra ati, Ni cimari omu:nu unu ni mwiti, norwo kutyo aona mu nyanja, orusima rutakumusiga abe muanga. 
ACT.28.5	Nawe omwene naisasamurira injoka mu muriro, atabwene buuta. 
ACT.28.6	Abo nibe:togera ati, riuta erijo:fumbura, amwi ke:fura nagwa nafwa. Nawe wejire barindirira muno nibarora ati, atabona buuta, nibaindura niba:ika ati, ni mungu.
ACT.28.7	Gariga gario yei ao amasambu go mukuru wa risinga eryo, risi:na ryae Pubilio. Oyo nacikuma, nacima:mya kisi siku isatu. 
ACT.28.8	Mbe, esemwene Pubilio ariga ama:mire arwae ebiri nasaya manyinga. Paulo nengira munu ariga:ri, nasabwa, namutako amaboko, namuosya. 
ACT.28.9	Wejire akora eco, na bandi one banu be:kae kwisinga banu bariga bari na marwara, niba:ja mbaosibwa. 
ACT.28.10	Abo nibaciyana ecibaro ca:fu. Wejire caso:kayo, nibaciikira binu cariga cikenere.
ACT.28.11	Wejire gaturao me:si gasatu niciso:kerayo mu ngaraba eyende Alekisanderia, inu yariga iri kwisinga eryo nirindirira jisiku jo muyaga jiwe. Ecibarikisyo cayo cariga ciri ati, Abamura ba:marongo. 
ACT.28.12	Nicigoba Sirakusa, nicimarayo siku isatu. 
ACT.28.13	Niciso:kayo, niciinda, nicikinga Regio. Nicimarao rusiku rumwi, omuyaga gwa marimbe niguyemba, na ku rusiku rwa kabiri nicigoba Putoli. 
ACT.28.14	Eyo niyo casangire aba:su nibaciremberesya cibe nabo siku ita:nu ne:biri. Nikwo kutyo nicikinga Rumi. 
ACT.28.15	Aba:su abende:yo bejire bongwa orukuma rweswe, niba:ja okuciramirira mwika:niro rya Apio, na ku Bisumbiro Ebisatu. Paulo wejire abarora, nasi:ma Nyamuanga, nasimbi:ra omwoyo. 
ACT.28.16	Wejire cengira mu Rumi, Paulo ne:kirisibwa okwikara enyere, aamwi no musirikare unu amurindaga.
ACT.28.17	Wejire je:ya siku isatu, nabirikira abakuru ba Bayaudi. Wejire be:kofyanya nababwira ati, Bamura ba:su, Anye norwo kutyo nitakaire ku ba:nu, nakabee ku ntungwa ja basaja, nawe bamboyere nibantu:ra mu maboko ga Barumi mu Yerusalemi. 
ACT.28.18	Abo wejire bamara okumbu:sirisya, nibenda okunsurumura, okuba batambweneko cifuno ca kunyita. 
ACT.28.19	Nawe Abayaudi wejire babambasyanya, nindora ni busibusi nisabwe okuramurwa na Kaisari, nawe tari ati ndi ne co kurega riyanga ryasu. 
ACT.28.20	Mbe kwonakora nimbabirikira, nibarore no kwaikana nemwe. Okuba niboyerwe na jinyoro jinu kurwo kwiikanya kwa Baisraeli. 
ACT.28.21	Abene nibamubwira ati, Eswe citendega kubona nyaruba ya bigambo byao okuso:ka mu Buyaudi, amwi ku ba:su banu be:jire, atario unu acibwiriye nakabee kuri kwaika musango mubi:bi kwawe. 
ACT.28.22	Nawe ecenda okungwa kwawe binu owiganirisya, okuba emisango jo kwiigisya kunu cimenyere ati okwaikwa kubi:bi wo:ne wo:ne.
ACT.28.23	Nibaragana nage orusiku. Mbe nibamu:jako ba:fu mu nyumba inu ariga e:kaemo. Nabatondera na:ika kisikisi ebyo bukama bwa Nyamuanga, nabatongerera mu bya Yesu kutyo byandikirwe mu biragiro bya Musa na mu baragi, kuso:kerera katondo ŋwaa ke:goro. 
ACT.28.24	Abandi nibe:kirisya cimari binu a:ikire, nawe abandi nibarema okwikirisya. 
ACT.28.25	Wejire barema okungwana abene:ra, nibagenda, Paulo wejire amara okwaika omusango gumwi ati, Mwoyo Mweru a:ikire kisi ku basaja wanyu mu muragi Isaya, 
ACT.28.26	Na:ika ati,
ACT.28.26	Genda ku ba:nu banu wa:ike ati,
ACT.28.26	Okungwa muryungwa nawe mutarisombo:kerwa.
ACT.28.26	Okurora murirora nawe mutari:te:ge:resya.
ACT.28.27	Okuba emitima ja ba:nu banu jasitoere,
ACT.28.27	Na matwi gebwe gatakungwa kisi,
ACT.28.27	Na me:so gebwe bagaongeresisye, korereki basige kurora na me:so gebwe no kungwa na matwi gebwe, no kusombo:kerwa ne mitima jebwe, no kuinduka, nanye nibaonye.
ACT.28.28	Mbe mumenye ati, omweruro gunu ogwa Nyamuanga ogusirwa mu ba:maanga. Abo nibo baryungwa. 
ACT.28.29	Wejire amara okwaika ebyo, Abayaudi nibagenda, nibabu:syanya muno abene:ra.
ACT.28.30	Paulo namarayo myaka ebiri mikobe, nao:syaga inyumba inu ariga e:kaemo, nakumaga bo:ne banu bamu:jagako. 
ACT.28.31	Nasimuraga ebyo bukama bwa Nyamuanga, ne:igisyaga ebya Ratabugenyi Yesu Kristo no buba:si bwafu, atario wa kumuganya.
ROM.1.1	Anye Paulo, omugaya wa Yesu Kristo, unu nabirikiywe okuba ntumwa, unu na:uywe okusimura Ebyobwana ebya Nyamuanga, 
ROM.1.2	Binu ariga aragire kara mu baragi mu Maandiko ame:ru, 
ROM.1.3	Nibyo ebigambo byo Mwana wae unu e:buywe mu rwiburo rwa Daudi mu mubiri, 
ROM.1.4	Unu mu mwoyo gwo bweru aburisibwe okuba Mwana wa Nyamuanga, kurwo kusu:ka mu bafu:ye, niwe Yesu Kristo Ratabugenyi. 
ROM.1.5	Ku mwene cayabirwe ecigongo no butumwa mwisi:na ryae, korereki ba mu maanga gome bo:robere okwikirisya. 
ROM.1.6	Mwabo emwe one murimo banu mwabirikiywe na Yesu Kristo. 
ROM.1.7	Enibandikira emwe bo:ne abende Rumi, banu mwenderwe na Nyamuanga, banu mwabirikiywe okuba be:ru. Ecigongo cibe kwimwe no murembe binu ebiso:ka ku Nyamuanga Rata na ku Ratabugenyi Yesu Kristo.
ROM.1.8	Okwamba enisi:ma Nyamuanga wani mu Yesu Kristo kubwemwe bo:ne, okuba okwikirisya kwemwe okwaikwa mu ca:ro come. 
ROM.1.9	Okuba Nyamuanga unu enikorera mu mwoyo gwani mu kwaika Ebyobwana ebyo Mwana wae, niwe kanyimako ati, eniba:ika emwe buto:sa, 
ROM.1.10	Eni:remberesya kusiku mu kusabwa kwani ati, nibone injira yo kubakingako mu mwanya gunu ogwiya, Nyamuanga akenda okunana ribando mu rugendo rwani. 
ROM.1.11	Okuba eniranga okubarora, korereki mbayane eciyanywa co mwoyo, korereki mukome:sibwe. 
ROM.1.12	Korereki cisi:ri:syanye anye nemwe, kurwo kwikirisya kwa bo:ne, okwemwe no kwani. 
ROM.1.13	Mbe, bama ba:su, nitakwenda muremo:kumenya ati, kwiya ka:fu nakarariraga okubaja:ko, korereki nibe na matwasyo kwimwe, rwa mu bamaanga abandi, nawe niingirirwa kukinga wori. 
ROM.1.14	Enitongwa Abagiriki na bamaanga. Enitongwa abenge na bafira. 
ROM.1.15	Kwenikora anye nimaririye okusimura Ebigambo byo bwana kwimwe banu muri Rumi one.
ROM.1.16	Okuba Ebigambo byo bwana bitakunswasya, okuba ni buinga bwa Nyamuanga bunu obure:ta omweruro ku mu:nu wo:ne unu ke:kirisya, okwambira ku Muyaudi na ku Mugiriki one. 
ROM.1.17	Okuba mwibyo oburenge:resi bwa Nyamuanga nimwo obubu:rikira bunu obusorka mu kwikirisya kukinga mu kwikirisya, rwa kutyo byandikirwe ati,
ROM.1.17	Omurengeresi arabaga muanga kurwo kwikirisya.
ROM.1.18	Okuba risungu rya Nyamuanga ryabu:risibwe okusorka mu rwire rinu eri:kira ku bunyatongwa bwone no bunyamusi bwone bwa ba:nu banu abaingirira ebye cimari mu bunyamusi bwebwe. 
ROM.1.19	Okuba ebya Nyamuanga binu ebimenyeka nibyo ebibonekera ku bene, okuba Nyamuanga niwe ababu:risisisye. 
ROM.1.20	Okuba ebyae binu bitakuboneka okuso:ka ku kubumba i:si, ebiboneka kata, nibimenyekera mu biyangwa byae, nibwo obuinga bwae bunu butakuwao na Bunyamuanga bwae, basige kuba no Musango gwo kuroma. 
ROM.1.21	Okuba bejire bamenya Nyamuanga, nibarema okumuyana ecibaro ca Bunyamuanga bwae, nakabee kuri kumusi:ma, nawe nibe:kuya kutyo era mu kwiganirisya kwebwe, emitima jebwe mifira nijikura ecisu:te. 
ROM.1.22	Wejire be:toga benge, ka nibafiriyara. 
ROM.1.23	Nibacu:sya ecibaro ca Nyamuanga unu atakubora, cisusanyibwe rwe co mu:nu unu kabora, na rwa jinyonyi, na rwa jityanyi, na rwa binu ebikurura. 
ROM.1.24	Kwakorere Nyamuanga nabasindika mu namba ye mitima jebwe baru:bega obujabi, no kunyamuranaga ecibaro ce mibiri jebwe. 
ROM.1.25	Okuba bainduye ebye cimari ebya Nyamuanga okuba byo rurimi, nibaramyaga no kukorera eciyangwa okukira Nyamuanga unu kasi:mwa kajanende. Amina. 
ROM.1.26	Kwakorere Nyamuanga nabasindika baru:be jinamba ja jiswaro, okuba abagasi bebwe one bacu:si:sye ebikorwa byo busimuka mu binu bitari bya busimuka. 
ROM.1.27	Na barume one kutyo, wejire basiga ecikorwa co mugasi eco busimuka, nibanambaarirana barumerume nibakora ebyo bite:ire, nibabona abene intambara inu yiire mu kubiya kwebwe. 
ROM.1.28	Mbe rwa kutyo baremere okuba na Nyamuanga mu me:ganirisyo gebwe, nikwo Nyamuanga nabasindika baru:be ame:ganirisyo ganu gabiire, bakore binu bite:ire. 
ROM.1.29	Be:juye oburangirangi bwone, no bumaya, no kurigira, no bunyamuke. Be:juye orwiso, no bwiti, no rwango, no burigerige, no kubiiriranwa, na baromi be biwewe, 
ROM.1.30	Na babeeresya, na banu ababiirirwa Nyamuanga, na be ce:mo na be cigundu, na batunu:ni, na bertemeki be bibi:bi, na banyatongwa be:busi bebwe, 
ROM.1.31	Na banyate:te:ge:resya, na barwita buragane, na banyatendana, na banyatafwira cigongo, 
ROM.1.32	Abo nakabee bamenyere okuramura kunu kwimire okwa Nyamuanga ati, banu abakora ebyo be:ire okufwa, okuba nakabee bamenyere, batakubikora era, nawe abe:kirisyanya na banu abakora ebyo.
ROM.2.1	Kwoukora utana rubamba:riro, awe mu:nu wo:ne unu ouramura oundi, okuba cinu ouramura owe:janyu, nico owiramura omwene, okuba na:we unu ouramura ka:we one nukora ebyo. 
ROM.2.2	Mbe cimenyere ati okuramura kwa Nyamuanga ni kwa cimari ku banu abakoraga ebyeja:bo ebyo. 
ROM.2.3	Awe mu:nu ruramura banu abakora ebyo ka na:we one nubikora, ?owiganirisya ati uriona mu kuramura kwa Nyamuanga? 
ROM.2.4	?Tere amwi ougaya obuni:bi bwo bwira bwae, no kwigumirisya kwae, no kurindirira kwae, si utakumenya ati, obwira bwa Nyamuanga obukurerta mu kuta? 
ROM.2.5	Nawe kurwo bukomee bwo mutima gwao gunu gutakuta, owibikira risungu rinu ririba ku rusiku rwa risungu na rwo kuswerura kwo kuramura kwa Nyamuanga okwo burengeresi. 
ROM.2.6	Unu arimuye:ra omu:nu Wo:ne rwe bikorwa byae kutyo byariga biri. 
ROM.2.7	Abo abe:gumirisya okukora ebyo bwana nibayenja rikusyo ne cibaro no bunyatafwa, nibo bariyanwa obuanga bwa kajanende. 
ROM.2.8	Nawe abo rwango na banyatongwa ebye cimari, nawe nibaru:ba ebyo bunyamusi, baribona obururu na risungu. 
ROM.2.9	Okunyasibwa no kurumwa biriba ku mwoyo gwo mu:nu wo:ne unu kakora obubi:bi, okwambira ku Muyaudi na ku Mugiriki one. 
ROM.2.10	Nawe rikusyo ne cibaro no murembe biriba ku mu:nu wo:ne unu kakora ebye kisi, okwambira ku Muyaudi na ku Mugiriki one. 
ROM.2.11	Okuba Nyamuanga atukusoro:ra. 
ROM.2.12	Okuba bo:ne banu banyamuraga batana biragiro, nibo barisimagira one batana biragiro. Na bo:ne banu banyamuraga barine biragiro, nibo baritemerwa eci:na ne biragiro. 
ROM.2.13	Okuba banu abongwa:ra ebiragiro batari barenge:resi imbere ya Nyamuanga, tari banu abakora ebye biragiro, nibo baribarirwa oburenge:resi. 
ROM.2.14	Okuba abamaanga banu batari na biragiro, wora bakora mu busimukwa ebye biragiro, abo nakabee batana biragiro, babee ne biragiro byebwe abene. 
ROM.2.15	Okuba abe:resya omurimu gwe biragiro mu mitima jebwe, emyoyo jebwe nijibabambarira, ame:ganirisyo gebwe nigababu:ra amwi kubemako. 
ROM.2.16	Ku rusiku rurya Nyamuanga ariramura ebyo bumbise bya ba:nu, kubwa Yesu Kristo, rwe Byobwana binu enaika kutyo biri.
ROM.2.17	Nawe awe unu outogwa Omuyaudi, unu wiyekekere ku biragiro, niwikuya ati ndina Nyamuanga, 
ROM.2.18	Ka umenyere binu kenda, nusomborkerwa ebyo bwana muno, okuba we:igisibwe mu biragiro, 
ROM.2.19	Ka:we owiganirisya omwene ati, ndi mutangasya wa baofu, ka ndi bweru bwa banu bari mu cisu:te, 
ROM.2.20	Owitoga omweresya wa bamumu no mwiigisya wa ba:na. Uri no bwenge ne cimari byo kurorerako, binu biri mu biragiro. 
ROM.2.21	Mbe awe unu owiigisya oundi, ?utakwiigira awe omwene? Awe unu owaika ati, Wasiga kwiba? nuwiba awe omwene? 
ROM.2.22	Awe nuwaika ati omu:nu ataja kuromera, ?Ka:we omwene nuromera. Awe unu utamangenwe ne bisusano, ?nuwiba ebya mu yekaru? 
ROM.2.23	Awe unu we:kuya mu biragiro, ?ounyamura ebiragiro nuswasya Nyamuanga? 
ROM.2.24	Okuba risi:na rya Nyamuanga erifumwa na bamaanga kubwemwe, rwa kutyo byandikirwe. 
ROM.2.25	Okuba ukagwata ebiragiro, okutendwa kurengere. Nawe ukaba munyamusi we biragiro, okutendwa kwao ouba uti utatendere. 
ROM.2.26	Mbe omuri:sya akagwata ebya mu biragiro, ?oburi:sya bwae butakubarwa kuba rutendo? 
ROM.2.27	Na unu atatendere mu busimuka, akaku:misya abiragiro, ?atariramura awe anu ounyamura ebiragiro, ke:nu una Maandiko no rutendo? 
ROM.2.28	Okuba Omuyaudi wa inguru era oyo atari Muyaudi, nakabee okutendwa kwo mubiri inguru era one kutari kutendwa. 
ROM.2.29	Nawe Omuyaudi wa munda oyo niwe Omuyaudi, no kutendwa kwe cimari ni kwa mu mutima, na kwa mu mwoyo, tari kwa mu nyuguta. Okukuibwa kwae kutakusorka mu ba:nu, tari ku Nyamuanga.
ROM.3.1	?Mbe Omuyaudi akirire abandi kutiki? ?Amwi okutendwa kukondere ki? 
ROM.3.2	Kukondere muno mu misango jo:ne. Okuba nibo bambire okukomeresibwa emisango ja Nyamuanga. 
ROM.3.3	?Ka mbe niki, bakaba bandi bate:kirisisye? ?Obute:kirisya bwebwe obuso:syao obwiikanyibwa bwa Nyamuanga? 
ROM.3.4	Na Katyari uri. Nawe Nyamuanga abega we cimari, nawe mu:nu wo:ne aboneke ari wa rurimi, rwa kutyo byandikirwe ati, Ube murengeresi mu kwaika kwao, ariba waramurwa ogwao gwere. 
ROM.3.5	Nawe obunyamusi bweswe bukabu:risya oburenge:resi bwa Nyamuanga, carike ki? ?Amwi ati, Nyamuanga kabiya okurena risungu? Enaika rwa ba:nu. 
ROM.3.6	Na katyari uri. Okuba bikaba kutyo, ?Nyamuanga ariramura ecaro kutiki? 
ROM.3.7	Nawe okumasya kwa Nyamuanga kukaba nikwongesya rikusyo ryae kurwo kubeya kwani, anye niki cinu ecikora nicaramurwa rwo mukai? 
ROM.3.8	?Kubaki citakukoraga bibi:bi korereki ebyo bwana bi:je, rwa kutyo abandi abacibeeresya ati, eca:ika kutyo? Itambara yebwe irengere.
ROM.3.9	?Angu kutiki? ?Ciri ba kisi kukira abandi? Na katyari uri. Okuba cambire okubabura Abayaudi na bamaanga ati, bo:ne batungirwe ebibi:bi. 
ROM.3.10	Rwa kutyo byandikirwe ati,
ROM.3.10	Atario murengerresi na umwi.
ROM.3.11	Atario unu asomborkeywe.
ROM.3.11	Atario unu kamuyenja Nyamuanga.
ROM.3.12	Borne be:kotere, baraborere bo:ne ewe.
ROM.3.12	Atario unu kakora ebye kisi na umwi.
ROM.3.13	Ebimiro byebwe ni fwa mururruke.
ROM.3.13	Ababeya na jindimi jebwe.
ROM.3.13	Obusungu bwa ji:miri buri munda ye minwa jebwe.
ROM.3.14	Mu kanwa kebwe be:juye amafumo no bururu.
ROM.3.15	Ebigere byebwe ni byangu okwita amanyinga.
ROM.3.16	Obunyamuke na jinyako biri mu njira jebwe.
ROM.3.17	Na injira yo murembe batamenyere.
ROM.3.18	Oku:baya Nyamuanga kutario mu me:so gebwe.
ROM.3.19	Mbe cimenyere ati, byone binu ebyaikwa mu biragiro, ebyaikwa kwabo batungirwe ebiragiro, korereki eminwa jo:ne jijibisibwe, ne ca:ro co:ne cirindirire okuramura kwa Nyamuanga. 
ROM.3.20	Okuba atario mu:nu wo:ne mu aribarirwa oburenge:resi imbere ya Nyamuanga kurwe bikorwa bye biragiro, okuba ebiragiro nibyo ebire:ta okumenya ebibi:bi.
ROM.3.21	Nawe ori oburenge:resi bwaburikire bunu butari bwa mu biragiro, bunu obwaikwa ne biragiro aamwi na baragi. 
ROM.3.22	Nibwo oburenge:resi bwa Nyamuanga, bunu obu:ja ku banu bo:ne abe:kirisya, kurwo kwikirisya Yesu Kristo. 
ROM.3.23	Okuba okutasyanya kutario, okuba bo:ne barakorere ebibi:bi, nibareba rikusyo rya Nyamuanga. 
ROM.3.24	Nibabarirwa oburenge:resi kutyo era mu cigongo cae, ku njira yo bucungusi bunu buri mu Yesu Kristo. 
ROM.3.25	Niwe Nyamuanga amuteeo okuba ngwatanya kurwa manyinga gae inu iriwo mu kwikirisya, korereki e:resye oburenge:resi bwae kurwo kurembekesya ebibi:bi binu byakorwaga kara, mu kwigumirisya kwa Nyamuanga. 
ROM.3.26	Korereki erresye oburenge:resi bwae mu mwanya gunu, ati, niwe Omurengerresi ka na Unu kayana oburenge:resi oyo kerkirisya Yesu. 
ROM.3.27	?Kambe okwikuya kuri a:ki? Kwigariywe aanja. ?Kurwe biragiro ki? Amwi ebye bikorwa? Uri! nawe kurwe biragiro byo kwikirisya. 
ROM.3.28	Kwecikora nicimenyegesya ati, omu:nu kabarirwa oburenge:resi kurwo kwikirisya atari mu bikorwa bye biragiro. 
ROM.3.29	?Angu, Nyamuanga ni wa Bayaudi era? ?Atari wa ba:maanga one? Yee, ni wa bamaanga one. 
ROM.3.30	Mbe araba Nyamuanga ni umwi era cimari, niwe aribabarira banu batendere oburenge:resi kurwo kwikirisya, na banu batatendere one aribabarira oburenge:resi kurwo kwikirisya okwo era. 
ROM.3.31	?Mbe, eciso:syao ebiragiro kurwo kwikirisya? Na katyari uri, nawe ecikome:sya ebiragiro.
ROM.4.1	?Mbe ca:ike ki saja Iburaimu niki cinu abwene mu mubiri? 
ROM.4.2	Okuba Iburaimu akabariywe oburenge:resi kurwe bikorwa byae, kumba arine co kwikuisya, nawe tari imbere ya Nyamuanga. 
ROM.4.3	Angu, binu byandikirwe ebyaika atiki? Ebyaika ati,
ROM.4.3	Iburaimu e:kirisisye Nyamuanga, nabarirwa oburenge:resi.
ROM.4.4	Nawe unu kakora emirimu, omuyero gwae gutakubarirwa mu cigongo, nawe nibanja. 
ROM.4.5	Nawe unu atakukora, nawe ne:kirisya Unu kababarira abakai oburenge:resi, omu:nu oyo okwikirisya kwae kabarirwa oburenge:resi. 
ROM.4.6	Rwa kutyo Daudi one ka:ika ribando ryo mu:nu unu Nyamuanga kabarira oburenge:resi bunu butari mu bikorwa, na:ika ati,
ROM.4.7	Bana ribando banu be:swaririywe ebikayo byebwe, na banu babisi:ywe ebibi:bi byebwe.
ROM.4.8	Ana ribando omu:nu unu Ratabugenyi atakumubarira bibi:bi.
ROM.4.9	?Mbe ribando eryo ni rya batende era, tere amwi na ba:nu batatendere one? Okuba eca:ika ati, Iburaimu abariywe oburenge:resi kurwo kwikirisya kwae. 
ROM.4.10	?Mbe abariywe atiki? ?Anu ariga atenderwe, tere amwi anu ariga acari kutendwa? Tari anu ariga atenderwe, nawe anu ariga acari kutendwa. 
ROM.4.11	Ayaywe ecibarikisyo co rutendo, cibe runyamo rwo burengeresi bunu bwaso:kere mu kwikirisya okwo ariga:nakwo anu ariga acari kutendwa, korereki abe saja wabo bo:ne banu abe:kirisya, nakabee batatenderwe, korereki nabo one babarirwe oburenge:resi. 
ROM.4.12	Ka abe saja wo rutendo atari wa banu batenderwe era, nawe ni saja wa banu abaribatira mu rugere rwo kwikirisya kwa saja Iburaimu, kunu arigainakwo anu ariga acari kutendwa.
ROM.4.13	Okuba Iburaimu ayabirwe omurago aamwi no rwiburo rwae ati, urirya ecaro come omwandu, nawe omurago ogwo gutari kurwe biragiro, nawe ni kurwo burengeresi bunu abwene kurwo kwikirisya. 
ROM.4.14	Okuba bakaba aba mu biragiro nibo mbarya omwandu, mbe okwikirisya ni kwa kutyo era, no murago one ngwa kutyo era. 
ROM.4.15	Kwo kuba ebiragiro ebijisya risungu, nawe bikaba ebiragiro bitario, ne bikayo bitario. 
ROM.4.16	Nikwo ebikora nibisorka mu kwikirisya, korereki bibega bye cigongo, omurago korereki gurume ku rwiburo rwone, tari ku ba mu biragiro era, nawe ku banu bari bo kwikirisya kwa Iburaimu, unu ari saja eswe bo:ne, rwa kutyo byandikirwe ati,
ROM.4.16	Nakukorere ube saja wa maanga ma:fu.
ROM.4.17	Omurago gurumire imbere ya Unu e:kirisisye niwe Nyamuanga, unu kabayana abafurye obuanga, natoga binu bitariwo uti biriwo. 
ROM.4.18	Iburaimu unu e:kirisisye okurindirira binu bitakurindirirwa, korereki abe saja wa maanga ma:fu, rwa kutyo byaikirwe ati,
